NAME	DESCRIPTION	IBUA-M9-_1	IBUA-M9-_2	IBUA-M9-_3	IBUA-Isobut-acid-_1	IBUA-Isobut-acid-_2	IBUA-Isobut-acid-_3	MG1655-Isobut-acid-_1	MG1655-Isobut-acid-_2	MG1655-Isobut-acid-_3	MG1655-M9-_1	MG1655-M9-_2	MG1655-M9-_3
yiaY	b3589	0.775203	0.585479	0.839665	0.709986	0.164126	0.171233	0.884042	1.38675	0.43629300000000004	0.46392100000000003	0.0	0.47384
selA	b3591	81.6085	105.194	86.4886	112.209	112.965	94.4271	84.4445	88.7874	106.69200000000001	112.865	118.571	113.275
selB	b3590	126.07	140.392	127.225	134.355	133.29	126.527	122.64399999999999	132.709	128.227	134.886	122.471	131.584
yibF	b3592	15.9495	18.6207	16.8485	25.1634	29.2504	20.9827	56.2204	66.4238	143.614	97.421	78.1096	85.6953
yibH	b3597	2.4992799999999997	3.6706199999999995	4.32656	5.78175	6.35838	9.41358	6.65088	8.386000000000001	10.3945	8.75319	6.11805	5.3289800000000005
yibI	b3598	11.4493	5.52522	9.54513	11.1481	11.6349	10.4865	7.55611	16.8783	16.6752	15.4148	5.98567	18.0064
ybgF	b0742	1671.89	1393.18	1489.27	866.686	837.172	907.3580000000001	1301.03	1128.09	707.669	1062.76	1101.54	1069.12
yibT	b4554	1489.99	671.8939999999999	1571.9	488.091	493.837	548.5509999999999	1767.76	1431.96	668.203	1646.88	1499.9	869.198
cysE	b3607	223.27700000000002	199.699	199.489	524.559	520.086	470.47	264.94	350.017	350.56800000000004	194.00900000000001	151.377	217.649
secB	b3609	518.36	587.248	561.201	686.326	703.738	632.0980000000001	463.895	511.371	815.203	639.139	490.54400000000004	732.909
gpsA	b3608	545.62	566.069	549.476	589.8530000000001	573.599	580.266	542.936	510.39	480.996	565.339	553.0419999999999	558.294
grxC	b3610	401.957	550.493	340.74300000000005	788.207	778.74	632.59	451.28	524.9580000000001	930.053	659.547	413.644	707.2339999999999
yibN	b3611	901.3969999999999	808.827	876.918	516.109	497.726	594.625	576.757	683.113	720.904	767.2489999999999	826.995	870.408
waaH	b3615	0.80843	2.27565	1.23365	1.63903	2.32065	2.20662	3.9190099999999997	3.8562199999999995	3.3782400000000004	1.40439	3.1830000000000003	1.11356
tdh	b3616	59.0816	76.4545	59.5328	90.1002	97.3966	87.8669	96.9011	119.089	197.329	104.226	93.9499	90.6766
kbl	b3617	47.2802	53.6	44.4667	69.9335	65.8775	59.9211	69.1892	85.2814	132.482	65.6868	62.0425	54.0965
yibB	b3618	273.95099999999996	291.618	251.949	193.481	175.12900000000002	221.297	93.4789	137.2	133.252	152.042	225.13400000000001	135.90200000000002
nadA	b0750	387.582	365.202	400.773	543.258	577.774	546.6419999999999	805.885	328.28	356.01599999999996	496.79900000000004	526.81	705.977
waaU	b3623	3.72802	114.65	4.03195	130.15200000000002	105.684	132.566	3.31671	39.1182	101.963	49.5356	33.1467	78.0122
waaZ	b3624	4.76061	72.4221	4.55623	92.2943	88.0246	98.6093	8.99088	39.9178	82.1564	42.2771	21.441	54.69
waaY	b3625	24.3951	85.4008	12.864	68.1347	72.6807	79.9814	15.7698	55.3069	73.8304	47.5309	49.9333	58.9632
waaJ	b3626	44.9668	108.836	48.6287	81.0491	79.6874	90.079	24.5815	46.0348	86.3179	64.6013	44.3123	66.906
waaB	b3628	97.9551	115.99799999999999	89.7874	103.77600000000001	92.9015	101.49600000000001	58.47	82.7755	95.2591	78.131	85.4679	77.4903
waaR	b3627	92.9427	118.417	85.5263	103.447	101.462	104.33200000000001	51.1918	90.4869	98.1101	73.2182	84.9853	79.5269
waaS	b3629	14.062999999999999	99.87799999999999	10.2985	139.309	129.541	145.64700000000002	6.94861	22.8779	118.897	27.494	16.2644	48.4805
waaG	b3631	139.143	140.86	138.366	122.256	104.48299999999999	120.655	99.7858	113.413	109.336	109.87700000000001	118.719	94.9498
waaP	b3630	80.3374	118.321	76.9795	102.74799999999999	114.49600000000001	113.87299999999999	62.5619	86.2647	93.7277	82.9301	90.4223	69.8029
waaQ	b3632	104.742	139.92700000000002	95.7169	128.815	137.037	139.252	85.5569	103.22	140.901	100.929	111.611	112.98100000000001
pnuC	b0751	251.49900000000002	251.36700000000002	262.121	435.75699999999995	457.64599999999996	452.496	493.885	263.962	400.85	367.024	363.216	581.55
mutM	b3635	36.9213	45.2542	50.512	36.5545	42.1641	45.4408	35.9682	27.8164	23.7046	31.5742	40.6504	44.0548
rpmG	b3636	16676.4	11717.5	16556.2	9086.3	8351.97	9961.72	9354.79	8276.72	5743.98	10238.1	10351.7	10370.1
rpmB	b3637	7336.41	7964.35	5761.03	5594.78	5827.36	6982.65	3877.63	4263.71	4220.91	5343.48	4546.5	6669.96
yicR	b3638	4.86803	10.2787	4.74205	9.39818	13.3942	13.6882	9.47645	9.51634	11.8482	5.67351	5.05278	8.68397
pyrE	b3642	81.8739	169.93900000000002	78.1114	88.5725	81.7617	81.8829	14.8783	6.67823	12.4448	21.3002	13.899000000000001	28.4888
rph	b3643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ligB	b3647	3.14742	4.98495	3.5433	9.29009	8.48676	8.95353	5.92048	6.91557	6.79502	3.67043	3.9350099999999997	5.10618
gltS	b3653	80.1671	89.7848	86.3699	144.946	146.106	156.401	106.11200000000001	128.339	112.29	88.2211	79.8101	91.7378
yicI	b3656	6.78897	6.4431400000000005	7.303160000000001	7.5807	7.72657	7.34583	6.06259	8.74146	7.5389	7.90693	8.12072	7.5712600000000005
yicJ	b3657	3.75826	3.53933	3.6617599999999997	2.79166	4.70681	1.9969599999999998	3.8228800000000005	3.35966	2.13354	3.0241599999999997	3.5610000000000004	2.25248
aroG	b0754	2282.94	2139.68	2241.71	3170.61	3242.64	2885.96	1621.8	1980.0	2309.91	1308.7	1369.89	1574.91
nlpA	b3661	525.5369999999999	433.74800000000005	503.38699999999994	571.387	636.419	548.38	364.54	568.514	345.26099999999997	330.389	277.85900000000004	601.625
nepI	b3662	35.5801	34.5932	38.6567	52.6308	60.2799	60.6141	32.1046	36.0203	52.102	27.9688	33.071999999999996	26.0431
yicN	b3663	9.27412	18.9551	12.7365	27.7135	24.7336	23.8215	15.0132	21.1287	21.8399	12.0422	10.203	13.8761
yicO	b3664	0.9440069999999999	1.32754	1.39106	0.986605	0.842996	1.04687	0.674578	2.1164099999999997	1.8663900000000002	0.850103	0.7048439999999999	1.22455
uhpT	b3666	1.11915	1.7371299999999998	1.37094	2.99215	3.3745	2.45078	1.1958799999999998	2.39669	4.50471	1.56185	0.722421	2.50285
uhpC	b3667	19.773	18.3606	16.8348	26.9961	26.1682	27.1685	20.715	18.5816	14.4631	13.4783	13.6655	12.093
uhpA	b3669	137.591	189.615	116.885	1138.25	1113.24	987.203	426.983	377.14300000000003	382.978	155.789	115.484	132.393
uhpB	b3668	39.9958	32.2234	40.3488	128.92600000000002	153.107	132.892	81.6911	53.5708	63.8003	29.3236	27.8827	22.7745
ilvN	b3670	623.461	510.918	725.591	1894.83	1975.67	1803.62	997.802	764.687	497.477	492.19599999999997	419.921	463.866
ilvB	b3671	747.1469999999999	545.373	679.052	1969.72	2037.38	1716.19	931.174	803.4680000000001	453.344	506.26099999999997	462.44300000000004	474.18800000000005
acrZ	b0762	1442.09	826.94	1567.21	651.489	695.837	1023.24	1808.29	1001.32	755.362	1419.07	1939.44	1020.28
ivbL	b3672	793.895	150.01	0.0	457.415	534.2819999999999	319.737	884.0160000000001	420.977	332.853	0.0	0.0	0.0
yidH	b3676	9.17413	20.039	11.9069	47.1502	42.4929	41.6013	35.5746	32.5065	62.6982	23.7417	23.8113	35.5679
yidG	b3675	17.7398	17.7109	19.5776	27.2763	17.2212	24.6737	43.1185	31.7066	37.8694	31.9734	35.7219	26.5762
yidF	b3674	9.411669999999999	7.368339999999999	11.2175	8.7347	7.890610000000001	9.13817	11.0481	9.37503	10.0013	9.07525	7.28485	4.9832
yidK	b3679	0.714264	0.60658	1.23001	1.62596	1.9771299999999998	2.21457	1.7113099999999999	1.61579	2.60532	1.10486	0.751933	1.00805
yidJ	b3678	1.6018700000000001	1.6185200000000002	2.90238	4.92705	4.87673	4.77642	3.6616800000000005	4.05783	5.44036	3.61406	2.62494	1.8438400000000001
glvC	b3683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glvG	b4556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yidE	b3685	42.1664	49.23	41.3068	34.0269	32.2368	32.8687	27.5518	36.0853	28.2313	34.1502	30.5577	39.1156
ibpB	b3686	12.1134	12.6432	15.540999999999999	28.3313	31.7896	23.2846	26.1404	20.9083	20.0239	10.0743	14.9599	8.9233
thrC	b0004	1838.29	1815.69	1744.35	886.523	805.1339999999999	886.193	274.233	1963.63	1783.14	1154.23	1148.27	1244.12
ilvH	b0078	726.175	839.6110000000001	640.7869999999999	596.946	553.105	586.367	395.662	576.633	550.685	623.622	463.772	757.691
modA	b0763	54.6956	71.8654	52.2818	54.3076	61.5025	57.3796	60.0021	56.3525	54.3263	61.3123	54.5056	82.5818
ibpA	b3687	131.869	84.2622	127.473	258.92	276.66900000000004	239.701	126.00200000000001	124.977	141.141	82.8792	57.4732	107.056
yidR	b3689	22.3524	27.7283	23.5639	39.871	42.3463	36.6056	27.3625	30.2724	40.9092	25.3316	21.9551	27.654
dgoT	b3691	3.2391799999999997	3.08279	1.8525	5.92434	4.16951	4.72588	4.55989	5.81607	4.19355	2.2129	2.44279	4.1138699999999995
dgoK	b3693	11.7845	9.32062	10.8326	11.0959	13.2291	12.8723	12.2193	13.6538	13.9692	9.13412	11.3359	11.1834
dgoR	b4479	34.6324	35.5168	33.0559	46.6953	47.6803	40.8728	27.9419	46.6515	43.4195	31.5915	29.2409	38.3619
dgoA	b4477	10.7328	5.75088	6.09679	9.62428	4.9207	10.8054	7.68162	12.9498	5.014419999999999	5.37689	9.34795	10.5215
dgoD	b4478	3.86311	5.25194	2.5466	8.607669999999999	9.47051	6.5692699999999995	4.716019999999999	6.20694	7.651610000000001	5.0836	5.33386	4.94792
yidA	b3697	230.165	265.675	223.264	234.06	267.832	274.76	230.604	233.641	225.02	240.27599999999998	223.96599999999998	290.565
yidB	b3698	177.52700000000002	94.7178	126.501	62.0712	78.9701	65.2167	134.59	151.444	114.749	156.111	151.17600000000002	123.96
gyrB	b3699	320.577	339.32199999999995	313.224	299.749	292.844	293.722	238.101	264.461	259.184	275.705	272.91900000000004	286.84
modB	b0764	45.6112	45.0325	45.6458	40.5926	38.0278	38.1441	43.3458	49.1528	43.1868	42.7836	41.5421	51.3543
dnaN	b3701	279.371	211.296	292.435	265.295	245.407	246.31799999999998	254.33700000000002	264.53	250.68	244.73	278.697	208.968
recF	b3700	112.82	105.917	96.1279	97.9845	87.7552	100.70100000000001	102.34100000000001	85.1386	66.5436	85.4876	96.501	69.0719
dnaA	b3702	200.951	211.197	188.55599999999998	333.95	316.135	299.693	240.632	258.248	330.24800000000005	242.551	249.562	209.40099999999998
purP	b3714	524.066	605.789	513.851	233.31900000000002	212.115	244.421	439.026	388.155	302.17	448.659	522.479	470.539
yieK	b3718	14.6591	10.4494	18.3005	10.9678	11.0047	11.612	5.4520800000000005	9.092880000000001	7.742999999999999	5.33055	11.8728	7.16087
yieL	b3719	1.53932	1.45113	1.08343	2.10853	2.94124	2.1362900000000002	1.54271	2.39668	2.65242	3.5220300000000004	1.40224	2.11095
bglH	b3720	0.700095	1.49334	0.716649	0.658696	0.37396799999999997	1.0475700000000001	0.475948	1.13673	0.574763	1.56716	1.21549	0.861287
bglB	b3721	0.946688	1.16535	2.64568	1.27461	0.776335	1.09333	1.37212	1.6444400000000001	1.61588	1.10105	1.27694	1.17839
bglF	b3722	0.946549	0.604635	0.253824	1.05308	0.469735	0.546452	0.9866659999999999	1.06085	1.01878	0.817862	0.502253	0.853582
bglG	b3723	0.667845	1.3663100000000001	1.03128	0.209281	0.618338	0.787219	0.5595359999999999	2.41328	1.12081	1.11229	0.8380049999999999	0.572755
modC	b0765	17.9194	33.2115	27.9935	34.4467	35.7022	31.149	27.0908	32.4721	36.686	27.1415	27.156999999999996	28.8127
phoU	b3724	192.817	95.2073	321.27	96.1599	96.4844	92.8969	127.834	122.447	130.908	114.568	154.257	95.7616
pstB	b3725	228.718	176.06900000000002	240.709	157.607	156.91	176.425	189.795	198.72400000000002	183.669	145.779	155.491	131.553
pstC	b3727	84.6155	74.3596	75.7642	54.578	52.5851	57.9653	54.8694	59.7536	63.7038	50.8902	45.3781	52.4248
pstA	b3726	74.1702	70.6285	81.5113	61.7252	56.9855	65.1202	45.4186	62.5892	79.4707	48.3057	46.5287	41.5964
pstS	b3728	148.741	125.319	133.191	122.161	117.055	119.603	89.3268	108.49799999999999	128.65	107.741	74.8243	135.33
glmS	b3729	672.59	737.9889999999999	673.279	235.67700000000002	236.889	257.367	174.702	174.32	237.36599999999999	564.475	483.13599999999997	590.077
glmU	b3730	515.24	471.53	585.725	179.59599999999998	177.583	188.27200000000002	138.31	136.097	169.18900000000002	410.249	427.474	408.09
atpC	b3731	3174.85	3571.75	3281.18	2499.26	2462.54	2406.5	1480.5	1606.43	1383.9	2738.64	2287.74	2896.78
atpD	b3732	2643.73	3263.72	2539.41	2921.34	2995.79	2889.6	1231.84	1570.72	1751.47	2274.78	1859.23	2905.02
atpG	b3733	4514.19	4176.7	3921.24	3397.6	3368.73	3370.41	1992.41	2368.71	1723.0	3387.26	2906.69	3956.45
pgl	b0767	260.615	210.187	270.336	257.972	264.474	225.002	425.76199999999994	419.92900000000003	656.812	549.444	499.70599999999996	390.694
atpA	b3734	5735.03	5965.55	5579.36	4303.21	4199.19	4486.25	2341.96	2756.67	2472.36	4098.31	3907.53	5147.16
atpH	b3735	2798.28	3664.42	2593.88	2955.17	2971.46	3029.0	1220.47	1533.48	1728.48	2244.81	1878.91	2880.22
atpF	b3736	5827.85	6069.92	5748.64	4191.37	4249.82	4116.14	2484.94	2875.87	2583.68	4186.12	3748.1	5006.86
atpE	b3737	9515.26	12626.3	8344.68	7575.91	6433.62	7866.83	3826.18	5020.27	3754.64	6907.28	5906.75	9239.49
atpB	b3738	2982.84	3048.67	2459.3	2156.84	2118.34	2208.88	1450.42	1679.49	1354.9	2340.61	2353.11	2652.47
atpI	b3739	2099.37	2912.97	1825.73	1779.48	1503.64	1909.94	1040.21	1294.92	799.424	1880.83	1868.9	1852.61
rsmG	b3740	104.48	100.322	79.5039	148.185	140.901	152.305	131.481	122.447	114.605	83.1273	100.20100000000001	93.1438
mnmG	b3741	187.41299999999998	193.46900000000002	184.513	242.268	237.868	239.62900000000002	189.74900000000002	178.58599999999998	194.02	150.13299999999998	145.278	147.795
mioC	b3742	1282.71	1113.67	1353.47	1404.88	1075.61	1639.12	1264.86	936.2869999999999	792.368	959.046	1248.42	1067.28
asnC	b3743	41.1089	41.2807	29.6448	58.3965	45.4517	42.5254	44.8481	40.7545	43.708999999999996	46.8154	30.0851	42.4636
ybhH	b0769	0.360239	0.48305299999999995	0.0	0.683419	0.678404	0.316251	0.737374	0.33115700000000003	0.280413	0.744772	0.348574	0.40007
ravA	b3746	38.5978	34.1827	45.0782	38.0298	40.2785	39.0457	40.8976	51.3834	71.2389	45.9675	35.9459	43.3125
viaA	b3745	24.5702	27.428	32.7259	37.1259	29.6503	34.0246	35.3125	37.4017	47.9496	33.2211	31.6235	27.7174
hsrA	b3754	21.4989	17.6075	17.3734	30.0658	27.4944	25.8375	21.6008	23.3932	20.649	21.1792	20.8026	23.549
yieP	b3755	95.1924	119.19200000000001	107.68299999999999	264.112	263.775	234.65599999999998	120.3	144.441	208.707	92.8715	76.9684	121.934
hdfR	b4480	66.7729	76.5867	59.8659	370.772	409.017	376.42	228.19299999999998	302.31	353.295	78.2204	63.6887	92.975
yifB	b3765	3.70672	4.0199300000000004	2.83776	6.07566	5.5649	5.2824800000000005	4.91638	5.37355	4.87965	3.77035	3.1641	4.88512
ilvY	b3773	26.6199	31.2414	24.6223	26.1314	35.9392	32.2836	23.168000000000003	20.1835	20.4398	25.5867	19.2758	31.8129
ppiC	b3775	275.83799999999997	263.192	243.023	201.30700000000002	198.642	199.94400000000002	223.84599999999998	226.399	202.545	287.195	250.18099999999998	273.888
yifN	b3777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gpp	b3779	238.247	254.345	255.17	337.472	324.815	355.20300000000003	252.482	245.203	250.963	225.81599999999997	255.109	237.61599999999999
ybhI	b0770	0.617129	0.537567	0.32616999999999996	0.9262379999999999	0.522738	0.8731540000000001	0.430924	0.513766	1.29506	0.152134	0.320023	0.483152
rhlB	b3780	722.2819999999999	691.077	697.9960000000001	844.8660000000001	847.513	852.066	739.2810000000001	738.033	711.961	657.3539999999999	650.122	683.408
aslA	b3801	4.67018	4.88897	4.28487	4.88097	4.1940599999999995	3.9704599999999997	4.81551	3.87221	5.23864	4.81746	4.69256	3.44171
hemY	b3802	222.847	202.13400000000001	215.015	136.789	115.875	122.66	141.716	144.114	157.876	198.03099999999998	200.582	198.19
hemX	b3803	225.115	199.71400000000003	231.357	135.839	137.876	134.298	133.95600000000002	139.653	151.26	215.955	205.917	222.125
hemC	b3805	175.702	194.352	159.804	325.231	318.245	287.29200000000003	224.93099999999998	221.921	276.93	169.477	150.75799999999998	193.282
hemD	b3804	163.414	151.57299999999998	142.702	194.562	174.94400000000002	176.322	132.33	123.948	150.071	146.72	154.905	149.793
cyaY	b3807	209.058	166.03599999999997	216.803	132.454	118.603	116.374	150.149	137.786	120.256	144.917	140.205	134.124
yigE	b4482	8.61731	6.04747	9.14147	2.77639	4.3708599999999995	3.8261	4.94465	5.4808699999999995	5.20697	8.00287	7.05135	3.27941
yigF	b3817	0.996693	2.65806	2.0004299999999997	6.19831	4.8261400000000005	1.69904	0.0	4.587269999999999	6.658760000000001	6.25129	1.7039799999999998	5.45311
yigG	b3818	0.0	1.63521	0.0	0.732546	0.712118	0.68121	0.0	0.0	1.34354	0.0	0.0	0.0
ybhJ	b0771	2.3948099999999997	2.13061	3.3460900000000002	1.6755400000000003	2.10352	2.24563	1.56532	2.10145	1.87945	3.5846400000000003	2.2974099999999997	2.54997
rarD	b3819	44.5346	65.3537	34.4303	25.9392	28.0315	28.1492	18.6501	25.7434	27.9361	41.4914	34.9147	41.933
yigI	b3820	146.542	135.516	106.639	260.918	243.87	234.753	196.801	244.91099999999997	199.90400000000002	169.52599999999998	136.26	169.854
rhtB	b3824	55.5359	76.4562	69.4702	157.252	176.699	158.409	140.653	151.95600000000002	185.942	55.1266	56.7705	76.454
metR	b3828	129.125	125.436	99.6062	542.961	364.471	634.592	95.8677	72.0948	26.2721	63.9611	46.1258	82.1433
ysgA	b3830	55.2906	60.528	54.0126	119.802	137.308	90.2888	156.99200000000002	190.65400000000002	502.978	351.972	315.533	278.589
rfaH	b3842	66.1213	71.726	54.434	89.2795	75.7693	85.1441	78.7253	94.7461	102.713	67.7932	62.2506	82.6095
fadA	b3845	8.510539999999999	12.512	9.49044	22.3158	28.0172	22.8914	14.1846	11.8226	12.9061	25.9114	23.3035	31.5948
fadB	b3846	20.0007	16.8678	15.0517	33.3185	27.2451	30.2665	16.2805	17.6984	13.2389	33.1976	34.5686	41.6329
mobA	b3857	38.0857	43.1187	30.6274	59.5317	53.672	55.4651	38.2382	51.6481	54.5592	39.4754	34.3593	41.5812
mobB	b3856	99.5086	62.4381	86.5984	44.9698	42.7737	48.9956	54.3156	56.6259	35.2937	57.2168	58.5615	38.7366
bioF	b0776	198.912	158.10399999999998	256.759	1437.34	1443.3	1406.8	706.258	561.0459999999999	572.6709999999999	130.184	144.743	171.36599999999999
yihG	b3862	58.9103	56.4981	50.1793	15.5888	18.3965	20.6671	30.2018	29.0973	25.4809	44.4122	59.0702	34.8324
yihA	b3865	265.127	267.768	262.385	178.705	190.55700000000002	186.942	160.879	137.79	154.514	230.773	214.588	273.112
yshB	b4686	0.0	249.476	0.0	296.582	795.322	396.236	594.249	342.519	286.64099999999996	207.105	0.0	782.0239999999999
glnG	b3868	189.3	212.51	198.57299999999998	87.7739	78.1411	88.3871	102.87899999999999	66.0682	55.1268	225.263	280.948	417.935
glnL	b3869	237.612	252.78	216.077	95.7116	86.3068	103.087	97.5749	61.7909	54.2493	249.243	279.454	441.006
glnA	b3870	3733.82	3665.54	3556.1	891.0880000000001	758.862	1013.35	1631.94	711.1569999999999	458.686	3396.41	3995.21	6237.77
ompL	b3875	2.22269	0.426799	1.54503	1.60385	0.389052	1.46918	0.254274	1.78075	0.753251	1.2948899999999999	1.74626	1.06785
yihO	b3876	2.48062	1.9600799999999998	1.21528	1.20915	0.67167	1.7588	1.9856599999999998	2.5549	2.58332	1.68198	1.78305	0.8631120000000001
yihP	b3877	1.06529	1.55151	2.10459	0.648658	1.4219700000000002	1.2378799999999999	1.9724599999999999	1.2141899999999999	1.1455799999999998	2.23293	1.11571	1.23674
yihQ	b3878	1.19574	0.98918	1.4294799999999999	0.513308	0.997347	1.11455	1.40066	1.5753700000000002	1.96322	2.02225	1.98596	1.47817
bioB	b0775	447.897	322.06	466.82300000000004	2256.8	2391.66	2218.45	1107.49	922.934	879.2180000000001	240.505	219.66099999999997	321.191
yihR	b3879	2.5598	0.946749	2.7124	1.8743400000000001	3.45051	1.58745	2.0332	2.5768299999999997	2.86123	1.86275	3.4700699999999998	2.22297
yihS	b3880	3.3384	5.10391	3.65394	6.796889999999999	7.424580000000001	7.515060000000001	5.89766	6.58157	7.96385	4.15226	3.3713300000000004	5.68955
yihT	b3881	1.30398	2.72149	2.42835	3.5485599999999997	4.63926	1.5065	3.3774800000000003	4.21468	4.7643	2.6181799999999997	2.87988	2.70681
yihU	b3882	1.80578	1.7368299999999999	0.788057	2.28114	0.967608	3.21867	1.8873	1.97511	1.83569	2.32626	1.1384100000000001	2.05472
fdoH	b3893	30.2212	41.6402	32.8556	44.7558	35.2116	37.4697	43.7309	44.6589	40.12	44.0447	51.2462	37.3353
fdoI	b3892	57.2682	74.2686	75.4783	72.8048	84.9044	89.8928	63.0338	73.4057	57.3632	55.8822	48.6053	68.0505
fdhE	b3891	104.52	121.329	98.1512	155.292	160.982	163.92	99.9805	122.78399999999999	129.11	98.2364	95.7543	110.861
fdoG	b3894	127.98700000000001	120.351	131.957	118.919	107.771	126.98	138.739	168.81599999999997	116.20100000000001	159.849	167.74099999999999	164.882
frvR	b3897	2.42487	2.4308799999999997	2.3159	1.89359	1.64525	1.3274	1.8202599999999998	2.15402	1.58495	2.0648299999999997	2.37167	1.78225
frvX	b3898	3.0580700000000003	4.93852	3.3751900000000004	7.70907	5.5558	6.4479	5.43123	4.88592	6.554069999999999	4.22291	2.9237	4.73086
bioC	b0777	120.243	110.441	137.438	1229.27	1258.92	1136.67	468.765	413.395	458.045	94.2478	80.9103	104.03399999999999
frvB	b3899	1.56675	1.4584700000000002	1.90734	1.37077	1.6370799999999999	1.46031	1.8044200000000001	1.6006200000000002	0.9642780000000001	1.34047	1.26548	0.392856
frvA	b3900	0.0	1.99446	0.9837879999999999	2.99926	2.2903599999999997	1.1477600000000001	3.13097	1.3569799999999999	1.9735599999999998	3.36131	1.81267	1.67183
rhaM	b3901	0.0	0.0	0.0	0.0	0.934269	2.76779	1.27539	1.09705	1.66557	1.34585	4.28929	0.0
rhaD	b3902	3.5287800000000002	3.02969	5.35074	2.10412	2.656	2.8039099999999997	2.97728	3.9929099999999997	3.48213	3.4815099999999997	2.9485099999999997	2.32901
rhaB	b3904	0.566505	0.256713	0.29583899999999996	1.0109299999999999	1.6106	1.56388	0.409826	1.24652	1.32304	0.588576	0.9003950000000001	0.6263920000000001
rhaA	b3903	1.8474	0.5797859999999999	1.5261799999999999	2.60796	2.4090000000000003	1.10948	1.41749	2.741	1.73892	1.4413	2.0382599999999997	2.08548
rhaT	b3907	4.26356	4.2264800000000005	4.91611	12.9622	9.19788	10.4574	5.46914	6.759930000000001	9.557780000000001	4.757219999999999	3.3288	3.40866
cpxR	b3912	301.526	290.816	289.35400000000004	500.509	487.166	468.666	392.99699999999996	434.874	497.147	380.269	289.448	363.811
cpxA	b3911	137.1	146.26	131.35299999999998	275.70599999999996	280.71299999999997	280.66900000000004	204.18200000000002	219.671	250.35299999999998	157.65200000000002	140.132	164.18900000000002
tpiA	b3919	2207.01	1270.75	2479.53	970.1519999999999	977.885	982.814	1232.76	1134.06	1119.59	1359.33	1437.11	1280.54
cra	b0080	150.589	172.815	147.361	159.944	143.744	142.52	125.889	174.857	173.208	170.41	158.941	171.72400000000002
bioD	b0778	175.74599999999998	149.011	169.972	1868.98	1945.55	1723.99	725.827	655.915	632.689	145.461	128.87	195.48
yiiQ	b3920	166.43599999999998	103.339	148.039	133.207	111.29799999999999	117.99799999999999	152.453	157.297	103.814	120.132	125.02600000000001	113.462
fpr	b3924	204.06	187.69400000000002	204.084	329.25199999999995	334.444	325.028	382.439	245.074	214.421	237.525	241.12	233.5
glpX	b3925	67.585	69.4316	62.3671	57.1259	53.5823	48.2686	71.7577	55.2603	54.611000000000004	61.2251	60.3985	71.9067
glpK	b3926	18.9944	16.5501	14.095	24.6591	22.1113	21.9465	18.2957	30.4353	39.419000000000004	29.4865	25.3348	26.96
glpF	b3927	6.025980000000001	8.78693	8.27339	8.63443	7.33443	8.67337	11.3458	11.1547	12.9213	18.647000000000002	17.7661	20.2126
rraA	b3929	878.2130000000001	977.4010000000001	917.245	738.9169999999999	729.71	822.6239999999999	708.311	852.6110000000001	754.528	911.6489999999999	847.679	961.179
menA	b3930	114.34700000000001	137.862	102.241	67.0205	60.001000000000005	75.913	63.1846	56.9777	63.2203	83.3902	95.9555	85.3734
hslU	b3931	351.44199999999995	313.937	348.531	493.983	526.967	510.464	331.61199999999997	333.01	454.88800000000003	300.863	278.05	260.772
hslV	b3932	382.17699999999996	262.014	360.333	454.105	544.72	473.599	313.487	286.813	356.41	222.55900000000003	270.066	226.362
ftsN	b3933	214.011	191.74099999999999	192.69099999999997	253.984	241.27700000000002	247.35299999999998	194.14700000000002	213.833	195.922	143.91899999999998	148.599	151.82
uvrB	b0779	65.8047	66.7417	72.5312	353.30400000000003	371.574	334.73400000000004	192.986	199.96599999999998	260.157	109.74600000000001	101.35	100.679
cytR	b3934	135.655	122.234	172.248	110.93299999999999	113.363	117.375	123.477	109.169	81.1488	117.302	123.132	107.314
priA	b3935	32.3488	43.5784	36.836	73.3698	68.2802	64.5279	63.1995	52.9894	54.5742	42.9286	40.2488	43.071000000000005
yiiX	b3937	51.7724	50.69	32.0642	70.039	53.308	92.3525	37.7557	35.9555	19.3521	34.9572	42.4746	36.9001
metJ	b3938	827.1460000000001	785.3839999999999	762.323	619.205	541.513	780.49	394.963	316.681	177.671	574.095	531.106	592.5459999999999
yijF	b3944	3.0933200000000003	1.84303	0.8530629999999999	4.38146	4.27757	2.64604	4.081180000000001	3.6371300000000004	2.26859	2.3477799999999998	1.69825	1.65862
gldA	b3945	9.13642	11.1413	11.6087	23.590999999999998	17.0679	17.5849	10.3027	14.9956	24.894000000000002	12.7358	8.080639999999999	12.615
fsaB	b3946	5.5807	4.80392	7.2720899999999995	7.01837	8.39847	8.09742	6.40943	6.37116	7.909560000000001	7.75586	6.36705	5.42967
frwA	b3947	1.32539	0.740333	1.2427	1.55216	1.76542	1.5616	1.40865	1.42977	1.41784	1.17897	1.45145	1.15772
yijO	b3954	29.2454	25.7985	33.2689	34.9523	33.5413	23.4177	40.2395	44.8591	35.3484	26.9511	22.644000000000002	29.5784
