NAME	DESCRIPTION	IBUA-M9-_1	IBUA-M9-_2	IBUA-M9-_3	IBUA-Isobut-acid-_1	IBUA-Isobut-acid-_2	IBUA-Isobut-acid-_3	MG1655-Isobut-acid-_1	MG1655-Isobut-acid-_2	MG1655-Isobut-acid-_3	MG1655-M9-_1	MG1655-M9-_2	MG1655-M9-_3
xerC	b3811	634.42	414.42900000000003	787.707	338.454	314.747	396.034	456.63699999999994	382.908	250.515	421.889	663.7560000000001	339.26300000000003
yigA	b3810	226.96400000000003	322.13599999999997	244.893	267.175	289.931	264.673	207.085	246.28900000000002	199.65599999999998	266.806	259.03	238.18599999999998
yigB	b3812	140.441	169.07299999999998	126.87899999999999	216.24099999999999	206.049	205.83900000000003	155.03	176.101	190.183	126.26	118.16799999999999	129.364
dapF	b3809	216.98	255.56099999999998	243.416	202.898	237.46	256.965	121.53	131.593	146.31799999999998	164.571	150.532	180.107
uvrD	b3813	102.675	112.208	106.32600000000001	203.959	196.769	191.416	118.87200000000001	132.58	152.963	86.8537	91.2691	73.8646
corA	b3816	218.794	187.18099999999998	188.516	108.443	113.595	91.792	96.4273	100.383	119.24700000000001	143.72299999999998	109.273	165.28900000000002
pldA	b3821	134.624	132.916	113.712	88.2634	84.3084	85.1808	68.8651	69.9516	74.9317	91.7831	82.7334	106.79899999999999
recQ	b3822	81.3433	91.6829	78.0095	106.365	106.045	99.7135	102.68700000000001	90.3729	77.4866	68.4129	66.0903	81.554
rhtC	b3823	115.30799999999999	116.81700000000001	101.604	166.745	175.38099999999997	164.449	152.54	192.396	240.449	132.161	128.297	136.143
mhpC	b0349	3.5871199999999996	3.28608	3.60985	8.70795	5.02684	5.65128	5.22052	3.76459	5.35428	6.56493	3.51948	6.02672
pldB	b3825	98.4303	117.738	98.9691	133.434	145.465	134.092	132.465	118.13799999999999	126.28200000000001	120.352	116.89299999999999	122.432
yigL	b3826	114.742	94.4102	122.01	98.1141	99.4515	101.904	118.434	102.044	120.559	109.934	122.613	125.348
yigM	b3827	56.0606	58.8185	46.5457	35.108000000000004	46.2158	47.0401	41.8567	52.8471	71.3864	41.4916	37.1382	44.8677
metE	b3829	15968.4	17459.1	15329.4	8418.49	7731.09	11739.0	6572.57	4028.8	1414.94	7879.58	6365.55	11330.8
udp	b3831	198.137	212.775	232.385	791.195	849.7230000000001	702.887	257.849	435.634	574.7180000000001	311.464	234.08	276.574
rmuC	b3832	14.5648	14.1436	19.2305	40.7156	37.5775	36.8914	22.4391	22.4127	25.2015	14.2439	18.0855	14.6785
ubiE	b3833	440.12	384.906	448.49199999999996	462.25300000000004	480.835	461.298	379.7	366.44800000000004	383.293	327.66900000000004	289.416	378.15
ubiB	b3835	150.255	135.994	143.156	134.484	120.25299999999999	144.16299999999998	113.837	103.682	95.2029	113.36	130.59	123.24700000000001
ubiJ	b3834	113.39399999999999	111.34	111.11200000000001	167.05	161.42	148.102	116.70200000000001	103.538	128.099	108.869	101.766	109.75200000000001
tatA	b3836	3740.89	2905.89	3916.02	1626.36	1300.98	1861.36	2576.45	2077.86	1323.09	2493.7	3237.3	2571.16
mhpE	b0352	3.83244	5.00174	5.33748	10.4017	8.90739	6.52832	5.28863	5.88605	6.57263	3.9037	4.67411	6.8521600000000005
tatB	b3838	492.48900000000003	574.998	523.6	488.205	484.314	487.644	379.413	376.87	386.83099999999996	453.542	487.625	455.969
tatC	b3839	273.502	314.14599999999996	236.735	200.987	184.399	215.74200000000002	227.37400000000002	214.115	181.62400000000002	230.701	213.334	247.424
tatD	b4483	27.1907	38.2427	20.8613	38.313	43.1216	40.4985	52.0753	42.1514	36.9771	41.1386	40.4873	43.8932
ubiD	b3843	231.821	235.233	248.24	299.921	289.092	298.64	215.55700000000002	237.503	233.928	186.987	194.38400000000001	206.342
fre	b3844	259.728	327.764	270.428	478.767	479.67699999999996	465.42699999999996	329.689	345.717	426.11	303.495	242.854	356.241
yigZ	b3848	119.244	138.876	123.134	168.153	159.39	165.41299999999998	128.889	116.31200000000001	121.12	132.579	115.676	149.264
pepQ	b3847	296.853	311.889	313.33799999999997	372.283	390.99699999999996	367.57800000000003	282.27	259.56	305.498	299.553	273.538	343.082
trkH	b3849	88.4213	97.3524	82.8325	128.92	140.072	140.164	104.09200000000001	103.23899999999999	107.93799999999999	83.0756	82.6269	74.6371
hemG	b3850	138.958	147.993	116.463	247.829	242.24099999999999	214.771	162.798	186.387	188.753	114.851	128.09799999999998	150.696
yihD	b3858	235.676	195.766	198.032	141.216	129.195	158.129	122.47	266.47	220.826	236.324	153.613	209.475
mhpF	b0351	3.3573	3.3006599999999997	4.448580000000001	7.209239999999999	7.7079699999999995	5.18728	7.768439999999999	4.997269999999999	6.23827	4.9349300000000005	3.78059	4.30574
srkA	b3859	122.521	142.517	108.226	153.309	157.785	163.472	121.085	125.391	150.727	120.859	113.73299999999999	125.1
dsbA	b3860	790.164	734.712	726.31	552.3330000000001	555.002	559.677	351.416	379.061	450.574	433.217	487.713	475.273
yihF	b3861	3.66287	4.3707199999999995	4.136769999999999	1.98347	1.69377	2.81866	3.0629	3.6065400000000003	2.47487	3.85302	3.53517	2.12439
polA	b3863	185.635	157.476	184.209	133.56799999999998	135.965	139.94899999999998	116.54	143.55	128.007	167.77900000000002	167.655	193.40599999999998
yihI	b3866	325.43	376.21	285.474	238.59799999999998	226.57	240.575	275.036	278.062	307.51599999999996	313.786	311.37	339.98199999999997
hemN	b3867	148.518	136.439	172.77	128.602	127.74600000000001	117.68799999999999	151.77100000000002	156.529	141.424	136.286	137.69899999999998	138.545
typA	b3871	1171.5	1428.14	1161.21	1434.35	1384.69	1425.66	1286.32	1084.91	1118.69	1146.85	1175.29	1300.0
yihL	b3872	12.9789	18.6609	16.8472	12.1435	10.2047	9.89248	10.6155	12.7905	10.2066	12.4407	10.7728	18.8682
yihM	b3873	9.92211	14.5531	12.6905	5.98188	7.1662300000000005	8.65462	8.08687	9.570310000000001	6.580189999999999	12.5945	11.1628	16.97
yihN	b3874	4.20469	4.766	2.53865	2.07242	2.63334	1.39581	0.189641	2.5946700000000003	1.7596599999999998	2.25753	4.93525	4.84668
mhpD	b0350	6.1783	4.14115	4.4417800000000005	9.12418	8.98813	7.162730000000001	5.78355	8.80325	9.35789	6.8395600000000005	8.02023	7.94504
yihV	b3883	3.3046599999999997	4.13547	5.3518099999999995	9.684439999999999	7.3297300000000005	8.04461	9.09688	11.4716	8.840589999999999	7.6696100000000005	4.71133	7.4130899999999995
yihW	b3884	111.274	97.6598	120.477	96.4316	95.5711	95.6715	75.4459	83.8115	60.5791	75.6937	85.3723	75.0248
yihY	b3886	74.009	73.9569	82.2554	98.988	98.3918	107.837	107.512	115.387	112.76299999999999	106.065	123.389	92.1324
dtd	b3887	193.502	248.326	203.799	324.476	305.173	301.388	269.21	256.45799999999997	360.711	235.717	223.26	234.67
yiiD	b3888	200.378	160.55100000000002	226.058	170.918	191.065	162.76	150.628	156.291	178.048	171.512	173.763	157.241
yihX	b3885	115.23200000000001	103.01799999999999	130.266	93.147	103.24	87.3701	87.9709	110.319	141.14600000000002	119.37700000000001	111.60700000000001	127.03299999999999
yiiE	b3889	22.3389	11.6042	32.5718	7.20505	6.23744	6.9462399999999995	3.4255199999999997	5.95509	0.0	0.0	8.43758	23.3001
yiiF	b3890	27.2515	23.5972	41.5486	29.1982	25.6746	36.427	33.9765	45.2366	28.8626	17.4049	30.0099	13.8415
fdhD	b3895	35.6624	51.9374	36.0794	53.4958	58.8241	61.7996	53.8322	69.1574	75.1412	43.3769	42.7684	40.3043
yiiG	b3896	4.7416599999999995	6.63323	2.59495	2.43948	2.7742400000000003	2.95208	2.70637	2.39227	3.4095	3.28845	1.89873	3.8635099999999998
mhpT	b0353	9.14931	9.1439	12.6887	13.719000000000001	12.1621	11.1645	13.1955	12.9317	11.0968	8.58821	11.0614	6.36941
rhaS	b3905	3.9449400000000003	4.310980000000001	7.4807	8.38823	5.159009999999999	5.91955	6.53801	5.78166	4.91986	3.4171400000000003	4.0458	4.90382
rhaR	b3906	2.1532	2.16551	1.92707	5.14176	2.98792	4.90141	1.75858	3.14519	3.55651	2.47763	1.2812700000000001	1.32265
sodA	b3908	4482.64	4927.87	4048.54	6359.59	6339.36	6059.92	4368.72	2631.01	3679.28	4614.3	3823.64	5079.0
kdgT	b3909	21.3358	17.8056	20.2717	9.49997	11.5289	13.3338	17.8135	14.6776	7.84046	12.3656	13.9213	13.4817
yiiM	b3910	68.3641	77.2269	73.0579	78.8106	71.7958	75.6227	90.3425	83.8003	103.367	105.59899999999999	93.0235	106.134
cpxP	b4484	38.5457	57.6852	36.6387	56.0742	42.9372	54.3056	36.1777	32.6132	41.5016	49.3867	49.9724	41.4543
fieF	b3915	228.93200000000002	189.322	239.22400000000002	245.34	243.38099999999997	260.191	210.516	235.317	220.239	216.169	236.532	200.65099999999998
pfkA	b3916	870.005	831.225	1044.97	684.696	683.422	666.0880000000001	525.997	624.46	860.847	792.257	772.831	746.882
sbp	b3917	215.993	237.21900000000002	229.93	2313.92	2351.67	2041.94	1097.09	929.934	654.0880000000001	123.735	117.06700000000001	364.439
cdh	b3918	73.3285	68.9095	68.9218	139.0	143.136	156.15200000000002	62.7055	67.3253	47.2921	27.5425	30.1862	33.2222
yaiL	b0354	120.132	160.304	117.352	101.49700000000001	90.8309	96.3746	99.7329	117.515	95.823	105.133	102.34100000000001	137.612
yiiR	b3921	92.7677	102.931	104.762	50.994	44.2232	67.7522	65.956	75.108	65.9163	72.9851	66.7766	86.9268
yiiS	b3922	141.105	68.8777	137.719	106.455	110.07799999999999	114.479	187.05599999999998	209.231	252.551	165.75400000000002	132.407	136.126
uspD	b3923	104.225	106.911	91.3457	145.22	150.401	162.30700000000002	193.648	267.013	324.881	263.205	170.921	255.799
zapB	b3928	1331.73	1306.04	1404.85	1501.87	1421.22	1469.95	1148.36	1303.5	1563.66	977.2260000000001	805.4169999999999	1152.48
rpmE	b3936	6712.7	5233.97	6063.82	3722.3	3651.11	3733.45	3693.3	3649.81	2431.38	3796.03	3802.46	3803.76
metB	b3939	738.845	532.2330000000001	600.73	619.701	414.995	882.289	275.9	170.15	56.8794	255.215	251.518	322.775
metL	b3940	187.595	245.111	167.09099999999998	373.466	273.14599999999996	469.069	142.03	100.7	77.895	104.786	85.2297	147.15
metF	b3941	541.001	774.528	401.944	1331.61	951.954	1682.47	330.731	317.939	101.875	355.99699999999996	214.45	694.793
katG	b3942	267.121	237.80900000000003	281.54200000000003	173.832	180.201	164.35299999999998	162.071	187.71400000000003	241.25099999999998	280.093	222.952	208.364
yijE	b3943	11.5243	18.0083	13.852	24.9792	23.9681	22.4101	19.2454	15.6398	20.2358	13.3087	13.7101	14.9164
frwC	b3949	1.0170000000000001	1.60319	0.5650930000000001	2.93463	1.5727	3.01289	2.27659	1.7393	2.21474	1.3151700000000002	0.5747479999999999	0.0
frwB	b3950	2.60855	2.00754	1.3712799999999998	1.8380400000000001	2.44477	6.126119999999999	1.11619	3.03657	2.43177	2.5344599999999997	0.0	2.60988
pflC	b3952	4.85161	3.9689099999999997	4.04312	9.55363	7.6001199999999995	10.0878	5.76384	10.3005	7.57365	5.863230000000001	4.8245	7.37822
pflD	b3951	3.31147	3.50288	5.40512	8.17206	8.26999	6.792489999999999	5.45858	5.26469	7.9645600000000005	4.384119999999999	5.22509	4.98186
frwD	b3953	4.6666300000000005	8.12257	8.95237	4.97843	6.22844	12.9574	5.94815	7.6818100000000005	8.624239999999999	2.21352	7.48345	5.81991
argC	b3958	328.67699999999996	479.414	259.365	445.43199999999996	407.87300000000005	507.964	569.794	218.743	58.513000000000005	382.452	309.66900000000004	812.5369999999999
argB	b3959	894.957	907.232	784.0369999999999	497.55199999999996	403.635	605.567	855.3530000000001	285.95599999999996	79.1213	643.962	630.359	1353.24
argH	b3960	664.4110000000001	757.605	606.9780000000001	434.30199999999996	376.778	490.18	585.123	205.035	106.21799999999999	421.25699999999995	427.61699999999996	963.7310000000001
oxyR	b3961	208.416	253.582	207.954	198.903	197.09400000000002	188.882	144.845	175.43900000000002	181.399	227.375	190.55200000000002	295.678
yijD	b3964	107.927	202.574	86.0704	283.70099999999996	253.82299999999998	241.03099999999998	110.42299999999999	196.838	220.502	174.524	131.232	201.639
rihC	b0030	35.0978	30.1604	31.5249	31.1427	25.6966	26.0476	19.0917	15.9435	12.2608	26.7583	25.2902	26.3195
fabR	b3963	481.06	362.588	584.5	286.469	264.637	295.682	405.935	407.088	231.576	335.131	424.574	335.284
murI	b3967	124.882	118.095	155.661	188.778	163.724	184.792	159.654	136.564	122.76100000000001	115.3	115.605	117.491
btuB	b3966	331.588	309.2	319.894	226.044	227.271	243.493	128.476	133.286	122.006	167.813	157.651	198.642
birA	b3973	129.148	123.43	145.589	119.336	120.88799999999999	127.3	115.559	108.66799999999999	95.6125	114.756	122.633	115.321
murB	b3972	181.168	188.048	182.982	214.047	222.8	229.083	183.35299999999998	166.237	181.332	152.132	149.30200000000002	167.571
tufB	b3980	2566.78	3327.27	2476.69	2063.64	2048.45	1880.49	1333.42	1530.16	1535.14	2237.86	1696.08	2735.87
secE	b3981	1630.76	1789.58	1452.84	743.793	709.067	928.085	1011.64	987.535	857.7330000000001	1429.11	1370.33	1342.85
nusG	b3982	823.148	1146.25	733.3530000000001	857.846	805.975	846.173	541.619	591.004	867.041	769.837	724.45	830.215
rplK	b3983	6186.01	7479.58	5822.11	5837.98	5737.0	6074.13	5233.57	5049.08	3840.83	5686.37	4935.11	6256.12
rplA	b3984	7205.22	9437.46	7291.4	7029.04	6937.3	7189.62	5204.45	5565.64	4586.09	5924.27	5470.79	6703.24
tauA	b0365	6.366230000000001	5.9015	5.1311800000000005	81.5891	79.8839	59.5374	35.9357	24.7816	19.2751	4.87434	3.24694	7.19544
rplJ	b3985	17957.6	17967.5	17371.4	9062.42	9133.22	9788.79	9518.93	10615.2	7487.75	13912.6	12306.2	15660.5
rplL	b3986	18071.4	21635.9	15815.6	13390.2	13314.4	14366.8	7611.96	9832.09	9635.57	10948.4	10655.7	14430.3
rpoB	b3987	1706.17	1866.64	1607.05	2188.18	2210.6	2206.09	1422.93	1610.47	1688.09	1687.54	1592.04	1846.43
rpoC	b3988	1681.32	1839.64	1667.32	2097.97	2111.21	2117.73	1305.74	1504.8	1583.59	1536.07	1475.07	1807.75
yjaZ	b3989	27.7312	20.0592	20.7839	23.4951	21.6337	20.9746	32.9967	24.8634	16.6119	15.8293	23.4652	19.0086
nudC	b3996	99.3618	99.4423	104.56700000000001	114.618	112.228	116.59	164.766	135.94899999999998	175.71900000000002	123.238	128.784	143.05100000000002
hemE	b3997	151.504	177.859	135.833	178.918	181.679	155.76	153.798	142.841	193.76	168.66	143.221	162.237
nfi	b3998	118.07799999999999	140.599	103.072	194.52700000000002	184.41099999999997	153.055	181.1	171.463	227.52599999999998	146.928	133.37	138.827
yjaG	b3999	228.00799999999998	301.474	231.69099999999997	231.73	221.037	246.08599999999998	255.63400000000001	243.028	264.83799999999997	256.281	260.79200000000003	265.17
hupA	b4000	7088.16	7006.82	7050.66	3093.21	2777.25	3171.1	3234.47	4045.33	3608.07	5724.28	5222.73	6545.3
tauD	b0368	8.5975	5.88206	7.34163	31.1767	33.3334	26.2484	30.2211	15.7619	16.3479	6.722060000000001	5.34713	8.43754
yjaH	b4001	60.2412	83.6638	66.6754	71.4722	70.4042	71.1847	40.3431	54.1145	65.5751	67.4203	60.9253	62.1661
zraS	b4003	6.4600800000000005	7.68945	7.673760000000001	9.63872	11.5709	9.76927	6.54177	6.60135	6.09577	5.32292	4.10136	6.32486
zraR	b4004	8.7567	14.4045	9.46362	13.5645	14.493	9.63824	8.35694	9.576089999999999	11.4198	7.0762100000000006	5.4450199999999995	10.1317
yjaA	b4011	3.01518	0.0	2.09937	0.687609	2.62511	1.96755	1.66336	4.32825	1.19824	3.5380800000000003	2.94738	1.82883
metA	b4013	877.193	716.378	671.105	1014.14	785.212	1200.32	554.21	215.704	62.3633	260.409	151.358	376.702
aceB	b4014	1063.41	1135.52	1072.23	6910.11	7119.87	6832.13	3259.48	4474.71	5207.0	3182.51	2914.3	3515.74
aceA	b4015	1090.44	1311.41	1240.09	7092.32	7149.14	6596.1	3592.71	4130.27	5133.95	3909.24	4010.12	4282.82
aceK	b4016	135.236	166.19400000000002	137.95	959.025	997.6030000000001	973.0219999999999	509.103	543.821	632.643	443.765	427.116	446.485
metH	b4019	261.60400000000004	305.29	249.94	397.723	418.809	378.56199999999995	274.834	254.078	342.555	215.30599999999998	191.938	217.118
yjbB	b4020	58.3037	47.5321	67.779	37.4728	36.8226	37.7266	34.6605	38.1035	47.013000000000005	51.3266	53.4992	40.9466
tauC	b0367	4.1992400000000005	6.750789999999999	2.77568	47.7654	56.0162	43.226000000000006	30.6869	22.8944	17.6987	2.44011	2.76504	4.22231
rluF	b4022	165.226	134.921	163.47299999999998	102.456	81.3077	92.5547	106.62100000000001	121.68	107.43700000000001	97.1402	113.694	106.61200000000001
pgi	b4025	905.7339999999999	834.556	950.6460000000001	1039.03	1051.57	989.316	780.6110000000001	777.938	966.617	795.507	739.222	764.1039999999999
yjbE	b4026	21.4992	15.5666	31.3579	20.9186	18.6189	13.0354	33.0117	15.4058	16.0147	40.1702	40.8188	26.051
yjbF	b4027	1.31752	0.865798	1.4132200000000001	2.81277	2.7130900000000002	2.66696	2.09199	1.06879	1.17055	2.31529	0.349645	1.41675
yjbG	b4028	1.6242299999999998	1.21882	1.4046399999999999	1.74111	2.21605	1.9562099999999998	2.87874	1.75537	1.16341	1.0318200000000002	1.10428	0.0
yjbH	b4029	2.12566	2.79635	1.82913	6.06283	4.93572	4.63767	11.5402	9.22193	10.48	5.7501	6.54061	6.014469999999999
psiE	b4030	16.805999999999997	17.6301	25.2107	105.20100000000001	123.21700000000001	97.5112	144.675	132.504	213.31099999999998	64.8721	47.4567	69.2957
malK	b4035	16.3181	13.2122	18.2314	2.5709400000000002	1.7086599999999998	1.87257	9.99085	4.32118	3.64489	43.2929	58.5765	33.9755
lamB	b4036	35.2951	31.0437	30.7945	10.9132	8.85392	9.20547	16.1801	12.2734	11.6051	109.397	109.79799999999999	117.546
malM	b4037	40.4869	31.7878	33.8109	7.0926	10.4081	7.6268199999999995	16.605999999999998	10.4125	13.3095	109.823	118.20200000000001	95.2933
tauB	b0366	7.56487	9.22768	12.9884	97.0997	105.102	78.5783	72.4862	40.0956	24.4089	6.63899	3.85445	9.319410000000001
yjbI	b4038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ubiC	b4039	471.31800000000004	172.683	558.576	228.203	212.203	233.821	346.959	259.678	159.874	185.62400000000002	204.00099999999998	143.297
ubiA	b4040	98.1249	102.381	81.0499	173.074	175.141	168.437	121.60600000000001	138.709	126.331	78.2534	83.8583	74.0249
dgkA	b4042	137.224	139.762	129.851	133.463	124.119	141.416	132.369	150.481	147.846	127.007	102.49	163.645
lexA	b4043	276.254	463.935	234.055	408.267	370.50199999999995	422.725	270.073	306.918	326.01599999999996	298.873	263.969	402.82099999999997
dinF	b4044	21.3061	36.671	21.3401	30.9568	29.6779	24.6939	22.2011	22.1128	21.576	18.9293	28.4998	19.8769
yjbJ	b4045	80.1686	101.454	68.0667	136.097	116.49700000000001	123.21799999999999	311.561	268.616	653.029	251.69099999999997	286.903	188.105
yjbL	b4047	0.0	0.0	0.0	0.0	0.0	1.08846	0.0	0.0	0.0	0.0	1.66645	0.0
yjbM	b4048	2.21841	1.04732	2.47215	5.3651	3.2386	4.53514	2.78448	1.89917	3.55555	1.6020299999999998	2.10561	2.35043
dusA	b4049	140.576	116.03399999999999	136.707	105.54299999999999	88.4538	102.494	82.9274	78.2788	88.005	90.7226	103.213	108.499
pspG	b4050	0.0	10.4845	3.53576	9.34665	15.9015	10.6294	10.7399	8.942210000000001	20.8352	17.1257	15.6703	19.5701
dnaB	b4052	215.418	234.668	248.887	342.099	312.367	341.51	264.985	249.333	239.33599999999998	214.815	203.06	222.451
alr	b4053	104.96799999999999	121.86399999999999	100.742	258.432	244.592	260.603	173.243	178.81799999999998	170.195	116.323	123.15899999999999	124.524
tyrB	b4054	437.23	494.195	442.903	366.769	363.149	385.06699999999995	313.32099999999997	405.744	513.511	474.24	460.089	624.881
aphA	b4055	6.98193	9.32365	7.8662	32.288000000000004	32.5006	29.5019	12.8967	20.2345	26.1865	14.0881	9.526589999999999	14.0711
yjbQ	b4056	513.747	282.605	698.091	294.594	275.617	308.45599999999996	1089.77	884.207	452.60400000000004	672.653	1013.62	494.769
yjbR	b4057	86.8155	80.508	107.20700000000001	175.417	206.27700000000002	169.487	242.171	239.817	281.913	155.291	123.944	153.445
ssb	b4059	382.95300000000003	449.54900000000004	324.77	357.81199999999995	350.375	328.63300000000004	223.644	273.272	343.379	345.57	359.56699999999995	362.074
yjcC	b4061	10.3073	8.37625	9.31081	10.695	9.43719	8.941139999999999	17.6686	15.635	18.6811	19.8345	21.4594	17.8297
soxR	b4063	9.19154	19.8515	13.9377	52.2893	38.1595	50.7863	16.0343	22.6619	29.9718	19.8731	18.2049	18.2779
yjcD	b4064	189.21599999999998	298.784	207.058	146.30200000000002	169.93099999999998	190.79	165.13	156.161	166.615	225.222	173.08900000000003	257.259
yjcE	b4065	50.2429	58.505	46.9611	50.4821	44.4835	47.0541	46.6148	79.3517	77.7183	62.898999999999994	52.0188	55.6531
nrfA	b4070	7.32947	9.208680000000001	8.36518	7.83092	6.63599	5.83775	8.19951	6.25902	6.0133	7.07331	5.86996	7.07503
nrfD	b4073	2.9276299999999997	2.33766	3.26571	1.48922	2.72404	4.03378	4.153569999999999	4.76421	2.7745	3.03483	2.9976700000000003	4.08805
nrfC	b4072	0.0	2.50325	2.08501	2.0013400000000003	1.53221	3.47581	1.3724399999999999	2.8450900000000003	1.51516	1.44696	2.1532400000000003	0.506009
nrfB	b4071	4.47203	2.27755	2.10763	3.8865300000000005	3.0638799999999997	2.37315	2.49905	2.62291	2.9105	4.56663	6.48909	1.8932799999999999
nrfG	b4076	6.118119999999999	4.8995	2.77237	6.59962	7.69043	6.37919	6.31717	8.428560000000001	5.60156	4.81845	2.67868	3.00247
nrfF	b4075	2.4151700000000003	4.2764	8.91606	7.17875	9.35549	9.6222	7.03198	7.190930000000001	7.66657	2.10348	5.6334800000000005	3.20807
nrfE	b4074	4.19036	4.2448	4.42026	4.52458	3.8049199999999996	4.07481	3.48714	3.9691400000000003	3.19814	2.80994	4.11792	3.52785
gltP	b4077	32.6623	36.2672	35.4521	326.101	316.907	326.915	118.566	243.986	233.861	39.525	35.2833	38.4854
yaiV	b0375	0.0	0.0	0.0	0.0	0.0	0.746506	1.01831	0.9173680000000001	0.5032270000000001	0.35192199999999996	0.34020100000000003	0.36544499999999996
rpiB	b4090	32.2908	22.6695	25.4314	35.7286	28.6463	35.4556	26.8105	30.4118	22.3863	26.12	30.5158	27.4596
yjdP	b4487	61.2808	33.5769	51.1259	52.7402	49.2101	49.0418	81.8835	58.6484	68.5116	41.6107	59.4474	29.7892
yjcZ	b4110	5.75555	3.91842	5.4570300000000005	4.43202	3.0525	3.3894599999999997	5.32726	5.572690000000001	7.48504	7.00108	9.63925	5.0951
crfC	b4109	6.18858	7.62322	7.25484	5.32219	4.36665	4.74916	6.87586	8.55873	12.9016	11.2691	10.5391	12.300999999999998
proP	b4111	368.76099999999997	567.948	349.92400000000004	1237.54	1238.08	1317.09	728.625	832.3480000000001	1082.32	611.972	625.503	703.077
pmrR	b4703	0.0	288.39799999999997	0.0	223.248	133.898	209.703	0.0	0.0	193.56	0.0	0.0	626.424
melA	b4119	6.62551	5.41285	4.82125	8.15635	11.4114	8.179739999999999	10.7089	10.4678	16.01	9.63001	9.0935	7.01204
melB	b4120	6.16964	5.62056	4.75649	8.93619	7.81026	8.17269	10.9835	10.624	9.9372	6.250780000000001	8.09483	7.438860000000001
yjdI	b4126	8.066939999999999	6.9912600000000005	0.0	14.7081	17.1559	4.57114	15.9575	16.7697	84.6715	35.233000000000004	29.8384	43.5046
yjdJ	b4127	94.4746	51.1054	102.595	34.6712	38.7706	35.1186	163.887	181.574	199.329	370.501	504.05400000000003	255.55700000000002
sbmA	b0377	34.4683	36.8327	36.1541	19.9233	21.5932	25.785	25.3593	27.2674	33.8247	28.9966	40.1508	32.1768
yjdK	b4128	1.8744299999999998	2.21944	9.30148	6.7961100000000005	7.96402	11.6655	16.4459	13.9342	11.9182	16.3182	4.29853	4.37495
yjdO	b4559	0.0	0.0	0.0	8.55903	3.7803400000000003	3.9721699999999998	0.0	12.0352	8.65601	8.14248	7.84483	0.0
fxsA	b4140	108.70200000000001	76.2922	109.37700000000001	122.723	132.65200000000002	154.41	113.542	84.2857	70.846	70.8148	87.1388	78.0045
groS	b4142	1432.43	1438.85	1233.13	2345.87	2642.66	2236.92	1142.56	1031.49	1238.03	1101.67	757.3610000000001	1055.84
groL	b4143	1257.13	1360.77	1204.91	2260.1	2497.96	2214.6	1164.44	1030.59	1493.75	1042.4	742.677	1017.2
yjeI	b4144	595.85	764.977	586.5980000000001	560.774	534.351	551.534	423.741	592.988	633.819	660.0939999999999	620.953	779.3330000000001
efp	b4147	2486.52	1608.83	2168.71	776.717	755.716	810.32	900.852	765.877	717.067	1275.69	1250.22	1537.45
ecnA	b4410	247.85299999999998	440.681	217.93900000000002	242.078	248.141	226.642	406.656	285.867	276.131	119.874	312.02299999999997	207.00400000000002
ecnB	b4411	158.99	210.21200000000002	180.79	763.035	641.867	461.95599999999996	1073.76	1457.68	3582.43	2362.86	1730.38	2070.23
sugE	b4148	45.066	74.9776	34.9086	78.9227	62.5746	63.3621	45.9166	37.899	63.2909	66.1797	69.5793	46.2009
yaiW	b0378	42.3335	44.0869	41.7366	48.2911	48.6986	43.5765	45.7416	54.9022	51.2297	45.8362	45.1372	43.926
epmA	b4155	50.1823	49.1614	58.8935	75.8235	79.3997	93.3618	56.2403	56.4265	72.9207	36.6564	41.248999999999995	27.451
yjeM	b4156	2.88781	3.7982	3.97338	4.48508	4.41855	5.49068	6.1471800000000005	5.8091800000000005	6.15207	3.44843	5.15142	4.08965
yjeO	b4158	9.229439999999999	5.57923	1.37428	13.1644	10.6646	13.8365	9.83641	7.39765	7.8867	8.00946	5.894419999999999	8.07012
yjeN	b4157	6.52497	2.83755	10.0047	0.83386	6.1409400000000005	2.38755	9.8701	6.73101	6.35354	4.8551400000000005	5.3309	2.41819
orn	b4162	306.86	253.956	341.276	262.091	247.47099999999998	263.018	189.701	206.331	159.141	159.715	192.838	175.77200000000002
yjeV	b4670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tsaE	b4168	2.0673	1.17414	2.29275	8.12852	19.0359	9.60372	9.81367	9.45515	54.1686	3.3665	3.98118	0.00076232
amiB	b4169	6.86e-27	5.61e-37	9.620000000000001e-15	1.03e-08	0.000123611	5.9299999999999995e-08	3.75e-11	9.99e-06	1.15e-09	0.000128758	7.78e-07	4.98e-11
nnr	b4167	76.5891	78.4857	76.6647	127.867	117.60799999999999	116.428	166.24599999999998	127.89399999999999	138.982	120.992	120.91	94.6262
mutL	b4170	1.97675	0.237206	3.35736	9.32e-05	1.65e-06	0.000144172	6.3e-05	2.45e-05	2.9199999999999997e-13	4.8e-07	2.3800000000000003e-05	8.35e-09
thrA	b0002	2915.58	2969.26	2829.86	1532.68	1434.7	1521.62	427.904	3646.83	3241.89	1844.39	1688.23	2068.3
dapB	b0031	507.426	729.3580000000001	452.912	349.065	374.598	368.338	643.262	235.322	226.0	340.05400000000003	259.574	437.918
yaiZ	b0380	18.4221	33.4431	44.6451	81.1433	75.7745	84.6088	40.5355	40.3461	60.955	62.5069	53.443999999999996	52.958
