NAME	DESCRIPTION	old_COUM4-2-coum-_1	old_COUM4-2-coum-_2	old_COUM4-2-coum-_3	old_COUM4-2-M9-_1	old_COUM4-2-M9-_2	old_COUM4-2-M9-_3	old_MG1655-coum-_1	old_MG1655-coum-_2	old_MG1655-coum-_3	old_MG1655-M9-_1	old_MG1655-M9-_2	old_MG1655-M9-_3
nudC	b3996	153.996	154.476	126.82600000000001	90.0067	92.5555	75.0312	160.657	167.53	151.513	126.265	115.473	148.875
hemE	b3997	293.68	297.387	295.501	426.436	398.973	403.25	187.012	174.403	182.468	208.52200000000002	250.438	237.00400000000002
nfi	b3998	235.359	232.52900000000002	282.536	277.907	314.699	260.682	197.477	172.862	192.481	186.923	173.03	178.179
yjaG	b3999	289.501	273.214	290.631	370.526	380.63699999999994	353.45099999999996	249.03900000000002	239.37599999999998	259.612	262.42	243.532	232.2
hupA	b4000	6345.49	5605.24	6261.45	10253.5	9021.58	9709.33	4493.09	4405.48	3267.15	7570.77	6569.99	6973.42
tauD	b0368	26.5628	21.6896	19.5487	12.2565	21.0026	21.197	11.247	5.3783	19.2618	7.99821	12.6926	9.41056
yjaH	b4001	187.162	172.764	180.58700000000002	96.9275	111.079	109.5	75.6725	68.958	64.6547	119.02	62.8413	82.2418
zraS	b4003	12.6003	10.761	6.42856	27.2876	44.4661	38.2509	4.36449	3.76125	4.10365	3.58448	11.1678	9.1222
zraR	b4004	13.3941	17.9125	13.0377	11.0632	14.0487	15.9202	10.2345	9.1323	11.4355	8.02375	9.09008	7.7317800000000005
yjaA	b4011	32.6868	35.6306	44.7823	25.6204	23.4384	8.45111	2.44561	8.687669999999999	11.0162	16.3309	9.25837	8.41666
metA	b4013	329.022	299.999	315.17	78.5223	34.2933	42.906000000000006	294.39099999999996	301.073	293.173	216.655	130.993	202.015
aceB	b4014	1957.83	1860.3	2022.93	1756.24	1009.79	1305.12	2469.88	2649.61	2437.35	3282.64	3229.43	3331.48
aceA	b4015	2152.87	2103.28	2157.61	2618.93	1866.53	2214.53	2773.23	3009.3	2827.42	4319.35	4711.67	4363.63
aceK	b4016	319.445	309.783	336.089	314.403	284.716	302.569	336.14099999999996	391.991	386.789	510.465	469.81199999999995	438.108
metH	b4019	391.92199999999997	410.352	390.62199999999996	491.559	413.856	440.23800000000006	237.52200000000002	233.16299999999998	235.695	277.562	269.937	269.596
yjbB	b4020	112.361	112.542	110.072	106.426	115.355	115.705	32.7674	39.8597	41.0572	51.1034	57.215	47.0035
tauC	b0367	4.88488	10.8217	7.7659199999999995	11.6838	5.35393	4.81271	6.27726	5.6946900000000005	1.92884	0.0	1.1514	7.787730000000001
rluF	b4022	106.984	92.8855	92.3444	98.7458	83.146	94.7965	73.7418	62.6906	51.2462	109.853	79.5125	65.5577
pgi	b4025	886.46	895.645	909.186	1210.69	1173.87	1246.32	1106.19	1156.7	1105.2	879.6110000000001	954.3889999999999	860.672
yjbE	b4026	2310.85	2116.91	2003.17	2062.97	1966.54	1595.91	227.512	196.426	161.69799999999998	27.0046	37.8768	35.1945
yjbF	b4027	82.2923	92.7175	77.4433	35.0746	16.8158	13.2986	14.2925	15.0128	8.4738	0.0	0.0	1.12855
yjbG	b4028	75.5142	68.9079	65.5293	25.7165	28.1831	25.385	10.408	8.23945	8.68631	1.7932299999999999	0.0	0.973377
yjbH	b4029	40.1282	50.9134	42.5046	29.9329	22.0791	23.9742	15.0185	17.2489	14.7578	7.89185	6.7067	4.48684
psiE	b4030	81.7922	66.62100000000001	81.071	85.1356	84.3485	61.7857	110.074	83.3077	95.0627	101.774	143.325	92.7125
malK	b4035	52.4364	56.555	81.0442	57.0773	61.8238	57.1887	19.8812	25.6119	19.2055	26.2557	88.1399	69.8103
lamB	b4036	129.7	140.391	196.96200000000002	121.912	106.735	130.952	33.4828	47.2003	36.9503	108.1	136.343	127.81299999999999
malM	b4037	81.6216	93.132	132.6	88.1764	70.5308	83.833	24.3094	35.9948	35.1197	70.1051	72.8916	78.6473
tauB	b0366	7.87217	9.96727	6.25836	6.11634	12.5859	11.140999999999998	3.5004699999999995	6.6051	4.68403	3.20433	1.82247	0.857777
yjbI	b4038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ubiC	b4039	182.145	138.767	174.192	144.32	124.852	149.607	112.56	110.529	99.1557	75.4353	99.478	94.2882
ubiA	b4040	167.838	169.025	171.93400000000003	101.27600000000001	90.7094	132.19899999999998	100.36	101.70200000000001	89.6821	93.5288	106.666	84.7368
dgkA	b4042	137.624	128.619	128.621	119.809	89.2197	153.889	132.757	134.33700000000002	91.7453	173.395	160.694	161.537
lexA	b4043	347.25300000000004	337.49	375.24300000000005	623.7869999999999	832.6	888.395	272.23	278.392	246.71099999999998	355.626	573.744	465.12800000000004
dinF	b4044	40.6218	35.8781	39.5751	16.9756	27.8259	30.5061	15.8912	23.1384	28.1495	32.1648	20.0524	22.9214
yjbJ	b4045	352.564	377.6	279.714	313.25	186.675	373.69	452.704	381.73199999999997	391.69800000000004	280.08	386.745	292.267
yjbL	b4047	0.0	0.0	0.0	10.8942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yjbM	b4048	4.48576	0.9188440000000001	2.95007	2.43285	2.28105	4.00948	0.0	1.07982	0.8925280000000001	2.61531	2.9394299999999998	1.28706
dusA	b4049	122.48100000000001	119.405	142.347	71.6703	70.1964	75.0025	91.8756	87.8964	87.9282	114.084	79.5651	85.7106
pspG	b4050	30.2032	14.6743	25.9802	0.0	0.0	21.8401	24.4565	23.2445	13.6738	41.7826	30.6693	28.4653
dnaB	b4052	278.563	266.637	278.277	221.34599999999998	171.856	159.871	191.674	232.6	214.96400000000003	223.304	147.47299999999998	191.889
alr	b4053	205.30599999999998	195.025	210.36900000000003	204.378	198.09099999999998	211.048	118.984	133.339	146.55700000000002	129.739	129.636	127.579
tyrB	b4054	295.616	272.051	287.303	456.93	346.39	417.728	321.572	282.837	290.993	489.457	508.26199999999994	525.74
aphA	b4055	40.371	31.8341	38.8193	30.36	44.2925	43.5864	22.9306	25.1247	17.9489	30.3399	50.6398	26.096999999999998
yjbQ	b4056	253.644	251.205	243.521	467.11300000000006	465.043	440.93699999999995	369.894	432.785	306.061	264.23	331.798	262.124
yjbR	b4057	179.455	143.642	87.5903	212.817	234.204	272.659	218.41	219.623	222.19299999999998	169.24400000000003	208.5	167.93599999999998
ssb	b4059	477.20099999999996	425.824	435.205	370.466	319.616	375.509	400.37800000000004	362.301	334.851	396.756	395.315	329.273
yjcC	b4061	20.4333	26.0125	18.0827	13.2468	10.8397	4.79312	16.6096	12.0558	10.5713	19.426	16.5053	10.8664
soxR	b4063	42.95399999999999	41.7683	23.6268	37.0134	41.7832	33.8341	17.7088	26.5455	28.8457	26.1103	39.1481	20.7907
yjcD	b4064	214.50599999999997	189.457	217.787	143.553	61.0569	95.3636	195.24900000000002	224.013	167.389	169.793	208.919	234.923
yjcE	b4065	73.7154	72.81	77.7356	95.1567	110.288	102.50299999999999	62.7616	71.3955	60.1665	64.5053	90.8192	67.9432
nrfA	b4070	5.13592	10.1525	7.727180000000001	27.2325	68.2942	41.9702	7.20728	7.473669999999999	8.63642	5.67703	21.3142	11.1929
nrfD	b4073	3.28018	5.42267	4.51403	3.12328	5.6580699999999995	2.5173799999999997	3.57639	3.26927	2.06352	4.97476	1.85375	4.4534199999999995
nrfC	b4072	4.22823	1.70766	4.448580000000001	2.51127	13.7397	14.2044	2.2927400000000002	2.01264	0.0	0.0	4.45325	4.27131
nrfB	b4071	5.809	9.14649	8.97304	5.261909999999999	21.6346	17.1066	3.68454	5.2030199999999995	9.09286	8.21642	9.41024	4.346419999999999
nrfG	b4076	6.877439999999999	3.62489	9.83142	7.6607	4.64773	4.17349	8.47437	6.19039	8.857569999999999	16.055999999999997	1.5055	5.64621
nrfF	b4075	4.83142	21.6869	6.354369999999999	10.2512	4.74139	4.36024	4.97511	7.0167600000000006	1.8344	5.48338	6.13761	2.85463
nrfE	b4074	5.89361	3.92246	5.72776	4.3651800000000005	0.0	3.5506900000000003	2.42279	3.23333	1.4551100000000001	2.74106	4.11987	3.50135
gltP	b4077	365.12699999999995	318.462	391.86300000000006	257.226	211.11599999999999	258.16700000000003	107.04799999999999	98.5402	109.973	36.8503	58.9388	38.5088
yaiV	b0375	4.87894	4.88543	6.38745	0.0	4.80355	6.3868	2.4872400000000003	0.0	0.9531729999999999	8.27485	3.12169	2.80982
rpiB	b4090	9.16964	13.5186	15.8688	16.9966	27.2081	13.9272	9.78733	14.2348	5.747380000000001	8.96965	19.975	11.8568
yjdP	b4487	63.9556	59.2666	64.4871	6.01392	50.2576	30.4354	39.6733	43.8047	25.1986	32.4835	21.7196	36.3691
yjcZ	b4110	10.0581	9.548689999999999	7.2018	4.19485	3.8202800000000003	6.806889999999999	14.6096	14.1016	13.100999999999999	5.83866	8.27026	7.09508
crfC	b4109	11.2782	14.1317	11.3884	11.5668	7.25788	7.31475	14.3322	14.3065	14.4837	22.6709	16.9596	13.7814
proP	b4111	573.624	487.337	500.30400000000003	439.86300000000006	428.026	379.08099999999996	985.926	848.052	929.082	580.998	822.4839999999999	758.4910000000001
pmrR	b4703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3727.99	0.0	0.0	0.0
melA	b4119	14.4207	21.1303	18.137	18.7383	17.9452	10.1263	8.15185	9.59447	11.8571	14.9139	12.7023	11.2934
melB	b4120	20.9288	27.579	26.0929	25.4118	26.7763	29.3826	16.3277	14.6995	21.3938	13.6759	15.3914	15.380999999999998
yjdI	b4126	41.501000000000005	36.5321	19.6555	64.1637	11.638	53.9692	5.87614	36.9375	17.3834	0.0	92.3685	68.8731
yjdJ	b4127	44.3362	70.1469	42.1143	140.234	43.1696	71.396	81.13	122.574	80.4429	109.914	134.744	232.25099999999998
sbmA	b0377	42.7331	40.7226	40.5457	32.3067	36.4389	31.4376	31.9484	26.9931	32.6513	26.6622	35.201	34.8194
yjdK	b4128	4.22487	3.4590300000000003	3.76051	66.4574	140.963	59.1978	0.0	0.0	13.2462	9.63786	20.227	17.6618
yjdO	b4559	0.0	0.0	17.8451	39.874	38.4036	35.3528	0.0	0.0	0.0	46.2849	24.7151	20.9459
fxsA	b4140	124.24700000000001	126.448	136.667	63.9601	29.6709	39.722	74.2723	59.8752	67.9589	85.5313	111.01799999999999	56.5618
groS	b4142	1328.43	1285.91	1386.28	749.8530000000001	507.853	618.748	940.8910000000001	616.822	656.262	1397.46	1033.87	1186.91
groL	b4143	2246.27	2119.23	2293.61	1348.74	1207.66	1331.81	1533.97	1347.27	1393.05	2214.59	1823.54	1901.23
yjeI	b4144	971.895	773.602	818.6439999999999	1214.98	1260.82	1182.45	494.44699999999995	518.366	395.352	769.23	857.2589999999999	765.549
efp	b4147	1409.51	1156.71	1419.35	1726.53	1427.19	1638.22	1341.6	1470.69	1354.81	1957.22	1305.95	1585.63
ecnA	b4410	326.947	245.12099999999998	620.445	0.0	0.0	0.0	124.855	729.992	200.051	0.0	313.358	0.0
ecnB	b4411	2704.86	1524.49	2296.08	2477.1	2132.35	2084.52	5733.56	3973.7	5147.4	5087.52	4993.98	4766.74
sugE	b4148	150.96200000000002	128.364	147.847	102.708	118.29	128.57299999999998	80.6102	62.0486	75.975	95.6307	115.02	98.7209
yaiW	b0378	59.1509	68.9853	57.3404	49.0591	66.7274	56.3088	45.0537	44.3962	55.2124	53.5856	43.7992	43.8694
epmA	b4155	69.7345	54.3383	55.3677	40.7341	48.4857	40.7127	40.9139	59.815	44.5933	34.3721	29.1535	27.0827
yjeM	b4156	7.4626600000000005	13.8974	8.942969999999999	6.33668	8.853580000000001	12.1214	4.96762	4.60208	7.82305	4.5315	7.0316	4.11624
yjeO	b4158	21.0037	40.5521	38.4877	24.7605	17.3018	42.1185	21.0186	36.3866	18.1309	27.5484	0.0	6.69406
yjeN	b4157	14.2732	6.8872100000000005	22.1723	19.3678	17.7195	10.6802	12.0688	10.8824	8.81355	20.3688	7.6932100000000005	14.5109
orn	b4162	183.011	171.891	181.396	268.14599999999996	216.253	231.002	132.936	154.209	141.125	164.43099999999998	166.61	174.606
yjeV	b4670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tsaE	b4168	10.5157	0.5003850000000001	1.54349	1.5099999999999999e-15	0.00137463	0.0013609000000000002	15.2936	9.282160000000001	2.44e-14	1.71e-11	7.27e-36	8.414539999999999
amiB	b4169	16.4174	2.78e-11	0.031973900000000006	25.2906	26.9785	25.8965	3.82e-06	0.000298385	1.15e-06	4.9788	1.02e-22	7.89752
nnr	b4167	100.632	102.675	97.9107	76.3576	82.4117	80.7066	113.634	106.601	103.611	90.1646	91.0232	85.0034
mutL	b4170	0.00121876	0.00170782	0.033285300000000004	30.3463	33.5258	46.6619	0.00269629	0.00036310300000000004	0.000922772	9.6e-16	1.26391	2.45e-05
thrA	b0002	1462.68	1376.93	1460.99	1534.59	1408.1	1689.55	1626.6	1600.75	1618.64	1721.19	2125.5	1953.88
dapB	b0031	238.197	220.889	233.753	386.426	371.19599999999997	358.4	325.079	305.812	253.736	315.047	377.23800000000006	362.26199999999994
yaiZ	b0380	178.99599999999998	152.644	90.5873	59.97	55.6569	101.86	57.7442	44.8947	57.2309	21.9117	145.77200000000002	85.583
miaA	b4171	787.0319999999999	733.45	765.68	984.169	950.029	931.363	637.24	586.795	585.303	859.597	1044.59	977.065
hfq	b4172	2585.38	2306.02	2451.49	3066.65	3255.32	3177.24	1987.85	2025.92	1916.84	3039.03	3290.65	3285.37
hflX	b4173	589.3580000000001	580.691	557.839	462.35	540.976	513.943	410.654	377.458	413.149	507.296	461.459	424.756
hflK	b4174	864.2769999999999	876.779	877.574	854.1160000000001	765.5169999999999	730.6	571.112	667.007	634.295	834.694	741.3380000000001	744.451
hflC	b4175	801.165	808.557	814.898	911.993	740.107	793.9169999999999	616.069	590.66	592.904	772.9830000000001	724.107	701.048
yjeT	b4176	170.201	84.6361	144.493	132.428	204.94099999999997	93.8314	41.3739	50.3664	62.0081	48.3482	13.2109	70.3501
purA	b4177	1302.25	1160.37	1249.87	2101.86	2181.44	2183.04	1668.73	1775.41	1755.06	1725.66	1974.0	1802.06
nsrR	b4178	112.738	130.737	124.542	154.745	192.03799999999998	196.22	88.3356	104.45100000000001	80.3871	63.0563	172.84599999999998	134.096
rnr	b4179	177.24200000000002	187.785	178.271	276.613	313.45099999999996	305.087	175.98	184.225	173.78599999999997	202.05599999999998	249.298	228.217
rlmB	b4180	201.88099999999997	157.783	189.16299999999998	201.601	171.141	162.244	110.838	92.3311	115.932	144.32	134.048	107.99799999999999
iraP	b0382	301.899	278.64	277.35	329.023	396.181	302.246	218.17	264.97900000000004	191.729	314.643	375.595	376.767
yjfI	b4181	5.160419999999999	2.10588	2.2682900000000004	16.8275	0.0	4.68118	0.0	2.4885200000000003	0.0	0.0	3.38504	0.0
yjfJ	b4182	4.64623	5.3985	2.4506099999999997	4.25479	4.00234	6.996569999999999	1.01051	1.8565900000000002	0.0	6.67285	1.27604	3.5361300000000004
yjfK	b4183	5.38724	4.14312	3.7563800000000005	1.9340700000000002	1.79535	0.0	1.7955400000000001	0.787936	0.0	2.0737400000000004	1.1798600000000001	2.13446
yjfL	b4184	2.4042	1.9297	4.16124	5.02524	4.66488	0.0	2.42377	0.0	0.0	5.45695	0.0	2.77025
yjfM	b4185	2.14535	3.5775	0.9409139999999999	2.4357599999999997	2.2617599999999998	2.00763	2.31427	2.1511400000000003	0.858189	5.13267	0.0	1.36674
yjfC	b4186	6.93752	5.682519999999999	6.0328599999999994	5.7181	6.30002	7.468710000000001	1.60429	2.41266	3.91261	1.2048299999999998	6.12763	3.19808
aidB	b4187	32.4825	29.8157	29.274	46.9489	43.8556	49.5091	140.046	101.962	90.665	42.9454	89.6256	66.0338
yjfP	b4190	45.4868	51.1138	50.1035	97.335	103.28200000000001	80.5892	37.4896	41.2204	38.9677	61.9455	59.9444	74.4407
ulaA	b4193	4.1888	9.16877	8.02223	5.67489	5.21475	4.6401699999999995	4.00632	2.7653	4.63782	2.0335799999999997	1.71472	2.11091
ulaB	b4194	14.0839	10.8379	20.6693	0.0	13.6612	24.5161	7.05655	9.366010000000001	5.231	7.98135	0.0	4.099080000000001
phoA	b0383	28.309	33.0089	34.2757	29.0409	31.8717	33.6681	20.9148	23.5712	20.791999999999998	26.035	29.2797	24.3554
ulaC	b4195	16.1969	14.58	11.8468	21.5331	22.7904	14.4432	8.31516	4.19043	4.82262	3.7606699999999997	8.57268	11.9751
ulaD	b4196	20.8602	30.2992	19.1284	19.8599	19.8872	24.3421	11.0825	17.1844	12.7591	16.7732	10.6876	8.94314
ulaF	b4198	15.325	12.8003	12.6436	9.15267	6.5984	10.3494	9.24235	5.53201	1.22622	9.60195	9.79766	6.141
ulaE	b4197	15.7637	19.9728	9.68047	12.3261	12.7292	19.9695	10.7129	7.70706	11.9791	9.74146	10.1261	6.083130000000001
rpsF	b4200	5075.83	4363.94	5146.89	6914.67	5814.77	6999.6	5998.37	6644.83	6901.8	8424.46	7688.79	7549.51
priB	b4201	5236.82	4571.99	4753.19	7987.85	6238.98	7601.45	6572.23	7362.2	6990.15	8585.3	7984.71	8417.31
rpsR	b4202	4631.49	4669.2	4949.61	7132.9	6417.14	7195.86	6149.69	7304.15	7233.31	8907.69	8470.96	7216.73
rplI	b4203	3434.95	2679.89	3318.77	5412.3	4322.42	5166.34	3629.17	3373.97	4072.65	5538.3	5621.02	5248.38
ytfA	b4205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fklB	b4207	517.684	525.641	538.624	703.944	486.365	668.31	331.735	367.86199999999997	350.599	569.082	388.991	429.20300000000003
psiF	b0384	68.7617	81.0582	61.3138	26.6987	49.5014	77.9803	165.804	142.679	105.177	194.176	153.554	148.569
cycA	b4208	307.22900000000004	268.191	287.632	343.277	310.189	342.38599999999997	322.97900000000004	280.668	312.474	297.243	368.629	324.665
ytfH	b4212	49.1087	43.4894	30.5869	38.4025	8.783660000000001	36.5707	29.9304	23.2612	27.0823	20.945	31.7632	26.1099
cysQ	b4214	140.66299999999998	141.653	144.601	147.759	207.359	189.917	159.755	122.116	107.536	123.47200000000001	226.84900000000002	201.187
ytfI	b4215	6.73353	3.12681	1.33371	4.90014	3.1355299999999997	5.44309	3.84605	2.9874	0.6098140000000001	3.5282	3.9973	0.87598
ytfK	b4217	293.65	174.623	276.177	98.6045	144.781	116.256	271.139	149.607	245.06599999999997	283.242	274.327	103.624
tamB	b4221	76.3747	77.7323	77.7481	63.3807	55.6466	59.961000000000006	61.6553	64.1822	64.2762	55.6117	65.6373	63.4991
tamA	b4220	123.59700000000001	125.552	115.084	88.6395	109.2	96.6117	91.1928	70.4862	84.8112	91.7622	77.0111	70.779
ytfP	b4222	677.826	534.9630000000001	621.1619999999999	395.55400000000003	509.30800000000005	445.67699999999996	456.923	535.4169999999999	462.44	667.278	524.645	431.079
chpB	b4225	36.2961	34.0204	27.5024	68.5436	24.3427	34.7134	25.7007	18.8641	17.2818	66.4906	47.1875	47.273
chpS	b4224	17.6123	18.225	24.8111	84.4219	22.0383	30.1667	47.2504	15.8875	17.2858	38.5546	43.0172	39.1452
yaiC	b0385	8.40294	15.6418	16.6675	8.466280000000001	4.41743	7.86798	4.493930000000001	7.35819	7.87415	7.684060000000001	6.489	8.18024
ytfQ	b4227	17.2084	21.5479	20.0019	10.7161	8.88508	16.6889	16.3098	17.5724	19.1065	22.6308	20.8185	17.6892
ytfR	b4485	10.1419	11.5997	8.42067	5.56543	6.55542	9.09683	9.67412	8.74505	10.953	7.51047	10.9816	8.043660000000001
yjfF	b4231	16.5085	19.3216	14.7506	10.5069	22.0412	9.81899	12.6505	10.1992	11.8851	3.21835	4.4956	16.1559
ytfT	b4230	3.78185	5.6523900000000005	1.8541	11.4309	9.273719999999999	7.300339999999999	4.69336	5.13815	3.8085	5.35901	5.255719999999999	5.77259
mpl	b4233	226.593	230.929	218.658	306.981	254.856	282.593	223.519	243.921	202.26	245.047	269.779	255.47400000000002
pmbA	b4235	196.34099999999998	187.735	184.08599999999998	330.665	396.76800000000003	364.05699999999996	186.683	188.02599999999998	145.33700000000002	152.953	228.80700000000002	195.55900000000003
cybC	b4236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mgtL	b4702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mgtA	b4242	243.921	256.483	289.64	432.064	256.531	360.653	32.2946	36.8741	34.909	47.5236	71.5378	71.5263
bdcR	b4251	51.2321	57.1483	48.0264	59.9018	44.2404	44.0871	68.3994	57.0853	57.2128	76.1438	50.4165	52.022
yaiI	b0387	52.4557	51.5817	56.3504	59.3844	72.2925	51.8936	78.792	53.7272	69.9367	74.5293	74.4617	36.5483
tabA	b4252	136.94899999999998	111.09100000000001	112.11	227.511	311.133	300.153	163.02200000000002	148.908	140.865	111.95299999999999	185.10299999999998	161.04
yjgL	b4253	16.2572	10.283	11.751	6.65901	11.2034	6.970619999999999	14.2485	3.13457	9.7112	12.7118	8.73072	4.915830000000001
rraB	b4255	794.814	732.378	664.0160000000001	2131.31	2126.54	2283.44	765.987	878.7289999999999	718.6239999999999	1033.36	1238.04	1103.19
yjgN	b4257	4.34771	3.68224	5.74381	0.0	0.0	1.32708	4.56651	2.25378	2.34023	0.0	0.980173	2.63888
lptG	b4262	191.301	176.709	185.46099999999998	140.775	146.537	127.25	139.679	145.018	140.097	140.838	133.079	134.109
lptF	b4261	104.523	98.3209	111.351	99.552	115.964	94.3685	85.4391	77.558	75.958	63.5337	83.3399	85.8489
idnK	b4268	13.9048	2.53985	12.1779	10.0205	3.11584	2.8017	9.77482	6.04748	6.15055	7.32684	2.01268	1.83215
intB	b4271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
aroL	b0388	592.411	559.025	490.47	336.57099999999997	250.358	361.389	256.202	298.426	388.533	398.78	218.40200000000002	327.809
yjgZ	b4277	19.5504	16.0086	9.80756	6.26222	17.538	0.0	0.0	0.0	2.18234	6.574439999999999	7.48745	7.00718
yjhB	b4279	4.91608	4.87456	3.8138400000000003	1.47983	4.2461199999999995	3.76211	10.1132	5.23761	4.50179	14.4786	17.253	14.702
yjhC	b4280	26.8723	17.0708	19.8338	29.2499	16.2181	16.0793	25.9916	16.2564	20.4315	11.8632	27.6353	28.6539
ythA	b4655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yjhE	b4282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yjhV	b4286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yaiA	b0389	916.122	632.702	619.523	538.005	470.284	334.259	766.1360000000001	746.668	689.128	555.346	630.452	662.5189999999999
yjhR	b4308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fimB	b4312	47.2289	47.2484	50.2545	199.611	172.926	181.387	36.7767	40.6611	35.9749	221.46099999999998	177.50900000000001	172.82299999999998
fimE	b4313	13.8025	17.6885	17.7742	13.0367	16.6457	21.1213	4.88342	2.18241	6.2983199999999995	5.46756	17.146	11.6999
fimA	b4314	437.522	412.73800000000006	397.35400000000004	1409.78	1144.86	1220.24	1060.08	1364.56	1410.56	2679.54	3128.54	2682.95
fimI	b4315	46.8117	59.4673	47.4323	79.9893	97.5998	92.2335	152.22799999999998	176.40900000000002	205.222	231.425	278.126	266.217
fimC	b4316	19.938	31.7303	21.3412	20.4683	35.9819	15.2597	56.0257	66.6089	70.7749	112.87	103.77600000000001	89.3815
fimD	b4317	8.983369999999999	8.90741	10.1436	12.0222	11.818	10.8311	19.566	17.6485	21.7026	34.7897	37.2823	32.122
fimF	b4318	6.27631	12.3538	9.23139	13.7539	18.9478	16.8043	19.336	15.9575	22.7179	18.327	39.4069	27.0193
fimG	b4319	19.5174	9.36428	4.14994	10.847000000000001	22.4424	11.1766	21.2768	19.6888	18.8243	11.628	22.9531	21.1486
fimH	b4320	19.6598	21.0114	16.9818	13.2262	12.1706	7.295710000000001	20.4671	20.2374	33.7251	44.2496	38.1592	46.7625
aroM	b0390	102.90799999999999	91.3119	111.866	41.033	33.4261	27.4576	48.2757	44.4358	58.6793	119.213	46.8665	65.9838
uxuA	b4322	32.5037	28.973000000000003	34.9421	15.927	23.5292	19.160999999999998	22.1094	16.5278	19.4285	29.9922	24.7744	29.9346
uxuB	b4323	28.8508	25.9398	26.2146	15.299000000000001	19.137999999999998	19.5475	18.2708	20.5356	18.7831	25.1464	22.4966	19.142
uxuR	b4324	108.001	83.2119	93.1808	135.215	118.992	158.19899999999998	59.073	54.4543	78.7296	62.5378	88.7457	71.3219
iraD	b4326	100.335	82.8152	94.4501	155.405	326.047	321.846	35.8793	31.3074	55.827	15.989	24.0601	13.8116
kptA	b4331	40.117	38.0684	41.332	46.6053	35.5522	40.3783	44.4245	38.8475	41.0349	11.600999999999999	28.02	41.9705
yjiP	b4339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yjiS	b4341	22.7651	0.0	18.8798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yjiT	b4342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yjiV	b4486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrr	b4351	79.2347	77.2276	67.4551	143.18	193.899	221.739	51.597	49.0915	50.3242	38.6658	81.7928	70.6987
yaiE	b0391	645.788	549.1990000000001	519.945	1162.65	921.174	959.312	381.545	366.60900000000004	348.004	969.4939999999999	732.7669999999999	820.7819999999999
tsr	b4355	15.2012	14.365	19.8989	8.4797	13.5769	6.30428	26.1142	27.8846	39.0056	11.8905	8.43104	9.93397
yjjN	b4358	3.54406	9.0117	6.54065	0.0	3.7784699999999996	0.0	1.88982	1.09971	1.39063	0.0	0.818096	3.8357
yjjQ	b4365	10.4112	21.9095	12.7148	0.0	2.07856	1.8572799999999998	5.39102	0.0	2.43836	0.0	1.36412	0.0
bglJ	b4366	256.748	341.10900000000004	283.927	43.9992	82.6026	71.9538	103.56	150.868	162.435	99.311	57.5809	70.3335
yjjZ	b4567	1170.07	1530.56	1470.63	502.548	594.001	748.9780000000001	58.5919	149.844	113.146	161.408	195.22400000000002	152.748
rimI	b4373	253.051	321.286	278.634	85.2846	72.7433	91.9671	223.408	262.472	260.027	160.996	130.437	157.486
holD	b4372	242.593	259.15	247.65099999999998	88.5767	80.5512	90.0949	252.58599999999998	240.57	165.457	164.18400000000003	78.2652	134.019
yjjG	b4374	168.90900000000002	172.37099999999998	157.733	107.93700000000001	79.7394	65.78699999999999	135.738	126.21	149.316	126.839	83.2007	108.59100000000001
prfC	b4375	415.54400000000004	412.92400000000004	398.833	400.892	254.671	298.187	293.32	361.205	332.778	334.353	242.142	263.41700000000003
osmY	b4376	1280.96	1316.35	1134.82	581.3480000000001	426.73800000000006	460.42	1989.5	1710.22	1616.16	1020.63	1072.73	1110.17
carA	b0032	813.6310000000001	822.485	744.7260000000001	937.806	450.82099999999997	641.163	1416.64	1922.78	1672.3	1856.85	1168.88	1667.23
ykiA	b0392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ytjA	b4568	1110.23	1704.38	1361.16	1099.18	679.227	419.847	2891.3	2771.72	1833.35	889.826	1805.12	1435.39
