NAME	DESCRIPTION	OCTA-Octa-acid-_1	OCTA-Octa-acid-_2	OCTA-Octa-acid-_3	OCTA-M9-_1	OCTA-M9-_2	OCTA-M9-_3	MG1655-Octa-acid-_1	MG1655-Octa-acid-_2	MG1655-Octa-acid-_3	MG1655-M9-_1	MG1655-M9-_2	MG1655-M9-_3
yafD	b0209	119.795	119.01100000000001	131.991	83.3893	87.5686	57.3217	181.063	185.576	231.55599999999998	181.845	167.588	218.13299999999998
glpA	b2241	2.27018	1.9553900000000002	2.1877	1.55203	1.2466899999999999	1.37921	1.21308	0.663846	1.35084	0.757321	0.526733	0.536335
yfaD	b2244	14.5871	10.1013	12.7239	26.1403	18.5628	34.3806	25.372	27.4282	31.9274	18.5046	23.8118	24.4959
ypaA	b4543	125.881	78.3535	125.012	151.378	130.595	101.227	135.155	112.12799999999999	124.728	92.2994	104.758	138.106
nudI	b2251	80.2233	79.3115	99.2048	39.5088	36.6676	31.7615	79.3018	53.4434	60.5451	22.8813	19.0461	32.1461
arnB	b2253	10.2039	7.4544	8.93083	6.94491	7.3750100000000005	8.99497	68.1083	50.1836	57.3607	38.2753	47.3935	31.3702
arnT	b2257	4.05754	6.99653	3.54609	2.9258599999999997	3.1548700000000003	2.36438	10.2168	14.6503	13.0093	6.2782800000000005	8.291889999999999	9.48789
arnD	b2256	9.34763	13.2154	9.67108	6.992430000000001	8.76328	6.797619999999999	17.0413	21.8581	19.217	22.3411	19.2675	15.1025
arnA	b2255	15.0912	13.3613	13.0867	11.9311	11.5389	11.2134	55.3362	47.6074	53.4721	36.3687	54.381	29.7485
arnC	b2254	7.465839999999999	8.23733	9.002239999999999	3.14173	4.59596	6.462219999999999	46.7706	42.4398	44.9931	30.8885	35.9438	19.9762
arnE	b4544	7.19907	12.718	4.3720300000000005	4.10995	5.60989	4.82218	28.4788	28.0127	25.8982	20.3627	20.4793	25.2838
yafE	b0210	32.1347	44.9576	27.1152	25.3335	22.9608	16.6339	33.4534	34.7869	35.0882	31.1118	28.0867	30.041999999999998
arnF	b2258	4.70098	3.5638400000000003	1.3553600000000001	0.0	4.49579	2.64456	9.2878	9.38975	6.86645	7.60353	0.0	3.35322
rbn	b2268	66.2663	48.8741	60.7129	59.8845	65.842	46.1932	41.0763	37.5614	35.0662	37.634	42.4607	39.73
elaD	b2269	1.8329099999999998	1.77442	3.8944300000000003	2.68094	1.19862	1.26779	4.755809999999999	6.49899	4.37181	4.6349	3.63761	4.978269999999999
yfbL	b2271	0.8718610000000001	0.639188	0.461851	1.36687	0.718298	0.27084	0.0	1.03146	1.41082	0.22310100000000002	0.470347	0.231276
yfbM	b2272	2.0994900000000003	3.32153	4.50799	3.78765	3.8496	3.3601199999999998	3.09373	4.3503099999999995	3.95355	3.3298099999999997	3.64151	5.105519999999999
yfbO	b2274	11.1282	9.38685	14.8269	12.8835	6.0528699999999995	2.0274400000000004	5.880269999999999	4.97224	11.5482	12.3605	4.94067	8.9215
yfbP	b2275	8.222710000000001	6.0583599999999995	8.26334	7.7236899999999995	5.45672	8.213389999999999	5.806019999999999	5.71175	6.2198400000000005	4.47696	2.86415	5.78063
alaA	b2290	496.94800000000004	425.723	564.616	305.45099999999996	266.205	224.813	274.318	276.443	246.301	198.727	188.308	259.26599999999996
yfbR	b2291	59.8306	53.4892	60.8027	72.0128	77.9823	53.736999999999995	49.9014	45.7836	52.6313	59.8767	53.5554	50.0476
ackA	b2296	533.549	480.466	556.486	594.462	649.394	523.774	281.507	297.04400000000004	273.426	272.10900000000004	266.509	301.459
yafS	b0213	50.2923	32.1938	43.7203	49.0714	43.3596	46.2584	55.9614	82.4885	68.0939	74.0854	72.5925	72.0504
pta	b2297	586.026	533.4490000000001	613.885	439.63699999999994	465.418	333.631	231.40099999999998	233.239	245.157	244.851	211.298	271.079
yfcC	b2298	7.422280000000001	10.8112	6.11439	3.15741	7.51099	5.8679	3.96766	4.4394800000000005	3.3885199999999998	3.9286	2.96462	2.59025
yfcG	b2302	14.5191	8.29712	13.5187	1.9118400000000002	3.1576400000000002	2.6288	94.5485	95.8268	107.34700000000001	67.071	64.2716	46.3237
folX	b2303	355.366	413.533	559.007	641.377	550.882	314.173	303.157	258.517	371.708	419.12699999999995	454.245	522.919
yfcH	b2304	219.09099999999998	217.618	270.853	289.856	276.03700000000003	256.199	242.93099999999998	190.43	249.683	273.494	225.195	290.621
flk	b2321	70.738	68.4313	72.2857	65.0429	56.9782	55.9315	49.6345	45.4892	36.6174	47.5227	58.1785	57.0101
mnmC	b2324	36.3773	38.5212	38.7368	32.8463	31.0299	26.5689	37.9815	40.0319	35.8926	34.2753	29.3529	33.2907
smrB	b2331	106.155	87.4915	128.278	139.597	131.092	111.8	86.9555	113.50399999999999	109.837	109.794	114.68299999999999	129.268
fadL	b2344	91.0638	94.5959	81.8708	185.35	194.709	213.826	132.548	135.405	115.79700000000001	159.505	191.155	182.50599999999997
yfdF	b2345	3.7144199999999996	2.3717200000000003	3.8936900000000003	4.40066	3.9279900000000003	3.00265	6.13932	3.94265	5.67725	4.48246	5.51374	7.15105
dnaQ	b0215	143.47899999999998	113.789	144.428	132.197	121.708	138.365	178.653	157.351	174.234	162.52200000000002	151.36700000000002	165.378
yfdC	b2347	10.5128	8.894910000000001	8.41467	9.447410000000001	12.3229	12.2127	46.8831	54.152	59.6077	55.9408	69.4742	40.8909
intS	b2349	46.5566	36.7758	43.1932	64.414	49.7827	59.5013	29.6426	30.7413	30.7448	27.5249	19.8406	36.2387
gtrS	b2352	37.0835	105.324	192.938	162.125	77.3	32.7592	34.6061	45.7384	27.4002	51.7478	43.5475	94.3092
gtrB	b2351	380.23900000000003	254.19400000000002	370.569	628.856	405.74800000000005	494.713	433.351	465.22900000000004	397.12	540.345	632.28	589.446
gtrA	b2350	304.14599999999996	238.195	298.569	444.86400000000003	253.203	323.131	210.4	180.062	247.93599999999998	259.749	299.151	297.95799999999997
tfaS	b2353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yfdP	b2359	9.180439999999999	2.17375	5.02289	6.062119999999999	8.21834	11.3832	12.0221	4.66451	11.8704	5.55746	5.0305800000000005	10.2613
yfdQ	b2360	12.1246	9.151869999999999	16.97	14.2629	11.9775	12.7523	10.7296	11.0499	6.86211	3.93299	7.803489999999999	3.7913699999999997
yfdT	b2363	4.6337	2.7110000000000003	3.38879	6.35798	8.504660000000001	1.6865400000000002	5.12753	2.87368	6.07646	1.47294	9.388689999999999	2.9927799999999998
yfdS	b2362	3.3028	1.7972099999999998	0.0	1.7573900000000002	2.64736	4.07784	5.346509999999999	7.023	4.31191	4.43225	2.88701	4.5507
yafT	b0217	3.38107	3.5306599999999997	3.40645	4.5641300000000005	3.2983300000000004	3.87955	1.80055	1.38971	4.19624	4.535830000000001	5.03911	3.65392
yfdR	b2361	1.27331	1.5143799999999998	0.7211489999999999	0.534644	0.0	0.677355	1.21864	0.522303	1.15668	1.07808	1.1466	0.552751
ypdJ	b4545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
torI	b4501	14.1382	23.7984	37.9132	35.2893	35.5518	81.4387	30.1207	43.9706	41.2544	23.8121	25.1635	0.0
dsdX	b2365	2.39304	3.2436700000000003	3.37336	3.41209	4.748419999999999	1.81552	2.45257	2.92161	3.4962800000000005	3.24122	2.3721099999999997	2.6141099999999997
dsdA	b2366	36.408	30.698	37.6295	33.1572	32.8774	37.6642	33.4104	30.6627	30.1715	24.2806	29.3891	25.0272
evgA	b2369	342.894	212.07	365.083	251.804	185.33	176.58599999999998	349.931	399.73699999999997	411.983	357.70300000000003	384.468	376.116
evgS	b2370	47.4523	26.316	49.9418	27.2094	19.8275	22.836	65.9734	65.3829	65.1402	57.9014	74.0805	65.2339
