10,2,3,1,23BD2-9
10,3,1,1,23BD3-3
10,3,2,1,23BD3-4
10,3,3,1,23BD3-9
10,4,1,1,23BD4-3
10,4,2,1,23BD4-4
10,4,3,1,23BD4-7
10,5,1,1,23BD5-1
10,5,2,1,23BD5-7
10,5,3,1,23BD5-10
10,6,1,1,23BD6-1
10,7,1,1,23BD7-4
10,7,2,1,23BD7-5
10,7,3,1,23BD7-7
10,8,1,1,23BD8-2
10,8,2,1,23BD8-7
10,8,3,1,23BD8-9
11,1,1,1,12PD1-2
11,1,2,1,12PD1-4
11,1,3,1,12PD1-10
11,2,1,1,12PD2-8
11,2,2,1,12PD2-9
11,3,1,1,12PD3-7
11,3,2,1,12PD3-8
11,3,3,1,12PD3-10
11,4,1,1,12PD4-6
11,4,2,1,12PD4-8
11,4,3,1,12PD4-9
11,5,1,1,12PD5-1
11,5,2,1,12PD5-3
11,6,1,1,12PD6-3
11,6,2,1,12PD6-9
11,7,1,1,12PD7-5
11,7,2,1,12PD7-6
11,8,1,1,12PD8-6
11,8,2,1,12PD8-7
11,8,3,1,12PD8-10
12,1,1,1,OCTA1-3
12,1,2,1,OCTA1-5
12,1,3,1,OCTA1-9
12,2,1,1,OCTA2-10
12,2,2,1,OCTA2-14
12,2,3,1,OCTA2-16
12,3,1,1,OCTA4-9
12,3,2,1,OCTA4-10
12,3,3,1,OCTA4-13
12,4,1,1,OCTA5-4
12,4,2,1,OCTA5-8
12,4,3,1,OCTA5-9
12,5,1,1,OCTA6-5
12,5,2,1,OCTA6-6
12,5,3,1,OCTA6-7
12,6,1,1,OCTA7-2
12,6,2,1,OCTA7-9
12,6,3,1,OCTA7-10
12,7,1,1,OCTA8-5
12,7,2,1,OCTA8-7
