	MG1655-1	HEXA1-1_1	HEXA2-9_1	HEXA4-10_1	HEXA6-9_1	bioAB-1	opgH-1	proQ-1	MG1655-2	HEXA1-1_2	HEXA2-9_2	HEXA4-10_2	HEXA6-9_2	bioAB-2	opgH-2	proQ-2	MG1655-3	HEXA1-1_3	HEXA2-9_3	HEXA4-10_3	HEXA6-9_3	bioAB-3	opgH-3	proQ-3	proP-1	ompR_proQ-1	ompR_proP-1	bioAB_ompR-1	bioAB_ompR_proQ-1	bioAB_ompR_proQ-1dup	proP-2	ompR_proQ-2	ompR_proP-2	bioAB_ompR_proQ-2	bioAB_ompR-2	bioAB_ompR_proQ-2dup	proP-3	ompR_proQ-3	ompR_proP-3	bioAB_ompR-3	bioAB_ompR_proQ-3	bioAB_ompR_proQ-3dup
1.67188	0.297	0.777	0.24100000000000002	0.519	0.385	0.747	0.5870000000000001	0.32899999999999996	0.278	0.198	0.478	0.628	0.109	0.16899999999999998	0.040999999999999995	1.25	0.275	0.657	0.32899999999999996	2.648	0.258	0.0	0.295	1.382	0.055999999999999994	0.8690000000000001	0.511	0.021	0.21	0.039	0.261	0.478	0.358	0.782	0.19899999999999998	0.0	0.128	0.659	0.10400000000000001	0.0	6.611000000000001	0.275
1.83847	0.289	0.7979999999999999	0.292	0.498	0.391	0.865	0.722	0.442	0.127	0.218	0.28800000000000003	0.652	0.22699999999999998	0.221	0.069	1.8090000000000002	0.574	0.5579999999999999	0.502	2.7089999999999996	0.22	0.423	0.501	1.347	0.024	0.892	0.5329999999999999	0.166	0.0	0.0	0.382	0.41	0.348	0.6829999999999999	0.281	0.209	0.061	0.743	0.12300000000000001	0.11199999999999999	6.645	0.243
2.00528	0.22	0.909	0.193	0.41700000000000004	0.065	0.47100000000000003	0.556	0.435	0.187	0.36	0.428	0.7659999999999999	0.195	0.12300000000000001	0.006999999999999999	0.682	0.42100000000000004	0.579	0.525	2.8	0.21100000000000002	0.545	0.28600000000000003	1.5530000000000002	0.113	0.976	0.585	0.131	0.332	0.111	0.203	0.43200000000000005	0.39799999999999996	0.795	0.243	0.268	0.174	0.7959999999999999	0.17300000000000001	0.133	6.68	0.361
2.17192	0.33799999999999997	0.937	0.13	0.044000000000000004	0.262	0.6659999999999999	0.313	0.284	0.134	0.326	0.485	0.7959999999999999	0.382	0.0	0.044000000000000004	0.259	0.488	0.607	0.555	2.93	0.26899999999999996	0.768	0.318	1.556	0.15	1.006	0.613	0.163	0.22899999999999998	0.10800000000000001	0.303	0.461	0.242	0.731	0.15	0.21600000000000003	0.053	0.6459999999999999	0.078	0.13	6.665	0.27699999999999997
2.33868	0.138	0.9790000000000001	0.11199999999999999	0.0	0.0	0.298	0.311	0.42100000000000004	0.193	0.369	0.465	1.087	0.256	0.195	0.10099999999999999	1.079	0.514	0.74	0.632	3.0839999999999996	0.40299999999999997	0.198	0.249	1.516	0.147	0.992	0.718	0.243	0.16899999999999998	0.15	0.185	0.5660000000000001	0.524	0.6829999999999999	0.22399999999999998	0.184	0.1	0.8740000000000001	0.239	0.174	6.704	0.33299999999999996
2.50539	0.154	1.207	0.278	0.695	0.11699999999999999	0.794	0.162	0.529	0.124	0.384	0.48	1.286	0.27699999999999997	0.151	0.0	0.5670000000000001	0.35200000000000004	0.7559999999999999	0.619	3.197	0.418	0.524	0.267	1.625	0.16699999999999998	1.07	0.7340000000000001	0.17	0.273	0.07400000000000001	0.025	0.43	0.35600000000000004	0.82	0.24	0.35700000000000004	0.025	0.8909999999999999	0.132	0.28	6.729	0.474
2.67201	0.33	1.4140000000000001	0.33299999999999996	0.71	0.066	0.618	0.0	0.374	0.218	0.469	0.564	1.466	0.248	0.085	0.063	0.7120000000000001	0.47600000000000003	0.72	0.828	3.355	0.504	0.562	0.326	1.837	0.109	1.218	0.76	0.32	0.1	0.098	0.0	0.638	0.379	0.8440000000000001	0.326	0.42100000000000004	0.052000000000000005	0.919	0.185	0.244	6.587000000000001	0.5670000000000001
2.83856	0.215	1.27	0.431	1.083	0.128	0.231	0.381	0.718	0.3	0.597	0.47700000000000004	1.7530000000000001	0.5710000000000001	0.031	0.203	0.306	0.46299999999999997	0.909	0.778	3.502	0.542	0.28300000000000003	0.462	1.608	0.25	1.168	0.89	0.33299999999999996	0.387	0.226	0.023	0.586	0.505	0.79	0.212	0.35100000000000003	0.0	1.021	0.281	0.282	6.647	0.647
3.00536	0.41600000000000004	1.227	0.358	1.423	0.341	0.555	0.359	0.525	0.11199999999999999	0.524	0.586	2.2319999999999998	0.504	0.111	0.13699999999999998	1.0170000000000001	0.579	0.9279999999999999	0.7979999999999999	3.6519999999999997	0.591	0.433	0.301	1.996	0.092	1.249	0.8490000000000001	0.354	0.318	0.183	0.172	0.514	0.431	0.8690000000000001	0.231	0.376	0.081	0.95	0.237	0.361	6.586	0.55
3.17205	0.215	1.3319999999999999	0.371	1.141	0.271	0.466	0.385	0.447	0.129	0.536	0.598	2.614	0.612	0.063	0.153	0.311	0.596	0.94	0.7509999999999999	4.098	0.696	0.604	0.56	1.676	0.17	1.202	0.953	0.33799999999999997	0.079	0.196	0.34299999999999997	0.679	0.565	0.882	0.336	0.424	0.034	1.056	0.31	0.313	6.697	0.6579999999999999
3.3388	0.105	1.1909999999999998	0.38299999999999995	1.746	0.209	0.691	0.040999999999999995	0.5489999999999999	0.134	0.609	0.58	3.17	0.5870000000000001	0.136	0.128	0.637	0.632	1.013	0.731	4.374	0.768	0.39299999999999996	0.47700000000000004	1.8359999999999999	0.267	1.456	1.0859999999999999	0.34700000000000003	0.14800000000000002	0.147	0.22399999999999998	0.66	0.547	0.955	0.316	0.45899999999999996	0.166	1.035	0.231	0.355	6.789	0.48100000000000004
3.50538	0.243	1.4809999999999999	0.45899999999999996	2.173	0.54	0.0	0.287	0.38299999999999995	0.125	0.8079999999999999	0.687	3.8	0.6990000000000001	0.212	0.149	0.27399999999999997	0.653	1.0590000000000002	0.9	4.673	0.784	0.447	0.465	1.825	0.166	1.29	0.8590000000000001	0.396	0.253	0.254	0.18600000000000003	0.6759999999999999	0.47	0.97	0.302	0.48100000000000004	0.183	1.052	0.215	0.401	6.692	0.593
3.67202	0.32899999999999996	1.3230000000000002	0.39299999999999996	2.986	0.551	0.158	0.33899999999999997	0.685	0.281	0.8640000000000001	0.741	4.842	0.946	0.23800000000000002	0.182	0.847	0.685	1.146	0.867	5.415	0.993	0.759	0.7090000000000001	2.069	0.321	1.379	1.068	0.425	0.354	0.309	0.038	0.7020000000000001	0.6459999999999999	1.1179999999999999	0.32799999999999996	0.45399999999999996	0.149	1.202	0.26899999999999996	0.396	6.855	0.687
3.83874	0.365	1.635	0.39899999999999997	3.273	0.96	0.38799999999999996	0.35200000000000004	0.6920000000000001	0.29	1.053	0.9	5.524	1.23	0.428	0.16	0.647	0.7240000000000001	1.3359999999999999	0.8740000000000001	5.915	1.183	0.31	0.441	1.893	0.23800000000000002	1.386	1.075	0.187	0.341	0.315	0.292	0.7390000000000001	0.499	1.093	0.426	0.5539999999999999	0.217	1.087	0.183	0.341	6.59	0.634
4.00546	0.365	1.7269999999999999	0.491	3.6710000000000003	0.807	0.266	0.22899999999999998	0.508	0.168	1.298	0.6559999999999999	6.564	1.23	0.275	0.19	0.433	0.7240000000000001	1.244	0.935	6.771	1.214	0.86	0.441	1.954	0.23800000000000002	1.569	1.075	0.524	0.28	0.315	0.47600000000000003	0.8009999999999999	0.499	1.093	0.273	0.615	0.217	1.271	0.336	0.433	6.957000000000001	0.787
4.17207	0.353	1.808	0.44799999999999995	5.0569999999999995	0.992	0.255	0.299	0.59	0.377	1.44	0.765	7.266	1.439	0.111	0.27699999999999997	0.7490000000000001	0.841	1.4780000000000002	0.956	7.845	1.203	0.889	0.555	2.069	0.324	1.682	1.248	0.515	0.425	0.48700000000000004	0.442	0.912	0.792	1.235	0.384	0.825	0.17600000000000002	1.3219999999999998	0.292	0.575	6.865	0.75
4.33885	0.455	2.2159999999999997	0.457	5.813	1.375	0.065	0.564	0.447	0.237	1.695	0.836	8.69	1.452	0.212	0.19699999999999998	0.248	0.67	1.733	0.966	8.291	1.489	0.6890000000000001	0.628	2.019	0.429	1.632	1.105	0.342	0.727	0.435	0.425	0.922	0.617	1.214	0.455	0.777	0.247	1.3330000000000002	0.36200000000000004	0.462	6.819	0.855
4.50548	0.439	2.414	0.595	7.125	1.44	0.483	0.47	0.614	0.215	2.1069999999999998	0.7290000000000001	9.889	1.768	0.28800000000000003	0.299	0.0	0.924	1.9	0.9790000000000001	9.762	1.656	0.726	0.5479999999999999	2.092	0.22399999999999998	1.5219999999999998	1.149	0.447	0.315	0.48	0.402	0.8440000000000001	0.6940000000000001	1.32	0.561	0.725	0.261	1.4680000000000002	0.28600000000000003	0.446	6.946000000000001	0.8340000000000001
4.67224	0.902	2.821	0.7809999999999999	8.437999999999999	1.4880000000000002	0.374	0.478	0.7440000000000001	0.301	2.699	0.82	11.629000000000001	2.0709999999999997	0.261	0.29	0.318	1.008	2.1519999999999997	0.9570000000000001	10.899000000000001	2.002	0.76	0.685	2.076	0.431	1.87	1.155	0.49	0.769	0.6659999999999999	0.402	0.972	0.815	1.446	0.504	0.843	0.452	1.3559999999999999	0.529	0.6629999999999999	7.08	1.01
4.83887	0.887	3.3310000000000004	0.674	10.415	1.916	0.41600000000000004	0.449	0.946	0.385	3.24	1.02	13.075	2.371	0.33799999999999997	0.373	0.8440000000000001	0.9990000000000001	2.6	1.067	12.069	2.296	0.784	0.888	2.065	0.513	2.072	1.325	0.539	0.598	0.59	0.456	1.02	0.769	1.462	0.428	0.835	0.408	1.4040000000000001	0.513	0.526	7.167000000000001	1.093
5.00554	0.76	3.7510000000000003	0.67	11.587	2.039	-0.22899999999999998	0.316	0.662	0.368	3.937	0.894	15.34	2.812	0.21100000000000002	0.45	0.892	1.137	2.8989999999999996	0.997	13.44	2.595	0.977	0.662	2.391	0.5589999999999999	2.094	1.288	0.467	0.715	0.7390000000000001	0.49700000000000005	1.137	0.736	1.5190000000000001	0.515	1.001	0.37	1.58	0.48100000000000004	0.613	7.018	0.862
5.17217	1.028	4.547	0.754	13.335999999999999	2.755	-0.171	0.607	1.024	0.46	4.425	0.915	16.525	3.306	0.35600000000000004	0.264	0.879	1.166	3.2319999999999998	1.114	14.995999999999999	2.897	1.073	0.7809999999999999	2.141	0.589	2.0580000000000003	1.22	0.524	0.778	0.762	0.591	1.253	0.757	1.6340000000000001	0.63	0.94	0.6709999999999999	1.605	0.532	0.574	7.1770000000000005	1.137
5.33896	0.9470000000000001	5.1370000000000005	0.642	14.850999999999999	2.8739999999999997	0.11699999999999999	0.47600000000000003	0.8190000000000001	0.46399999999999997	5.3229999999999995	0.958	18.511	3.7689999999999997	0.429	0.423	0.07	1.141	4.0089999999999995	1.185	17.533	3.428	0.7979999999999999	0.6659999999999999	2.487	0.594	2.22	1.3840000000000001	0.502	0.601	0.927	0.563	1.263	0.8	1.7369999999999999	0.61	1.005	0.435	1.768	0.484	0.617	7.2379999999999995	1.204
5.50559	1.13	6.22	0.856	16.717	3.449	0.377	0.381	0.7879999999999999	0.565	6.438	0.986	20.456	4.213	0.551	0.461	0.253	1.179	4.413	1.155	18.465	4.016	1.1179999999999999	0.792	2.184	0.6940000000000001	2.253	1.3219999999999998	0.597	0.774	0.833	0.513	1.355	0.858	1.736	0.5479999999999999	1.046	0.589	1.986	0.633	0.6759999999999999	7.377000000000001	1.335
5.67232	1.12	7.017	0.968	17.852	3.978	0.242	0.17300000000000001	0.902	0.622	7.975	1.097	21.243000000000002	4.89	0.54	0.61	1.002	1.297	5.146	1.084	22.180999999999997	4.41	1.3940000000000001	0.9079999999999999	2.269	0.6579999999999999	2.522	1.527	0.496	1.229	1.068	0.725	1.4680000000000002	0.8759999999999999	1.9409999999999998	0.629	1.165	0.61	1.946	0.5589999999999999	0.696	7.809	1.391
5.83902	1.3869999999999998	8.204	1.05	19.271	4.791	0.032	0.4	1.199	0.794	9.068999999999999	0.934	23.128	5.5520000000000005	0.561	0.597	0.735	1.5	6.057	1.135	22.986	5.167999999999999	1.5019999999999998	0.927	2.2880000000000003	0.738	2.603	1.3630000000000002	0.639	1.078	1.2429999999999999	0.619	1.489	0.96	2.023	0.65	1.305	0.6609999999999999	1.9969999999999999	0.612	0.779	7.732	1.4709999999999999
6.0058	1.273	9.713	0.935	19.945999999999998	5.824	-0.053	0.633	0.9329999999999999	0.7240000000000001	10.55	1.156	23.631999999999998	6.48	0.693	0.556	0.57	1.46	6.727	1.27	24.021	6.331	1.3769999999999998	0.9420000000000001	2.52	0.851	2.741	1.3730000000000002	0.7759999999999999	1.187	1.16	1.015	1.531	0.8109999999999999	2.249	0.7509999999999999	1.298	0.888	2.134	0.74	0.725	8.074	1.77
6.17231	1.379	11.186	1.01	22.583000000000002	6.901	-0.081	0.753	1.133	0.927	11.375	1.261	25.305	7.212999999999999	0.706	0.6659999999999999	1.061	1.631	8.26	1.285	25.388	6.936	1.304	1.051	2.412	0.9	2.8489999999999998	1.6030000000000002	0.698	1.5019999999999998	1.297	0.7859999999999999	1.7919999999999998	0.9159999999999999	2.356	0.765	1.78	0.841	2.366	0.66	0.8	8.281	1.695
6.33904	1.399	13.075999999999999	1.1540000000000001	22.121	7.436	-0.062	0.669	0.968	0.9540000000000001	13.73	1.28	26.070999999999998	8.362	0.634	0.598	1.072	1.936	9.248	1.43	27.612	8.016	1.4880000000000002	1.074	2.467	0.895	3.089	1.624	0.7829999999999999	1.681	1.4709999999999999	0.9690000000000001	1.906	0.934	2.6860000000000004	0.816	1.87	0.862	2.543	0.7709999999999999	0.851	8.221	1.9380000000000002
6.50565	1.5030000000000001	14.487	1.288	24.320999999999998	8.262	0.33399999999999996	0.627	1.072	0.9990000000000001	15.112	1.258	26.811	9.216000000000001	0.799	0.797	1.031	1.671	10.41	1.5030000000000001	29.346999999999998	9.146	1.875	1.21	2.6639999999999997	1.032	3.1630000000000003	1.6340000000000001	0.887	1.956	1.8530000000000002	1.1079999999999999	2.103	1.036	2.697	0.888	2.101	0.966	2.648	0.718	0.9229999999999999	8.392000000000001	2.1069999999999998
6.67243	1.406	16.525	1.3459999999999999	24.651	9.308	0.264	0.713	1.2229999999999999	0.963	16.994	1.286	27.359	9.891	0.795	0.7929999999999999	0.838	1.883	12.572000000000001	1.716	29.924	9.822000000000001	1.808	1.422	2.66	1.213	3.345	1.6	0.728	1.9469999999999998	1.788	0.9790000000000001	2.13	1.095	3.127	0.8220000000000001	2.344	1.024	2.861	0.8079999999999999	0.951	8.603	2.2880000000000003
6.83913	1.6780000000000002	17.936	1.308	24.698	10.630999999999998	0.602	0.915	1.2790000000000001	1.119	19.027	1.402	28.201	11.050999999999998	1.005	1.0090000000000001	0.855	2.07	13.232999999999999	1.618	31.333000000000002	11.255	1.4709999999999999	1.202	2.75	1.151	3.7760000000000002	1.7169999999999999	0.91	2.57	2.2769999999999997	1.3219999999999998	2.404	1.1159999999999999	3.339	0.9079999999999999	2.656	1.143	3.136	0.736	0.85	8.735	2.537
7.00584	1.778	19.498	1.7180000000000002	26.726	11.445	0.728	1.085	1.254	1.18	21.546	1.472	27.916	12.460999999999999	1.105	0.855	1.0859999999999999	2.069	14.770999999999999	1.716	30.326999999999998	12.331	1.5290000000000001	1.268	2.568	1.213	3.9330000000000003	1.817	0.914	2.597	2.438	1.2890000000000001	2.502	1.188	3.6839999999999997	0.977	2.932	1.2409999999999999	3.263	0.8079999999999999	0.92	9.254	2.69
7.17245	2.026	21.263	1.7180000000000002	26.85	12.033	0.14	0.868	1.254	1.18	23.219	1.6580000000000001	29.279	12.368	1.198	0.9790000000000001	0.7140000000000001	2.224	16.412	1.8090000000000002	31.039	13.415	1.869	1.422	2.97	1.554	4.088	1.879	1.069	2.8760000000000003	2.717	1.35	2.842	1.188	3.963	0.977	3.304	1.396	3.542	0.9009999999999999	1.043	9.501	2.969
7.33922	2.0709999999999997	23.495	1.577	26.71	13.584000000000001	0.298	1.1740000000000002	1.393	1.291	24.089000000000002	1.733	28.451	13.449000000000002	1.088	1.213	0.5870000000000001	2.49	19.042	1.979	31.114	13.966	2.169	1.5930000000000002	2.8310000000000004	1.4169999999999998	4.476	1.986	0.93	3.286	3.011	1.556	3.0439999999999996	1.138	4.164	1.084	3.572	1.318	3.93	0.9129999999999999	1.057	9.802999999999999	3.1430000000000002
7.50581	2.106	24.726999999999997	1.953	26.455	14.07	0.382	1.5519999999999998	1.584	1.5230000000000001	26.938000000000002	1.797	28.238000000000003	14.546	1.34	1.133	0.345	2.412	21.973000000000003	2.14	30.82	15.116	1.692	1.665	2.903	1.369	4.736000000000001	2.021	1.061	3.662	3.141	1.8219999999999998	3.548	1.355	4.794	1.1179999999999999	3.9330000000000003	1.5719999999999998	4.376	1.006	1.1840000000000002	10.234	3.657
7.67251	2.17	26.329	2.234	27.214000000000002	15.204	0.925	1.7380000000000002	1.524	1.8769999999999998	28.234	1.92	29.476999999999997	14.145	1.465	1.484	1.3090000000000002	2.6710000000000003	22.232	2.206	31.23	15.984000000000002	2.1109999999999998	1.8880000000000001	3.1260000000000003	1.7519999999999998	5.148	2.0540000000000003	1.065	3.967	3.642	1.68	3.74	1.3840000000000001	4.986000000000001	1.242	4.26	1.6680000000000001	4.664	1.128	1.37	10.724	3.887
7.83924	2.198	27.471	2.324	26.629	15.265999999999998	0.39899999999999997	1.1179999999999999	1.551	1.885	29.739	2.17	29.143	15.007	1.525	1.59	1.71	2.929	24.599	2.323	32.365	16.173	2.081	1.814	3.145	1.7630000000000001	5.504	2.082	1.181	4.474	3.758	1.964	4.163	1.42	5.47	1.304	4.6930000000000005	1.693	4.927	1.226	1.308	10.832	4.171
8.00593	2.569	28.29	2.4459999999999997	26.319000000000003	14.932	0.9329999999999999	2.011	1.705	1.736	29.816999999999997	2.197	29.284000000000002	15.159	1.709	1.3459999999999999	1.58	2.904	26.873	2.416	30.901999999999997	16.320999999999998	2.339	1.847	3.178	1.7990000000000002	6.005	2.4219999999999997	1.399	5.081	4.256	2.097	4.476	1.445	5.815	1.3319999999999999	5.233	2.096	5.428	1.376	1.46	11.345999999999998	4.49
8.17262	2.55	29.491999999999997	2.864	26.459	15.502	1.067	2.001	1.8430000000000002	2.042	31.119	2.425	29.061	15.405	1.939	1.743	2.039	3.023	28.134	2.7430000000000003	31.127	16.776	2.464	2.146	3.415	1.855	6.247000000000001	2.4659999999999997	1.571	5.013999999999999	4.678	2.251	4.806	1.577	6.489	1.436	5.392	2.298	5.981	1.4140000000000001	1.564	12.293	5.018
8.33929	2.766	29.840999999999998	2.923	25.296999999999997	15.144	0.461	1.5659999999999998	1.903	2.2159999999999997	32.675	2.487	27.822	15.244000000000002	1.844	1.919	2.6889999999999996	3.447	30.008000000000003	2.8939999999999997	31.619	16.932000000000002	2.417	2.326	3.5639999999999996	2.0	6.982	2.6189999999999998	1.535	5.888	4.827	2.5469999999999997	5.39	1.61	6.822	1.5290000000000001	5.87	2.263	6.156000000000001	1.385	1.47	12.515	5.313
8.50602	2.8710000000000004	29.123	3.1519999999999997	27.135	15.45	1.015	2.271	1.976	2.293	31.836	2.9330000000000003	28.877	15.017999999999999	2.322	1.995	3.364	3.2739999999999996	31.25	3.1860000000000004	31.745	16.921	3.023	2.401	3.67	2.231	7.37	2.786	1.64	5.825	5.678999999999999	2.563	5.7139999999999995	1.838	7.395	1.788	6.478	2.5860000000000003	6.855	1.581	1.5430000000000001	12.845	5.92
8.67282	3.352	29.3	3.759	26.622	15.024000000000001	1.025	2.137	2.271	2.6630000000000003	31.398000000000003	3.1	28.996	15.638	2.273	2.3	1.5519999999999998	3.7060000000000004	31.84	3.515	32.066	17.099	3.275	2.576	3.8139999999999996	2.568	8.084	3.049	1.844	6.977	6.044	2.812	6.297999999999999	1.939	8.106	2.019	7.265	2.727	7.537000000000001	1.808	1.8969999999999998	14.234000000000002	6.484
8.83937	3.185	30.004	3.872	26.369	15.552	0.9309999999999999	2.4019999999999997	2.198	2.516	31.784000000000002	2.967	28.421	15.274000000000001	2.419	2.249	1.723	3.7769999999999997	32.723	3.75	30.979	16.648	3.215	2.685	3.892	2.516	8.433	3.1010000000000004	1.986	7.515	6.648	3.128	6.807	2.09	8.707	2.01	7.7589999999999995	2.87	7.9479999999999995	2.02	2.044	14.376	7.108
9.00613	3.64	29.85	4.202	25.680999999999997	15.681	1.464	2.8160000000000003	2.373	2.905	31.815	3.4539999999999997	28.205	15.003	2.78	2.421	1.9809999999999999	4.229	33.966	4.141	31.163	17.094	3.0439999999999996	2.9210000000000003	4.159	2.844	9.163	3.338	2.1919999999999997	8.198	7.039	3.392	7.446000000000001	2.1109999999999998	9.407	2.185	8.332	2.951	8.679	2.01	2.095	15.102	7.744
9.17268	3.682	29.384	4.552	26.215	15.753	1.847	3.157	2.323	3.12	32.55	3.779	27.8	15.092	2.855	2.608	2.229	4.257	34.695	4.272	30.432	17.561	3.409	2.833	3.792	3.091	9.529	3.597	2.231	8.493	7.443	3.447	8.033999999999999	2.254	9.744	2.231	8.841000000000001	3.239	9.509	2.184	2.359	15.692	8.195
9.33943	4.023	30.686	4.831	26.958000000000002	15.845999999999998	1.258	2.7539999999999996	2.57	3.089	31.713	4.058	27.706999999999997	15.433	2.855	2.887	2.291	4.505	32.99	4.644	31.826999999999998	17.499000000000002	3.687	3.298	4.319	3.153	10.302999999999999	3.783	2.479	9.237	8.28	3.7880000000000003	8.777999999999999	2.595	10.922	2.665	9.895	3.58	10.16	2.246	2.576	16.374000000000002	8.939
9.5061	4.355	30.160999999999998	5.29	26.241	15.835999999999999	1.868	3.127	2.715	3.6510000000000002	30.603	4.449	29.915	15.469000000000001	3.1839999999999997	3.198	2.323	4.695	34.525	5.354	32.003	16.908	4.35	3.542	4.625	3.5269999999999997	11.464	4.301	2.813	9.939	9.09	3.92	9.902000000000001	2.733	11.365	2.7760000000000002	10.415	3.852	11.321	2.6010000000000004	2.717	16.749000000000002	9.484
9.67279	4.4239999999999995	29.636999999999997	5.73	26.605999999999998	16.218	1.692	3.9530000000000003	2.97	3.5269999999999997	32.623000000000005	4.736000000000001	27.06	15.392999999999999	3.2539999999999996	3.324	2.715	5.192	33.902	5.4510000000000005	31.47	17.332	4.223	3.609	5.064	3.839	11.429	4.4319999999999995	3.0980000000000003	10.866	9.836	4.26	10.149	2.991	12.357000000000001	3.1260000000000003	10.965	4.199	11.472000000000001	3.077	2.912	17.76	10.347999999999999
