	rpsG1-1	proV_rpsG1-1	proV_mreB-1	proV_spoT-1	proV_argG-1	proV_rpsG1_mreB-1	proV_rpsG1_spoT-1	proV_rpsG1_argG-1	rpsG1-2	proV_rpsG1-2	proV_mreB-2	proV_spoT-2	proV_argG-2	proV_rpsG1_mreB-2	proV_rpsG1_spoT-2	proV_rpsG1_argG-2	rpsG1-3	proV_rpsG1-3	proV_mreB-3	proV_spoT-3	proV_argG-3	proV_rpsG1_mreB-3	proV_rpsG1_spoT-3	proV_rpsG1_argG-3	MG1655-1	proV-1	PUTR3-1_1	proV_ygaC-1	proV_edd/zwf-1	proV_ygaC_edd/zwf-1	PUTR8-10_1	MG1655-2	proV-2	PUTR3-1_2	proV_ygaC-2	proV_edd/zwf-2	proV_ygaC_edd/zwf-2	PUTR8-10_2	MG1655-3	proV-3	PUTR3-1_3	proV_ygaC-3	proV_edd/zwf-3	proV_ygaC_edd/zwf-3	PUTR8-10_3
46.00799	40.635	46.418	28.414	0.961	20.59	41.71	3.813	38.626999999999995	38.973	46.617	28.480999999999998	0.836	33.885999999999996	41.611000000000004	5.261	41.71	38.685	44.827	29.018	0.9279999999999999	22.844	42.091	9.494	45.108999999999995	3.0260000000000002	15.890999999999998	48.308	33.751999999999995	25.099	33.454	86.75	2.627	5.281000000000001	49.248999999999995	42.18899999999999	10.292	37.615	90.961	2.6919999999999997	2.362	48.416000000000004	36.647	3.111	45.24100000000001	91.916
46.17471	40.623000000000005	46.67	28.206	0.8590000000000001	20.846999999999998	41.168	3.91	39.145	39.16	46.703	27.908	1.032	33.477	41.101000000000006	5.191	41.79600000000001	38.508	45.012	28.313000000000002	1.025	22.636999999999997	41.78	9.488999999999999	44.798	3.023	15.785	48.559	33.841	24.924	33.609	86.66	2.6910000000000003	5.377000000000001	50.494	42.11	10.155	37.736	91.036	2.59	2.36	48.601000000000006	36.635999999999996	3.14	45.458999999999996	92.09
46.34137	40.695	46.253	28.461	0.941	20.892	41.306000000000004	3.7960000000000003	38.852	39.496	46.85	28.394000000000002	0.917	33.939	41.275	5.281000000000001	41.873000000000005	39.076	45.191	28.467	0.9079999999999999	22.983	41.525	9.451	45.078	2.9410000000000003	15.921	48.677	34.006	25.211	34.074	86.70100000000001	2.741	5.232	49.88399999999999	42.751000000000005	10.317	38.371	91.21600000000001	2.7060000000000004	2.4090000000000003	48.88399999999999	38.661	3.1639999999999997	45.242	92.038
46.50809	40.792	46.943000000000005	28.665	1.033	20.969	41.303000000000004	3.9189999999999996	38.816	39.626	46.743	28.3	0.9079999999999999	33.509	41.37	5.336	42.1	39.007	45.383	28.439	0.9009999999999999	23.158	42.117	9.437000000000001	45.336000000000006	3.065	16.169	48.501999999999995	34.172	25.283	35.234	86.83	2.832	5.222	49.941	43.542	10.501	38.567	91.242	2.698	2.467	49.041000000000004	39.323	3.1189999999999998	46.827	91.965
46.67488	40.671	46.757	28.575	0.9359999999999999	21.541	41.913000000000004	3.9219999999999997	39.06	39.571999999999996	46.757	28.11	0.9109999999999999	34.05	41.449	5.207000000000001	42.146	38.92	45.762	29.212	0.804	23.331999999999997	41.931000000000004	9.508	45.283	3.068	15.975999999999999	49.644	33.785	25.392	34.35	86.75399999999999	2.735	5.325	50.718	44.119	10.407	39.342	91.333	2.668	2.503	49.718999999999994	39.866	3.0239999999999996	47.372	92.18799999999999
46.84141	41.083999999999996	47.06	28.906999999999996	0.9179999999999999	21.09	42.357	3.9	39.275999999999996	39.323	46.762	28.146	0.8909999999999999	34.24	41.595	5.18	42.222	38.87	45.668	28.715999999999998	0.9179999999999999	23.408	42.206	9.607999999999999	45.486000000000004	2.915	16.364	49.213	35.067	25.956999999999997	35.662	86.954	2.716	5.3660000000000005	50.946999999999996	45.02	10.637	40.45	91.39299999999999	2.681	2.451	50.547	40.114000000000004	3.029	46.976000000000006	92.448
47.00814	41.177	46.879	29.148000000000003	1.034	21.575	42.35	3.8480000000000003	39.469	39.946	46.747	27.991999999999997	0.9079999999999999	33.977	41.983000000000004	5.223	42.41	39.164	45.589	28.859	1.001	23.69	42.559	9.481	45.603	3.096	16.293	49.326	34.900999999999996	25.57	36.816	87.508	2.699	5.279	51.256	45.105	10.739	41.269	91.54299999999999	2.7310000000000003	2.434	50.361000000000004	40.803000000000004	3.105	48.54600000000001	92.59899999999999
47.17472	40.994	46.901	29.119	0.912	21.605	42.035	3.761	39.186	39.365	46.735	28.889	0.82	34.483000000000004	41.768	5.239	42.428000000000004	39.244	45.973	28.863000000000003	0.879	23.889	43.306000000000004	9.665	45.79	3.042	16.55	49.482	34.879	25.74	37.162	87.602	2.8089999999999997	5.359	51.513999999999996	46.285	10.725999999999999	41.088	91.741	2.6430000000000002	2.5780000000000003	50.021	42.01	3.12	48.769	92.465
47.34147	41.511	47.417	29.11	1.0090000000000001	21.895	42.32	3.858	39.505	39.982	47.085	29.441999999999997	1.015	33.943000000000005	41.756	5.268	43.309	39.1	45.96	29.516	1.0090000000000001	24.178	42.83	9.693	45.975	3.138	16.511	49.799	35.166	26.094	37.845	87.81	2.773	5.356	50.903	46.833999999999996	10.754000000000001	42.696999999999996	91.882	2.673	2.641	51.232	42.593	3.2489999999999997	48.655	92.573
47.5081	41.364	47.347	29.375999999999998	1.028	21.85	42.075	3.813	39.455999999999996	40.1	47.114	28.480999999999998	0.9690000000000001	34.118	42.937	5.261	42.903	39.315	46.418	29.084	0.895	24.070999999999998	43.483999999999995	9.693	45.971000000000004	3.1260000000000003	16.952	50.463	35.841	26.193	38.162	87.77799999999999	2.727	5.414	51.967	46.964	10.856	42.39	91.889	2.593	2.595	50.77	43.477	3.1439999999999997	49.153	92.811
47.67478	41.232	47.446000000000005	28.845	0.961	22.513	41.544	3.88	39.688	40.166	47.28	28.945	0.903	34.946999999999996	42.00899999999999	5.327999999999999	43.401	39.083	46.251999999999995	29.482	0.895	24.17	43.318000000000005	9.792	46.27	3.1260000000000003	16.852999999999998	50.994	36.04	26.293000000000003	38.228	89.20299999999999	2.793	5.314	52.166000000000004	47.262	10.69	42.456	92.055	2.6919999999999997	2.4619999999999997	51.367	43.842	3.2110000000000003	49.949	92.844
47.84146	41.464	47.247	29.973000000000003	1.028	22.479	42.174	3.88	40.251	40.266	47.015	29.144000000000002	0.903	34.549	42.141000000000005	5.195	43.401	39.382	46.451	29.648000000000003	1.094	24.535	43.218999999999994	9.726	46.336000000000006	3.0260000000000002	16.753	50.165	36.239000000000004	26.79	38.858000000000004	89.601	2.727	5.314	51.603	47.76	10.755999999999998	44.147	92.055	2.593	2.5610000000000004	51.632	43.875	3.045	49.982	92.811
48.00813	41.746	47.49100000000001	30.265	1.0170000000000001	22.581	42.688	3.867	40.037	40.217	47.722	29.139	0.958	35.266999999999996	41.693999999999996	5.312	43.348	38.937	46.695	30.14	1.0170000000000001	24.799	43.56399999999999	9.774	46.48	3.114	17.125	50.803000000000004	37.054	26.851	39.935	88.71	2.9139999999999997	5.399	52.835	47.869	10.935	43.994	92.287	2.681	2.55	51.806000000000004	46.771	3.029	50.288000000000004	93.14299999999999
48.17479	42.136	47.706	29.544	1.1	22.732	42.416000000000004	3.8480000000000003	40.164	39.979	47.673	29.083000000000002	0.941	34.407	42.347	5.289	43.501000000000005	39.263000000000005	46.912	29.951	0.968	24.881	43.783	9.779	46.628	3.195	17.087	51.04600000000001	37.812	27.355999999999998	39.727	88.40100000000001	2.765	5.544	52.744	48.082	11.136	44.841	92.337	2.665	2.633	51.618	45.599	3.1710000000000003	51.258	93.095
48.34152	42.256	47.703	30.374000000000002	0.953	22.787	42.369	3.87	40.546	39.865	47.637	29.149	0.894	34.516	42.137	5.25	43.891000000000005	39.644	46.908	29.819000000000003	0.987	24.94	44.14	9.977	46.891000000000005	3.15	17.132	51.31399999999999	38.226	27.125999999999998	40.743	88.50200000000001	2.818	5.37	52.453	48.91	10.874	44.935	92.37799999999999	2.75	2.5860000000000003	52.516000000000005	47.183	3.0989999999999998	50.998000000000005	93.334
48.50821	41.945	47.756	30.364	0.951	23.045	42.556000000000004	3.867	40.667	40.150999999999996	47.126000000000005	28.543000000000003	0.924	34.903	41.893	5.312	44.077	39.367	46.662	30.438000000000002	0.9840000000000001	25.098000000000003	42.968	9.873	46.91	3.147	17.555999999999997	51.498000000000005	38.479	27.447	41.591	88.478	2.782	5.399	52.537	50.221000000000004	11.067	46.611000000000004	92.486	2.748	2.55	52.667	48.229	3.128	51.745	93.44200000000001
48.67484	42.185	47.861000000000004	30.874000000000002	1.012	23.095	42.465	3.7939999999999996	40.709	40.325	47.596000000000004	29.253	0.9520000000000001	35.245	42.265	5.239	43.68600000000001	39.41	46.635	30.186999999999998	0.9790000000000001	25.213	43.703	9.963	47.015	3.108	17.51	50.972	37.66	27.428	41.663999999999994	88.96	2.875	5.359	52.606	49.629	11.123	46.251999999999995	92.436	2.742	2.5780000000000003	52.372	48.068999999999996	3.253	51.351000000000006	93.29299999999999
48.84156	42.181000000000004	48.028999999999996	30.593000000000004	0.9590000000000001	23.4	42.394	3.9760000000000004	40.372	40.254	47.465	29.499000000000002	0.833	34.538000000000004	41.93	5.257999999999999	44.117	39.768	46.703	30.268	0.826	25.256	43.272	9.92	47.018	3.156	17.377	51.277	39.211	27.642	42.923	88.649	2.823	5.476	52.781000000000006	50.762	11.083	45.526	92.461	2.7560000000000002	2.559	52.81100000000001	48.536	3.406	52.885	93.383
49.00823	42.148	47.996	30.725	1.025	23.499000000000002	42.825	3.877	40.77	40.751	47.961999999999996	29.599	0.8	34.538000000000004	42.858000000000004	5.257999999999999	44.316	39.867	47.532	30.732	0.893	25.587	43.57	9.887	47.25	3.123	17.542	51.94	39.343	27.741999999999997	42.724	88.682	2.823	5.5089999999999995	53.245	51.292	11.182	48.111000000000004	92.726	2.657	2.559	52.645	48.768	3.14	53.083	93.416
49.1749	42.351000000000006	48.17	30.820999999999998	0.934	23.756	42.73	3.82	40.408	40.588	48.037	29.428	0.9079999999999999	35.266999999999996	42.896	5.3020000000000005	44.488	39.638000000000005	47.042	30.264	1.033	25.713	44.008	10.001	47.293	3.2310000000000003	17.761	51.886	38.982	27.97	43.494	89.649	2.998	5.3870000000000005	53.225	51.702	11.297	46.562	92.834	2.665	2.6	53.453	50.17	3.1519999999999997	52.566	93.69
49.34159	42.848	48.303000000000004	30.755	0.867	23.921	42.763000000000005	3.787	41.071999999999996	40.522	48.369	29.195999999999998	0.941	35.234	42.963	5.269	44.522	39.638000000000005	47.672	30.695	0.934	25.713	43.643	10.033999999999999	47.525	3.065	17.694000000000003	52.018	38.385	28.401	44.423	89.152	2.898	5.3870000000000005	53.424	51.138000000000005	11.397	47.59	92.934	2.864	2.667	53.519	50.733999999999995	3.1189999999999998	52.466	93.92200000000001
49.50831	42.748999999999995	48.203	30.820999999999998	1.033	23.955	42.73	3.82	41.038999999999994	40.887	47.903999999999996	29.495	0.941	35.665	42.299	5.3020000000000005	44.256	39.604	47.573	30.496	0.934	26.276999999999997	44.207	9.935	47.623999999999995	3.165	17.96	52.383	39.844	28.268	45.285	88.95299999999999	2.832	5.321000000000001	53.291000000000004	52.332	11.397	48.088	93.133	2.764	2.6	53.519	51.795	3.219	52.266999999999996	94.055
