	rpsG1-1	proV_rpsG1-1	proV_mreB-1	proV_spoT-1	proV_argG-1	proV_rpsG1_mreB-1	proV_rpsG1_spoT-1	proV_rpsG1_argG-1	rpsG1-2	proV_rpsG1-2	proV_mreB-2	proV_spoT-2	proV_argG-2	proV_rpsG1_mreB-2	proV_rpsG1_spoT-2	proV_rpsG1_argG-2	rpsG1-3	proV_rpsG1-3	proV_mreB-3	proV_spoT-3	proV_argG-3	proV_rpsG1_mreB-3	proV_rpsG1_spoT-3	proV_rpsG1_argG-3	MG1655-1	proV-1	PUTR3-1_1	proV_ygaC-1	proV_edd/zwf-1	proV_ygaC_edd/zwf-1	PUTR8-10_1	MG1655-2	proV-2	PUTR3-1_2	proV_ygaC-2	proV_edd/zwf-2	proV_ygaC_edd/zwf-2	PUTR8-10_2	MG1655-3	proV-3	PUTR3-1_3	proV_ygaC-3	proV_edd/zwf-3	proV_ygaC_edd/zwf-3	PUTR8-10_3
17.17287	5.853	5.77	4.039	0.649	1.25	12.636	1.848	7.186	5.088	5.098	4.704	0.731	1.359	13.722000000000001	1.819	4.212	5.1979999999999995	4.899	4.4030000000000005	0.8170000000000001	1.555	10.8	1.7630000000000001	7.584	1.084	1.421	4.165	3.0069999999999997	1.5490000000000002	3.1919999999999997	18.838	0.779	1.3530000000000002	5.152	3.888	1.57	3.423	20.147000000000002	1.3119999999999998	0.948	3.263	3.4	1.4180000000000001	11.402999999999999	21.5
17.33957	6.2	5.916	4.287	0.81	1.376	13.46	1.808	7.725	5.1339999999999995	4.946000000000001	5.018	0.823	1.5830000000000002	14.470999999999998	1.807	4.558	5.343999999999999	4.981	4.754	0.677	1.5119999999999998	10.955	1.989	7.65	1.147	1.415	4.382	3.323	1.4980000000000002	3.034	20.000999999999998	1.145	1.515	5.532	4.136	1.36	3.572	21.573	1.208	1.012	3.451	3.487	1.264	11.120999999999999	22.291
17.50621	6.386	6.101	4.54	0.6	1.265	13.439	1.864	8.008	5.419	5.332999999999999	5.303999999999999	0.7120000000000001	1.4709999999999999	15.049000000000001	1.795	4.4430000000000005	5.396	5.1339999999999995	4.64	0.767	1.501	11.267999999999999	1.944	7.899	1.204	1.405	4.368	3.3089999999999997	1.517	3.319	21.04	1.035	1.338	5.617000000000001	4.122	1.5490000000000002	3.658	22.61	1.199	0.9690000000000001	3.5060000000000002	3.575	1.4169999999999998	12.502	23.462
17.67291	6.49	6.3389999999999995	4.71	0.736	1.368	14.079	1.7990000000000002	8.246	5.79	5.603	5.507999999999999	0.6809999999999999	1.574	16.423	1.865	5.147	5.834	5.337999999999999	4.643	0.903	1.604	12.074000000000002	1.98	8.404	1.14	1.474	4.706	3.4130000000000003	1.621	3.523	22.45	0.937	1.507	6.021	4.493	1.5190000000000001	3.862	23.419	1.268	1.071	3.6430000000000002	3.678	1.42	13.107999999999999	25.039
17.83953	6.775	6.49	4.862	0.725	1.357	14.59	1.889	8.996	6.108	5.822	5.593	0.604	1.5619999999999998	15.964	2.052	5.065	5.952000000000001	5.557	4.897	0.792	1.626	12.786	2.069	8.919	1.13	1.464	4.992	3.532	1.607	3.4739999999999998	23.385	0.9940000000000001	1.3969999999999998	6.272	4.512	1.4409999999999998	3.9139999999999997	24.186	1.1909999999999998	1.095	3.897	3.832	1.506	13.552	25.639
18.00625	6.973	6.789	5.029	0.7020000000000001	1.3659999999999999	15.571	2.031	9.054	6.107	5.922999999999999	5.8260000000000005	0.679	1.636	17.14	1.925	5.23	6.084	5.724	5.398	0.835	1.501	13.134	2.043	9.308	1.274	1.474	5.226	3.667	1.5430000000000001	3.6719999999999997	24.975	0.972	1.4069999999999998	6.537000000000001	4.745	1.482	3.915	25.908	1.137	1.139	4.035	3.8369999999999997	1.307	13.699000000000002	26.396
18.1729	7.532	7.114	5.185	0.741	1.4069999999999998	16.194000000000003	2.005	10.125	6.3660000000000005	6.145	6.15	0.687	1.713	18.073	1.9040000000000001	5.556	6.542999999999999	6.046	5.518	0.674	1.51	13.388	2.186	9.75	1.145	1.5130000000000001	5.414	3.8539999999999996	1.6280000000000001	3.698	25.971999999999998	1.0090000000000001	1.3119999999999998	7.331	4.801	1.4580000000000002	4.0360000000000005	28.078000000000003	1.1059999999999999	1.21	4.317	3.952	1.361	14.423	28.160999999999998
18.33964	7.513999999999999	7.229	5.602	0.807	1.472	17.180999999999997	2.07	10.129	6.88	6.496	6.566	0.684	1.675	18.551	1.964	5.771	7.091	6.197	6.004	0.774	1.6059999999999999	14.444	2.049	10.25	1.212	1.379	5.766	3.9730000000000003	1.65	3.78	28.055	0.9109999999999999	1.412	7.444	5.152	1.521	4.322	29.455	1.141	0.978	4.6739999999999995	4.11	1.315	14.642999999999999	29.875
18.50632	7.971	7.853	5.926	0.723	1.3880000000000001	17.785	1.986	10.658	7.305	7.019	6.8229999999999995	0.667	1.693	18.592	2.083	5.961	7.348	6.654	6.127000000000001	0.6559999999999999	1.6230000000000002	15.280999999999999	2.133	10.847999999999999	1.127	1.4609999999999999	6.655	4.195	1.704	4.171	29.145	0.925	1.4280000000000002	7.936	5.207999999999999	1.505	4.4110000000000005	30.28	1.189	0.992	4.694	4.263	1.203	15.247	30.665
18.67295	8.437999999999999	7.92	6.392	0.723	1.4880000000000002	18.852	2.086	10.991	7.438	7.019	7.19	0.701	1.859	20.625999999999998	2.249	6.195	7.515	6.754	6.292999999999999	0.69	1.69	15.380999999999998	2.166	10.981	1.227	1.561	6.555	4.529	1.704	4.303999999999999	30.412	1.092	1.4280000000000002	8.636000000000001	5.507999999999999	1.6380000000000001	4.611000000000001	31.58	1.189	1.0590000000000002	5.061	4.696000000000001	1.5030000000000001	16.314	31.932
18.83969	8.538	8.487	6.426	0.6890000000000001	1.421	18.419	2.053	11.357999999999999	7.537999999999999	7.319	7.557	0.601	1.7590000000000001	20.426	2.1830000000000003	6.462000000000001	7.849	6.854	6.727	0.79	1.69	16.048	2.266	11.715	1.0270000000000001	1.595	6.755	4.529	1.804	4.303999999999999	31.779	0.992	1.494	9.136000000000001	5.707999999999999	1.4380000000000002	4.711	32.613	1.189	1.0590000000000002	5.1610000000000005	4.796	1.403	16.947	32.332
19.00631	8.992	8.641	6.747000000000001	0.715	1.58	19.365	2.0780000000000003	11.876	8.158999999999999	7.6739999999999995	7.744	0.659	1.784	21.97	2.173	6.715	8.036	7.207999999999999	7.115	0.682	1.681	16.227999999999998	2.258	12.265	1.12	1.5530000000000002	7.143	4.684	1.7930000000000001	4.458	33.014	0.985	1.42	9.455	5.8629999999999995	1.5959999999999999	4.833	33.748000000000005	1.182	1.085	5.3839999999999995	4.919	1.392	17.293	33.468
19.173	9.171	8.854	7.159	0.623	1.4880000000000002	21.086	2.153	12.458	8.672	7.852	7.757000000000001	0.667	1.859	22.826999999999998	2.349	7.228	8.549	7.454	7.327000000000001	0.89	1.89	17.480999999999998	2.4330000000000003	12.748	1.127	1.495	8.156	4.629	1.704	4.671	33.679	1.025	1.4280000000000002	10.036	6.207999999999999	1.7380000000000002	5.144	34.614000000000004	1.189	1.0590000000000002	5.561	5.13	1.236	18.480999999999998	34.4
19.33966	9.613999999999999	9.062999999999999	7.268	0.795	1.594	21.366999999999997	2.158	12.97	8.881	8.361	8.866	0.706	1.865	23.61	2.289	7.237	9.091000000000001	7.695	7.769	0.695	1.796	18.162	2.239	13.327	1.1320000000000001	1.7	8.264	5.1370000000000005	1.811	4.779	34.201	1.03	1.499	10.645999999999999	6.517	1.61	5.352	35.203	1.194	1.097	5.968	5.237	1.3430000000000002	18.095	35.255
19.50636	9.623	9.205	7.777	0.8	1.633	22.55	2.2640000000000002	13.315	9.291	8.802999999999999	9.175	0.679	2.005	25.228	2.195	7.947	9.267000000000001	7.871	8.077	0.767	1.835	19.311	2.478	13.806	1.037	1.672	8.907	5.145	1.784	5.021	34.089	1.001	1.4380000000000002	11.157	6.525	1.6159999999999999	5.36	35.826	1.165	1.069	6.276	5.343999999999999	1.4169999999999998	19.811	36.311
19.67295	10.085	9.867	8.104	0.816	1.5490000000000002	23.398000000000003	2.214	13.95	9.652999999999999	8.863	9.203	0.628	1.99	26.515	2.281	8.175	9.395	8.33	8.203	0.716	1.719	20.057000000000002	2.596	14.21	1.1520000000000001	1.621	9.436	5.5360000000000005	1.839	5.181	34.187	1.016	1.52	12.057	6.75	1.5659999999999998	5.684	36.695	1.18	1.117	6.499	5.566	1.271	20.724	37.38
19.83973	10.667	10.482999999999999	8.452	0.757	1.557	23.99	2.323	14.168	9.834	9.478	9.719	0.7040000000000001	1.932	28.180999999999997	2.29	8.389	10.045	8.51	8.851	0.8240000000000001	1.861	21.316999999999997	2.505	14.73	1.26	1.696	9.717	5.682	1.916	5.695	34.722	1.023	1.6280000000000001	12.607999999999999	7.331	1.575	5.897	37.031	1.187	1.125	7.212999999999999	5.744	1.449	21.048000000000002	38.116
20.00635	11.220999999999998	10.569	8.773	0.648	1.5490000000000002	25.737	2.281	14.385	10.221	9.866	10.54	0.7290000000000001	1.889	29.089000000000002	2.314	9.111	10.699000000000002	8.597999999999999	9.005	0.716	1.919	21.193	2.596	15.647	1.052	1.7209999999999999	10.539000000000001	5.87	1.906	5.481	35.123000000000005	1.0490000000000002	1.554	13.193	7.653	1.734	6.2860000000000005	37.097	1.28	1.117	7.468	5.867000000000001	1.5390000000000001	21.826999999999998	38.783
20.17297	11.292	10.74	9.446	0.6	1.7990000000000002	27.022	2.2640000000000002	15.317	11.059000000000001	9.838	10.944	0.679	2.072	29.633000000000003	2.496	9.182	10.969000000000001	8.805	9.312000000000001	0.867	1.835	21.881	2.5780000000000003	16.209	1.304	1.7719999999999998	11.11	6.0120000000000005	1.818	5.822	35.357	1.001	1.538	13.66	7.893	1.716	6.361000000000001	37.528	1.2990000000000002	1.102	7.845	6.245	1.517	22.714000000000002	39.615
20.33973	12.026	11.207	9.779	0.7	1.733	27.956999999999997	2.364	15.517000000000001	11.26	10.439	11.879000000000001	0.7120000000000001	2.205	31.235	2.596	10.016	11.503	9.472999999999999	9.88	0.767	1.935	23.85	2.678	16.509	1.304	1.7719999999999998	12.078	6.313	1.9180000000000001	5.822	35.925	1.135	1.605	14.927999999999999	8.227	1.6159999999999999	6.461	37.861999999999995	1.265	1.002	8.212	6.212000000000001	1.4169999999999998	23.482	40.382
20.50639	12.216	11.498	10.037	0.6940000000000001	1.694	30.274	2.425	16.439	11.515999999999998	10.729000000000001	11.535	0.6729999999999999	2.099	31.615	2.456	9.839	11.927	9.597000000000001	10.571	0.628	2.029	24.0	2.772	17.262999999999998	1.232	1.767	12.767999999999999	6.604	1.911	6.314	36.303000000000004	1.197	1.5330000000000001	15.015999999999998	8.285	1.61	6.82	38.205	1.261	1.097	8.837	6.471	1.443	24.766	40.659
20.6731	12.847999999999999	11.895	10.634	0.81	1.811	30.331	2.509	17.713	12.383	10.959000000000001	12.2	0.623	2.251	34.749	2.642	10.504000000000001	11.958	9.725	10.901	0.8109999999999999	2.0140000000000002	25.721	2.7910000000000004	17.505	1.214	1.983	13.636	7.098	1.932	6.375	37.106	1.3119999999999998	1.749	16.355	8.947000000000001	1.828	7.046	39.178000000000004	1.3090000000000002	1.112	9.331	7.329	1.531	24.985	41.733000000000004
20.83964	13.35	12.198	10.970999999999998	0.728	1.7269999999999999	32.576	2.492	18.54	12.65	11.797	12.969000000000001	0.6729999999999999	2.332	35.085	2.489	11.173	12.627	10.131	11.305	0.795	1.996	26.468000000000004	2.772	18.664	1.2990000000000002	1.9	13.868	7.372000000000001	1.911	6.914	37.437	1.13	1.6	16.984	9.219	1.81	7.22	39.506	1.361	1.197	9.471	7.071000000000001	1.3430000000000002	25.734	42.326
21.00636	13.610999999999999	12.927	11.132	0.725	1.891	34.266	2.522	18.634	13.445	11.892000000000001	13.163	0.604	2.329	36.775	2.6860000000000004	11.368	12.989	10.626	11.8	0.759	2.026	28.16	2.969	18.557000000000002	1.23	1.964	15.13	7.334	2.0069999999999997	6.609	38.326	1.228	1.6969999999999998	18.679000000000002	9.414	1.9080000000000001	7.516	40.194	1.492	1.162	10.1	7.267	1.6059999999999999	26.392	43.048
21.17305	13.65	13.032	12.038	0.795	1.8940000000000001	36.245	2.525	18.64	13.918	12.464	14.036	0.706	2.399	36.152	2.823	11.807	13.395	11.198	11.505	0.6609999999999999	2.1630000000000003	29.304000000000002	2.9730000000000003	19.898	1.1320000000000001	1.9669999999999999	16.102999999999998	7.672000000000001	2.0780000000000003	6.9479999999999995	39.071	1.197	1.7	19.019000000000002	10.086	1.844	8.054	40.84	1.294	1.298	10.872	7.672000000000001	1.51	27.135	43.626999999999995
21.33977	14.562000000000001	13.644	12.583	0.7	1.9	35.499	2.5980000000000003	20.355999999999998	14.43	12.607999999999999	14.715	0.612	2.339	37.409	2.7960000000000003	12.753	14.44	11.107999999999999	12.415999999999999	0.667	2.102	31.793000000000003	2.845	20.548000000000002	1.4380000000000002	1.972	16.85	7.9479999999999995	2.1180000000000003	7.4239999999999995	39.796	1.135	1.7380000000000002	19.834	10.395999999999999	1.716	8.363999999999999	41.533	1.399	1.202	11.482000000000001	7.712999999999999	1.55	27.053	44.586999999999996
21.50645	14.602	13.616	12.789000000000001	0.718	1.953	37.179	2.551	20.475	14.94	13.447000000000001	14.958	0.698	2.5610000000000004	35.25	2.9189999999999996	13.161	14.682	11.945	13.79	0.685	2.19	32.501	3.0	21.939	1.255	2.025	17.865	8.315	2.11	7.659	40.283	1.119	1.857	21.221999999999998	10.632	1.87	8.697000000000001	42.623999999999995	1.2819999999999998	1.186	12.286	8.01	1.5419999999999998	27.619	45.347
21.67306	14.963	14.311	13.684000000000001	0.733	2.0	35.599000000000004	2.7310000000000003	20.457	14.797	13.843	16.05	0.612	2.539	34.439	2.929	13.353	15.375	11.909	14.285	0.767	2.169	32.694	3.179	22.083000000000002	1.337	2.072	18.852999999999998	8.649	2.185	7.624	40.830999999999996	1.235	1.7380000000000002	22.904	11.097000000000001	1.95	8.731	43.068000000000005	1.2990000000000002	1.202	12.35	8.381	1.35	27.62	46.022
21.83977	16.531	14.812000000000001	14.552	0.8	2.033	34.865	2.798	21.491	15.565	13.943	16.384	0.679	2.6060000000000003	33.037	2.929	14.187999999999999	16.076	11.942	13.651	0.767	2.269	34.529	3.179	23.551	1.4040000000000001	2.072	19.72	9.049	2.185	8.392000000000001	41.832	1.235	1.838	24.874000000000002	11.698	1.95	9.265	43.535	1.3659999999999999	1.202	12.950999999999999	8.748	1.517	26.819000000000003	46.723
22.00647	16.945999999999998	15.228	14.534	0.725	2.158	33.633	2.6889999999999996	22.736	16.847	14.392999999999999	17.465999999999998	0.67	2.6289999999999996	32.839	2.886	14.503	16.124000000000002	12.527000000000001	15.267999999999999	0.6920000000000001	2.426	35.964	3.17	24.293000000000003	1.33	2.164	21.1	9.535	2.274	8.443999999999999	42.593999999999994	1.294	1.73	24.648000000000003	11.782	1.9409999999999998	9.55	44.028999999999996	1.358	1.195	13.935	8.968	1.6059999999999999	27.691999999999997	47.216
22.17318	16.784000000000002	15.464	14.904000000000002	0.8079999999999999	2.242	31.59	2.807	23.318	17.42	14.862	18.14	0.62	2.7489999999999997	31.531999999999996	2.906	15.074000000000002	16.762	13.294	14.902999999999999	0.8079999999999999	2.445	37.568000000000005	3.255	25.079	1.5119999999999998	2.214	22.28	9.699	2.296	8.808	43.071999999999996	1.242	1.746	26.000999999999998	12.482000000000001	1.959	10.148	44.81	1.3730000000000002	1.176	14.804	9.162	1.561	28.517	48.067
22.3398	17.54	16.222	15.995	0.723	2.222	32.056	2.72	23.961	18.074	15.354000000000001	19.259	0.667	2.7260000000000004	31.195	3.1830000000000003	15.397	17.618	13.255	14.829	0.99	2.2569999999999997	36.319	3.233	26.285	1.3940000000000001	2.195	23.625999999999998	10.53	2.271	9.172	43.615	1.325	1.7280000000000002	26.807	12.777000000000001	2.005	10.145	45.483000000000004	1.456	1.2930000000000001	15.763	9.431000000000001	1.636	28.683000000000003	48.47
22.50651	17.96	16.51	17.015	0.7170000000000001	2.2159999999999997	30.336	2.88	24.278000000000002	18.66	15.842	18.879	0.695	2.82	30.142	3.01	16.351	17.838	13.610999999999999	17.45	0.684	2.517	35.53	3.327	25.6	1.489	2.256	25.609	10.62	2.363	9.461	44.255	1.32	1.8219999999999998	29.555	13.632	2.099	10.735	45.989	1.484	1.1540000000000001	16.085	9.821	1.629	27.364	48.842
22.67323	18.887	17.302	16.942	0.828	2.227	29.874000000000002	2.892	25.579	18.822	15.9	19.54	0.606	3.033	31.081999999999997	3.09	16.577	18.465	13.967	17.076	0.762	2.53	32.406	3.406	26.503	1.499	2.3	26.644000000000002	11.275	2.378	9.883	45.00899999999999	1.33	1.933	30.594	13.989	2.144	11.023	46.544	1.361	1.264	16.942999999999998	10.307	1.5430000000000001	28.169	49.665
22.83986	18.84	17.057000000000002	18.194000000000003	0.7759999999999999	2.24	30.075	2.971	26.951	19.905	16.855999999999998	21.122	0.5870000000000001	2.91	28.848000000000003	3.1660000000000004	17.03	19.05	14.293	18.596	0.8759999999999999	2.641	32.732	3.3510000000000004	27.671999999999997	1.4809999999999999	2.281	27.016	11.203	2.386	10.045	45.448	1.379	1.881	31.358	14.547	2.09	11.419	47.114	1.4769999999999999	1.28	18.664	10.707	1.4180000000000001	28.103	49.498999999999995
23.00658	19.61	17.887999999999998	19.034000000000002	0.715	2.351	29.08	2.9160000000000004	27.119	19.88	17.018	22.305	0.795	3.0589999999999997	30.625999999999998	3.3169999999999997	17.834	20.458	14.814	19.6	0.9159999999999999	2.588	31.855	3.532	27.245	1.42	2.323	28.553	11.786	2.608	10.527999999999999	46.053000000000004	1.4169999999999998	2.022	32.879	14.839	2.068	12.100999999999999	47.825	1.514	1.217	19.3	10.947000000000001	1.739	28.646	50.582
23.17323	19.820999999999998	17.836	19.91	0.628	2.3609999999999998	28.706	2.892	27.18	20.555999999999997	17.935	23.944000000000003	0.606	3.1	30.281	3.2230000000000003	18.445	21.3	15.568	19.244	0.695	2.73	31.438000000000002	3.5060000000000002	28.438000000000002	1.432	2.467	31.648000000000003	12.776	2.611	10.884	46.577	1.297	1.933	34.897	16.457	2.144	12.457	48.346000000000004	1.494	1.1640000000000001	20.012	11.540999999999999	1.61	29.603	50.799
23.33993	20.943	18.617	20.668000000000003	0.759	2.363	28.514	2.9610000000000003	27.155	21.415	18.014	23.072	0.606	3.24	29.226999999999997	3.431	19.869	21.09	15.306	21.034000000000002	0.7929999999999999	2.767	30.691999999999997	3.511	27.851	1.43	2.401	32.371	13.28	2.522	11.32	47.044	1.4609999999999999	1.966	37.001999999999995	16.135	2.147	12.993	48.818999999999996	1.49	1.294	21.603	11.769	1.854	29.386999999999997	51.61
23.50653	21.099	19.312	22.894000000000002	0.71	2.5789999999999997	30.096999999999998	3.0439999999999996	26.767	22.505	18.375	23.893	0.723	3.353	29.271	3.444	19.423	22.248	15.838	21.824	0.71	2.8819999999999997	30.698	3.693	28.095	1.4480000000000002	2.5180000000000002	34.348	13.845999999999998	2.734	11.519	47.729	1.445	2.05	39.239000000000004	17.165	2.129	14.195	49.434	1.5090000000000001	1.3130000000000002	23.028000000000002	12.741	1.665	29.729	51.555
23.67327	21.781999999999996	19.563	21.504	0.792	2.625	28.796999999999997	2.989	27.570999999999998	22.55	18.962	26.403000000000002	0.57	3.33	28.837	3.32	20.172	23.094	16.195	22.405	0.759	2.927	31.328000000000003	3.47	27.895	1.4969999999999999	2.398	35.707	14.171	2.8080000000000003	11.677999999999999	47.73	1.3940000000000001	1.83	39.522	17.817999999999998	1.9409999999999998	13.852	49.832	1.4580000000000002	1.195	24.006999999999998	12.902999999999999	1.6059999999999999	30.094	52.152
23.83999	22.541	20.357	23.23	0.623	2.555	28.355	3.02	27.462	23.575	19.555	26.795	0.5670000000000001	3.46	29.962	3.45	21.499000000000002	23.186	16.689	22.964000000000002	0.69	2.8569999999999998	30.151	3.6	28.119	1.6269999999999998	2.4619999999999997	37.063	14.765	2.737	12.306	48.55	1.492	1.994	39.21	17.845	2.238	14.145999999999999	50.318000000000005	1.456	1.359	24.031999999999996	13.498	1.8359999999999999	29.95	52.70399999999999
24.0067	22.985	20.668000000000003	23.938000000000002	0.6809999999999999	2.6460000000000004	28.428	3.077	27.601	24.616999999999997	20.034000000000002	27.734	0.5589999999999999	3.616	28.9	3.406	21.941	24.160999999999998	17.17	23.674	0.682	2.947	30.288	3.69	27.857	1.619	2.4530000000000003	38.361	15.579	2.7260000000000004	12.854000000000001	49.406000000000006	1.318	1.986	36.809	18.624000000000002	2.229	14.628	50.873000000000005	1.382	1.252	26.273000000000003	13.282	1.725	29.021	53.292
24.17332	23.193	21.475	25.413	0.684	2.716	28.436999999999998	3.014	27.544	24.892	20.641	27.243000000000002	0.662	3.72	29.509	3.51	22.881999999999998	24.936	17.243	25.680999999999997	0.784	2.95	30.064	3.693	27.7	1.5219999999999998	2.489	37.773	15.585	2.93	13.26	49.95399999999999	1.32	2.122	37.187	19.597	2.2319999999999998	15.901	51.188	1.3840000000000001	1.287	26.549	14.554	1.829	29.664	53.607
24.33999	24.142	21.956999999999997	26.796999999999997	0.6890000000000001	2.822	28.588	3.12	27.561999999999998	25.909000000000002	21.355999999999998	28.362	0.667	3.7260000000000004	28.995	3.45	23.199	25.653000000000002	17.656	25.331	0.79	2.957	30.218000000000004	3.867	27.785	1.494	2.562	39.263000000000005	16.198	3.1039999999999996	13.573	50.183	1.425	2.128	37.61	20.045	2.338	16.047	51.885	1.489	1.359	28.9	14.432	1.436	29.884	54.004
24.50669	25.175	22.256999999999998	27.531	0.789	2.855	28.388	3.12	27.729	26.543000000000003	21.823	31.129	0.701	4.027	28.828000000000003	3.516	23.831999999999997	26.153000000000002	18.19	26.631999999999998	0.856	3.157	29.284000000000002	3.867	27.885	1.527	2.662	38.763000000000005	17.399	2.8369999999999997	14.407	50.483000000000004	1.425	2.094	37.71	21.979	2.405	17.447	52.318000000000005	1.489	1.393	30.566999999999997	14.365	1.636	30.284000000000002	54.504
24.67345	25.384	23.134	27.303	0.715	2.846	28.660999999999998	3.111	28.068	26.849	22.566	32.565	0.6920000000000001	4.0489999999999995	28.733	3.739	24.307	26.593000000000004	18.669	28.438000000000002	0.748	3.247	29.388	3.99	27.656999999999996	1.5859999999999999	2.653	37.762	18.177	2.793	14.787	51.038999999999994	1.318	2.12	37.009	21.089000000000002	2.229	17.192999999999998	52.872	1.382	1.3519999999999999	32.236999999999995	15.514000000000001	1.5919999999999999	30.354	55.058
24.84001	26.419	23.43	30.081	0.7020000000000001	3.071	28.133000000000003	3.168	27.708000000000002	27.655	23.095	34.083	0.715	4.144	29.375999999999998	3.634	25.910999999999998	26.965	19.258	28.378	0.769	3.273	29.633000000000003	4.0169999999999995	28.433000000000003	1.64	2.81	37.954	19.303	2.9560000000000004	15.540999999999999	51.659	1.505	2.208	36.032	23.053	2.353	18.683	53.596000000000004	1.5019999999999998	1.3719999999999999	33.419000000000004	16.23	1.754	30.901	55.783
25.00668	26.25	24.0	30.269000000000002	0.715	3.0460000000000003	28.228	3.2110000000000003	28.334	27.749000000000002	23.531999999999996	34.564	0.593	4.1160000000000005	27.934	3.7060000000000004	26.473000000000003	28.125999999999998	19.569000000000003	29.138	0.748	3.3139999999999996	28.955	3.99	27.691	1.5859999999999999	2.786	37.162	20.177	3.0260000000000002	15.62	51.972	1.484	2.219	36.509	23.088	2.396	18.526	54.071999999999996	1.548	1.285	35.402	16.414	1.692	31.42	55.458
25.17336	26.958000000000002	24.741	30.712	0.7170000000000001	3.1489999999999996	28.57	3.247	28.444000000000003	28.158	23.94	35.608000000000004	0.695	4.553	29.109	3.7430000000000003	27.015	28.002	19.875999999999998	30.947	0.7509999999999999	3.35	28.865	4.093	27.9	1.6219999999999999	2.8560000000000003	36.34	19.518	2.897	16.192999999999998	52.253	1.3869999999999998	2.222	35.354	24.263	2.332	20.499000000000002	54.287	1.4509999999999998	1.354	36.28	17.285999999999998	1.5290000000000001	32.596	56.073
25.34007	27.258000000000003	24.941	33.010999999999996	0.784	3.282	27.803	3.3139999999999996	28.677	28.458000000000002	25.24	35.641	0.762	4.586	29.576	3.7430000000000003	27.815	27.601999999999997	20.309	32.08	0.684	3.45	28.698	4.093	28.266	1.6219999999999999	2.9560000000000004	36.94	21.184	2.997	16.893	52.653	1.587	2.189	35.154	25.162	2.399	20.599	54.787	1.584	1.354	38.446	18.753	1.629	31.93	56.573
25.50672	27.223000000000003	25.607	33.768	0.7070000000000001	3.2689999999999997	28.301	3.301	28.44	28.021	25.44	38.161	0.684	4.571000000000001	29.338	3.7289999999999996	27.511	27.799	20.746	33.671	0.9740000000000001	3.6039999999999996	28.859	4.147	27.962	1.6119999999999999	3.077	36.628	21.351999999999997	3.3139999999999996	17.397000000000002	53.125	1.577	2.411	35.976	25.927	2.386	21.435	55.29	1.574	1.344	40.464	18.359	1.781	30.956	56.976000000000006
25.67346	27.176	26.625	34.233000000000004	0.789	3.455	28.055	3.32	29.195999999999998	28.276999999999997	26.29	36.664	0.701	4.893	28.660999999999998	3.95	28.366999999999997	27.953000000000003	21.224	34.266999999999996	0.69	3.5239999999999996	29.116999999999997	4.367	28.819000000000003	1.7269999999999999	3.062	36.062	22.733	3.304	17.541	53.217	1.5919999999999999	2.294	35.542	27.346999999999998	2.505	21.815	55.986000000000004	1.656	1.359	40.603	19.766	1.8359999999999999	31.517	57.472
25.8401	27.683000000000003	26.399	34.4	0.7809999999999999	3.3789999999999996	28.628	3.3110000000000004	28.268	27.849	25.998	35.33	0.759	4.749	28.967	3.906	27.539	28.159000000000002	21.801	35.001	0.748	3.647	28.489	4.257	28.19	1.619	3.053	35.829	22.775	3.326	18.718	53.871	1.484	2.386	34.943000000000005	28.052	2.529	22.691	55.971000000000004	1.5819999999999999	1.385	39.7	19.679000000000002	1.992	31.486	57.89
26.00682	27.558000000000003	27.274	33.944	0.7170000000000001	3.3819999999999997	28.003	3.347	28.476999999999997	28.658	27.006	34.908	0.695	5.053	29.109	3.8089999999999997	27.848000000000003	28.168000000000003	22.342	35.545	0.7509999999999999	3.65	28.998	4.26	28.833000000000002	1.7890000000000001	3.1889999999999996	35.84	24.316	3.43	19.559	54.153	1.42	2.322	35.02	29.328000000000003	2.5989999999999998	23.265	56.453	1.584	1.354	37.446	20.052	1.729	31.23	58.406000000000006
26.17341	27.709	27.558000000000003	33.299	0.789	3.555	28.055	3.353	29.263	28.61	27.857	33.996	0.701	5.294	29.195	4.0169999999999995	28.267	28.254	22.857	36.301	0.7559999999999999	3.957	28.816999999999997	4.4	29.319000000000003	1.794	3.195	35.096	25.334	3.5039999999999996	19.775	54.718	1.5919999999999999	2.3280000000000003	35.641999999999996	28.18	2.638	24.816	56.919	1.556	1.5590000000000002	37.669000000000004	20.666999999999998	1.8030000000000002	31.05	58.672
26.34014	27.709	27.858	33.599000000000004	0.6890000000000001	3.589	28.188000000000002	3.353	29.129	28.51	27.956999999999997	36.164	0.701	5.46	29.028000000000002	4.05	28.366999999999997	28.487	23.058000000000003	36.266999999999996	0.79	3.957	29.284000000000002	4.367	28.919	1.794	3.295	35.896	26.134	3.6039999999999996	21.075	55.251000000000005	1.525	2.495	34.442	30.381	2.738	25.916	57.419	1.689	1.5590000000000002	38.536	22.034000000000002	1.903	32.718	59.239
26.50679	28.139	28.322	34.108000000000004	0.8079999999999999	3.812	28.316999999999997	3.4410000000000003	29.061999999999998	28.875999999999998	28.288	34.605	0.687	5.521	28.627	4.041	28.066	29.053	24.048000000000002	35.944	0.775	4.081	28.750999999999998	4.391	29.02	1.712	3.5839999999999996	35.673	27.901	3.665	21.399	55.563	1.5430000000000001	2.5140000000000002	34.351	31.553	2.86	26.846999999999998	57.735	1.5730000000000002	1.51	38.016	22.287	1.929	32.391	59.68899999999999
