	MG1655-1	12PD3-8_1	12PD4-6_1	12PD6-3_1	12PD7-6_1	metJ-1	acrB-1	metJ_acrB-1	MG1655-2	12PD3-8_2	12PD4-6_2	12PD6-3_2	12PD7-6_2	metJ-2	acrB-2	metJ_acrB-2	MG1655-3	12PD3-8_3	12PD4-6_3	12PD6-3_3	12PD7-6_3	metJ-3	acrB-3	metJ_acrB-3	metJ_relA_acrB-1	metJ_relA_purT-1	metJ_relA_clsA-1	metJ_relA_rnb-1	metJ_relA_yeaR-1	metJ_relA_treR-1	metJ_relA_treA-1	metJ_relA_acrB-2	metJ_relA_purT-2	metJ_relA_clsA-2	metJ_relA_rnb-2	metJ_relA_yeaR-2	metJ_relA_treR-2	metJ_relA_treA-2	metJ_relA_acrB-3	metJ_relA_purT-3	metJ_relA_clsA-3	metJ_relA_rnb-3	metJ_relA_yeaR-3	metJ_relA_treR-3	metJ_relA_treA-3
39.50718	19.112000000000002	65.275	67.479	63.492	73.296	38.245	27.410999999999998	34.705999999999996	22.563000000000002	67.329	70.589	65.795	76.744	34.521	34.539	32.366	24.429000000000002	60.343999999999994	70.872	63.472	77.179	36.368	34.772	40.169000000000004	8.241	27.351	12.668	22.747	15.619000000000002	15.323	16.750999999999998	4.667	31.149	12.464	16.739	13.216	16.496	16.224	15.41	21.611	11.06	13.956	6.452000000000001	12.589	16.467
39.67393	19.135	65.222	67.593	63.181999999999995	73.743	38.361	27.594	34.884	22.521	67.643	70.414	65.881	76.991	34.983000000000004	34.856	32.650999999999996	24.383000000000003	60.063	71.184	63.56399999999999	77.657	36.629	35.09	40.454	8.899	27.59	12.069	22.538	15.988	15.890999999999998	16.632	4.723	31.128	13.435	16.965	13.387	16.173	16.848	16.028	21.656999999999996	10.945	14.18	6.571000000000001	12.357999999999999	16.09
39.84061	19.291	65.569	67.71300000000001	63.528999999999996	73.72399999999999	38.812	27.869	35.361999999999995	22.766	67.306	70.393	65.943	77.029	35.119	35.193000000000005	33.217	24.487	60.438	71.01899999999999	63.681000000000004	77.83800000000001	37.108000000000004	35.369	40.763000000000005	8.539	27.78	11.994000000000002	22.725	16.000999999999998	16.047	16.788	4.821000000000001	31.119	12.675	17.063	13.142000000000001	15.873	16.176	15.472000000000001	21.616	10.470999999999998	14.422	6.581	12.742	16.789
40.00726	19.363	64.908	67.308	63.411	73.486	39.076	27.994	35.77	23.092	66.815	70.414	65.738	77.334	35.555	35.228	33.394	24.611	60.233999999999995	70.69800000000001	63.391999999999996	77.857	37.258	35.461	41.111000000000004	8.87	27.819000000000003	12.84	22.31	15.988	16.034000000000002	16.602999999999998	4.8660000000000005	31.385	12.520999999999999	17.192999999999998	13.387	16.43	16.191	16.114	21.656999999999996	10.515999999999998	13.665999999999999	6.742000000000001	12.700999999999999	16.175
40.17406	19.45	65.242	67.667	63.20399999999999	73.752	39.431	28.101	35.929	23.086	67.17399999999999	70.372	65.726	77.285	35.912	35.498000000000005	33.775	24.603	60.34	70.85600000000001	63.498999999999995	78.296	37.558	35.760999999999996	41.406000000000006	8.363	28.552	12.218	22.851	15.907	15.865	16.833	4.843	31.488000000000003	13.068	17.338	13.164000000000001	16.227999999999998	16.25	15.597000000000001	21.569000000000003	11.007	14.552999999999999	6.666	12.790999999999999	16.319000000000003
40.34069	19.406	64.798	67.542	63.386	74.067	39.611999999999995	28.241	36.305	23.024	67.22	70.193	65.686	77.744	36.262	35.85	33.931	24.744	59.952	70.819	63.367	78.40899999999999	37.908	36.14	41.876999999999995	8.71	28.266	12.594000000000001	22.381999999999998	15.772	16.075	16.96	5.0489999999999995	31.719	12.418	16.977	13.542	16.988	16.204	15.558	21.901999999999997	10.785	13.65	6.8660000000000005	12.97	16.704
40.50724	19.535	64.908	67.565	63.497	74.11399999999999	39.961	28.48	36.741	23.291999999999998	67.329	70.5	65.90899999999999	77.791	36.583	35.999	34.593	24.954	60.148	71.184	63.648999999999994	78.543	38.286	36.233000000000004	42.138999999999996	8.985	28.59	12.64	22.224	16.102999999999998	15.948	16.432000000000002	5.152	31.956	13.264000000000001	17.307000000000002	13.302	16.544	16.162	15.8	22.0	10.859000000000002	14.065999999999999	7.114	12.529000000000002	17.032
40.67395	19.6	64.737	67.274	63.412	74.15100000000001	40.224000000000004	28.558000000000003	37.010999999999996	23.318	67.123	70.404	65.675	78.027	36.879	36.207	34.823	24.975	59.891999999999996	70.604	63.537	78.49600000000001	38.41	36.328	42.254	9.287	28.524	12.6	23.028000000000002	16.031	16.074	17.697	5.3389999999999995	31.971	13.592	17.233	13.232999999999999	16.063	16.629	16.287	21.859	10.475999999999999	14.675999999999998	6.994	12.43	16.983
40.84074	19.685	64.888	67.085	63.191	74.485	40.441	28.823	37.452	23.351999999999997	66.706	70.218	65.915	78.018	37.179	36.594	35.271	25.125999999999998	59.843	70.73100000000001	63.43	78.943	38.625	36.8	42.617	9.31	28.99	12.394	22.544	16.255	15.758	17.268	5.277	32.383	12.245999999999999	17.117	13.113	17.007	16.685	15.491	21.976	11.040999999999999	14.817	6.813	12.968	16.811
41.00746	19.72	64.54	67.456	63.386	74.667	40.67	28.927	37.791	23.595	66.506	70.45	66.115	78.344	37.576	36.736	35.332	25.316	59.867	70.933	63.681000000000004	79.124	38.937	36.883	43.021	9.568	28.809	12.251	22.639	16.287	16.647000000000002	17.303	5.221	32.434	12.876	17.149	13.742	17.073	16.604	16.215999999999998	21.93	11.3	14.651	7.266	13.085	17.104
41.17402	19.72	64.54	67.256	63.3	74.61	40.983999999999995	29.213	37.961999999999996	23.566999999999997	66.306	70.278	65.858	78.63	38.033	37.193000000000005	35.818000000000005	25.259	59.608999999999995	70.476	63.79600000000001	79.209	39.108000000000004	37.198	43.221000000000004	9.911	29.38	12.565999999999999	22.81	16.858	16.218	17.474	5.5920000000000005	32.777	13.017999999999999	17.292	13.113	17.245	17.033	15.815	22.016	11.043	14.107999999999999	7.266	12.913	17.218
41.34067	19.92	64.94	67.313	63.3	74.696	41.213	29.384	38.477	23.851999999999997	67.10600000000001	70.135	65.77199999999999	78.801	38.376	37.25	36.132	25.487	59.667	70.733	63.623999999999995	79.124	39.365	37.369	43.391999999999996	10.025	29.666	12.394	22.896	16.201	16.047	16.96	5.335	32.748000000000005	13.218	17.663	13.056	16.873	16.604	15.815	22.245	10.814	14.679	7.524	12.713	17.647000000000002
41.50736	19.927	64.61399999999999	67.33	63.373999999999995	74.715	41.51	29.565	38.745	23.861	66.866	70.553	65.875	78.735	38.387	37.433	36.344	25.668000000000003	59.626000000000005	70.89399999999999	63.611999999999995	79.4	39.577	37.58	43.605	9.859	29.846999999999998	12.171	22.904	16.55	16.739	17.338	5.7410000000000005	32.93	13.395999999999999	17.927	13.575999999999999	16.91	16.811	15.966	22.680999999999997	11.134	14.457	7.414	13.234000000000002	17.825
41.67408	20.055999999999997	64.459	67.171	63.391000000000005	75.227	41.553999999999995	29.766	38.965	24.208000000000002	66.506	69.819	65.686	78.98899999999999	38.835	37.707	36.812	25.868000000000002	59.443000000000005	70.331	63.515	79.571	39.938	37.599000000000004	43.93	10.481	29.932	12.309000000000001	22.63	16.684	16.386	17.382	5.4479999999999995	33.239000000000004	13.187999999999999	17.516	13.597999999999999	17.635	17.113	16.005	22.718000000000004	10.927	14.817	7.584	13.054	17.354
41.84072	20.198	64.56	67.13600000000001	63.663000000000004	75.26899999999999	41.818999999999996	29.87	39.424	24.221999999999998	66.9	70.274	65.881	79.374	39.21	38.028	37.284	25.859	59.315	70.786	63.843999999999994	79.81	40.085	38.031	44.115	10.472000000000001	30.725	12.783	22.404	16.877	17.038	17.609	5.982	33.294000000000004	13.065	17.397000000000002	13.645	17.582	17.311	16.325	22.469	11.003	14.842	7.682	13.332	17.84
42.0074	20.227999999999998	64.652	66.76	63.412	75.035	41.93600000000001	30.127	39.663000000000004	24.287	66.695	70.119	65.874	79.453	39.446	38.146	37.39	26.087	59.55	70.689	63.622	79.808	40.207	38.096	44.507	10.713	30.435	12.458	23.313000000000002	16.202	16.246	17.612000000000002	5.767	33.681999999999995	12.366	17.519000000000002	13.603	17.062	17.171	16.144000000000002	22.458000000000002	11.245999999999999	14.847000000000001	7.821000000000001	13.457	17.125
42.1741	20.128	64.256	67.051	63.245	75.16	41.958999999999996	30.374000000000002	39.914	24.276	66.814	70.012	65.96600000000001	79.178	39.64	38.341	37.672	26.049	59.638999999999996	70.81	63.568999999999996	79.76100000000001	40.458	38.204	44.56100000000001	11.095999999999998	30.796999999999997	12.44	22.358	16.157	17.029	17.711	5.836	33.703	13.234000000000002	17.332	13.758	17.534000000000002	17.413	16.816	23.13	11.200999999999999	14.604000000000001	7.7170000000000005	13.355	17.767
42.34082	20.355999999999998	64.635	67.09100000000001	63.423	75.238	42.434	30.641	40.244	24.625999999999998	66.655	70.054	65.892	79.79899999999999	39.971	38.673	38.094	26.401	59.475	70.366	63.747	79.78	40.646	38.421	44.696999999999996	11.120999999999999	31.008000000000003	12.577	22.616	16.352999999999998	16.713	17.682000000000002	6.287999999999999	34.317	13.258	17.387	13.638	17.65	17.127	16.335	22.935	11.196	14.888	8.023	13.665999999999999	17.882
42.50757	20.355999999999998	64.071	66.816	63.402	75.63	42.596000000000004	30.765	40.631	24.633000000000003	66.437	70.039	65.932	79.707	40.16	38.948	38.374	26.44	59.626000000000005	70.436	63.64	80.086	40.806	38.724000000000004	45.091	11.231	30.875999999999998	13.457	23.046999999999997	16.864	16.910999999999998	17.71	6.656000000000001	34.045	13.196	17.756	13.633	18.11	17.583	17.081	22.71	10.82	14.772	7.872000000000001	13.577	18.254
42.67418	20.563000000000002	64.358	66.811	63.375	75.464	42.57	31.04	40.751999999999995	24.685	66.14699999999999	70.029	65.926	79.74	40.422	39.037	38.57	26.515	58.998999999999995	70.656	63.442	79.98	40.897	38.900999999999996	45.059	11.359000000000002	31.378	12.902999999999999	22.622	16.477	16.977999999999998	17.832	6.47	34.028	12.84	17.680999999999997	13.507	17.627	17.677	16.653	23.11	11.177999999999999	14.895999999999999	7.836	13.276	18.402
42.84101	20.592	64.02199999999999	67.05	63.268	75.543	42.732	31.365	41.083	24.949	66.815	69.814	65.90899999999999	80.27600000000001	40.754	39.284	38.821	26.781999999999996	59.49100000000001	71.012	63.648999999999994	80.285	41.257	39.089	45.367	11.527000000000001	31.846	12.84	22.967	16.588	17.062	18.717	6.666	34.584	12.864	17.535999999999998	13.616	17.829	17.648	17.114	23.514	11.459000000000001	14.637	8.113	13.501	18.203
43.00757	20.67	64.227	67.051	63.416000000000004	75.959	42.958	31.401999999999997	41.397	24.819000000000003	66.501	69.783	65.709	80.263	40.782	39.568000000000005	39.242	26.848000000000003	59.468	70.296	63.512	80.36	41.285	39.089	45.474	11.667	31.71	12.897	22.586	17.185	17.285999999999998	17.997	6.892	34.445	12.577	17.589000000000002	13.958	18.19	17.87	17.016	23.186999999999998	11.172	14.49	7.974	13.982999999999999	18.024
43.1741	20.741	64.459	66.914	63.22	75.827	43.153	31.678	41.733999999999995	25.122	66.04899999999999	69.99	65.943	80.416	41.147	39.677	39.582	27.039	59.5	70.388	63.772	80.398	41.479	39.283	45.586000000000006	11.68	32.273	12.452	23.144000000000002	17.54	17.214000000000002	18.439	7.247000000000001	34.923	12.902999999999999	16.917	13.798	17.692	17.627	16.947	23.318	11.47	14.56	8.184	13.652999999999999	18.524
43.34081	20.741	64.06	66.914	63.13399999999999	75.827	43.239	31.791999999999998	41.763000000000005	25.522	66.335	69.562	65.858	80.188	41.433	39.791	39.667	27.125	59.32899999999999	70.76	63.601000000000006	80.227	41.422	39.426	45.7	11.965	32.244	12.651	22.544	17.197	16.957	18.267	7.047000000000001	34.923	12.989	17.288	14.112	18.063	18.026	17.175	23.546	11.184000000000001	15.302	8.441	13.880999999999998	18.838
43.50758	20.891	64.09	66.881	63.449	75.803	43.326	32.037	42.11	25.629	66.187	69.781	66.137	80.53399999999999	41.522	39.965	40.003	27.313000000000002	59.388000000000005	70.295	63.516999999999996	80.52	41.655	39.716	45.952	12.062999999999999	32.6	12.954	22.576999999999998	17.067	17.252	18.874000000000002	7.287999999999999	34.99	13.033	17.129	14.014000000000001	17.808	17.749000000000002	17.09	23.316999999999997	11.342	14.913	8.232999999999999	13.751	18.7
43.67423	20.955	64.227	66.53699999999999	63.273	75.987	43.5	32.343	42.339	25.846	66.38600000000001	69.726	66.479	80.462	41.78	40.31	40.354	27.505	59.068999999999996	70.468	63.74	80.845	42.027	39.945	46.131	12.466	32.823	12.783	23.070999999999998	17.242	17.742	18.824	7.6339999999999995	35.244	12.577	17.96	14.614	18.361	18.298	17.500999999999998	23.615	11.686	14.860999999999999	8.573	14.210999999999999	19.08
43.8409	21.184	63.971000000000004	66.68	63.273	75.816	43.586000000000006	32.458	42.453	25.874000000000002	66.472	69.726	65.994	80.462	41.836999999999996	40.395	40.611	27.59	59.153999999999996	70.553	63.483000000000004	80.617	41.998999999999995	40.031	46.131	12.523	33.251	13.068	22.986	17.413	17.486	18.995	7.747999999999999	35.216	12.806	17.332	14.1	18.047	18.125999999999998	17.301	23.901	11.115	14.775	8.487	14.069	18.909000000000002
44.00752	21.084	63.91	66.732	63.213	76.119	43.733000000000004	32.637	42.772	25.885	66.638	70.033	66.017	80.822	42.156000000000006	40.628	40.983999999999995	27.77	59.122	70.319	63.565	80.692	41.975	40.15	46.19	12.51	33.259	13.228	22.941999999999997	18.17	17.444000000000003	18.724	7.877000000000001	35.65	12.965	17.775	14.345	18.859	18.54	17.314	23.684	11.274000000000001	14.933	8.591000000000001	14.427	18.922
44.17426	21.305999999999997	63.794	66.422	63.354	76.171	43.903	32.85	43.026	26.206	66.015	69.729	66.166	80.876	42.239	40.711999999999996	41.192	27.925	59.063	70.298	63.592	80.942	42.4	40.318000000000005	46.51	12.812000000000001	33.76	13.068	23.338	17.874000000000002	17.776	18.803	8.151	35.698	13.206	17.822	14.673	18.743	18.162	17.285	24.0	11.488	15.58	8.799	14.5	18.945999999999998
44.34085	21.254	63.504	66.408	63.348	76.012	43.941	33.025	43.096000000000004	26.276	66.199	69.507	66.03399999999999	80.486	42.336999999999996	40.893	41.216	27.959	59.03	69.992	63.416000000000004	80.443	42.299	40.388000000000005	46.452	12.399000000000001	33.559	12.520999999999999	22.826	17.745	18.072	19.237000000000002	8.251	35.607	13.225999999999999	17.635	14.15	18.77	18.569000000000003	17.851	24.022	11.992	15.533	8.884	14.6	18.692999999999998
44.50763	21.712	63.803000000000004	66.428	63.277	76.283	44.00899999999999	33.305	43.303999999999995	26.349	66.221	69.39	66.029	80.816	42.518	41.104	41.608000000000004	28.151999999999997	58.672	70.217	63.687	80.741	42.364	40.568000000000005	46.842	13.078	33.957	13.394	23.344	17.883	18.127	19.295	8.731	36.265	12.817	17.545	14.797	19.148	18.397000000000002	17.746	24.06	11.27	15.417	8.498	14.481	19.352
44.67424	21.568	63.446999999999996	66.52199999999999	63.233999999999995	76.325	44.026	33.452	43.467	26.703000000000003	65.657	69.36399999999999	65.94800000000001	80.85600000000001	42.65	41.007	41.757	28.244	58.688	69.992	63.501000000000005	80.61399999999999	42.442	40.559	46.623000000000005	12.257	34.243	13.005	23.453000000000003	18.172	18.072	19.551	8.536	36.006	13.54	17.293	14.235999999999999	18.941	18.825	17.937	24.022	11.479000000000001	15.419	9.14	14.686	18.778
44.84102	21.52	63.397	66.456	63.443000000000005	76.325	44.185	33.671	43.678000000000004	26.653000000000002	66.42	69.164	66.029	80.944	42.806000000000004	41.193999999999996	42.105	28.459	58.466	70.07600000000001	63.538000000000004	80.61	42.623000000000005	40.827	46.85	12.854000000000001	34.296	13.423	23.125	18.43	18.219	19.56	8.621	35.891999999999996	13.017999999999999	17.72	14.399000000000001	19.188	18.69	18.302	24.388	11.671	15.335999999999999	8.981	14.828	19.160999999999998
45.00752	21.543000000000003	63.36600000000001	66.317	63.328	76.234	44.242	33.828	43.79	26.804000000000002	66.025	69.544	65.86399999999999	80.741	42.976000000000006	41.336000000000006	42.114	28.587	58.663999999999994	70.42699999999999	63.451	80.803	42.706	40.967	46.998999999999995	12.785	34.971	13.235	23.15	18.105	18.21	19.898	9.068999999999999	36.226	13.318	18.024	14.384	19.359	19.141	18.303	24.761999999999997	11.513	15.212	9.017999999999999	14.788	19.472
45.17435	21.701999999999998	63.405	66.16	63.052	76.124	44.258	34.177	44.119	26.918000000000003	66.184	69.163	66.053	80.918	43.048	41.611000000000004	42.483000000000004	28.819000000000003	58.673	69.959	63.375	80.691	42.777	41.038999999999994	47.021	12.853	35.094	13.069	23.654	18.173	18.223	19.484	9.31	36.236	13.354000000000001	17.749000000000002	14.764000000000001	19.924	19.042	18.239	24.956999999999997	11.636	15.253	9.022	15.027999999999999	19.69
45.34118	21.761	63.446999999999996	66.525	63.268	76.34	44.413999999999994	34.289	44.215	27.250999999999998	66.092	69.16	65.962	81.079	43.26	41.623000000000005	42.592	28.929000000000002	58.601000000000006	69.84100000000001	63.762	80.244	42.843	41.306000000000004	47.27	13.049000000000001	35.726	13.747	23.344	18.628	18.823	19.744	9.507	36.64	13.001	18.146	14.554	19.531	19.1	18.794	24.680999999999997	11.455	15.824000000000002	9.639	15.311	19.809
45.50774	21.706	63.489	66.373	63.369	76.24	44.512	34.459	44.341	27.326999999999998	65.682	69.358	66.101	80.809	43.271	41.722	42.76	29.096999999999998	58.901	70.125	63.633	80.832	43.025	41.431000000000004	47.376000000000005	13.13	35.728	13.248	23.261999999999997	18.97	18.363	19.86	9.735	36.672	13.394	18.171	15.092	19.798	19.331	18.488	25.124000000000002	11.158	15.564	9.366	15.738	19.555
45.67435	21.921999999999997	63.32	66.436	63.17100000000001	76.625	44.566	34.624	44.595	27.461	66.176	69.48	66.107	80.762	43.382	42.063	42.873999999999995	29.29	58.675	69.987	63.493	80.669	43.135	41.455	47.402	13.144	35.98	13.548	24.198	18.725	18.808	20.422	9.921	36.925	12.859000000000002	18.386	14.673	19.727999999999998	19.778	18.477	25.112	11.485999999999999	15.835999999999999	9.521	15.637	20.232
45.84103	21.919	63.677	66.57600000000001	63.242	76.46300000000001	44.781000000000006	34.782	44.778	27.749000000000002	65.8	69.486	66.108	80.863	43.652	42.193000000000005	43.342	29.531999999999996	58.656000000000006	70.366	63.563	80.877	43.258	41.55	47.428999999999995	13.561	36.176	12.829	23.999000000000002	18.365	19.000999999999998	20.42	10.199	37.21	13.411	18.401	15.024000000000001	20.199	19.861	18.835	25.07	11.664000000000001	15.335	9.286	15.825999999999999	19.83
46.00763	22.013	63.058	66.363	63.2	76.627	44.592	35.023	44.818999999999996	27.701	65.615	69.1	66.039	81.085	43.751000000000005	42.263000000000005	43.385	29.541999999999998	58.413000000000004	69.95100000000001	63.55	80.406	43.097	41.707	47.471000000000004	13.481	36.273	13.642000000000001	23.892	18.92	18.921	20.340999999999998	10.581	37.135	13.59	17.975	15.492	19.948	19.955	19.392	25.107	11.353	15.602	9.407	15.342	20.386
46.17441	22.101999999999997	63.1	66.297	63.18600000000001	76.41199999999999	44.836000000000006	35.282	44.83	27.951	66.041	69.473	66.236	80.78399999999999	43.763000000000005	42.45	43.67100000000001	29.798000000000002	58.57	70.005	63.593999999999994	80.476	43.28	41.833	47.723	13.65	36.71	13.228	23.781999999999996	19.033	19.47	20.691	11.043	37.226	13.35	18.26	15.283	20.101	19.842	19.259	25.436999999999998	11.748	15.484000000000002	9.566	15.743	20.363
46.3411	22.265	63.145	66.236	63.262	76.32300000000001	44.873999999999995	35.274	44.836999999999996	27.991	65.749	69.564	66.064	80.899	43.945	42.605	43.551	29.816	58.471000000000004	70.008	63.525	80.47	43.285	41.926	47.77	13.630999999999998	36.968	13.489	23.803	19.218	19.572	20.941	11.289000000000001	37.63	13.614	18.009	14.911	20.33	19.859	19.085	25.322	12.071	15.524000000000001	9.737	15.985	19.805
46.5076	22.533	63.075	66.195	63.192	76.053	44.8	35.486999999999995	45.052	28.145	65.506	69.003	66.28399999999999	80.949	43.957	42.589	43.681000000000004	29.941999999999997	58.196999999999996	69.82300000000001	63.512	80.142	43.326	41.968	47.696999999999996	13.435	37.153	13.205	24.506	19.167	19.405	20.949	11.615	37.41	13.417	18.451	15.091	20.425	20.445999999999998	19.267	25.505	11.642000000000001	15.618	9.424	16.224	20.595
46.67444	22.48	63.298	66.255	63.214	76.49600000000001	45.037	35.762	45.375	28.465999999999998	65.79899999999999	69.274	66.234	80.902	44.135	42.828	43.997	30.243000000000002	58.593	70.006	63.476000000000006	80.34899999999999	43.617	42.028	48.033	13.69	37.493	13.537	24.08	19.599	19.492	20.664	12.139000000000001	37.78	14.13	18.62	15.34	20.905	20.568	19.924	25.901999999999997	11.687000000000001	15.789000000000001	9.867	16.337	20.168
46.84105	22.605999999999998	62.826	66.225	63.063	76.335	44.955	35.73	45.525	28.486	65.74	69.45	66.14699999999999	80.8	44.111000000000004	42.891999999999996	43.981	30.354	58.5	70.036	63.47	80.44800000000001	43.62	42.09	47.956	13.985999999999999	37.726	13.130999999999998	24.381	19.547	19.703	21.43	12.640999999999998	37.925	14.133	19.12	15.459000000000001	20.744	20.781	19.706	25.945999999999998	11.834000000000001	15.562000000000001	9.982999999999999	16.343	20.76
47.00775	22.686999999999998	63.078	66.363	63.17100000000001	76.279	45.138000000000005	35.995	45.648999999999994	28.69	65.58800000000001	69.50399999999999	66.433	80.59899999999999	44.235	43.047	44.227	30.59	58.17	70.002	63.519	80.361	43.628	42.301	48.053999999999995	13.745	37.935	13.323	25.017	20.15	20.133	21.104	13.275	37.902	13.657	18.937	15.652999999999999	20.537	21.299	19.878	26.06	11.677999999999999	15.758	9.854	16.277	20.261
47.17434	22.765	62.765	66.219	63.147	76.295	45.075	36.115	45.61600000000001	28.583000000000002	65.88	68.97800000000001	66.083	80.70100000000001	44.231	43.157	44.388000000000005	30.506999999999998	58.206	69.623	63.583	80.059	43.567	42.385	48.103	13.390999999999998	38.371	13.73	25.499000000000002	20.230999999999998	19.572	21.676	13.469000000000001	37.902	13.51	19.454	15.33	20.669	21.085	20.212	26.160999999999998	11.706	15.752	9.797	16.532	20.134
47.34119	22.862	62.846000000000004	65.869	63.229	76.279	45.226000000000006	36.315	45.824	28.807	65.384	68.95100000000001	66.2	80.42399999999999	44.381	43.13399999999999	44.46	30.764	58.17	70.09	63.431999999999995	80.332	43.657	42.358999999999995	48.17100000000001	13.860999999999999	38.371	13.265	25.25	20.18	20.045	21.395	13.245999999999999	37.902	13.802	18.85	15.652999999999999	21.119	20.949	20.053	26.293000000000003	12.115	15.874	9.941	16.8	20.61
47.5079	22.826999999999998	62.632	65.97800000000001	62.9	76.107	45.263999999999996	36.552	45.803000000000004	29.156999999999996	65.814	69.12100000000001	65.961	80.835	44.477	43.464	44.503	31.116999999999997	58.393	70.056	63.714	80.158	43.868	42.571000000000005	48.445	13.532	38.756	13.865	24.866999999999997	20.463	20.184	22.38	14.114	38.286	13.821	19.628	16.08	20.97	21.322	20.4	26.581999999999997	11.755	15.633	9.929	17.084	20.343
47.67444	23.107	63.398999999999994	66.343	63.173	76.227	45.251999999999995	36.677	45.85	29.392	65.393	69.14	66.242	80.432	44.727	43.45399999999999	44.706	31.094	58.316	69.9	63.55	79.92699999999999	43.855	42.733000000000004	48.381	13.719000000000001	39.001999999999995	13.144	25.265	20.128	20.579	22.078000000000003	14.074000000000002	38.181999999999995	13.363	19.67	16.118	21.576	21.545	21.066	26.695	11.88	16.025	10.167	16.980999999999998	20.828000000000003
47.84123	23.144000000000002	63.007	65.923	63.218	76.218	45.265	36.891999999999996	45.95	29.315	66.11	69.421	66.20100000000001	80.627	44.536	43.7	44.808	31.28	58.157	69.801	63.858000000000004	79.77199999999999	44.013000000000005	42.775	48.57	13.901	39.275999999999996	13.499	25.682	20.572	20.557	22.349	15.073	38.455999999999996	13.865	19.648	15.892000000000001	21.118000000000002	22.019000000000002	20.9	26.908	12.265	15.915999999999999	9.823	17.367	20.603
48.00774	23.337	62.871	66.20100000000001	62.967	76.164	45.371	36.988	46.055	29.666999999999998	65.689	69.061	66.278	80.195	44.816	43.632	44.924	31.462	58.283	69.84899999999999	63.665	79.977	43.998999999999995	42.938	48.448	13.883	39.611	13.972999999999999	25.732	21.054000000000002	20.544	22.456	15.530999999999999	38.497	13.844000000000001	19.954	16.69	21.346	21.6	21.568	26.934	12.274000000000001	15.958	10.294	17.499000000000002	21.147
48.17458	23.311	62.408	65.73100000000001	63.26	76.081	45.282	37.056	46.053999999999995	29.48	65.568	68.96600000000001	66.242	80.315	44.698	43.775	44.881	31.561	58.316	69.46300000000001	63.49100000000001	79.51899999999999	43.942	42.879	48.556000000000004	13.923	39.847	13.639000000000001	25.499000000000002	20.944000000000003	20.987	22.253	15.415	38.765	13.509	19.991	16.585	21.546999999999997	22.331999999999997	21.27	27.162	12.055	16.288	9.905	17.477	20.857
48.34112	23.483	62.667	66.02600000000001	63.141999999999996	76.07600000000001	45.486999999999995	37.251	46.23	29.842	65.485	69.236	66.307	80.01899999999999	44.903999999999996	43.86600000000001	44.865	31.695	58.195	69.411	63.606	79.656	44.028	43.113	48.623000000000005	14.205	40.135999999999996	13.681	26.024	20.645	21.215999999999998	22.923000000000002	16.29	38.672	13.815	20.041	16.514	21.871	22.33	21.247	27.372	12.449000000000002	16.512999999999998	10.09	17.499000000000002	20.914
48.5078	23.427	62.585	66.095	63.032	75.89399999999999	45.48	37.354	46.193000000000005	29.825	65.028	69.133	66.173	80.042	44.838	44.006	45.07	31.826999999999998	58.026	69.803	63.38	79.296	44.049	43.076	48.532	13.999	40.243	13.880999999999998	26.116	21.113000000000003	21.070999999999998	23.044	16.587	38.895	14.015	20.246	16.804000000000002	21.673000000000002	21.924	21.342	27.497	12.210999999999999	15.724	10.463	17.878	20.859
48.67446	23.693	62.711000000000006	65.884	63.192	75.727	45.583999999999996	37.524	46.442	30.301	65.814	68.874	66.351	79.995	44.883	44.056000000000004	45.2	32.168	58.123000000000005	69.631	63.45	79.415	44.176	43.177	48.827	13.927	40.602	13.267999999999999	26.889	21.488000000000003	21.566999999999997	23.168000000000003	16.89	38.927	14.374	20.472	16.757	21.776	22.397	21.656999999999996	27.843000000000004	12.248	15.859000000000002	10.402999999999999	18.077	21.039
48.84121	23.65	62.567	66.095	63.372	75.914	45.61	37.664	46.585	30.233	65.702	69.086	66.298	79.801	44.996	44.228	45.318000000000005	32.19	58.126000000000005	69.608	63.601000000000006	79.22	44.26	43.203	48.913000000000004	14.175	40.744	13.485999999999999	26.642	22.119	21.759	23.155	17.611	38.922	14.035	20.634	17.180999999999997	21.823	22.912	21.851	27.774	12.525	16.724	10.327	18.034000000000002	20.909000000000002
49.00792	23.909000000000002	62.70399999999999	66.146	63.068999999999996	75.476	45.678000000000004	37.786	46.653	30.381999999999998	65.578	68.759	66.41	79.773	45.093	44.385	45.45	32.312	58.175	69.984	63.445	79.10300000000001	44.239	43.24100000000001	48.808	14.46	40.928000000000004	13.944	26.932	22.113000000000003	21.871	23.092	17.637	38.986999999999995	14.259	20.773000000000003	17.026	22.436999999999998	22.965999999999998	22.378	27.978	12.192	16.569000000000003	10.344000000000001	18.203	21.285999999999998
49.17451	24.034000000000002	62.72	65.929	63.174	75.467	45.748999999999995	38.003	46.666000000000004	30.656	65.39	69.07	66.369	79.794	45.106	44.398999999999994	45.464	32.763000000000005	57.956	69.82600000000001	63.57899999999999	79.211	44.339	43.518	48.998000000000005	14.673	41.20399999999999	13.568	27.616	22.209	21.79	23.364	18.028	39.439	13.532	21.015	17.473	22.27	23.239	22.124000000000002	28.221999999999998	12.609000000000002	16.753	10.437999999999999	18.592	21.646
