	MG1655-1	12PD3-8_1	12PD4-6_1	12PD6-3_1	12PD7-6_1	metJ-1	acrB-1	metJ_acrB-1	MG1655-2	12PD3-8_2	12PD4-6_2	12PD6-3_2	12PD7-6_2	metJ-2	acrB-2	metJ_acrB-2	MG1655-3	12PD3-8_3	12PD4-6_3	12PD6-3_3	12PD7-6_3	metJ-3	acrB-3	metJ_acrB-3	metJ_relA_acrB-1	metJ_relA_purT-1	metJ_relA_clsA-1	metJ_relA_rnb-1	metJ_relA_yeaR-1	metJ_relA_treR-1	metJ_relA_treA-1	metJ_relA_acrB-2	metJ_relA_purT-2	metJ_relA_clsA-2	metJ_relA_rnb-2	metJ_relA_yeaR-2	metJ_relA_treR-2	metJ_relA_treA-2	metJ_relA_acrB-3	metJ_relA_purT-3	metJ_relA_clsA-3	metJ_relA_rnb-3	metJ_relA_yeaR-3	metJ_relA_treR-3	metJ_relA_treA-3
49.34119	24.085	62.147	65.91199999999999	63.157	75.359	45.678000000000004	37.961999999999996	46.653	30.528000000000002	65.725	69.081	66.234	79.363	45.211000000000006	44.385	45.508	32.576	57.911	69.368	63.708999999999996	78.985	44.121	43.358000000000004	48.691	14.548	41.485	13.915	26.932	22.201	21.665	23.444000000000003	18.518	39.163000000000004	13.35	21.39	17.612000000000002	22.173000000000002	23.319000000000003	21.909000000000002	28.066	12.69	16.335	10.402999999999999	18.379	21.109
49.50797	24.139	62.489	65.875	63.089	75.331	45.687	38.114000000000004	46.839	30.912	65.278	68.40100000000001	66.141	79.423	45.22	44.483999999999995	45.464	32.786	57.548	69.45100000000001	63.406000000000006	78.78	44.276	43.367	48.908	14.245999999999999	41.435	13.845	27.221999999999998	22.4	21.894000000000002	23.939	18.956	39.258	13.368	21.383000000000003	17.486	22.552	23.401999999999997	22.612	28.506	12.68	16.092	10.626	18.959	20.958000000000002
49.6746	24.31	62.772	65.809	63.198	75.185	45.726000000000006	38.296	46.876999999999995	30.944000000000003	65.506	68.895	66.194	79.102	45.288000000000004	44.435	45.773	32.760999999999996	57.479	69.50399999999999	63.456	78.78	44.46	43.435	48.95	14.532	41.88399999999999	14.069	27.66	22.629	22.006	24.434	18.570999999999998	39.294000000000004	14.21	21.875999999999998	17.859	22.344	23.428	22.816999999999997	28.680999999999997	12.052999999999999	16.789	10.702	18.688	21.247
49.84124	24.326	62.217	65.785	63.083999999999996	75.04899999999999	45.84	38.466	46.99100000000001	31.081999999999997	65.27600000000001	68.814	66.141	79.407	45.372	44.756	45.803000000000004	32.959	57.776	69.775	63.606	78.437	44.485	43.783	49.184	14.517000000000001	41.909	14.345999999999998	27.706999999999997	22.555999999999997	22.316	23.834	19.295	39.347	13.84	21.715	17.961	22.538	23.709	22.836	28.73	12.478	16.833	10.567	19.233	21.528000000000002
50.00801	24.587	62.387	65.775	63.165	75.233	45.847	38.508	47.028	31.128	65.559	68.683	66.393	79.032	45.262	44.614	46.008	33.236999999999995	57.476000000000006	69.38	63.511	78.535	44.376999999999995	43.585	49.099	14.841	42.24	13.968	28.288	22.76	22.548000000000002	23.476999999999997	19.582	39.211	14.109000000000002	21.948	18.022000000000002	22.913	23.969	22.798000000000002	28.75	12.892999999999999	16.687	10.543	19.026	21.553
50.17468	24.519000000000002	62.691	65.908	63.117	74.913	45.895	38.577	47.047	31.28	65.222	69.02600000000001	66.41199999999999	79.006	45.427	44.724	45.744	33.306	57.661	69.752	63.492	78.3	44.452	43.809	49.27	14.530999999999999	42.316	13.888	28.519000000000002	22.925	22.331999999999997	24.557	19.225	39.635999999999996	14.206	22.318	17.975	22.468000000000004	24.166999999999998	23.267	29.101999999999997	12.667	16.848	10.665999999999999	19.248	21.956
50.34125	24.674	62.324	66.072	62.986999999999995	74.874	45.908	38.677	47.03	31.29	64.946	68.809	66.10600000000001	78.408	45.263999999999996	44.59	45.847	33.346	57.295	69.211	63.538000000000004	77.848	44.435	43.645	49.049	15.155999999999999	42.388000000000005	13.982000000000001	28.616	22.756	22.663	24.389	20.028	39.56	14.124	22.238000000000003	18.512	23.066	24.264	23.218000000000004	29.112	12.732000000000001	17.032	10.761	19.374000000000002	22.112
50.508	24.779	62.533	65.93	62.99	75.002	45.963	38.876999999999995	47.262	31.605999999999998	65.45100000000001	68.845	66.20100000000001	78.53699999999999	45.555	44.94	46.141000000000005	33.546	57.592	69.51100000000001	63.777	78.24	44.637	43.788999999999994	49.224	15.023	42.79600000000001	14.259	29.046	23.302	22.974	24.583000000000002	20.282	39.82	14.254000000000001	22.340999999999998	18.585	22.730999999999998	24.752	23.796999999999997	29.308000000000003	12.863	17.223	10.831	19.36	21.805
50.67461	24.866999999999997	62.386	65.842	62.902	74.796	45.905	38.936	47.174	31.605999999999998	65.274	68.992	66.024	78.44800000000001	45.466	44.998999999999995	46.083	33.722	57.239	69.452	63.659	77.887	44.637	43.965	49.401	14.993	43.148999999999994	14.377	28.781	23.36	23.121	24.671	20.93	39.760999999999996	13.783	22.605999999999998	18.673	22.554000000000002	24.664	23.738000000000003	29.366999999999997	12.274000000000001	17.605999999999998	11.037	19.713	21.717
50.84126	24.973000000000003	62.217	65.756	63.202	74.696	45.986999999999995	38.907	47.256	31.816999999999997	65.27600000000001	68.755	66.288	78.23100000000001	45.578	45.05	46.155	33.753	57.629	69.687	63.577	77.643	44.662	43.989	49.507	15.399000000000001	42.879	13.905	29.295	23.879	22.904	25.069000000000003	20.352999999999998	39.935	14.369000000000002	22.831999999999997	19.02	22.715	25.15	24.041999999999998	29.671	12.507	17.51	11.272	20.027	21.528000000000002
51.00799	25.191	62.18	66.018	63.02	74.531	46.022	39.111999999999995	47.262	31.959	65.422	68.55	66.23	78.419	45.643	45.086999999999996	46.288999999999994	33.928000000000004	57.239	69.59899999999999	63.453	77.622	44.725	43.965	49.607	15.376	43.473	14.347000000000001	29.723000000000003	23.302	23.033	25.26	20.9	39.849000000000004	14.401	22.959	19.115	23.349	24.899	23.885	29.660999999999998	13.01	17.429000000000002	11.39	20.39	21.569000000000003
51.17485	25.309	62.445	65.93	63.078	74.531	46.14	39.141999999999996	47.409	32.047	65.245	68.756	66.377	78.242	45.643	45.205	46.376999999999995	34.251999999999995	57.769	69.59899999999999	63.68899999999999	77.387	44.901	44.113	49.607	15.288	43.326	13.905999999999999	30.223000000000003	23.39	22.768	25.024	21.018	39.849000000000004	14.078	23.313000000000002	19.674	23.436999999999998	25.281999999999996	23.885	30.044	12.774000000000001	17.694000000000003	11.449000000000002	20.066	21.923000000000002
51.34129	25.342	62.308	65.967	63.058	74.472	46.18899999999999	39.400999999999996	47.488	32.191	65.105	68.87899999999999	66.324	77.977	45.692	45.253	46.479	34.159	57.367	69.487	63.345	77.476	44.716	44.074	49.565	15.325	43.375	14.093	29.872	23.837	23.45	25.498	20.607	40.077	13.617	23.318	19.358	23.409000000000002	25.314	24.414	30.131999999999998	12.99	17.701	11.255	20.012999999999998	21.897
51.508	25.578000000000003	62.248999999999995	65.76100000000001	62.852	74.17699999999999	46.101000000000006	39.400999999999996	47.516999999999996	32.515	64.84	68.791	66.441	78.212	45.751000000000005	45.428999999999995	46.42	34.306	57.278999999999996	69.193	63.816	77.035	44.775	44.162	49.623000000000005	15.765999999999998	43.463	14.357999999999999	29.842	23.748	23.744	25.351	21.048000000000002	40.489000000000004	14.412	23.583000000000002	19.564	23.261999999999997	25.432	24.503	30.19	12.814	17.965999999999998	11.372	20.395	21.721
51.67472	25.666	62.661	65.82	63.263999999999996	74.442	46.013000000000005	39.548	47.605	32.455999999999996	65.105	68.76100000000001	66.265	77.712	45.692	45.253	46.50899999999999	34.423	57.132	69.193	63.61	77.035	45.011	44.28	49.623000000000005	16.207	43.875	14.417	30.548000000000002	24.248	23.831999999999997	25.498	20.901	39.989000000000004	14.735	23.377	19.652	23.261999999999997	25.844	24.473000000000003	30.279	13.167	18.289	11.637	20.454	22.044
51.84139	25.729	61.907	65.768	63.067	74.382	46.15	39.601	47.537	32.688	65.318	68.531	66.123	77.829	45.711999999999996	45.477	46.464	34.653	57.318999999999996	69.581	63.56	77.036	44.973	44.388000000000005	49.816	15.421	43.777	14.34	30.285	24.048000000000002	23.601	25.648000000000003	21.108	40.393	14.627	24.264	19.865	23.294	25.729	24.473000000000003	30.543000000000003	13.235	18.119	11.795	20.724	21.96
52.00803	25.891	62.271	65.796	62.986999999999995	74.086	46.141000000000005	39.576	47.644	32.675	64.846	68.757	66.351	77.268	45.762	45.403999999999996	46.373000000000005	34.689	57.302	69.191	63.744	77.128	45.056000000000004	44.321000000000005	49.794	15.51	44.062	14.617	30.671	24.215	23.708000000000002	25.308000000000003	21.316999999999997	40.305	14.462	24.489	20.305	23.301	25.974	24.823	30.774	13.01	18.439	11.370999999999999	21.302	22.358
52.17474	26.141	62.078	65.59100000000001	62.965	73.995	46.162	39.611	47.576	32.809	65.459	68.485	66.402	77.208	46.04600000000001	45.448	46.63399999999999	34.813	56.934	69.243	63.604	76.87	44.905	44.313	49.714	15.745	44.14	14.279000000000002	31.171	24.293000000000003	24.223000000000003	25.554000000000002	21.408	40.51	14.735999999999999	24.274	20.421	23.629	26.393	25.142	30.888	12.815	18.523	11.357999999999999	21.234	22.608
52.3414	26.136999999999997	62.448	65.817	62.956	73.82	46.23	39.851	47.644	32.9	65.16	68.684	66.367	77.179	45.851000000000006	45.547	46.79600000000001	34.848	57.07	69.5	63.507	76.634	44.972	44.351000000000006	49.785	15.796	44.29600000000001	14.444	31.375999999999998	24.405	24.305999999999997	26.281999999999996	21.173000000000002	40.371	14.492	24.854	20.618000000000002	23.715999999999998	26.245	24.997	31.006	13.097999999999999	18.868	11.668	21.229	22.253
52.50816	26.43	62.00899999999999	65.905	62.868	73.87899999999999	46.347	39.909	47.761	33.105	65.043	68.743	66.279	77.179	45.938	45.723	46.79600000000001	35.111999999999995	57.333	69.471	63.478	76.868	45.03	44.527	49.931000000000004	15.62	44.354	14.561	31.99	24.756	23.985	25.814	21.583000000000002	40.547	14.843	24.766	20.589000000000002	23.833000000000002	26.537	25.201	31.094	13.186	19.043	11.493	21.346	22.546
52.67473	26.363000000000003	61.993	65.742	62.998000000000005	73.771	46.305	40.073	47.718999999999994	33.357	64.85	68.667	66.437	77.071	46.071999999999996	45.826	46.781000000000006	35.188	57.23	69.541	63.637	76.615	45.135	44.571999999999996	49.917	16.374000000000002	44.54600000000001	14.555	31.921999999999997	25.099	23.889	26.098000000000003	21.603	40.213	14.252	25.255	20.523000000000003	23.471999999999998	26.353	25.541999999999998	31.522	13.091	19.24	11.867	21.426	22.537
52.84141	26.549	62.141000000000005	65.58800000000001	62.938	73.711	46.305	40.025	47.982	33.171	65.163	68.653	66.307	76.866	45.983999999999995	45.618	46.968	35.258	56.911	69.645	63.781000000000006	76.619	45.108999999999995	44.485	49.82	16.657	44.604	14.732000000000001	32.535	24.85	24.34	25.843000000000004	22.393	40.454	14.34	25.881	20.515	23.886	26.447	25.335	31.430999999999997	12.945	19.227999999999998	11.754000000000001	21.410999999999998	22.695
53.00818	26.528000000000002	61.953	65.926	62.778999999999996	73.351	46.288999999999994	40.095	47.703	33.416	64.918	68.816	66.295	76.73899999999999	45.909	45.68899999999999	46.72	35.415	56.868	69.25399999999999	63.623000000000005	76.288	45.034	44.673	49.893	16.314	44.675	14.739	32.545	24.858	23.998	25.764	22.578000000000003	40.611999999999995	14.288	25.539	20.872	23.662	26.601999999999997	25.52	31.616	13.332	19.528	12.023	21.419	22.645
53.17485	26.721999999999998	61.912	65.877	63.085	73.399	46.36	40.204	47.861000000000004	33.503	64.664	68.703	66.125	76.37899999999999	46.038999999999994	45.67	46.718	35.438	56.974	69.171	63.637	76.253	45.108000000000004	44.629	49.868	16.43	44.861999999999995	14.543	32.029	25.055	24.369	26.393	21.363000000000003	40.339	14.529000000000002	26.084	21.104	23.559	26.88	25.701999999999998	31.71	13.512	19.524	11.945	21.267	22.752
53.34152	26.808000000000003	62.013999999999996	65.902	62.986999999999995	73.39	46.343999999999994	40.382	47.992	33.7	65.215	69.027	66.243	76.632	45.994	45.891999999999996	47.013000000000005	35.614000000000004	57.163000000000004	69.464	63.393	76.18	45.147	44.875	50.008	16.271	44.876999999999995	14.488	33.003	25.254	24.16	26.162	22.305	40.665	14.593	25.819000000000003	21.500999999999998	23.885	26.883000000000003	25.774	31.811999999999998	13.578	20.333	12.123	21.785999999999998	22.72
53.50824	26.846999999999998	61.695	65.456	62.868	73.273	46.315	40.361999999999995	47.873999999999995	33.806	65.06	68.517	66.20100000000001	76.195	46.14	45.82899999999999	46.878	35.683	56.903	69.27600000000001	63.566	76.068	45.178999999999995	44.67100000000001	49.998999999999995	16.379	45.021	14.637	32.739000000000004	25.267	24.173000000000002	25.994	22.16	40.643	14.74	26.268	21.549	23.918000000000003	26.831	25.858	31.983	13.110999999999999	19.998	11.981	22.061999999999998	23.111
53.67486	26.973000000000003	61.943999999999996	65.678	62.972	73.234	46.24	40.491	47.975	33.933	64.873	68.476	66.19	76.477	46.153	46.016999999999996	46.922	35.841	57.035	69.235	63.583	76.262	45.221000000000004	44.858999999999995	49.983999999999995	16.62	45.297	14.700999999999999	33.361	25.538	24.706	26.265	23.19	40.713	14.309000000000001	26.568	22.081999999999997	23.81	27.54	26.218000000000004	32.314	13.526	20.24	12.249	22.041999999999998	23.178
53.84158	27.148000000000003	61.565	65.38600000000001	62.856	73.205	46.386	40.403	48.004	33.904	65.078	68.65100000000001	66.219	76.068	46.181999999999995	45.93	46.981	35.899	56.685	69.206	63.437	75.65	45.133	44.684	50.071000000000005	16.474	45.238	14.526	33.536	25.159000000000002	24.736	26.410999999999998	22.84	40.568000000000005	14.542	26.801	21.701999999999998	23.665	27.015	26.218000000000004	32.489000000000004	13.38	20.473	12.337	22.158	22.857
54.00817	27.223000000000003	61.888999999999996	65.595	62.976000000000006	73.01100000000001	46.5	40.602	48.233999999999995	33.868	64.762	68.745	66.225	76.107	46.266000000000005	46.015	47.18600000000001	36.098	56.951	69.241	63.468999999999994	75.775	45.333999999999996	44.708999999999996	50.128	16.839000000000002	45.265	14.743	33.876999999999995	25.175	25.015	26.254	23.296999999999997	40.884	14.555	26.994	22.156	24.208000000000002	27.266	26.589000000000002	32.597	13.450999999999999	20.693	12.349	21.97	22.961
54.17493	27.486	62.005	65.508	62.83	73.156	46.354	40.602	48.03	34.189	65.024	68.512	66.108	76.107	46.208	46.015	47.126999999999995	36.098	57.126000000000005	69.183	63.468999999999994	75.541	45.305	44.768	50.273999999999994	17.16	45.586000000000006	14.743	33.644	25.701	24.956999999999997	26.809	22.801	41.001000000000005	14.671	26.994	22.185	24.296	27.529	26.618000000000002	32.597	13.626	21.043000000000003	12.67	22.583000000000002	23.487
54.34145	27.625999999999998	62.086999999999996	65.818	63.114	73.02	46.535	40.671	48.24	34.348	65.131	68.528	66.329	75.855	46.244	46.136	47.126000000000005	36.255	56.974	69.55	63.812	75.525	45.283	44.891000000000005	49.985	16.897000000000002	45.533	15.184000000000001	34.041	25.695999999999998	24.980999999999998	26.685	23.52	40.835	14.558	26.988000000000003	22.561999999999998	24.521	27.959	26.372	32.789	13.629000000000001	20.894000000000002	12.645	22.375	23.015
54.50823	27.695999999999998	62.083999999999996	65.755	62.907	72.98100000000001	46.50899999999999	40.793	48.156000000000006	34.472	64.893	68.464	66.119	75.903	46.333999999999996	46.138000000000005	47.3	36.406	56.768	69.048	63.371	75.25399999999999	45.403999999999996	44.806999999999995	50.19	16.969	45.681000000000004	14.705	34.254	26.029	24.964000000000002	26.9	23.005	41.071999999999996	14.72	27.204	22.721	24.211	27.474	26.935	32.768	13.703	21.14	12.4	22.3	22.968000000000004
54.67489	27.730999999999998	61.886	65.678	62.768	72.884	46.678000000000004	40.87	48.266999999999996	34.371	64.873	68.068	66.16	75.806	46.357	46.192	47.476000000000006	36.453	56.948	69.32300000000001	63.67	75.416	45.542	45.034	50.45	17.174	45.647	15.43	35.141	26.238000000000003	25.29	26.674	22.84	41.151	14.979000000000001	27.706	22.956999999999997	24.073	27.802	26.918000000000003	33.071999999999996	13.963	21.726999999999997	12.687000000000001	23.208000000000002	23.294
54.8417	27.815	61.949	65.529	62.945	72.632	46.586999999999996	41.019	48.35	34.73	65.59899999999999	68.44	66.241	75.642	46.295	46.273	47.255	36.632	56.662	69.462	63.497	75.19800000000001	45.482	45.03	50.381	17.296	45.99100000000001	14.745	34.719	26.004	25.055	26.873	23.441999999999997	40.861	14.614	27.819000000000003	22.872	24.183000000000003	27.796	26.845	33.086	13.683	21.64	12.731	22.945	23.320999999999998
55.0083	28.016	62.172	65.78399999999999	62.994	72.719	46.684	40.968	48.388999999999996	34.763000000000005	64.834	68.58	66.236	75.554	46.333999999999996	46.372	47.475	36.639	56.418	69.078	63.604	75.225	45.49100000000001	44.865	50.365	17.29	45.856	15.667	34.924	25.941999999999997	25.168000000000003	26.988000000000003	23.413	41.364	14.515999999999998	28.078000000000003	23.245	24.123	27.853	27.197	33.467	13.936	21.665	12.924000000000001	22.912	23.61
55.17498	28.156	61.496	65.6	62.928999999999995	72.904	46.748999999999995	41.093999999999994	48.453	34.806	64.85300000000001	68.771	66.165	75.477	46.37	46.347	47.443999999999996	36.707	56.442	69.007	63.452	75.005	45.441	45.016999999999996	50.36600000000001	17.551	46.006	14.884	35.116	25.996	25.570999999999998	26.544	23.694000000000003	41.023	15.015	28.334	23.475	23.853	28.398000000000003	26.805999999999997	33.338	13.852	21.980999999999998	12.812000000000001	22.965999999999998	23.4
55.34155	28.156	61.933	65.774	62.986999999999995	72.467	46.574	41.036	48.424	34.922	64.91199999999999	68.102	66.223	75.36	46.37	46.434	47.356	36.707	56.355	69.182	63.393	74.77199999999999	45.382	45.075	50.336999999999996	17.463	46.006	14.884	35.669000000000004	25.996	25.366999999999997	26.544	23.694000000000003	40.936	14.869000000000002	28.13	23.33	24.086	28.252	26.921999999999997	33.571	14.23	22.214000000000002	12.637	23.401999999999997	23.458000000000002
55.50835	28.415	61.486000000000004	65.855	62.803000000000004	72.671	46.613	41.13	48.376000000000005	35.131	64.817	68.271	66.27600000000001	75.039	46.409	46.387	47.372	37.006	56.431000000000004	69.118	63.617	74.827	45.508	45.143	50.38	17.457	46.04600000000001	15.049000000000001	35.788000000000004	25.933000000000003	25.655	26.891	24.276999999999997	41.089	15.209000000000001	28.623	23.441	23.939	28.164	27.624000000000002	33.69	14.338	22.676	12.800999999999998	23.224	23.659000000000002
55.67486	28.633000000000003	61.43600000000001	65.595	62.95399999999999	72.428	46.665	41.187	48.398	34.958	64.557	68.29899999999999	65.985	75.031	46.431000000000004	46.29	47.559	37.033	56.498000000000005	69.06	63.419	74.735	45.415	45.049	50.397	17.594	46.153999999999996	15.482999999999999	35.648	25.95	25.612	27.195	23.441	41.173	14.769	29.014	23.285	24.271	28.583000000000002	27.6	33.724000000000004	13.955	22.576	12.887	22.861	23.558000000000003
55.84161	28.592	61.555	65.454	62.928999999999995	72.40899999999999	46.545	41.298	48.54	35.068000000000005	65.028	68.422	65.961	74.92399999999999	46.515	46.434	47.531000000000006	37.231	56.617	69.095	63.481	74.77199999999999	45.528	45.192	50.45399999999999	17.9	46.181000000000004	15.321	35.844	26.316	25.134	27.068	24.072	41.023	15.19	29.178	23.825	24.523000000000003	28.311	27.621	33.949	14.055	23.35	13.132	23.024	23.837
56.00835	28.833000000000002	61.452	65.59899999999999	62.907	72.381	46.593	41.27	48.441	35.194	65.143	68.065	65.868	74.782	46.476000000000006	46.272	47.497	37.174	56.68899999999999	69.378	63.372	74.404	45.608999999999995	45.123000000000005	50.516999999999996	17.866	46.195	15.302999999999999	36.415	26.156	25.613000000000003	27.191999999999997	23.923000000000002	41.312	15.14	29.33	24.018	24.090999999999998	28.576	27.67	33.909	14.411	23.246	13.144	23.213	23.878
56.17493	28.829	61.663000000000004	65.73	62.976000000000006	72.235	46.758	41.4	48.578	35.437	64.896	68.461	66.118	74.867	46.728	46.468999999999994	47.61600000000001	37.304	56.813	69.484	63.528	74.34100000000001	45.481	45.288000000000004	50.515	17.912	46.333	15.109000000000002	36.566	26.351999999999997	25.258000000000003	27.275	24.419	40.95	15.062999999999999	29.618000000000002	24.241	24.554000000000002	28.603	27.558000000000003	33.856	14.306	23.589000000000002	13.472000000000001	23.177	23.698
