	MG1655-1	IBUA8-3_1	IBUA8-3_ilvH-revert-1	pykF-1	ilvH-1	pykF_ilvH-1	glyQ-1	pykF_glyQ-1	MG1655-2	IBUA8-3_2	IBUA8-3_ilvH-revert-2	pykF-2	ilvH-2	pykF_ilvH-2	glyQ-2	pykF_glyQ-2	MG1655-3	IBUA8-3_3	IBUA8-3_ilvH-revert-3	pykF-3	ilvH-3	pykF_ilvH-3	glyQ-3	pykF_glyQ-3	ilvH_glyQ-1	pykF_ilvH_glyQ-1	ilvH_glyQ-2	pykF_ilvH_glyQ-2	ilvH_glyQ-3	pykF_ilvH_glyQ-3
41.50903	4.428999999999999	20.155	24.66	26.999000000000002	3.272	26.2	4.143	32.859	3.638	22.504	27.197	27.654	3.555	26.058000000000003	4.5280000000000005	34.153	4.277	20.514	29.706999999999997	27.101	3.485	26.014	4.6	34.586	3.472	34.650999999999996	3.534	36.84	3.241	35.777
41.67572	4.401	20.098	24.864	26.747	3.405	27.087	4.016	33.228	3.739	22.675	26.848000000000003	26.719	3.5580000000000003	25.774	4.888999999999999	32.894	4.476	20.522	29.261	27.404	3.6189999999999998	26.706	4.7669999999999995	34.499	3.4760000000000004	35.639	3.636	35.94	3.44	35.202
41.84239	4.2989999999999995	20.805999999999997	23.976999999999997	25.892	3.4019999999999997	26.980999999999998	4.045	33.868	3.736	22.211	26.644000000000002	26.743000000000002	3.522	25.666999999999998	4.593	34.153	4.407	21.1	26.680999999999997	27.654	3.42	25.33	4.698	34.813	3.2119999999999997	34.683	3.6	36.025999999999996	3.404	33.727
42.00904	4.864	20.732	24.391	26.666999999999998	3.3789999999999996	27.136999999999997	4.348	34.389	3.779	22.788	25.857	26.835	3.597	25.921	4.7989999999999995	34.803000000000004	4.485	20.928	27.588	27.685	3.529	25.813000000000002	4.808	33.707	3.387	35.858000000000004	3.708	35.051	3.3489999999999998	35.159
42.17584	4.19	20.23	25.936999999999998	25.054000000000002	3.3930000000000002	26.565	4.458	33.12	3.8560000000000003	22.643	26.878	27.204	3.513	26.129	4.712	34.284	4.687	20.881	28.246	26.648000000000003	3.603	26.474	5.011	33.967	3.8510000000000004	34.421	3.622	34.821999999999996	3.198	33.435
42.3425	4.746	19.713	24.383000000000003	25.65	3.486	26.74	4.455	33.999	3.7569999999999997	22.421	26.697	27.578000000000003	3.9	25.524	4.907	35.096	4.6930000000000005	20.951	28.235	28.14	3.736	26.753	4.885	35.467	3.431	35.404	3.653	36.551	3.457	34.084
42.50908	4.934	20.089000000000002	23.585	26.219	3.3819999999999997	26.755	4.644	33.977	3.978	21.819000000000003	26.028000000000002	26.388	3.437	26.125999999999998	4.998	34.293	4.717	20.154	27.89	28.281999999999996	3.435	27.026999999999997	4.942	35.542	3.5860000000000003	35.772	3.8089999999999997	34.997	3.45	35.431
42.6757	4.88	20.34	24.423000000000002	25.658	3.489	26.781	4.5889999999999995	34.238	4.151	21.843000000000004	25.695999999999998	27.195999999999998	3.5439999999999996	25.337	4.9110000000000005	35.042	4.6	19.980999999999998	27.528000000000002	27.368000000000002	3.838	26.404	4.954	35.674	3.6310000000000002	35.742	3.852	36.725	3.428	33.931999999999995
42.8424	5.182	20.649	23.885	25.773000000000003	3.234	27.059	4.367	33.444	3.995	22.967	25.713	27.28	3.681	25.615	5.016	33.139	4.803999999999999	21.301	29.21	27.16	3.6510000000000002	25.998	5.0280000000000005	35.077	3.7039999999999997	34.95	3.565	35.736999999999995	3.239	34.801
43.00922	4.746	20.234	25.426	26.269000000000002	3.29	26.153000000000002	4.683	32.597	4.083	22.519000000000002	25.85	26.145	3.6710000000000003	25.816999999999997	5.038	34.933	4.922	20.951	27.616	27.618000000000002	3.6060000000000003	26.362	4.918	35.434	3.627	35.241	3.8160000000000003	36.453	3.359	34.671
43.17586	5.149	19.769000000000002	25.255	25.284000000000002	3.332	26.666999999999998	4.6930000000000005	33.02	3.963	21.565	26.886999999999997	26.595	3.551	25.615	5.114	33.531	4.935	21.006999999999998	26.829	26.768	3.52	25.868000000000002	4.7989999999999995	33.609	3.5410000000000004	35.08	3.957	36.748000000000005	3.37	32.42
43.34258	4.922	19.545	24.081999999999997	25.738000000000003	3.503	26.795	4.276	30.461	4.163	21.698	25.611	26.816999999999997	3.753	25.871	5.182	34.326	4.9	20.651999999999997	28.871	28.186	3.782	25.73	5.093	33.978	3.4760000000000004	35.769	3.798	33.986999999999995	3.44	31.752
43.50917	5.255	19.983	24.554000000000002	26.666999999999998	3.412	26.388	4.641	30.741999999999997	4.039	21.518	26.54	26.932	3.8569999999999998	26.019000000000002	4.928999999999999	34.966	5.169	20.928	28.662	27.783	3.6919999999999997	26.366999999999997	5.231	34.293	3.615	35.271	3.903	35.832	3.3160000000000003	30.991
43.67593	5.541	20.323	24.406999999999996	25.871	3.332	27.090999999999998	4.857	28.846	4.191	22.184	26.496	27.605999999999998	3.485	26.17	5.016	33.726	4.837	20.91	28.819000000000003	27.975	3.716	27.107	5.256	35.109	3.443	35.863	3.826	36.292	3.467	30.105
43.84263	5.422000000000001	20.121	24.074	25.665	3.577	26.56	4.481	30.491999999999997	4.336	21.721999999999998	25.67	27.072	3.698	25.116	5.291	33.836999999999996	5.206	20.773000000000003	28.410999999999998	27.695	3.696	26.246	5.496	36.324	3.423	35.902	3.841	33.986999999999995	3.32	30.381999999999998
44.00922	5.365	19.941	25.523000000000003	26.464000000000002	3.5839999999999996	27.033	4.912	28.491	4.245	22.128	25.752	26.959	3.7039999999999997	26.013	5.2010000000000005	32.260999999999996	5.5729999999999995	20.234	27.584	28.628	3.802	26.199	5.211	34.945	3.6919999999999997	36.121	3.9139999999999997	33.324	3.359	31.444000000000003
44.17588	5.561	19.811	24.611	26.79	3.486	26.87	4.749	29.500999999999998	4.148	22.128	25.296	26.796	3.7689999999999997	25.816999999999997	5.2010000000000005	33.467	5.182	20.495	27.909000000000002	28.205	3.8339999999999996	26.362	5.406000000000001	34.782	3.529	36.317	3.9139999999999997	31.5	3.359	29.717
44.34261	5.761	19.492	23.674	26.147	3.5869999999999997	26.65	4.785	29.968000000000004	4.3469999999999995	21.614	26.901999999999997	26.805	4.066	26.413	5.563	34.683	5.513	20.34	28.017	26.879	3.74	26.599	5.638999999999999	33.164	3.5	36.198	3.819	31.249000000000002	3.363	28.846999999999998
44.50925	5.475	19.964000000000002	24.831	26.816	3.495	26.765	4.6930000000000005	28.553	4.191	21.989	26.496	26.595	3.616	26.333000000000002	5.244	34.705	5.7170000000000005	20.518	28.753	27.975	3.8139999999999996	26.585	5.256	33.086999999999996	3.736	34.461	3.6630000000000003	31.433000000000003	3.3369999999999997	29.355
44.67601	5.707999999999999	20.168	24.969	25.586	3.4330000000000003	26.676	4.795	27.518	4.39	21.474	26.798000000000002	27.386999999999997	3.88	26.57	5.346	33.704	5.331	19.906	28.535	28.475	3.752	25.779	5.162000000000001	34.175	3.838	34.799	3.862	30.953000000000003	3.569	29.43
44.84269	5.707999999999999	19.678	24.545	26.695	3.531	26.676	4.664	28.954	4.586	21.866	25.33	26.408	3.6189999999999998	24.874000000000002	5.346	33.736999999999995	5.428999999999999	21.211	27.719	28.344	4.013	26.79	5.7170000000000005	32.315	3.838	36.723	4.058	30.888	3.438	28.320999999999998
45.00935	5.7860000000000005	19.897000000000002	25.483	26.230999999999998	3.5069999999999997	28.04	5.099	28.33	4.564	22.999000000000002	26.139	26.761	3.727	25.683000000000003	5.585	33.181	5.801	21.136999999999997	28.009	28.996	3.7319999999999998	26.459	5.827000000000001	31.923000000000002	3.818	34.801	3.84	31.278000000000002	3.286	28.708000000000002
45.17603	5.59	19.766	24.145	25.285	3.7030000000000003	26.701999999999998	4.511	27.546	4.923	22.509	25.616999999999997	28.752	3.727	26.662	5.422000000000001	33.736	5.899	20.908	27.976	26.743000000000002	3.927	26.035	5.337999999999999	32.641	3.818	35.192	4.0360000000000005	31.081999999999997	3.4810000000000003	28.511999999999997
45.34273	5.892	19.063	24.096	26.118000000000002	3.6439999999999997	27.666	4.7139999999999995	28.48	4.572	22.230999999999998	24.818	28.543000000000003	3.7	26.713	5.756	33.985	5.745	20.826	28.485	28.135	3.87	26.968000000000004	5.771	31.976	3.728	33.516999999999996	3.782	30.057	3.194	27.682
45.5094	5.746	19.584	25.533	26.576999999999998	3.4610000000000003	27.668000000000003	5.119	27.406999999999996	4.652	22.721	26.29	27.502	4.007	26.552	5.575	34.028	5.632999999999999	19.484	27.609	28.34	3.7880000000000003	26.809	5.787999999999999	31.495	3.94	32.713	3.763	29.410999999999998	3.176	27.523000000000003
45.67605	5.733	19.397000000000002	25.41	26.649	3.713	27.119	4.717	27.999000000000002	4.6080000000000005	22.206999999999997	24.728	28.291	3.802	25.611	5.858	33.669000000000004	6.207000000000001	20.147000000000002	29.377	27.819000000000003	3.94	27.598000000000003	5.742000000000001	31.921	3.9610000000000003	32.483000000000004	3.884	29.838	3.655	29.128
45.84275	5.99	19.715999999999998	24.553	26.575	3.7089999999999996	27.730999999999998	5.138	27.565	4.735	21.774	25.765	27.53	3.929	27.333000000000002	5.8870000000000005	33.79	6.3	20.63	28.485	28.101999999999997	3.772	26.739	5.966	31.65	3.826	32.342	4.1739999999999995	29.305999999999997	3.6519999999999997	29.217
46.00952	6.027	19.561	25.574	27.074	3.843	26.596999999999998	5.109	28.718000000000004	5.098	21.913	26.035	27.638	3.7039999999999997	25.415	5.956	33.571	6.501	20.474	29.377	28.962	3.94	27.141	5.775	31.954	3.863	33.266999999999996	4.243	30.165	3.557	26.221
46.17612	6.202999999999999	18.995	24.52	26.576999999999998	3.657	27.374000000000002	4.825	27.505	5.044	21.348000000000003	25.8	27.371	3.9419999999999997	25.212	5.869	33.734	6.417000000000001	20.464000000000002	27.217	28.373	3.8539999999999996	27.070999999999998	5.755	32.77	4.039	33.071999999999996	4.156000000000001	30.195	3.6660000000000004	27.816999999999997
46.34278	6.101	19.903	26.211	26.078000000000003	3.555	27.039	5.2139999999999995	27.561	4.811	22.255	25.987	28.701999999999998	3.9389999999999996	26.706999999999997	5.996	32.906	6.739	20.653000000000002	29.136	28.689	3.98	26.506	5.947	30.276	3.9360000000000004	34.76	3.9560000000000004	29.335	3.597	28.69
46.50958	6.275	19.995	25.255	26.753	3.54	27.289	5.099	26.991	4.727	22.379	26.726999999999997	27.447	3.9219999999999997	25.65	6.042000000000001	34.291	6.519	20.908	28.465999999999998	27.918000000000003	3.634	26.133000000000003	6.056	31.204	3.9160000000000004	32.45	3.84	30.298000000000002	3.4810000000000003	27.5
46.67618	6.202999999999999	19.747	24.421999999999997	26.904	3.82	26.949	5.5120000000000005	26.066	4.946000000000001	21.936	26.191999999999997	27.566999999999997	4.007	26.127	6.49	34.355	6.646	20.432000000000002	28.524	28.275	3.886	26.188000000000002	6.278	31.561	4.137	31.993000000000002	4.188	29.737	3.502	27.359
46.84289	6.726	19.093	24.226	26.381	3.5260000000000002	27.276	5.446000000000001	27.178	4.946000000000001	21.838	26.715	27.371	3.844	25.964000000000002	5.869	33.145	6.744	21.281999999999996	28.066999999999997	28.569000000000003	3.7880000000000003	26.515	6.18	33.326	4.071000000000001	32.091	4.09	28.168000000000003	3.7310000000000003	27.98
47.00956	7.193	19.652	25.215	26.261999999999997	3.783	26.929000000000002	5.478	26.443	5.143	22.039	27.778000000000002	27.683000000000003	3.9389999999999996	25.846999999999998	6.1	32.387	6.985	20.141	29.136	28.139	3.824	27.09	6.218999999999999	30.965999999999998	3.6830000000000003	33.795	3.8280000000000003	29.531999999999996	3.534	27.77
47.17618	6.459	19.76	25.026999999999997	26.826	3.5439999999999996	27.623	5.435	28.15	5.4270000000000005	21.885	26.146	26.968000000000004	3.929	26.180999999999997	6.318	31.145	6.97	20.805	27.208000000000002	28.043000000000003	4.107	27.16	6.272	30.51	3.67	31.796999999999997	4.112	28.913	3.687	27.284000000000002
47.34296	6.9510000000000005	19.805	23.76	27.776999999999997	3.6210000000000004	27.954	5.443	27.234	5.497999999999999	21.896	25.301	27.983	4.004	25.628	6.16	30.39	7.295	20.849	26.456	27.186	4.176	26.963	6.2410000000000005	31.451999999999998	3.675	32.571	4.25	29.433000000000003	3.5639999999999996	26.925
47.50958	6.67	20.22	25.223000000000003	26.889	3.63	27.359	5.421	25.659000000000002	5.247999999999999	22.083000000000002	26.471	28.631999999999998	3.8510000000000004	25.883000000000003	6.106	30.581999999999997	7.31	20.185	27.628	28.394000000000002	4.189	27.285999999999998	6.385	30.927	3.9810000000000003	32.342	3.9989999999999997	28.743000000000002	3.575	26.756
47.6763	6.9639999999999995	19.599	24.535999999999998	27.412	3.565	28.176	5.682	25.756999999999998	5.4110000000000005	22.573	25.686	29.253	3.8510000000000004	24.935	6.204	29.503	7.441	20.382	27.89	29.865	3.763	27.285999999999998	6.614	32.203	3.949	32.015	3.803	27.500999999999998	3.738	27.083000000000002
47.84296	6.6610000000000005	20.139	24.618000000000002	26.185	3.428	29.237	5.446000000000001	25.968000000000004	5.403	22.916999999999998	26.910999999999998	27.566999999999997	3.9419999999999997	27.141	6.098	29.581999999999997	7.757999999999999	20.660999999999998	28.066999999999997	28.798000000000002	4.082	26.679000000000002	6.343	30.711	4.039	32.516	4.09	27.678	3.7310000000000003	26.836
48.00968	6.9239999999999995	19.889	23.811	26.81	3.7	28.618000000000002	5.585	26.166	5.507000000000001	22.371	24.923000000000002	28.776	4.213	26.816	5.94	29.189	7.591	20.9	29.044	28.104	3.858	27.429000000000002	6.476	30.639	4.01	32.505	4.131	27.678	3.7060000000000004	26.675
48.17623	7.226	20.743000000000002	24.601	26.104	3.728	28.176	5.519	25.005	5.542000000000001	22.573	25.784000000000002	28.141	4.112	27.29	6.497999999999999	28.587	7.6370000000000005	20.97	27.366	28.59	4.058	26.534000000000002	6.385	30.371	3.8510000000000004	31.655	4.065	28.253	3.738	27.149
48.34299	7.334	20.573	24.496	27.139	3.745	28.883000000000003	5.664	26.006999999999998	5.686	21.586	26.230999999999998	27.572	4.096	26.590999999999998	6.087000000000001	28.311999999999998	7.71	20.930999999999997	27.94	29.451999999999998	3.7760000000000002	26.879	6.591	31.136999999999997	3.765	30.719	4.243	27.225	3.655	25.895
48.50967	7.165	20.424	25.754	27.552	3.764	28.513	5.98	26.976999999999997	5.938	22.287	27.820999999999998	28.249000000000002	4.05	25.794	6.632999999999999	28.04	7.968999999999999	20.259	27.899	28.404	3.898	27.623	6.257999999999999	29.891	3.56	31.241	4.395	28.099	3.775	25.849
48.67641	7.422000000000001	20.122	25.648000000000003	27.085	3.63	28.111	5.682	25.659000000000002	5.934	22.05	25.784000000000002	27.912	4.145	26.734	6.891	29.274	8.16	20.611	28.38	28.459	3.96	27.809	6.614	29.291999999999998	3.785	33.193000000000005	4.065	28.057	3.673	26.854
48.84306	7.895	20.035999999999998	24.486	26.090999999999998	3.661	28.79	5.98	25.846999999999998	5.942	22.325	27.183000000000003	28.235	3.949	27.185	6.832999999999999	27.959	8.573	20.032	27.166	27.515	4.0	27.02	6.659	30.079	3.99	31.83	4.101	29.069000000000003	3.61	27.24
49.00973	7.45	20.496	25.6	26.581	3.878	28.59	6.261	25.941999999999997	6.581	21.508000000000003	25.869	28.263	3.8369999999999997	26.69	6.4239999999999995	27.104	8.192	20.33	28.504	29.471999999999998	3.984	26.459	6.739	28.958000000000002	3.9730000000000003	30.214000000000002	4.119	27.655	3.694	26.09
49.17645	7.614	19.252	24.29	26.647	3.682	28.034000000000002	6.195	27.219	6.122000000000001	22.588	26.983	26.986	4.329	26.951999999999998	6.228	28.479	8.486	20.820999999999998	27.685	28.162	3.984	27.998	6.608	29.581	4.006	30.509	4.119	26.836	3.76	26.549
49.34316	7.88	20.275	25.379	26.655	3.75	28.403000000000002	6.002000000000001	25.066999999999997	6.028	22.138	27.581999999999997	29.19	3.9389999999999996	27.223000000000003	6.952000000000001	27.375	8.687999999999999	20.01	28.316999999999997	28.041	4.086	27.909000000000002	7.006	30.049	4.109	31.305	4.09	27.566	3.5010000000000003	26.000999999999998
49.50978	7.731	19.413	24.322	25.895	3.793	29.511999999999997	6.1770000000000005	25.715999999999998	6.204	21.506	26.363000000000003	27.94	4.178	26.627	6.3420000000000005	28.418000000000003	8.376	20.065	28.445	29.515	4.033	27.381	7.347	29.784000000000002	3.924	29.863000000000003	4.232	27.463	3.971	25.798000000000002
49.67649	7.693	18.881	23.691	26.771	3.986	28.814	5.977	25.706999999999997	6.364	21.203000000000003	25.502	27.831999999999997	4.273	26.323	6.502000000000001	26.671999999999997	8.764	20.156	27.811999999999998	27.898000000000003	3.9960000000000004	26.519000000000002	7.244	29.184	4.117	29.851999999999997	4.031000000000001	27.65	3.9019999999999997	25.886999999999997
49.84313	7.848	19.41	24.748	26.52	3.772	29.089000000000002	5.797999999999999	25.226999999999997	6.22	21.274	26.005	27.518	4.159	25.909000000000002	6.456	27.635	8.627	20.49	27.302	28.508000000000003	4.147	27.354	7.234	29.004	4.203	31.086	3.951	27.599	3.5589999999999997	26.785
50.00991	7.801	19.531	24.83	27.218000000000004	3.675	28.965	5.893	25.564	6.376	21.558000000000003	25.819000000000003	28.375	4.453	26.835	6.645	28.494	9.622	19.921	27.372	27.912	4.107	28.339000000000002	7.09	29.397	3.965	30.781999999999996	3.883	27.309	3.785	26.4
50.17649	8.199	19.297	24.239	26.928	3.602	29.465	6.381	25.963	6.605	22.570999999999998	26.807	28.122	4.251	27.695	6.742999999999999	26.961	9.272	20.048	28.464000000000002	29.011	4.041	27.761	6.93	28.427	4.096	30.605	4.305	27.186999999999998	3.781	25.651
50.34317	8.199	19.592	24.305	27.322	3.897	29.333000000000002	5.922000000000001	24.848000000000003	6.278	22.046	26.676	27.401	4.152	26.875	7.071000000000001	26.108	9.207	20.441	27.743000000000002	30.225	4.041	28.351	7.225	29.180999999999997	4.228	29.883000000000003	4.206	27.482	4.0760000000000005	26.209
50.50995	8.372	20.111	23.839000000000002	26.95	3.9139999999999997	28.500999999999998	6.199	24.903000000000002	6.257000000000001	21.908	26.075	28.174	3.9389999999999996	26.011	6.952000000000001	27.604	9.147	20.108	27.629	28.171999999999997	4.283	27.058000000000003	7.235	29.165	4.01	31.206999999999997	4.221	26.125	3.698	25.968000000000004
50.67654	8.021	19.602	23.691	27.525	3.658	29.502	6.172999999999999	25.641	6.297999999999999	21.891	25.796999999999997	28.947	4.2410000000000005	25.831999999999997	7.026	26.836	9.453	20.943	27.255	28.816	3.93	28.912	7.1129999999999995	28.201	3.92	29.95	4.13	26.798000000000002	3.803	25.428
50.84331	8.003	20.248	24.502	27.322	3.897	29.76	6.316	24.619	6.605	21.554000000000002	25.43	28.549	4.152	26.383000000000003	6.678	27.059	9.666	20.441	27.151999999999997	29.208000000000002	3.943	28.416999999999998	7.127000000000001	28.590999999999998	3.932	30.113000000000003	4.305	26.136999999999997	3.781	26.996
51.01	7.843	19.403	23.624000000000002	27.756999999999998	3.9330000000000003	28.621	6.221	25.546	6.905	22.021	25.734	28.46	4.254	26.261	6.78	27.232	9.672	20.055	28.408	27.906999999999996	4.045	28.46	6.836	28.732	4.101	30.288	4.111000000000001	27.524	3.555	24.939
51.17673	8.161	20.153	25.156999999999996	26.4	3.872	29.98	6.252999999999999	24.647	6.932	22.506999999999998	25.95	26.968000000000004	4.06	27.228	7.037999999999999	26.89	9.654	20.477999999999998	26.586	27.616999999999997	3.91	27.455	7.122999999999999	28.316999999999997	4.063	30.684	4.177	27.211	3.949	24.534000000000002
51.34328	8.593	20.051	24.436	28.044	4.0280000000000005	29.432	6.2170000000000005	25.143	6.901	22.471999999999998	25.069000000000003	28.221	3.988	26.480999999999998	6.776	26.796999999999997	9.272	20.08	27.087	28.421	4.238	28.548000000000002	7.816	28.590999999999998	4.096	29.226999999999997	4.305	27.186999999999998	3.912	25.848000000000003
51.51001	8.742	20.094	25.428	27.066	3.888	30.453000000000003	6.108	24.92	6.659	21.695	26.78	26.62	4.175	27.569000000000003	6.829	26.705	10.043	20.32	27.419	29.307	4.029	27.372	7.605	29.151999999999997	4.215	28.279	4.3919999999999995	27.978	3.6069999999999998	25.986
51.6766	8.401	20.125	24.444000000000003	26.084	3.9	28.916	6.287000000000001	24.759	7.495	21.463	25.307	28.755	4.09	26.654	6.682	26.412	10.295	19.694000000000003	26.998	28.694000000000003	3.8480000000000003	27.771	7.23	28.338	4.199	29.631	4.243	27.622	3.9160000000000004	25.135
51.84346	9.004	19.569000000000003	23.363000000000003	27.164	3.92	29.83	6.436	23.904	7.281000000000001	22.711	25.568	28.094	4.273	26.454	7.124	27.0	9.879	20.844	26.96	28.258000000000003	3.9960000000000004	27.503	7.441	27.741999999999997	4.018	28.41	4.294	26.897	4.098	25.494
52.01001	8.604	19.705	23.726	26.701	3.9930000000000003	30.377	6.569	25.374000000000002	7.345	22.385	25.204	29.034000000000002	4.1160000000000005	27.364	7.124	24.998	10.684000000000001	19.899	27.147	27.488000000000003	3.964	27.753	7.109	28.320999999999998	4.149	29.311	4.166	26.627	4.1339999999999995	26.601999999999997
52.17672	8.549	19.458	24.037	26.915	3.967	30.822	6.282	24.41	7.157	22.663	24.991999999999997	27.613000000000003	3.9589999999999996	26.368000000000002	6.837999999999999	25.833000000000002	10.14	20.274	26.118000000000002	28.425	4.332	28.034000000000002	7.02	27.881999999999998	3.863	29.593000000000004	4.468	25.892	3.585	25.573
52.34338	8.48	19.307000000000002	23.986	27.0	4.183	30.551	6.436	23.839000000000002	7.675	22.612	26.19	27.898000000000003	3.978	27.339000000000002	7.124	26.836	10.338	20.943	26.96	28.685	3.9960000000000004	28.125	7.441	26.956	4.084	29.787	4.3919999999999995	27.159000000000002	3.967	25.625
52.51012	8.616	20.035999999999998	24.879	26.878	3.76	30.266	6.1770000000000005	24.305999999999997	7.351	22.03	25.412	28.628	4.146	27.185	6.8660000000000005	26.517	10.868	21.344	27.133000000000003	28.596999999999998	4.098	28.496	7.74	27.26	4.121	29.174	4.428	26.511999999999997	3.708	26.355
52.67674	8.256	19.762	23.853	26.874000000000002	3.88	30.66	6.532	24.761	8.104	22.184	25.67	27.381	4.497	27.938000000000002	7.059	26.381999999999998	10.318	20.840999999999998	27.725	28.276	4.258	27.973000000000003	7.642	28.048000000000002	3.92	29.476	4.323	28.546999999999997	3.832	26.254
52.84344	8.828	20.256	25.002	25.822	4.0969999999999995	29.572	6.221	24.004	7.462999999999999	21.956	26.619	27.738000000000003	4.287	27.375999999999998	6.944	25.953000000000003	10.787	20.711	27.358	28.038	4.209	28.23	7.4270000000000005	26.271	4.133	28.647	4.111000000000001	26.704	3.785	25.923000000000002
53.01	8.495	19.822	24.108	26.371	3.9960000000000004	29.891	6.086	23.569000000000003	7.917000000000001	22.243000000000002	26.086	28.155	4.644	27.465	7.1370000000000005	25.944000000000003	10.814	21.294	27.151999999999997	28.846999999999998	4.303	28.745	7.52	27.771	3.998	29.588	4.337	26.563000000000002	3.8139999999999996	24.11
53.17679	8.855	19.92	24.305	27.322	4.093999999999999	30.480999999999998	6.447	23.897	7.457999999999999	23.325	25.725	27.598000000000003	4.185	27.662	7.037999999999999	25.124000000000002	10.388	20.769000000000002	25.578000000000003	28.191	4.008	28.22	7.652	27.804000000000002	4.195	29.096	4.4030000000000005	27.219	3.912	25.455
53.34351	8.84	19.831	24.215	27.525	4.117	30.06	6.6979999999999995	23.642	8.068	22.219	25.24	28.717	4.2410000000000005	27.666999999999998	6.96	26.508000000000003	10.862	21.171999999999997	26.075	28.685	4.1930000000000005	28.322	7.736000000000001	27.775	4.1819999999999995	27.590999999999998	4.195	27.191999999999997	3.77	25.494
53.5102	8.616	20.396	23.469	26.976	4.022	30.691999999999997	6.505	25.224	7.777	22.555	26.298000000000002	27.219	4.244	28.463	7.456	25.173000000000002	10.901	20.785999999999998	27.068	28.662	4.131	28.889	7.544	27.391	4.285	28.289	4.133	26.25	3.708	24.585
53.67678	8.685	20.250999999999998	25.451999999999998	26.204	4.166	29.914	6.417000000000001	22.814	8.568999999999999	22.212	25.033	27.655	4.453	27.686	7.037999999999999	25.875	10.865	21.002	27.47	27.355	4.27	29.55	7.678999999999999	27.531	4.194	29.505	4.21	26.195999999999998	4.047	25.254
53.84349	8.583	20.134	22.551	25.993000000000002	4.218999999999999	30.266	6.374	24.634	8.564	22.160999999999998	25.773000000000003	28.201999999999998	4.178	27.775	7.26	25.468000000000004	10.966	20.983	27.625	28.105	4.0	29.315	7.15	27.293000000000003	4.383	29.764	4.232	25.331999999999997	3.807	23.962
54.01017	8.783	19.727999999999998	23.521	26.433000000000003	4.101	30.831	6.58	23.436	8.471	21.558000000000003	23.986	27.785999999999998	4.256	27.294	7.627000000000001	26.070999999999998	10.702	20.543000000000003	27.502	27.944000000000003	4.205	29.223000000000003	7.516	27.105	4.194	29.342	4.177	26.621	4.08	24.01
54.17682	8.954	20.215	23.879	25.813000000000002	4.0280000000000005	29.53	6.709	24.324	8.277999999999999	21.62	25.069000000000003	27.826999999999998	4.185	28.22	7.3660000000000005	25.944000000000003	10.748	20.9	28.694000000000003	28.093000000000004	4.434	28.647	7.7170000000000005	27.18	4.228	28.735	4.1080000000000005	25.645	3.978	23.913
54.34352	8.891	20.201	23.471	26.057	4.206	29.311	6.359	23.944000000000003	8.578	22.031999999999996	24.820999999999998	28.099	4.46	28.163	7.439	26.154	10.745999999999999	20.951999999999998	26.735	28.62	3.984	28.588	7.296	25.323	4.17	27.889	4.381	25.493000000000002	3.891	24.453000000000003
54.51033	8.634	20.209	24.298000000000002	26.328000000000003	4.274	29.713	6.625	23.855	8.78	22.531	26.337	28.502	4.365	27.616	7.2139999999999995	25.965999999999998	11.374	20.436	26.843000000000004	27.779	4.414	29.154	7.627999999999999	26.249000000000002	4.0760000000000005	28.98	4.319	25.732	3.862	24.133000000000003
54.67696	8.68	20.636	24.166999999999998	26.816999999999997	4.261	30.526999999999997	7.1	24.541	8.957	22.465999999999998	26.301	27.351	4.0569999999999995	28.691999999999997	7.034	25.701999999999998	11.449000000000002	20.601	27.1	28.72	4.2989999999999995	28.721999999999998	7.184	26.9	4.092	27.826	4.37	25.565	4.1419999999999995	23.642
54.84363	8.83	20.078	23.839000000000002	26.36	4.274	30.565	6.395	24.346	8.78	22.433000000000003	26.238000000000003	28.206999999999997	4.561	27.156999999999996	7.542000000000001	26.555999999999997	11.047	20.96	27.728	28.729	4.217	30.203000000000003	7.693	27.428	4.207	27.374000000000002	4.2860000000000005	25.633000000000003	3.7960000000000003	24.232
55.01027	9.191	20.209	23.479	26.131	4.176	29.68	6.723	24.051	8.583	23.121	25.583000000000002	27.748	4.234	27.354	7.05	26.392	10.883	20.73	27.006999999999998	28.074	4.021	29.482	7.431	27.068	4.305	27.898000000000003	4.09	25.206999999999997	3.7960000000000003	24.886999999999997
