	MG1655-1	HMDA1-10_1	HMDA3-5_1	HMDA5-4_1	HMDA7-1_1	proV-1	ptsP-1	wbbK-1	MG1655-2	HMDA1-10_2	HMDA3-5_2	HMDA5-4_2	HMDA7-1_2	proV-2	ptsP-2	wbbK-2	MG1655-3	HMDA1-10_3	HMDA3-5_3	HMDA5-4_3	HMDA7-1_3	proV-3	ptsP-3	wbbK-3	proV_nagC-1	proV_ptsP-1	proV_wbbK-1	proV_nagC_ptsP-1	proV_ptsP_wbbK-1	proV_nagC-2	proV_ptsP-2	proV_wbbK-2	proV_nagC_ptsP-2	proV_ptsP_wbbK-2	proV_nagC-3	proV_ptsP-3	proV_wbbK-3	proV_nagC_ptsP-3	proV_ptsP_wbbK-3
30.50707	0.762	32.777	32.671	33.715	34.027	3.577	6.98	2.295	1.5290000000000001	33.150999999999996	34.109	30.156	37.879	5.1739999999999995	5.92	2.7560000000000002	1.9969999999999999	32.94	33.705	28.616	39.789	5.615	6.372000000000001	2.965	0.855	4.7589999999999995	2.082	5.553999999999999	6.603	0.9109999999999999	5.436	2.025	5.388999999999999	4.606	1.2819999999999998	1.632	1.4480000000000002	1.452	3.198
30.67366	0.888	30.971	32.326	33.368	34.516	3.7939999999999996	6.742999999999999	2.208	1.489	32.3	34.626	29.566	37.468	5.444	5.9639999999999995	2.636	1.901	32.466	33.856	29.142	39.01	5.603	6.609	3.008	0.731	4.966	2.271	5.707999999999999	6.834	1.127	5.646	2.049	5.405	4.736000000000001	1.139	1.8219999999999998	1.584	1.476	3.161
30.84046	0.8320000000000001	31.278000000000002	33.248000000000005	33.089	34.097	3.7110000000000003	6.8260000000000005	2.291	1.3780000000000001	32.719	34.095	30.096	37.858000000000004	5.667000000000001	6.3260000000000005	2.636	1.9569999999999999	34.001	34.637	29.142	40.181999999999995	5.827000000000001	6.776	3.092	0.898	5.0489999999999995	2.215	5.763	7.336	0.987	5.506	1.881	5.656000000000001	4.68	1.4180000000000001	1.849	1.5	1.476	3.301
31.0071	0.9840000000000001	32.174	33.192	33.927	33.959	3.888	7.705	2.3569999999999998	1.473	32.189	34.32	30.458000000000002	39.119	5.539	6.087000000000001	2.87	1.969	33.001999999999995	33.942	29.225	39.21	5.8389999999999995	7.152	3.02	0.966	5.147	2.365	6.028	7.268	0.998	5.937	2.002	5.752000000000001	4.692	1.3159999999999998	1.776	1.4809999999999999	1.43	3.48
31.17374	0.8170000000000001	32.062	33.388000000000005	34.346	33.875	4.056	7.117999999999999	2.301	1.473	32.301	34.766999999999996	29.676	38.42	5.595	6.617999999999999	2.7310000000000003	1.9969999999999999	33.505	34.082	28.973000000000003	39.181999999999995	6.369	7.207999999999999	2.937	0.9940000000000001	5.257999999999999	2.309	6.111000000000001	7.462999999999999	0.914	6.189	1.974	6.115	4.859	1.26	1.86	1.426	1.514	3.563
31.34039	0.9990000000000001	31.500999999999998	33.694	34.345	33.734	4.101	7.692	2.403	1.6569999999999998	32.384	34.793	30.487	39.254	5.8629999999999995	6.494	2.887	2.292	33.415	34.358000000000004	28.779	39.428000000000004	6.524	7.223	3.12	0.87	5.301	2.4659999999999997	6.601	7.867000000000001	0.9590000000000001	6.176	1.909	6.271	5.015	1.167	1.766	1.556	1.476	3.4960000000000004
31.50709	0.961	32.135	33.635999999999996	34.396	34.065	4.07	7.959	2.458	1.705	31.991	34.732	29.905	38.74	5.9670000000000005	6.624	2.827	2.2840000000000003	32.618	34.935	30.761999999999997	39.052	6.32	7.4910000000000005	3.139	0.946	5.705	2.5180000000000002	6.728	8.128	0.872	6.361000000000001	2.1319999999999997	6.624	5.287000000000001	1.194	1.875	1.527	1.4469999999999998	3.435
31.67375	0.7190000000000001	32.378	33.488	34.639	34.531	4.467	8.135	2.381	1.462	32.4	34.891	31.121	38.482	6.337000000000001	7.022	2.8339999999999996	2.18	32.528	34.733000000000004	29.581999999999997	40.133	6.69	7.89	3.259	0.8420000000000001	5.687	2.414	6.849	8.249	1.018	6.843	2.11	6.9110000000000005	5.406000000000001	1.3119999999999998	1.993	1.4780000000000002	1.482	3.61
31.84043	0.903	31.471	33.861	34.399	35.044000000000004	4.23	8.655	2.449	1.617	32.69	34.959	30.934	39.501	6.186	7.207000000000001	2.793	2.1959999999999997	33.047	34.858000000000004	29.785	39.48	6.707000000000001	8.214	2.9960000000000004	0.9420000000000001	5.956	2.539	7.006	8.326	0.809	6.972	2.123	7.178999999999999	5.562	1.297	2.0069999999999997	1.574	1.4669999999999999	3.736
32.00706	1.5019999999999998	32.366	33.778	34.400999999999996	35.018	4.408	8.361	2.403	1.489	32.607	35.128	30.933000000000003	40.175	6.644	7.527	2.7760000000000002	2.041	33.330999999999996	34.972	30.006999999999998	40.015	7.027	7.977	3.287	0.87	5.97	2.522	7.131	8.509	0.904	7.125	2.2159999999999997	7.331	5.769	1.083	1.989	1.584	1.504	3.887
32.17385	0.987	31.833000000000002	34.949	35.626999999999995	34.375	4.593	8.683	2.617	1.45	32.662	35.545	30.209	39.501	6.855	8.072000000000001	2.8489999999999998	2.057	32.6	35.583	30.538	40.260999999999996	7.265	8.41	3.3310000000000004	0.97	6.207000000000001	2.595	7.787000000000001	9.079	0.9490000000000001	7.391	2.234	7.681	5.9239999999999995	1.2409999999999999	2.0069999999999997	1.546	1.411	3.792
32.34041	0.995	31.491	34.633	35.563	34.673	4.656000000000001	9.277999999999999	2.6510000000000002	1.485	32.597	35.369	30.729	39.132	7.17	8.136000000000001	2.94	2.2880000000000003	32.678000000000004	35.185	30.555999999999997	39.751999999999995	7.218	8.67	3.339	1.034	6.468	2.63	7.768	9.201	0.956	7.539	2.325	7.968999999999999	5.821000000000001	1.331	2.069	1.5530000000000002	1.501	3.8
32.50716	1.197	32.438	35.047	35.28	34.668	4.7410000000000005	9.232000000000001	2.593	1.74	32.674	35.477	30.465	39.944	7.2589999999999995	8.368	3.165	2.1519999999999997	33.494	35.771	30.378	41.042	7.672000000000001	9.154	3.372	0.983	6.8420000000000005	2.799	8.002	9.915	0.9	7.66	2.323	8.283999999999999	6.468	1.3559999999999999	2.125	1.4380000000000002	1.5830000000000002	3.998
32.67378	0.9670000000000001	32.3	35.443000000000005	34.698	35.483000000000004	5.131	9.641	2.5669999999999997	1.541	33.714	36.625	31.176	39.327	7.087000000000001	8.471	3.1910000000000003	2.065	33.795	35.688	30.138	39.808	7.72	9.2	3.339	0.894	6.496	2.77	8.048	10.039	0.956	7.957999999999999	2.325	8.499	6.602	1.247	2.069	1.5530000000000002	1.585	3.967
32.84053	0.89	32.138000000000005	35.923	35.597	35.236999999999995	5.167999999999999	9.896	2.858	1.5219999999999998	32.466	36.463	31.772	40.667	7.568	9.145	3.1719999999999997	2.184	34.351	36.165	29.953000000000003	40.897	7.921	9.65	3.43	1.014	7.057	2.835	8.943999999999999	10.234	0.966	8.017999999999999	2.3080000000000003	8.783	6.386	1.287	2.247	1.453	1.652	4.06
33.00714	1.141	33.113	35.7	36.098	35.07	4.917	10.147	2.6069999999999998	1.605	32.466	36.797	31.046999999999997	40.193000000000005	7.652	9.09	3.033	2.045	32.985	36.527	30.343000000000004	40.534	7.949	9.65	3.653	0.846	7.057	2.947	9.083	10.68	1.05	8.464	2.559	9.285	6.916	1.204	2.219	1.4809999999999999	1.624	3.9760000000000004
33.17387	1.0659999999999998	31.935	35.385	35.226	35.731	5.2589999999999995	10.519	2.697	1.6130000000000002	32.513000000000005	37.403	30.228	40.689	7.939	9.015	3.2910000000000004	2.276	33.51	36.549	30.026999999999997	40.724000000000004	8.544	10.023	3.5780000000000003	0.8540000000000001	7.207000000000001	2.87	9.623	11.444	0.973	8.558	2.5660000000000003	9.462	7.2589999999999995	1.238	2.254	1.655	1.575	4.067
33.34061	1.0979999999999999	32.866	36.455	35.794000000000004	35.63	5.122999999999999	10.775	2.728	1.561	33.359	37.944	30.739	40.617	8.418	9.187000000000001	3.3789999999999996	2.1959999999999997	33.521	36.727	30.203000000000003	40.568000000000005	8.66	10.39	3.721	0.97	7.3229999999999995	2.958	9.293	10.975999999999999	1.032	8.897	2.4859999999999998	9.717	6.984	1.2409999999999999	2.313	1.714	1.55	4.071000000000001
33.50721	1.345	33.05	36.529	36.453	35.787	5.622000000000001	10.965	2.948	1.641	32.986999999999995	37.654	31.009	40.522	8.581	9.964	3.208	2.36	34.095	37.775999999999996	30.055	40.417	8.627	10.469000000000001	3.801	0.938	7.737	3.1210000000000004	10.014	11.722999999999999	0.862	9.199	2.5380000000000003	10.047	7.2589999999999995	1.3219999999999998	2.31	1.794	1.659	4.235
33.67389	1.15	32.242	36.696	35.923	35.704	5.622000000000001	11.495	2.725	1.6130000000000002	33.071	37.85	29.865	40.606	8.776	10.047	3.2910000000000004	2.22	34.848	37.609	30.278000000000002	40.333	8.738999999999999	11.11	3.801	0.966	8.043	3.2889999999999997	10.042	11.527999999999999	1.14	9.339	2.65	10.466	7.566	1.294	2.31	1.571	1.714	4.374
33.84046	1.574	32.664	36.84	35.288000000000004	36.545	5.797999999999999	11.33	2.7089999999999996	1.5930000000000002	32.298	38.159	30.601999999999997	40.802	8.781	10.19	3.3280000000000003	2.116	34.819	37.917	29.982	41.281000000000006	9.412	11.447000000000001	3.863	0.946	7.962000000000001	3.187	10.462	11.860999999999999	1.0390000000000001	9.982999999999999	2.605	10.775	7.572	1.222	2.376	1.555	1.642	4.132
34.00713	1.5859999999999999	32.366	37.77	35.21	35.632	6.027	11.767000000000001	2.877	1.7409999999999999	32.802	38.31	30.738000000000003	40.622	8.905	10.765	3.4739999999999998	2.208	33.415	38.516999999999996	30.230999999999998	41.438	9.4	11.130999999999998	4.069	0.87	8.343	3.304	11.234000000000002	12.919	1.127	9.972000000000001	2.802	11.407	7.917999999999999	1.306	2.5469999999999997	1.723	1.755	4.418
34.17403	1.038	32.018	37.226	35.505	35.787	6.096	12.499	2.892	1.808	33.238	38.742	31.399	41.108000000000004	9.306000000000001	11.024000000000001	3.57	2.22	34.43	38.39	30.278000000000002	41.086000000000006	10.106	11.835999999999999	4.1080000000000005	0.966	8.49	3.372	11.659	12.475999999999999	0.973	10.425999999999998	2.7889999999999997	11.832	8.068	1.126	2.533	1.7380000000000002	1.798	4.625
34.34057	1.308	32.584	37.986	35.986999999999995	35.795	6.255	12.850999999999999	2.858	1.689	32.884	38.721	30.74	40.5	9.548	10.874	3.451	2.2680000000000002	35.104	38.814	30.288	41.733000000000004	9.594	11.992	4.183	1.014	9.121	3.3369999999999997	11.565	12.883	1.105	10.527000000000001	2.81	12.128	8.477	1.232	2.526	1.704	1.736	4.617
34.50721	1.33	31.658	38.234	35.814	35.845	6.721	12.905999999999999	3.153	1.653	32.514	39.946	31.816999999999997	41.391999999999996	9.905	11.457	3.721	2.2880000000000003	34.827	38.869	30.081999999999997	42.208	10.427	12.019	4.288	1.1179999999999999	8.757	3.718	11.927	13.332	1.04	11.027999999999999	2.966	12.880999999999998	8.639	1.3030000000000002	2.655	1.7480000000000002	1.892	4.721
34.67398	1.225	32.946	38.431999999999995	35.400999999999996	36.408	6.672999999999999	13.241	2.969	1.828	32.912	39.39	31.493000000000002	41.196999999999996	9.798	12.184000000000001	3.535	2.2119999999999997	33.599000000000004	39.845	30.176	41.901	10.932	12.912	4.35	0.8740000000000001	9.037	3.449	12.54	13.942	0.938	11.029000000000002	3.033	13.272	8.951	1.399	2.721	1.704	1.736	4.617
34.84067	1.358	32.747	39.266	35.647	36.599000000000004	6.721	14.022	3.3489999999999998	1.82	34.049	39.89	32.069	41.056999999999995	10.436	12.49	3.805	2.372	34.325	39.985	30.500999999999998	42.068999999999996	10.874	12.94	4.651	0.894	9.064	3.6910000000000003	12.68	14.532	1.04	11.474	2.9939999999999998	13.969000000000001	9.142000000000001	1.3869999999999998	2.655	1.7480000000000002	1.92	5.0280000000000005
35.00723	1.392	32.611	39.52	35.931	35.851	6.869	13.827	3.0810000000000004	1.828	33.163000000000004	40.421	31.995	41.504	10.523	12.825999999999999	3.73	2.351	35.021	40.431	29.842	42.096000000000004	11.295	13.357999999999999	4.266	0.8740000000000001	9.79	3.616	12.819	14.667	0.938	12.033	2.978	14.387	9.732000000000001	1.287	2.721	1.704	1.875	4.9239999999999995
35.17397	1.111	32.98	39.723	36.047	36.358000000000004	7.395	14.585999999999999	3.24	1.824	33.025999999999996	41.018	32.413000000000004	41.431000000000004	10.887	12.747	3.753	2.2359999999999998	33.806	41.085	30.175	42.248000000000005	11.716	14.005999999999998	4.655	0.9540000000000001	9.767000000000001	3.862	13.914000000000001	15.124	1.294	12.457	3.082	14.812000000000001	9.509	1.474	2.798	1.723	2.0069999999999997	4.948
35.34066	1.4780000000000002	33.051	40.096	36.288000000000004	36.653	6.984	14.655999999999999	3.145	1.804	33.717	40.94	33.080999999999996	42.049	11.079	13.044	3.93	2.244	35.035	40.613	31.068	42.528999999999996	11.765	13.464	4.686	0.85	10.007	3.677	14.038	15.269	1.001	12.613	3.208	15.577	9.758	1.296	2.867	1.88	1.8559999999999999	5.011
35.50731	1.379	33.221	40.268	36.653	36.768	7.358	14.841	3.2939999999999996	1.76	33.635	41.056999999999995	33.444	41.721000000000004	11.512	13.45	3.9410000000000003	2.2840000000000003	34.122	41.985	31.514	43.678000000000004	12.030999999999999	14.205	4.699	1.0290000000000001	10.302999999999999	4.078	14.056	15.873	1.0390000000000001	13.075	3.218	15.79	10.386	1.306	2.878	1.861	1.949	4.995
35.67396	1.42	32.779	40.607	36.461	36.631	7.621	15.415999999999999	3.388	1.689	33.692	41.453	33.472	42.06100000000001	11.610999999999999	14.302999999999999	4.12	2.379	34.268	41.602	31.208000000000002	43.79600000000001	12.325999999999999	14.362	4.768	1.097	10.542	4.2010000000000005	15.579	16.758	1.189	13.343	3.3680000000000003	16.701	9.955	1.455	2.889	1.955	1.903	5.175
35.84071	1.321	33.647	40.863	36.938	37.387	8.107999999999999	15.405999999999999	3.4810000000000003	1.98	34.475	42.1	34.003	41.816	12.155999999999999	14.293	3.992	2.531	35.501999999999995	41.803999999999995	31.738000000000003	43.663999999999994	12.565	14.993	4.893	0.97	10.978	4.018	15.347000000000001	16.834	1.1159999999999999	13.249	3.49	17.082	10.583	1.325	2.8710000000000004	1.909	1.885	5.131
36.00729	1.824	33.479	41.253	36.715	37.22	8.248	16.102999999999998	3.593	1.8119999999999998	34.391	42.016999999999996	33.78	41.705	12.407	15.269	4.243	2.3080000000000003	35.055	41.971000000000004	31.598000000000003	43.915	12.9	15.161	4.893	1.026	10.81	4.018	16.1	17.42	1.2	13.751	3.4619999999999997	17.863	10.639000000000001	1.4080000000000001	3.2060000000000004	1.965	2.136	5.2989999999999995
36.17405	1.3730000000000002	34.668	41.778	37.397	37.205	8.411	16.456	3.466	1.86	34.008	42.208999999999996	34.23	42.873999999999995	12.720999999999998	14.780999999999999	4.291	2.608	34.859	42.644	32.522	44.056000000000004	13.218	15.232000000000001	4.947	0.991	11.242	4.232	16.261	17.616	1.103	14.575999999999999	3.5869999999999997	18.472	10.979000000000001	1.251	2.9989999999999997	2.004	2.176	5.404
36.34081	2.005	34.256	41.778	37.688	37.161	8.513	17.061	3.388	1.8840000000000001	34.166	41.983000000000004	35.256	42.647	12.809000000000001	15.809000000000001	4.148	2.296	35.355	42.299	32.461999999999996	44.298	13.581	15.728	5.242000000000001	0.846	11.63	4.369	16.945	17.817	1.105	15.323	3.647	19.461	11.209000000000001	1.399	3.056	1.815	2.21	5.2860000000000005
36.50753	1.528	34.775	42.527	37.729	37.733000000000004	8.734	17.22	3.819	1.848	36.102	43.181000000000004	35.571	43.119	13.264000000000001	16.105	4.447	2.568	35.691	42.998999999999995	32.521	44.692	13.732000000000001	16.528	5.4639999999999995	0.9229999999999999	11.7	4.416	17.499000000000002	18.769000000000002	1.26	14.418	4.024	20.129	11.634	1.3530000000000002	3.1830000000000003	2.0780000000000003	2.306	5.559
36.67414	1.5959999999999999	34.25	43.111000000000004	38.321999999999996	37.795	9.024	16.878	3.562	1.8359999999999999	35.72	43.428000000000004	36.056999999999995	43.088	13.685	16.825	4.4910000000000005	2.387	36.661	43.326	33.262	43.958999999999996	14.01	16.689	5.391	0.966	12.004000000000001	4.265	17.851	18.975	1.057	14.972000000000001	3.877	20.06	11.665999999999999	1.3219999999999998	3.1189999999999998	1.9609999999999999	2.272	5.518
36.84084	1.433	34.177	43.067	38.333	37.611	9.14	18.391	3.565	1.896	35.089	43.43899999999999	35.147	42.903999999999996	13.774000000000001	16.217	4.606	2.364	37.259	43.394	33.272	44.417	14.183	16.695	5.256	1.054	12.01	4.604	18.137	19.317	1.06	15.23	4.131	20.875999999999998	12.061	1.38	3.122	2.076	2.1919999999999997	5.632999999999999
37.00746	1.5959999999999999	35.7	43.501000000000005	38.657	37.461	9.192	18.496	3.7569999999999997	2.004	35.413000000000004	43.511	36.586999999999996	42.893	14.661	16.769000000000002	4.825	2.694	37.191	43.772	33.234	45.103	14.457	18.0	5.752999999999999	1.022	12.841	4.46	19.72	19.895	1.0290000000000001	15.892999999999999	3.988	21.455	12.809000000000001	1.489	3.147	1.9609999999999999	2.272	5.601
37.17411	1.824	36.074	43.68	38.806999999999995	37.917	9.503	19.004	3.7880000000000003	1.896	35.172	44.137	36.765	43.1	14.583	17.612000000000002	4.439	2.7260000000000004	36.645	43.785	33.885999999999996	43.998999999999995	14.044	17.894000000000002	5.6739999999999995	0.8859999999999999	12.652000000000001	4.631	19.95	20.042	1.1440000000000001	16.345	4.159	22.048000000000002	12.424000000000001	1.4080000000000001	3.29	1.909	2.359	5.466
37.3408	1.74	34.874	43.82	38.946	38.531	10.2	18.195	3.9560000000000004	2.063	36.037	44.22	37.099000000000004	43.769	15.029000000000002	17.947	4.773	2.6430000000000002	37.371	45.04	34.275999999999996	44.836000000000006	15.327	17.922	5.646	1.137	13.014000000000001	4.771	20.201	20.489	1.228	16.345	4.243	22.885	12.731	1.548	3.318	2.076	2.5269999999999997	5.773
37.50751	1.5330000000000001	35.613	44.245	39.407	38.992	9.88	18.694000000000003	3.897	1.9709999999999999	36.251	44.31	37.286	43.748000000000005	15.450999999999999	18.835	4.821000000000001	2.439	37.263000000000005	45.178999999999995	34.187	45.75899999999999	15.413	18.671	5.605	1.073	13.21	4.8180000000000005	20.248	21.506	1.001	17.347	4.266	23.374000000000002	12.849	1.5190000000000001	3.285	2.186	2.496	5.735
37.67408	1.4709999999999999	36.141	44.553999999999995	39.74	38.879	10.405	19.87	4.165	2.075	36.665	44.842	37.672	43.667	15.703	18.757	4.952	2.71	36.598	45.52	34.878	45.038999999999994	15.638	18.733	5.99	1.0090000000000001	13.714	5.145	21.232	22.576999999999998	1.213	18.355	4.619	24.499000000000002	13.462	1.4509999999999998	3.359	2.147	2.513	5.756
37.84093	1.643	36.375	44.845	40.251999999999995	38.973	10.604000000000001	20.323	4.391	2.079	36.062	45.468	38.184	43.818000000000005	15.932	18.764	4.901	2.6860000000000004	36.777	45.505	34.832	45.33	15.477	19.269000000000002	6.19	1.014	13.47	5.038	21.072	22.724	1.217	18.222	4.845	25.594	13.495	1.6219999999999999	3.4739999999999998	2.15	2.516	5.955
38.00745	1.895	36.253	45.47	40.66	38.658	10.770999999999999	20.976999999999997	4.175	2.1109999999999998	36.279	45.674	38.984	44.277	16.509	19.671	5.2379999999999995	2.6060000000000003	38.014	46.043	35.579	45.397	16.442999999999998	20.064	5.882999999999999	1.073	14.267999999999999	5.598	21.612	23.678	1.168	18.433	4.656000000000001	25.574	14.353	1.296	3.674	2.214	2.412	5.93
38.17416	2.1959999999999997	36.476	45.78	40.604	39.185	10.878	20.901	4.388	1.9909999999999999	37.751999999999995	46.041000000000004	38.954	44.028999999999996	16.707	19.705	5.0360000000000005	2.9330000000000003	37.155	46.496	36.132	45.485	16.585	19.652	6.2410000000000005	1.037	14.383	5.452000000000001	22.319000000000003	24.584	1.213	19.442	4.842	26.004	14.159	1.479	3.554	2.23	2.792	6.035
38.34084	1.6580000000000001	36.426	45.589	40.916	39.025	11.482000000000001	21.779	4.52	2.206	36.951	46.461999999999996	38.654	44.062	17.112000000000002	20.221	5.446000000000001	2.6180000000000003	37.8	46.638000000000005	36.418	45.266000000000005	17.576	20.948	6.928	1.196	14.732999999999999	5.694	23.724	25.541999999999998	1.011	19.205	4.862	27.826999999999998	14.398	1.3619999999999999	3.602	2.1959999999999997	2.59	6.11
38.50758	1.652	35.812	46.178999999999995	41.027	38.66	11.116	21.703000000000003	4.398	2.255	36.417	46.552	39.348	44.483000000000004	17.673	21.538	5.271	2.778	38.419000000000004	47.036	36.944	45.856	17.357	21.486	6.367000000000001	1.022	14.765	5.659	23.011	26.478	1.28	19.742	5.02	28.204	14.734000000000002	1.405	3.6489999999999996	2.296	2.7739999999999996	6.103
38.67419	1.7369999999999999	37.473	46.246	41.016999999999996	39.46	11.365	22.133000000000003	4.516	1.979	36.968	46.812	39.786	44.802	17.719	22.052	5.33	2.753	39.097	47.238	37.633	45.61600000000001	18.015	21.554000000000002	6.561	0.914	15.478	5.718	23.884	26.564	0.9520000000000001	20.285	5.109	28.738000000000003	14.977	1.358	3.738	2.388	2.781	6.245
38.84089	2.029	37.618	46.979	41.32899999999999	39.604	11.825999999999999	22.685	4.89	2.298	37.195	47.071999999999996	40.598	44.419	17.905	21.823	5.593999999999999	3.0439999999999996	38.549	47.973	37.414	46.07	17.951	22.217	6.5760000000000005	1.121	15.915999999999999	5.619	25.245	27.622	1.213	20.695999999999998	5.26	29.266	15.636	1.396	3.61	2.398	2.68	6.1739999999999995
39.00764	2.174	36.754	47.141000000000005	41.663000000000004	39.716	11.885	22.815	4.454	2.1109999999999998	37.031	47.122	41.211999999999996	44.556000000000004	18.932000000000002	22.734	5.517	2.8289999999999997	39.016999999999996	47.908	38.308	45.397	18.838	22.096	7.081	0.9059999999999999	16.105999999999998	6.127000000000001	25.093000000000004	28.412	1.251	20.826999999999998	5.4910000000000005	29.695	16.441	1.463	3.8139999999999996	2.353	2.6910000000000003	6.431
39.17422	2.447	37.34	47.676	41.998000000000005	40.384	12.356	23.633000000000003	5.14	2.1590000000000003	37.585	47.323	41.713	44.698	19.633	22.771	5.6770000000000005	2.9330000000000003	39.525	48.28	37.916	45.818999999999996	19.373	22.774	6.938	1.037	16.418	6.037000000000001	26.36	29.294	0.963	21.449	5.593999999999999	30.604	16.723	1.368	3.86	2.398	2.792	6.341
39.34092	2.168	37.702	48.15	42.276	40.022	12.940999999999999	23.744	4.7219999999999995	2.298	37.696	47.323	41.435	44.586999999999996	19.55	23.524	5.872000000000001	3.128	38.884	48.726000000000006	38.585	46.656000000000006	19.122	23.331999999999997	7.2170000000000005	1.0090000000000001	17.059	6.121	27.503	30.381	1.186	22.787	5.539	30.91	16.723	1.535	3.9160000000000004	2.537	2.8480000000000003	6.257999999999999
39.50766	2.4619999999999997	37.433	47.871	42.425	40.702	12.894	23.759	4.717	2.206	37.656	48.019	41.528999999999996	46.038999999999994	20.13	23.706	5.834	2.812	39.663000000000004	48.831	38.265	46.378	19.423	23.903000000000002	7.256	1.084	17.247	6.194	27.258000000000003	31.074	1.181	22.969	5.754	31.663	17.474	1.618	3.826	2.423	2.8160000000000003	6.331
39.67423	2.48	37.395	48.143	42.665	40.44	13.555	25.265	4.899	2.3890000000000002	37.615	48.57	41.93600000000001	45.001000000000005	20.213	24.349	5.879	3.0789999999999997	39.156	49.496	38.809	46.121	19.868	23.767	7.359	0.9890000000000001	17.47	6.294	27.488000000000003	31.28	1.251	23.723000000000003	5.992999999999999	32.09	18.084	1.547	4.092	2.6310000000000002	2.858	6.626
39.84093	2.326	38.181	48.71	43.368	40.613	13.655	24.816	4.994	2.401	38.26	48.803000000000004	42.193000000000005	45.678000000000004	21.096999999999998	24.651	6.226	3.092	39.89	49.396	39.65	46.826	20.585	24.346999999999998	7.541	1.085	18.076	6.391	28.572	31.978	1.262	24.388	5.921	31.671999999999997	18.215	1.5290000000000001	3.9360000000000004	2.642	2.952	6.751
40.00758	2.494	37.596	48.989	43.702	40.864000000000004	13.989	24.648000000000003	5.439	2.373	38.065	49.026	42.638000000000005	45.427	21.375	25.515	6.142	2.952	40.641999999999996	49.563	40.012	46.325	20.975	24.988000000000003	7.374	1.0290000000000001	18.660999999999998	6.781000000000001	27.987	32.981	1.3730000000000002	24.916999999999998	6.367000000000001	32.201	18.104	1.473	4.187	2.614	3.1189999999999998	6.806
40.17426	2.675	38.815	49.619	43.974	40.914	13.917	26.101	5.233	2.4730000000000003	38.479	49.266000000000005	43.273	45.501999999999995	21.939	26.241999999999997	6.297000000000001	3.1910000000000003	40.604	50.163999999999994	40.508	46.706	21.288	25.8	7.693	1.0170000000000001	19.948	6.434	28.963	32.199	1.168	25.45	6.438	32.619	18.836	1.436	4.2589999999999995	2.715	3.025	6.821000000000001
40.34101	2.349	38.516999999999996	49.47	44.625	40.835	14.798	25.943	5.235	2.394	38.816	50.205	43.448	45.318999999999996	21.55	26.252	6.499	3.2239999999999998	41.626000000000005	51.023999999999994	40.653	47.111000000000004	21.875999999999998	26.171999999999997	7.957000000000001	1.189	19.2	6.997999999999999	29.314	33.367	1.196	26.408	6.694	33.029	19.559	1.5730000000000002	4.29	2.8539999999999996	3.109	6.94
40.50771	2.656	38.699	49.756	44.248000000000005	40.852	14.708	26.506999999999998	5.296	2.7039999999999997	38.584	49.793	43.825	46.138999999999996	22.315	26.008000000000003	6.584	3.199	42.913999999999994	50.636	40.92	47.287	21.915	26.234	8.455	1.081	19.824	7.111000000000001	30.569000000000003	32.775999999999996	1.286	27.526999999999997	6.781000000000001	32.805	19.602	1.6369999999999998	4.323	2.638	3.088	7.136
40.67428	3.148	38.829	49.821000000000005	44.321000000000005	41.236999999999995	14.635	26.358	5.739	2.67	38.942	50.052	44.343999999999994	46.181000000000004	22.703000000000003	27.584	6.632000000000001	3.2489999999999997	42.391000000000005	51.196000000000005	40.997	47.216	22.636	27.114	8.08	1.0759999999999998	20.265	6.992000000000001	29.910999999999998	33.306999999999995	1.23	28.320999999999998	6.914	33.869	20.131	1.528	4.292	2.806	3.227	7.184
40.84101	2.5780000000000003	39.086999999999996	50.638000000000005	44.885	41.159	14.931	27.663	5.332999999999999	2.432	38.78	50.508	44.518	45.88399999999999	23.588	27.526	6.784	3.261	42.208	51.653999999999996	41.67100000000001	47.141999999999996	22.575	27.028000000000002	8.263	1.088	21.345	7.2	30.605999999999998	33.254	1.24	28.486	7.066	32.98	20.402	1.287	4.415	2.677	3.265	7.392
41.00777	2.49	39.409	50.792	45.04	40.73	15.454	27.905	5.747000000000001	2.679	39.242	50.328	44.367	46.067	23.58	27.517	6.724	3.2569999999999997	42.417	51.835	42.133	47.24100000000001	22.929000000000002	27.491999999999997	8.062999999999999	1.001	21.781999999999996	7.501	30.82	33.411	1.181	29.368000000000002	7.229	33.082	20.674	1.618	4.494	2.701	3.261	7.388
41.17431	2.73	38.801	51.034	44.992	41.371	15.651	27.404	5.59	2.637	39.073	51.211000000000006	45.265	46.355	23.989	28.633000000000003	7.075	3.327	43.301	51.945	41.997	47.727	23.226999999999997	27.549	8.253	0.958	22.000999999999998	7.6579999999999995	31.386999999999997	33.541	1.301	30.127	7.632999999999999	32.899	21.413	1.6219999999999999	4.533	2.875	3.2969999999999997	7.489
41.34118	2.6710000000000003	39.29	51.198	45.06	41.225	15.714	28.269000000000002	5.707999999999999	2.833	39.015	51.067	45.806000000000004	46.614	24.281	29.855999999999998	7.184	3.4389999999999996	43.04600000000001	52.461999999999996	42.543	47.537	23.379	28.468000000000004	8.27	1.128	22.426	8.016	30.875	33.658	1.143	31.204	7.382999999999999	33.525999999999996	22.043000000000003	1.358	4.566	2.997	3.3339999999999996	7.374
