	MG1655-1	23BD2-4_1	23BD4-3_1	23BD6-1_1	23BD7-4_1	metJ-1	relA-1	purT-1	MG1655-2	23BD2-4_2	23BD4-3_2	23BD6-1_2	23BD7-4_2	metJ-2	relA-2	purT-2	MG1655-3	23BD2-4_3	23BD4-3_3	23BD6-1_3	23BD7-4_3	metJ-3	relA-3	purT-3	fabR-1	yfgF-1	metJ_relA-1	metJ_purT-1	relA_purT-1	metJ_acrB-1	fabR_yfgF-1	fabR-2	yfgF-2	metJ_relA-2	metJ_purT-2	relA_purT-2	metJ_acrB-2	fabR_yfgF-2	fabR-3	yfgF-3	metJ_relA-3	metJ_purT-3	relA_purT-3	metJ_acrB-3	fabR_yfgF-3
67.34274	2.695	42.665	60.521	47.641999999999996	60.848	17.053	2.48	2.472	2.489	41.37	63.477	45.846000000000004	59.582	19.39	2.147	2.14	2.585	40.685	64.46600000000001	47.663000000000004	51.976000000000006	19.525	2.053	1.857	2.112	1.899	4.296	17.757	2.53	29.021	2.9739999999999998	2.8360000000000003	3.196	3.2439999999999998	15.11	2.6319999999999997	27.144000000000002	2.609	2.737	2.742	3.2039999999999997	3.07	2.537	22.546999999999997	2.787
67.50945	2.274	42.725	60.815	47.699	60.821999999999996	16.968	2.334	2.4419999999999997	2.617	41.755	63.675	46.308	59.352	19.035	2.202	2.193	2.021	40.717	64.749	47.68899999999999	51.358000000000004	19.895	1.791	2.079	2.214	2.367	4.257	17.637	2.5839999999999996	29.576999999999998	3.113	3.0580000000000003	2.492	3.385	15.513	2.395	27.066	2.7439999999999998	2.815	2.8819999999999997	3.633	3.008	3.111	23.084	2.602
67.67616	2.028	42.571999999999996	60.565	47.776	60.775	17.21	2.8160000000000003	2.3169999999999997	2.515	41.661	63.452	46.00899999999999	59.305	19.158	2.1630000000000003	2.037	2.258	40.505	64.612	47.765	51.635	19.785999999999998	1.7519999999999998	1.835	2.104	1.5390000000000001	4.186	17.096	2.428	28.971	2.812	2.611	3.319	3.5469999999999997	15.378	2.21	26.895	2.9330000000000003	2.137	2.783	3.1	4.415	3.3310000000000004	22.655	2.821
67.84267	2.873	42.602	60.703	47.809	60.711000000000006	16.993	2.347	2.253	2.58	41.716	63.684	46.245	59.676	19.383	2.1	1.861	2.226	40.766999999999996	64.70100000000001	48.032	51.558	19.808	1.5430000000000001	1.923	2.7680000000000002	1.7819999999999998	4.39	17.722	2.6860000000000004	29.266	3.1	4.147	2.798	3.487	15.337	2.7	27.535	2.79	2.803	2.8680000000000003	2.9530000000000003	3.197	3.359	22.71	2.504
68.00942	2.448	42.725	60.901	47.96	60.909	16.273	2.623	2.529	2.907	41.523	63.617	46.395	59.613	19.18	2.173	2.048	2.455	41.151	64.633	47.979	51.503	19.866	1.8780000000000001	1.906	2.127	1.8459999999999999	4.257	17.898	2.6710000000000003	29.49	3.0260000000000002	3.318	2.377	3.53	15.165999999999999	2.424	27.587	2.657	2.062	2.708	3.083	3.298	2.938	22.418000000000003	2.573
68.17606	2.81	42.416000000000004	60.949	47.912	60.783	17.19	2.373	2.655	3.0669999999999997	41.646	63.638000000000005	46.318999999999996	59.603	18.825	2.647	2.407	2.276	40.928000000000004	64.771	47.903	51.66	20.177	2.033	2.0340000000000003	2.7310000000000003	1.4869999999999999	4.096	17.889	2.334	29.256999999999998	3.27	3.245	2.504	3.3960000000000004	15.418	2.435	27.468000000000004	2.496	2.48	3.386	3.036	3.193	3.963	23.253	2.7030000000000003
68.3427	2.9819999999999998	43.045	60.847	48.016999999999996	60.593999999999994	16.739	2.535	2.384	2.485	41.994	63.641000000000005	46.248999999999995	59.556999999999995	18.912	2.171	1.985	2.124	40.891999999999996	64.742	47.773	51.898	19.656	2.079	1.723	2.316	1.6769999999999998	4.564	18.154	2.551	29.322	3.2510000000000003	2.8739999999999997	2.832	3.438	15.425	2.476	27.595	2.9930000000000003	2.287	2.5869999999999997	2.903	2.687	3.3939999999999997	22.954	2.5340000000000003
68.50943	2.448	42.898999999999994	60.728	47.613	60.475	17.084	3.173	2.327	2.965	41.494	63.588	46.308	59.555	18.977	2.173	2.135	2.282	41.093	64.98100000000001	48.123000000000005	51.532	19.518	1.704	2.166	2.0980000000000003	2.338	4.083	17.463	2.208	29.404	2.94	3.0869999999999997	3.766	3.645	15.6	3.1189999999999998	28.311	2.483	2.642	2.795	3.1689999999999996	3.53	3.111	23.315	2.66
68.67619	3.698	42.825	60.888000000000005	48.089	60.925	16.743	2.105	2.33	3.115	42.056000000000004	63.721000000000004	46.495	59.629	19.361	2.119	2.371	2.0	40.931999999999995	64.766	47.818000000000005	51.951	19.989	2.199	1.91	2.135	2.083	4.29	17.702	2.356	29.355	3.0010000000000003	2.7430000000000003	3.22	3.302	14.883	2.688	27.538	2.9219999999999997	3.051	2.451	3.028	3.012	3.637	22.744	3.0989999999999998
68.8428	2.5780000000000003	42.676	60.833	48.26	60.696000000000005	16.755	2.46	2.655	2.545	41.994	63.898999999999994	46.666000000000004	59.545	18.912	2.213	2.32	2.305	41.015	65.031	48.076	51.66	19.569000000000003	1.801	1.9469999999999998	2.238	1.834	4.444	17.745	2.682	29.344	3.27	3.1	3.576	3.222	16.113	2.609	27.439	3.655	2.335	3.2119999999999997	3.4419999999999997	3.715	3.21	23.281999999999996	2.7030000000000003
69.00938	2.6210000000000004	42.87	61.162	47.757	60.62	17.171	2.536	2.4130000000000003	2.559	41.61	63.53	46.54	59.555	19.064	2.434	2.193	2.079	40.746	65.154	48.037	51.619	19.980999999999998	1.675	2.195	2.562	1.99	4.546	17.956	2.5839999999999996	29.404	3.0839999999999996	2.7969999999999997	2.55	3.2110000000000003	15.919	2.3080000000000003	27.441999999999997	3.091	2.41	2.708	3.2560000000000002	3.9930000000000003	3.806	23.344	2.9210000000000003
69.17607	3.195	42.626000000000005	61.088	48.034	61.24100000000001	17.222	2.533	2.2359999999999998	2.873	42.004	63.773999999999994	46.353	59.8	19.346	2.199	2.6519999999999997	2.3609999999999998	40.964	65.079	47.93600000000001	52.01	19.453	1.614	2.278	0.354	0.856	3.529	16.386	2.059	29.568	3.167	2.88	2.373	2.6	14.117	1.5230000000000001	25.928	1.871	1.2770000000000001	2.7910000000000004	2.326	3.207	2.5869999999999997	21.541999999999998	1.8159999999999998
69.34285	2.151	42.8	61.129	48.035	60.902	16.907	2.637	2.156	3.562	41.658	63.846000000000004	46.638000000000005	59.818999999999996	19.031	2.421	2.68	2.287	41.118	65.155	48.413999999999994	51.972	20.11	1.67	2.2030000000000003	2.142	2.084	4.853	17.791	2.7739999999999996	29.579	3.3480000000000003	2.719	2.568	3.6689999999999996	15.302	2.435	27.555	3.159	2.557	3.199	2.918	4.485	3.552	23.085	2.904
69.50952	2.7539999999999996	42.981	60.736000000000004	48.035	61.476000000000006	17.058	2.456	2.639	3.3810000000000002	42.382	63.906000000000006	46.94	59.879	19.484	2.904	2.318	2.408	41.39	65.064	48.203	51.942	20.05	2.153	1.871	1.9609999999999999	2.386	4.371	17.76	2.563	30.002	3.137	3.202	2.5380000000000003	3.488	15.755	2.737	27.737	2.6460000000000004	1.893	4.164	2.978	3.3989999999999996	3.009	23.175	2.572
69.67621	2.668	43.035	60.715	48.239	60.851000000000006	16.664	2.528	2.411	2.9010000000000002	42.229	63.85	46.48	60.067	19.355	2.463	2.66	1.975	41.052	65.126	48.435	52.08	19.71	2.135	2.0	2.04	1.993	5.011	17.574	2.363	29.410999999999998	3.0260000000000002	3.752	2.5469999999999997	3.469	15.72	2.536	27.51	2.805	2.988	2.937	2.958	4.283	3.26	22.953000000000003	2.7
69.8428	2.502	43.007	60.778999999999996	48.117	61.155	17.298	2.497	2.47	3.275	41.93600000000001	63.905	46.388000000000005	59.948	19.256	2.67	2.2319999999999998	2.112	40.963	65.178	47.858999999999995	51.799	19.852999999999998	1.8319999999999999	1.9	2.206	1.9380000000000002	4.126	18.322	2.87	29.266	3.17	2.536	3.111	3.3139999999999996	15.717	2.4090000000000003	27.879	3.576	2.407	2.63	2.862	3.7060000000000004	3.2230000000000003	23.148000000000003	2.688
70.0095	2.5580000000000003	43.494	60.981	48.06399999999999	61.448	17.029	2.424	2.457	3.0610000000000004	41.637	63.66	46.726000000000006	59.85	19.234	2.086	2.101	2.2430000000000003	41.089	64.785	48.018	52.052	20.162	1.88	2.253	2.338	1.9680000000000002	4.178999999999999	17.516	2.92	30.125999999999998	2.92	2.83	3.313	3.634	15.662	2.399	27.473000000000003	2.877	2.428	3.583	3.213	3.3939999999999997	3.063	23.340999999999998	2.892
70.17616	2.863	42.736000000000004	61.261	48.177	61.185	17.057000000000002	2.407	2.5610000000000004	3.034	42.146	63.873999999999995	46.266999999999996	60.008	19.256	3.181	2.1719999999999997	2.263	41.20399999999999	65.148	48.19	51.888999999999996	19.913	1.7719999999999998	2.231	2.206	1.6669999999999998	4.427	18.172	2.359	29.266	3.02	3.3480000000000003	2.6	3.705	15.837	2.379	27.849	3.365	2.858	2.8110000000000004	2.832	3.014	3.2230000000000003	23.6	2.8689999999999998
70.34278	2.698	43.107	60.858000000000004	48.428000000000004	61.114	17.227	2.778	2.752	2.87	42.273999999999994	63.86600000000001	46.669	59.876999999999995	19.098	2.35	2.244	2.8289999999999997	41.153	65.051	48.261	51.782	20.237000000000002	2.324	2.003	2.412	1.745	4.591	18.194000000000003	2.551	29.656	3.032	4.085	2.944	3.6860000000000004	15.949000000000002	2.783	27.365	2.416	2.45	3.665	3.115	2.935	3.747	23.083000000000002	2.612
70.50948	2.963	42.864	61.195	48.424	61.27	16.941	2.483	2.427	3.464	42.187	63.986000000000004	46.663999999999994	60.122	19.737000000000002	2.174	2.6069999999999998	2.801	41.512	65.168	48.255	52.191	19.643	1.6380000000000001	2.123	2.173	1.913	4.319	17.813	2.5839999999999996	29.679000000000002	3.1839999999999997	3.51	2.9139999999999997	3.5989999999999998	15.539000000000001	2.544	27.631999999999998	3.076	2.24	2.975	3.237	3.51	3.447	22.995	3.031
70.67616	2.897	42.821000000000005	61.239	48.38	61.163000000000004	17.506	2.96	3.0239999999999996	2.707	41.784	63.908	46.681000000000004	59.925	18.858	2.501	2.333	2.041	41.078	65.27	48.331	51.997	19.875	1.905	1.9380000000000002	1.744	2.177	4.194	17.926	2.4	29.55	2.699	2.935	2.759	3.655	15.622	2.48	27.473000000000003	3.162	2.2359999999999998	3.662	4.765	3.596	2.9930000000000003	23.346999999999998	2.575
70.84299	4.345	43.13399999999999	61.255	48.333999999999996	61.208999999999996	17.332	2.753	2.938	2.7119999999999997	42.336999999999996	63.925	46.663999999999994	59.67100000000001	19.076	2.234	2.036	1.959	41.24100000000001	65.318	48.165	51.981	20.274	1.849	2.153	2.293	1.913	4.678999999999999	18.083	2.7039999999999997	29.77	3.545	3.48	3.034	3.388	15.239	2.363	27.842	2.8960000000000004	2.571	2.7039999999999997	2.967	4.652	2.7560000000000002	23.445	2.73
71.00962	2.852	43.262	61.31	48.248999999999995	61.233999999999995	17.726	2.379	3.134	2.9010000000000002	41.806000000000004	64.006	46.7	60.056000000000004	19.496	2.249	2.531	2.227	41.369	65.03699999999999	48.8	52.103	19.582	2.555	2.195	2.6210000000000004	1.6780000000000002	4.361000000000001	18.294	2.479	29.912	3.168	4.273	3.077	3.6430000000000002	15.421	2.888	27.625	3.2680000000000002	3.034	3.1689999999999996	3.491	3.734	3.4610000000000003	23.322	2.9819999999999998
71.17627	2.4659999999999997	42.925	61.438	48.782	61.482	17.273	2.541	2.546	3.565	41.95399999999999	64.13	47.111999999999995	60.063	19.188	2.231	2.211	2.366	41.242	65.16	48.551	51.971000000000004	19.815	2.147	2.263	1.949	2.0980000000000003	4.728	18.048	2.73	29.654	3.0580000000000003	4.5489999999999995	3.235	4.074	15.627	2.5380000000000003	27.64	3.335	2.832	3.5380000000000003	3.201	3.325	3.3510000000000004	23.94	2.8689999999999998
71.34291	2.911	43.361999999999995	61.242	48.408	61.106	16.997	2.388	2.873	3.05	42.122	63.993	47.068000000000005	60.04600000000001	19.48	2.287	2.177	1.9680000000000002	41.229	65.41199999999999	48.626999999999995	52.376000000000005	19.897000000000002	2.144	1.989	2.571	1.8219999999999998	4.273	18.430999999999997	3.0260000000000002	29.915	3.323	3.614	3.141	3.53	15.44	2.5340000000000003	27.301	2.76	2.6180000000000003	3.6839999999999997	3.4960000000000004	3.141	2.987	23.631	2.6839999999999997
71.50977	2.6310000000000002	43.605	61.269	48.56100000000001	61.523	17.104	2.7110000000000003	2.6260000000000003	3.8480000000000003	42.277	63.988	46.801	60.223	19.375	2.37	2.379	2.311	40.993	65.257	48.599	52.196999999999996	19.972	1.9569999999999999	1.92	2.2840000000000003	1.72	4.803999999999999	17.817	2.898	29.656	3.465	4.7139999999999995	3.4019999999999997	3.7319999999999998	15.606	2.705	27.732	3.051	2.1	3.5260000000000002	3.818	3.4330000000000003	2.9789999999999996	23.345	2.795
71.67639	2.66	43.137	61.291000000000004	48.39	61.005	16.736	2.8989999999999996	2.516	2.708	42.052	63.943999999999996	47.169	59.765	19.3	2.438	2.355	1.724	41.543	65.15100000000001	48.336000000000006	52.29	19.867	1.936	2.043	3.222	3.06	4.507	18.104	2.695	29.57	2.991	3.158	2.867	3.6189999999999998	15.505	2.322	27.648000000000003	2.305	2.524	3.052	3.4339999999999997	4.159	2.955	23.504	3.037
71.84299	2.316	43.206	61.1	48.85	61.413999999999994	17.444000000000003	2.46	2.526	2.9930000000000003	42.239	64.296	47.12	59.964	19.113	2.299	2.157	2.0469999999999997	41.253	65.414	48.556999999999995	52.123999999999995	20.399	1.857	2.416	2.439	1.9709999999999999	4.431	18.035	2.287	29.776999999999997	3.363	4.13	2.79	3.87	15.885	2.3040000000000003	27.945	3.307	3.585	6.119	3.2060000000000004	3.6910000000000003	3.117	23.709	2.931
72.00964	3.005	43.29600000000001	61.52	48.49100000000001	61.623000000000005	17.744	2.79	2.376	2.813	42.599	64.35600000000001	46.94	60.353	18.963	2.449	2.0069999999999997	2.377	41.223	65.324	48.378	52.243	20.219	1.797	2.0869999999999997	2.439	1.7309999999999999	4.401	17.826	2.7969999999999997	29.956999999999997	3.093	3.891	4.617	3.5410000000000004	15.615	2.6630000000000003	27.585	3.397	2.327	3.843	3.117	3.302	3.4160000000000004	23.349	2.9610000000000003
72.17628	2.795	43.595	61.43	48.88	61.413999999999994	17.414	2.7	2.616	3.4419999999999997	42.538999999999994	64.176	47.03	60.083999999999996	19.143	2.539	2.0669999999999997	2.6460000000000004	41.583	65.414	48.917	52.153999999999996	20.219	1.7069999999999999	2.4459999999999997	2.4090000000000003	2.0909999999999997	4.76	18.365	2.827	29.718000000000004	3.3930000000000002	5.029	2.97	3.78	15.795	2.574	27.525	3.217	2.7760000000000002	2.9739999999999998	3.656	3.542	3.236	23.499000000000002	2.841
72.34313	2.719	43.656000000000006	61.552	48.937	61.715	17.654	2.907	2.645	3.2439999999999998	42.516000000000005	64.2	47.176	60.144	19.464000000000002	2.7439999999999998	2.211	2.602	41.792	65.584	48.792	52.352	19.910999999999998	1.736	2.0469999999999997	2.066	2.185	4.449	17.672	2.852	29.991	3.266	3.5789999999999997	2.931	3.835	15.882	3.883	27.803	3.325	3.1860000000000004	2.8489999999999998	3.23	3.656	3.5589999999999997	22.916	3.009
72.50975	2.585	43.097	61.511	49.068000000000005	61.525	17.375	2.6189999999999998	2.416	2.991	42.703	64.012	47.158	60.284	19.367	2.457	2.4330000000000003	2.238	41.982	65.727	48.684	52.755	20.173	1.776	3.3169999999999997	2.3	2.233	4.284	18.351	3.162	29.99	3.637	3.563	2.944	3.966	16.172	2.4	28.069000000000003	3.16	3.199	3.1	3.332	3.3989999999999996	3.96	23.479	2.9330000000000003
72.67637	2.714	43.732	61.536	48.655	61.31	17.02	2.605	2.7310000000000003	2.761	42.593	64.362	47.103	60.486000000000004	19.067999999999998	2.4419999999999997	2.207	2.235	41.391000000000005	65.656	48.718	52.726000000000006	20.352	1.942	2.102	2.267	2.089	4.355	17.964000000000002	2.5789999999999997	30.250999999999998	3.262	3.097	2.569	3.7710000000000004	15.427	2.533	27.704	2.9619999999999997	2.375	2.875	4.212	3.4730000000000003	4.242	23.146	2.885
72.84308	3.117	43.692	61.457	49.062	61.351000000000006	17.090999999999998	2.594	2.3930000000000002	2.685	42.43600000000001	64.041	46.973	60.675	18.955	2.431	2.345	2.27	41.799	65.723	48.647	52.653	20.06	1.662	2.0	2.421	2.4290000000000003	4.64	18.002	2.9560000000000004	30.103	3.489	4.069	3.0639999999999996	4.118	15.884	3.238	28.124000000000002	2.7089999999999996	2.213	3.37	3.423	5.015	3.094	23.689	3.08
73.00969	2.7039999999999997	43.586000000000006	61.593	48.867	61.218	17.276	2.3890000000000002	2.336	2.9589999999999996	42.628	64.447	46.956	60.543	19.68	2.345	2.588	2.637	41.513999999999996	65.74	48.989	52.518	20.247	2.024	2.303	2.31	2.1069999999999998	4.705	18.487000000000002	2.661	29.963	3.045	3.3560000000000003	3.307	5.018	15.860999999999999	2.197	27.954	4.865	3.532	3.793	3.3369999999999997	4.272	3.0980000000000003	23.608	2.8760000000000003
73.17632	2.66	43.466	61.441	49.138999999999996	61.81399999999999	17.395	2.8089999999999997	2.6060000000000003	3.0069999999999997	42.651	64.244	47.019	60.423	19.03	2.557	2.145	2.262	41.663000000000004	65.69	48.785	52.468999999999994	19.957	1.786	2.2230000000000003	2.5639999999999996	2.1319999999999997	4.327	18.523	2.516	29.959	2.991	3.218	3.017	4.247	15.834000000000001	2.412	27.947	2.9339999999999997	3.033	3.202	3.075	3.41	3.3739999999999997	24.133000000000003	2.738
73.34299	3.7960000000000003	43.207	61.522	48.848	61.655	17.355999999999998	2.698	2.376	2.766	42.875	64.2	47.475	60.473	19.195	2.266	2.63	2.333	41.583	65.435	48.911	52.531000000000006	19.910999999999998	1.855	2.197	2.365	1.7369999999999999	4.569	18.21	2.4330000000000003	30.559	3.715	3.908	2.991	3.745	16.180999999999997	2.388	28.311	2.787	2.379	3.5660000000000003	3.529	3.0580000000000003	3.29	23.513	2.8
73.50977	2.91	43.942	61.863	49.136	61.787	17.408	2.8160000000000003	2.613	3.467	42.61600000000001	64.548	47.406000000000006	60.187	19.704	2.265	2.662	2.309	41.958999999999996	65.815	48.633	52.738	20.062	2.242	2.2319999999999998	2.401	2.085	4.755	18.118	2.6430000000000002	30.156999999999996	3.449	3.077	2.8760000000000003	4.435	15.847999999999999	2.5989999999999998	27.965	3.1830000000000003	2.952	3.42	3.532	3.089	3.6519999999999997	23.671	2.687
73.67637	2.8539999999999996	43.526	61.681999999999995	49.285	61.576	17.246	2.419	2.844	3.497	42.449	64.267	47.225	60.333999999999996	19.351	2.972	2.2	2.398	41.902	65.65100000000001	48.601000000000006	52.607	20.217	1.725	1.9140000000000001	2.0709999999999997	2.077	4.197	18.487000000000002	2.4819999999999998	30.201999999999998	3.403	3.446	3.188	4.54	15.532	2.9139999999999997	27.865	3.072	2.845	4.48	3.845	3.555	3.367	23.578000000000003	3.264
73.8431	2.8110000000000004	43.725	61.809	48.831	61.643	17.554000000000002	2.741	2.8960000000000004	2.949	42.756	64.348	47.251000000000005	60.343	19.705	2.19	2.259	2.521	41.742	65.616	48.778999999999996	52.437	20.152	1.867	2.19	2.074	2.109	5.553	18.477	2.898	30.166	3.645	3.155	3.6719999999999997	3.912	16.086	2.496	27.881999999999998	2.781	2.969	3.406	3.0989999999999998	3.553	3.218	23.524	2.795
74.00971	4.127	44.032	61.531000000000006	49.169	61.815	17.375999999999998	2.818	2.883	2.495	42.699	64.735	47.349	60.696000000000005	19.413	2.779	2.219	2.262	41.778999999999996	65.645	49.058	52.6	20.1	2.244	2.362	3.3160000000000003	2.2	5.2170000000000005	18.723	2.468	30.423000000000002	3.486	3.748	3.2439999999999998	4.172	15.821	2.8760000000000003	27.868000000000002	3.884	3.861	3.3369999999999997	2.969	3.813	3.3289999999999997	23.866999999999997	2.7880000000000003
74.17643	2.9010000000000002	43.965	61.629	49.31100000000001	61.733000000000004	17.254	2.8310000000000004	2.416	2.8289999999999997	42.726000000000006	64.498	47.61	60.613	19.135	2.49	2.469	2.1319999999999997	41.922	65.82600000000001	49.348	52.617	20.452	1.867	2.19	2.434	2.289	4.894	18.596	2.539	30.166	3.735	4.593999999999999	2.803	4.152	15.636	2.616	27.912	3.111	2.16	2.807	3.1889999999999996	3.793	3.3080000000000003	24.364	2.945
74.34312	3.615	43.532	61.611999999999995	49.266999999999996	61.656000000000006	16.858	2.647	2.593	3.363	43.013999999999996	64.24	47.537	60.566	19.338	2.217	2.9139999999999997	2.843	41.788999999999994	65.59899999999999	48.495	52.542	20.624000000000002	2.043	2.155	2.965	2.103	5.428999999999999	18.679000000000002	2.714	30.096	3.3710000000000004	3.78	3.7569999999999997	3.638	15.689	2.7910000000000004	28.083000000000002	2.8369999999999997	2.815	3.6719999999999997	3.904	3.909	3.214	24.145	3.06
74.50983	3.0060000000000002	44.125	61.888000000000005	49.321999999999996	62.082	17.633	2.721	2.8160000000000003	2.785	43.034	64.64	47.501999999999995	60.543	19.938	2.381	2.481	2.156	42.172	65.87899999999999	49.3	52.93	20.355	1.8769999999999998	2.263	2.9389999999999996	2.3680000000000003	4.998	18.348	2.73	30.404	3.747	3.6489999999999996	2.995	4.7330000000000005	16.257	2.778	28.27	4.325	3.582	3.239	3.321	3.295	3.321	24.03	2.989
74.67661	2.97	43.852	61.983000000000004	49.256	61.966	17.527	2.906	2.613	3.2569999999999997	42.976000000000006	64.33800000000001	47.136	60.726000000000006	19.794	2.535	2.363	2.488	41.659	65.366	48.813	52.588	20.391	1.973	2.052	2.041	2.504	4.666	18.897000000000002	2.883	30.127	3.5380000000000003	4.245	3.115	4.046	15.758	2.51	28.415	3.123	2.772	3.33	3.801	4.226	4.011	23.79	2.867
74.84325	2.6719999999999997	43.891999999999996	61.97	49.21	61.413999999999994	17.426	2.499	2.804	3.532	42.556999999999995	64.78699999999999	47.54	60.656000000000006	19.526	2.64	2.291	2.467	41.93899999999999	66.028	49.16	53.123999999999995	20.243	1.625	2.135	2.531	2.129	4.961	18.835	3.32	30.002	3.228	3.852	2.8369999999999997	3.944	15.962	2.738	28.076	3.2680000000000002	2.824	4.76	4.122	3.734	3.7910000000000004	24.252	3.102
75.00993	2.391	44.045	62.088	49.303000000000004	62.192	17.113	3.062	2.7969999999999997	3.491	43.102	64.902	47.633	60.803000000000004	19.480999999999998	2.572	2.673	3.261	42.001999999999995	66.083	49.222	52.794	20.588	2.008	2.2159999999999997	2.784	2.146	4.712	18.82	2.591	30.493000000000002	3.58	3.573	2.918	4.176	16.008	2.82	28.568	3.589	2.845	4.421	3.483	3.937	3.873	23.875	2.9130000000000003
75.17661	3.138	44.233000000000004	61.81	49.522	61.913999999999994	17.175	2.87	2.6639999999999997	3.5180000000000002	42.775	64.689	47.852	60.676	19.429000000000002	2.591	2.1519999999999997	2.342	42.55	65.992	49.052	52.958	20.326	2.176	2.0580000000000003	2.556	2.8080000000000003	5.155	18.375999999999998	2.61	30.391	3.5410000000000004	4.678	4.592	4.556	16.133	2.57	28.103	3.612	2.657	3.0610000000000004	3.594	3.8360000000000003	4.044	24.368000000000002	2.906
75.34331	3.0980000000000003	44.016000000000005	61.786	49.516999999999996	62.522	18.224	2.9739999999999998	2.678	2.9389999999999996	43.18600000000001	65.0	47.547	60.95399999999999	20.0	2.546	2.258	2.2840000000000003	42.063	66.363	49.168	53.288000000000004	20.537	2.009	2.347	3.281	1.992	4.994	18.947	3.1069999999999998	30.4	3.617	4.066	3.3169999999999997	4.212	15.56	2.826	28.741999999999997	3.27	2.7039999999999997	4.37	3.279	4.874	4.512	24.644000000000002	3.105
75.50987	2.932	43.955	61.937	49.543	62.222	18.043	2.912	2.917	3.071	43.012	64.542	47.633	60.533	19.570999999999998	2.332	2.343	2.481	42.302	66.023	48.982	52.824	20.468	1.9180000000000001	2.096	2.964	2.056	4.832	18.73	2.7710000000000004	30.643	3.34	3.843	3.5780000000000003	4.806	16.398	2.52	28.206999999999997	3.319	2.725	5.682	3.573	3.486	3.783	23.935	2.733
75.67657	3.052	44.465	61.817	49.573	61.832	17.293	2.552	2.347	3.0410000000000004	43.012	64.602	48.233000000000004	60.803000000000004	19.480999999999998	2.512	2.283	2.181	42.302	65.993	49.251999999999995	52.975	20.317999999999998	2.428	2.006	2.334	2.386	4.802	18.07	2.741	30.643	3.34	3.213	2.708	4.446000000000001	15.407	2.79	28.568	3.0789999999999997	2.575	3.161	3.603	3.576	4.2330000000000005	23.845	3.063
75.84323	2.5669999999999997	44.353	61.99	49.522	61.824	17.625999999999998	2.78	2.634	2.917	43.136	64.62899999999999	47.702	60.977	20.06	2.531	2.4530000000000003	2.312	42.28	66.082	49.353	52.808	20.445999999999998	2.116	2.1180000000000003	2.526	1.9969999999999999	4.675	18.226	2.9410000000000003	30.781999999999996	3.42	3.055	3.09	5.037	15.982999999999999	3.3810000000000002	28.284000000000002	3.102	2.957	3.361	3.353	4.497	3.563	24.669	2.846
76.00996	3.307	44.29600000000001	62.137	49.674	61.971000000000004	17.523	2.863	3.077	2.997	42.84	64.895	47.494	60.853	19.864	2.523	2.715	2.6860000000000004	42.433	66.046	49.083999999999996	53.199	20.611	2.799	2.41	3.049	1.804	5.206	18.362000000000002	2.873	30.761999999999997	3.502	3.5869999999999997	3.3510000000000004	4.128	16.329	2.802	28.355	3.092	3.279	3.804	3.405	3.8280000000000003	3.525	23.721	3.077
76.17661	3.217	44.29600000000001	62.167	49.674	62.662	17.973	3.253	2.747	3.537	43.11	64.775	47.915	60.733000000000004	19.894000000000002	2.6430000000000002	2.685	2.596	42.313	65.986	49.20399999999999	53.138999999999996	20.701	1.9880000000000002	2.32	2.419	2.165	4.936	18.362000000000002	2.573	30.522	3.412	3.557	3.201	4.398	16.96	3.012	28.776	3.2430000000000003	2.918	3.4730000000000003	3.405	4.849	3.375	24.320999999999998	3.437
76.34334	2.7769999999999997	44.443000000000005	62.32	49.552	62.485	17.746	2.69	2.844	3.248	43.316	65.02	47.702	61.067	20.33	2.411	3.805	2.852	42.18899999999999	66.082	49.323	53.078	20.535999999999998	2.897	2.299	2.6460000000000004	2.718	4.915	18.737000000000002	3.2710000000000004	30.660999999999998	3.451	3.596	3.63	4.376	16.253	2.63	28.013	3.7030000000000003	3.1069999999999998	3.4819999999999998	3.6239999999999997	3.8360000000000003	3.9539999999999997	23.888	3.2060000000000004
76.50986	3.029	44.16	62.243	49.753	62.137	17.799	3.109	2.6010000000000004	3.592	43.478	64.98	47.873000000000005	61.021	19.67	2.35	2.635	2.378	42.387	65.893	49.435	53.106	20.568	2.0540000000000003	2.455	2.532	3.1	4.9830000000000005	18.254	3.002	30.679000000000002	3.213	2.971	3.1239999999999997	4.3180000000000005	15.949000000000002	3.114	28.599	3.8310000000000004	2.781	3.154	3.446	4.138999999999999	3.597	24.226999999999997	3.033
76.67655	3.0669999999999997	44.476000000000006	62.047	49.614	62.332	17.703	2.9530000000000003	3.077	3.537	43.14	64.684	48.275	60.913000000000004	19.714000000000002	2.7039999999999997	2.535	2.5660000000000003	42.042	66.13600000000001	49.324	53.049	20.160999999999998	1.6880000000000002	2.5	2.359	2.345	5.146	18.572	2.753	30.342	3.773	3.467	3.4410000000000003	4.308	16.299	2.832	28.625999999999998	2.8819999999999997	2.7680000000000002	3.443	3.675	3.3480000000000003	3.795	24.351	3.377
