	MG1655-1	PUTR3-1_1	ygaC-1	ygaC_ybeX-1	ygaC_mpl-1	ygaC_ybeX_mpl-1	PUTR8-10_1	rpsG1_mreB-1	MG1655-2	PUTR3-1_2	ygaC-2	ygaC_ybeX-2	ygaC_mpl-2	ygaC_ybeX_mpl-2	PUTR8-10_2	rpsG1_mreB-2	MG1655-3	PUTR3-1_3	ygaC-3	ygaC_ybeX-3	ygaC_mpl-3	ygaC_ybeX_mpl-3	PUTR8-10_3	rpsG1_mreB-3	rpsG1_mreB_ybeX-1	rpsG1_mreB_mpl-1	rpsG1_mreB_ybeX_mpl-1	proV_cspC-1	proV_cspC_ybeX-1	proV_cspC_mpl-1	proV_cspC_ybeX_mpl-1	rpsG1_mreB_ybeX-2	rpsG1_mreB_mpl-2	rpsG1_mreB_ybeX_mpl-2	proV_cspC-2	proV_cspC_ybeX-2	proV_cspC_mpl-2	proV_cspC_ybeX_mpl-2	rpsG1_mreB_ybeX-3	rpsG1_mreB_mpl-3	rpsG1_mreB_ybeX_mpl-3	proV_cspC-3	proV_cspC_ybeX-3	proV_cspC_mpl-3	proV_cspC_ybeX_mpl-3
2.17188	0.07200000000000001	0.24600000000000002	0.45	0.35	0.396	0.5529999999999999	0.175	0.31	0.09300000000000001	0.19399999999999998	0.34	0.616	0.534	0.652	0.106	0.585	0.0	0.27	0.335	0.601	0.43799999999999994	0.725	0.13699999999999998	0.622	0.133	0.233	0.47	0.18100000000000002	0.16699999999999998	0.47100000000000003	0.501	0.11800000000000001	0.235	0.517	0.253	0.573	0.21	0.35600000000000004	0.36200000000000004	0.106	0.42200000000000004	0.292	0.503	0.44299999999999995	0.36700000000000005
2.33852	0.07200000000000001	0.24600000000000002	0.254	0.252	0.396	0.521	0.14300000000000002	0.375	0.061	0.325	0.078	0.649	0.534	0.652	0.171	0.48700000000000004	0.066	0.336	0.335	0.503	0.503	0.725	0.13699999999999998	0.72	0.23199999999999998	0.201	0.43700000000000006	0.14800000000000002	0.16699999999999998	0.405	0.40299999999999997	0.248	0.17	0.5489999999999999	0.35100000000000003	0.573	0.079	0.389	0.36200000000000004	0.27	0.35700000000000004	0.19399999999999998	0.503	0.541	0.204
2.5051	0.087	0.327	0.366	0.267	0.41	0.535	0.156	0.294	0.11	0.34299999999999997	0.16	0.6659999999999999	0.483	0.7	0.024	0.6990000000000001	0.084	0.355	0.387	0.519	0.42200000000000004	0.774	0.09	0.737	0.25	0.21899999999999997	0.389	0.265	0.184	0.489	0.35600000000000004	0.268	0.254	0.47	0.368	0.524	0.293	0.406	0.281	0.221	0.439	0.179	0.52	0.528	0.289
2.67189	0.032	0.272	0.342	0.375	0.451	0.643	0.1	0.20800000000000002	0.22	0.355	0.171	0.645	0.5579999999999999	0.711	0.198	0.7090000000000001	0.129	0.26899999999999996	0.39899999999999997	0.629	0.531	0.753	0.069	0.7490000000000001	0.23	0.265	0.401	0.278	0.228	0.534	0.466	0.379	0.267	0.384	0.34600000000000003	0.534	0.40299999999999997	0.41700000000000004	0.325	0.298	0.483	0.191	0.433	0.44299999999999995	0.335
2.83849	0.015	0.254	0.29	0.42200000000000004	0.366	0.5589999999999999	0.113	0.35600000000000004	0.138	0.27399999999999997	0.187	0.695	0.475	0.726	0.214	0.626	0.048	0.387	0.32	0.6459999999999999	0.449	0.802	0.11900000000000001	0.799	0.282	0.251	0.418	0.23199999999999998	0.24600000000000002	0.52	0.649	0.366	0.187	0.5670000000000001	0.297	0.616	0.223	0.335	0.243	0.249	0.5	0.307	0.451	0.462	0.355
3.00535	0.042	0.282	0.28600000000000003	0.319	0.42700000000000005	0.652	0.207	0.252	0.099	0.366	0.18100000000000002	0.6559999999999999	0.502	0.688	0.209	0.7190000000000001	0.141	0.282	0.281	0.574	0.444	0.764	0.015	0.7609999999999999	0.341	0.27699999999999997	0.41200000000000003	0.29100000000000004	0.207	0.514	0.446	0.392	0.214	0.659	0.456	0.643	0.218	0.33	0.336	0.309	0.462	0.10400000000000001	0.511	0.456	0.25
3.17197	0.017	0.35600000000000004	0.293	0.326	0.5	0.561	0.214	0.359	0.20600000000000002	0.34299999999999997	0.18899999999999997	0.763	0.575	0.794	0.151	0.53	0.11699999999999999	0.29100000000000004	0.32299999999999995	0.6809999999999999	0.452	0.772	0.122	0.77	0.384	0.287	0.48700000000000004	0.33299999999999996	0.314	0.556	0.389	0.303	0.223	0.603	0.39799999999999996	0.52	0.259	0.43700000000000006	0.345	0.154	0.569	0.21100000000000002	0.42100000000000004	0.4	0.326
3.33854	0.017	0.29	0.293	0.392	0.434	0.495	0.214	0.228	0.10800000000000001	0.375	0.222	0.862	0.575	0.794	0.348	0.596	0.051	0.29100000000000004	0.389	0.583	0.551	0.805	0.221	0.6709999999999999	0.449	0.287	0.52	0.20199999999999999	0.11699999999999999	0.523	0.455	0.369	0.19	0.669	0.3	0.618	0.226	0.33799999999999997	0.345	0.35100000000000003	0.47	0.113	0.45399999999999996	0.498	0.22699999999999998
3.50532	0.11599999999999999	0.29	0.293	0.392	0.467	0.561	0.313	0.359	0.10800000000000001	0.27699999999999997	0.091	0.698	0.575	0.63	0.151	0.628	0.051	0.226	0.389	0.6809999999999999	0.485	0.7390000000000001	0.122	0.6709999999999999	0.449	0.353	0.42100000000000004	0.235	0.15	0.425	0.389	0.369	0.19	0.603	0.267	0.7170000000000001	0.161	0.40399999999999997	0.312	0.252	0.503	0.244	0.42100000000000004	0.466	0.326
3.67204	0.10300000000000001	0.27699999999999997	0.38	0.413	0.423	0.5489999999999999	0.268	0.24600000000000002	0.127	0.32799999999999996	0.11	0.782	0.498	0.617	0.204	0.616	0.135	0.275	0.373	0.634	0.537	0.758	0.271	0.755	0.532	0.271	0.47200000000000003	0.21899999999999997	0.10300000000000001	0.442	0.47200000000000003	0.353	0.273	0.653	0.35200000000000004	0.605	0.245	0.39	0.396	0.205	0.555	0.22899999999999998	0.5379999999999999	0.384	0.145
3.83863	0.146	0.353	0.389	0.39	0.465	0.5589999999999999	0.27699999999999997	0.35600000000000004	0.039	0.27399999999999997	0.22	0.7929999999999999	0.606	0.628	0.247	0.593	0.147	0.321	0.32	0.58	0.581	0.868	0.28300000000000003	0.6679999999999999	0.643	0.284	0.5820000000000001	0.23199999999999998	0.147	0.5529999999999999	0.452	0.49700000000000005	0.187	0.764	0.264	0.616	0.322	0.598	0.40700000000000003	0.249	0.5660000000000001	0.14300000000000002	0.451	0.495	0.32299999999999995
4.00545	0.037000000000000005	0.34299999999999997	0.34700000000000003	0.478	0.456	0.5489999999999999	0.301	0.24600000000000002	0.027999999999999997	0.32799999999999996	0.11	0.7490000000000001	0.596	0.8140000000000001	0.335	0.6809999999999999	0.102	0.275	0.406	0.7659999999999999	0.537	0.758	0.304	0.657	0.532	0.271	0.7020000000000001	0.21899999999999997	0.201	0.442	0.341	0.451	0.174	0.653	0.35200000000000004	0.638	0.146	0.423	0.33	0.304	0.555	0.22899999999999998	0.5379999999999999	0.449	0.244
4.17207	0.032	0.337	0.342	0.375	0.451	0.544	0.264	0.33899999999999997	0.121	0.223	0.203	0.7759999999999999	0.5579999999999999	0.7759999999999999	0.231	0.578	0.129	0.302	0.301	0.727	0.466	0.851	0.2	0.782	0.5579999999999999	0.265	0.597	0.18	0.196	0.436	0.466	0.47700000000000004	0.201	0.745	0.28	0.534	0.20600000000000002	0.384	0.292	0.23199999999999998	0.5489999999999999	0.223	0.499	0.44299999999999995	0.204
4.33875	0.105	0.345	0.349	0.48100000000000004	0.425	0.551	0.271	0.413	0.09699999999999999	0.363	0.179	0.883	0.5660000000000001	0.718	0.239	0.618	0.105	0.27899999999999997	0.475	0.768	0.5720000000000001	0.958	0.209	0.6920000000000001	0.732	0.27399999999999997	0.672	0.32	0.237	0.511	0.377	0.586	0.17800000000000002	0.6559999999999999	0.387	0.509	0.149	0.491	0.33299999999999996	0.307	0.59	0.23199999999999998	0.442	0.387	0.247
4.50542	0.13	0.272	0.342	0.408	0.484	0.544	0.36200000000000004	0.24	0.187	0.45299999999999996	0.171	0.94	0.657	0.711	0.32899999999999996	0.578	0.129	0.204	0.465	0.858	0.63	0.7859999999999999	0.265	0.782	0.722	0.363	0.597	0.278	0.196	0.534	0.368	0.47700000000000004	0.267	0.745	0.34600000000000003	0.632	0.239	0.515	0.423	0.23199999999999998	0.5820000000000001	0.125	0.433	0.44299999999999995	0.303
4.67216	0.004	0.27699999999999997	0.34700000000000003	0.478	0.489	0.5489999999999999	0.17	0.312	0.225	0.32799999999999996	0.17600000000000002	0.88	0.563	0.7809999999999999	0.23600000000000002	0.616	0.2	0.40700000000000003	0.406	0.7659999999999999	0.537	0.89	0.304	0.755	0.564	0.337	0.669	0.284	0.23399999999999999	0.54	0.47200000000000003	0.5820000000000001	0.174	0.883	0.28600000000000003	0.539	0.146	0.423	0.396	0.337	0.5870000000000001	0.131	0.505	0.48200000000000004	0.309
4.83876	0.098	0.239	0.27699999999999997	0.506	0.419	0.5770000000000001	0.29600000000000004	0.20800000000000002	0.187	0.355	0.171	0.8740000000000001	0.591	0.7759999999999999	0.231	0.61	0.129	0.26899999999999996	0.36700000000000005	0.858	0.564	0.884	0.298	0.782	0.755	0.265	0.696	0.18	0.228	0.436	0.433	0.5760000000000001	0.201	0.843	0.28	0.698	0.14	0.48200000000000004	0.521	0.331	0.745	0.191	0.597	0.541	0.237
5.00538	0.212	0.287	0.389	0.5870000000000001	0.465	0.69	0.376	0.258	0.204	0.27399999999999997	0.187	0.9570000000000001	0.606	0.9229999999999999	0.34600000000000003	0.626	0.147	0.28800000000000003	0.419	0.8420000000000001	0.679	0.966	0.415	0.865	0.84	0.284	0.779	0.396	0.24600000000000002	0.619	0.386	0.6609999999999999	0.187	0.8959999999999999	0.461	0.7140000000000001	0.158	0.499	0.539	0.315	0.763	0.24100000000000002	0.451	0.397	0.257
5.17224	0.10300000000000001	0.244	0.34700000000000003	0.5770000000000001	0.423	0.5820000000000001	0.301	0.24600000000000002	0.225	0.32799999999999996	0.209	1.044	0.596	0.7809999999999999	0.4	0.583	0.135	0.374	0.373	0.831	0.635	0.988	0.20600000000000002	0.6890000000000001	0.86	0.337	0.8	0.21899999999999997	0.33299999999999996	0.442	0.374	0.648	0.174	0.981	0.188	0.539	0.113	0.521	0.494	0.23800000000000002	0.653	0.32799999999999996	0.439	0.449	0.244
5.33887	0.095	0.26899999999999996	0.47100000000000003	0.569	0.547	0.542	0.491	0.237	0.086	0.35200000000000004	0.266	1.068	0.589	0.8059999999999999	0.327	0.608	0.027000000000000003	0.299	0.495	0.9209999999999999	0.627	1.045	0.361	0.648	0.85	0.327	0.889	0.209	0.29100000000000004	0.498	0.529	0.802	0.198	0.84	0.441	0.695	0.13699999999999998	0.48	0.518	0.32799999999999996	0.775	0.22	0.594	0.439	0.23399999999999999
5.50555	0.087	0.262	0.33299999999999996	0.594	0.475	0.6659999999999999	0.5489999999999999	0.327	0.11	0.34299999999999997	0.258	1.124	0.647	0.897	0.41700000000000004	0.6659999999999999	0.182	0.387	0.28800000000000003	0.912	0.52	1.036	0.35200000000000004	0.672	0.84	0.35	0.946	0.265	0.282	0.489	0.45399999999999996	0.726	0.156	1.0270000000000001	0.335	0.7859999999999999	0.129	0.406	0.47700000000000004	0.418	0.93	0.212	0.48700000000000004	0.331	0.22399999999999998
5.67216	0.188	0.264	0.434	0.695	0.47700000000000004	0.6679999999999999	0.38799999999999996	0.297	0.113	0.41100000000000003	0.392	1.127	0.649	0.899	0.518	0.7340000000000001	0.087	0.391	0.488	0.948	0.621	1.137	0.45299999999999996	0.675	1.0070000000000001	0.354	0.9490000000000001	0.203	0.318	0.42700000000000005	0.555	0.664	0.355	1.128	0.37	0.7879999999999999	0.19699999999999998	0.507	0.513	0.191	0.9329999999999999	0.182	0.425	0.36700000000000005	0.325
5.83882	0.087	0.22899999999999998	0.33299999999999996	0.758	0.475	0.6659999999999999	0.385	0.39299999999999996	0.11	0.34299999999999997	0.258	1.0590000000000002	0.647	0.897	0.41700000000000004	0.568	0.182	0.289	0.485	1.1420000000000001	0.5529999999999999	1.069	0.5479999999999999	0.77	1.004	0.318	0.9790000000000001	0.265	0.381	0.522	0.519	0.792	0.188	1.158	0.335	0.589	0.22699999999999998	0.47100000000000003	0.6409999999999999	0.385	0.767	0.113	0.52	0.43	0.289
6.00549	0.12	0.36	0.431	0.693	0.442	0.6659999999999999	0.385	0.39299999999999996	0.20800000000000002	0.31	0.258	1.2229999999999999	0.647	0.799	0.41700000000000004	0.6659999999999999	0.11699999999999999	0.289	0.452	1.011	0.7170000000000001	1.069	0.483	0.672	1.004	0.318	1.077	0.298	0.315	0.5870000000000001	0.45399999999999996	0.792	0.287	1.158	0.335	0.687	0.096	0.47100000000000003	0.575	0.287	0.8320000000000001	0.179	0.48700000000000004	0.43	0.322
6.17216	0.138	0.28	0.382	0.7759999999999999	0.491	0.65	0.402	0.34700000000000003	0.228	0.363	0.375	1.178	0.664	0.915	0.40299999999999997	0.585	0.203	0.377	0.376	1.129	0.638	1.089	0.504	0.659	1.0270000000000001	0.373	1.0659999999999998	0.28800000000000003	0.401	0.544	0.475	0.848	0.374	1.083	0.387	0.706	0.313	0.327	0.596	0.24100000000000002	0.885	0.134	0.442	0.485	0.345
6.33894	0.138	0.28	0.382	0.71	0.556	0.65	0.5660000000000001	0.249	0.195	0.331	0.21100000000000002	1.3090000000000002	0.664	1.014	0.502	0.618	0.105	0.41	0.507	1.129	0.638	1.089	0.504	0.6920000000000001	1.158	0.34	1.197	0.32	0.335	0.544	0.541	0.914	0.276	1.345	0.289	0.706	0.215	0.327	0.596	0.24100000000000002	0.951	0.134	0.508	0.485	0.214
6.50564	0.22899999999999998	0.272	0.342	0.8009999999999999	0.55	0.708	0.591	0.306	0.187	0.355	0.4	1.3	0.657	1.006	0.493	0.7090000000000001	0.22699999999999998	0.466	0.563	1.219	0.662	1.179	0.691	0.6829999999999999	1.246	0.33	1.155	0.311	0.491	0.6	0.6629999999999999	0.903	0.299	1.237	0.34600000000000003	0.731	0.20600000000000002	0.319	0.5870000000000001	0.23199999999999998	0.9420000000000001	0.322	0.532	0.44299999999999995	0.335
6.67219	0.128	0.26899999999999996	0.47100000000000003	0.897	0.58	0.706	0.491	0.303	0.11800000000000001	0.35200000000000004	0.299	1.3630000000000002	0.654	0.97	0.523	0.6729999999999999	0.191	0.299	0.462	1.347	0.659	1.143	0.59	0.8440000000000001	1.21	0.327	1.0859999999999999	0.308	0.42200000000000004	0.629	0.561	0.9	0.198	1.266	0.278	0.794	0.039	0.381	0.682	0.23	1.038	0.188	0.431	0.47200000000000003	0.23399999999999999
6.83904	0.128	0.26899999999999996	0.43799999999999994	0.9620000000000001	0.58	0.6729999999999999	0.556	0.205	0.217	0.319	0.299	1.297	0.589	0.97	0.425	0.575	0.22399999999999998	0.299	0.462	1.249	0.725	1.078	0.623	0.648	1.4069999999999998	0.327	1.1840000000000002	0.308	0.42200000000000004	0.597	0.529	0.9	0.36200000000000004	1.3319999999999999	0.34299999999999997	0.892	0.13699999999999998	0.414	0.748	0.295	0.8740000000000001	0.122	0.496	0.47200000000000003	0.23399999999999999
7.00567	0.115	0.355	0.361	0.9490000000000001	0.536	0.6940000000000001	0.545	0.092	0.17	0.337	0.35100000000000003	1.348	0.675	0.9570000000000001	0.6729999999999999	0.562	0.078	0.28300000000000003	0.38	1.3980000000000001	0.645	1.162	0.7709999999999999	0.732	1.4880000000000002	0.344	1.136	0.29100000000000004	0.408	0.483	0.513	1.014	0.34600000000000003	1.446	0.32899999999999996	0.813	0.221	0.36700000000000005	0.635	0.281	1.121	0.20600000000000002	0.58	0.423	0.217
7.17228	0.136	0.179	0.34700000000000003	0.97	0.5539999999999999	0.779	0.596	0.24600000000000002	0.225	0.36	0.27399999999999997	1.569	0.6940000000000001	1.011	0.63	0.583	0.233	0.47200000000000003	0.57	1.2570000000000001	0.7340000000000001	1.381	0.73	0.591	1.319	0.337	1.2590000000000001	0.284	0.529	0.639	0.735	1.107	0.207	1.375	0.35200000000000004	0.802	0.245	0.423	0.691	0.304	1.046	0.196	0.505	0.449	0.408
7.33898	0.004	0.27699999999999997	0.34700000000000003	1.003	0.489	0.779	0.563	0.115	0.094	0.262	0.307	1.47	0.6940000000000001	1.109	0.728	0.7140000000000001	0.233	0.308	0.47100000000000003	1.421	0.635	1.25	0.698	0.6890000000000001	1.4169999999999998	0.271	1.358	0.284	0.595	0.639	0.669	1.107	0.207	1.44	0.253	0.703	0.113	0.488	0.757	0.435	1.079	0.22899999999999998	0.439	0.449	0.44
7.50568	0.013999999999999999	0.319	0.359	0.9790000000000001	0.534	0.757	0.542	0.28600000000000003	0.2	0.33399999999999996	0.25	1.574	0.639	0.9540000000000001	0.5720000000000001	0.593	0.17300000000000001	0.345	0.541	1.395	0.643	1.224	0.703	0.6629999999999999	1.517	0.308	1.33	0.157	0.503	0.48	0.608	1.0759999999999998	0.27699999999999997	1.541	0.261	0.777	0.18600000000000003	0.364	0.8290000000000001	0.278	1.151	0.301	0.511	0.354	0.508
7.67242	0.18600000000000003	0.262	0.366	0.889	0.475	0.764	0.5820000000000001	0.294	0.077	0.408	0.389	1.5830000000000002	0.68	1.093	0.711	0.568	0.182	0.355	0.583	1.436	0.7490000000000001	1.2329999999999999	0.7120000000000001	0.574	1.626	0.318	1.273	0.2	0.61	0.62	0.716	1.0859999999999999	0.287	1.6159999999999999	0.368	0.7859999999999999	0.129	0.504	0.674	0.319	1.127	0.113	0.48700000000000004	0.364	0.289
7.8391	0.12	0.262	0.431	1.0859999999999999	0.541	0.862	0.615	0.196	0.17600000000000002	0.441	0.258	1.485	0.68	1.093	0.679	0.6659999999999999	0.215	0.256	0.485	1.4040000000000001	0.815	1.331	0.7120000000000001	0.737	1.5930000000000002	0.35	1.47	0.298	0.61	0.62	0.618	1.217	0.188	1.649	0.433	0.7859999999999999	0.293	0.406	0.7390000000000001	0.319	1.061	0.27699999999999997	0.42200000000000004	0.462	0.387
8.00571	0.12	0.22899999999999998	0.33299999999999996	1.1179999999999999	0.442	0.764	0.713	0.294	0.17600000000000002	0.34299999999999997	0.258	1.55	0.647	1.093	0.81	0.6659999999999999	0.313	0.191	0.55	1.436	0.6509999999999999	1.266	0.8759999999999999	0.672	1.79	0.318	1.3719999999999999	0.265	0.512	0.62	0.716	1.217	0.254	1.649	0.335	0.818	0.129	0.406	0.772	0.221	1.3230000000000002	0.113	0.52	0.331	0.387
8.17244	0.115	0.158	0.32799999999999996	1.2770000000000001	0.34	0.792	0.708	0.19	0.105	0.337	0.253	1.642	0.675	1.088	0.738	0.6609999999999999	0.209	0.28300000000000003	0.478	1.463	0.645	1.456	0.7709999999999999	0.732	1.7169999999999999	0.344	1.5619999999999998	0.259	0.5710000000000001	0.614	0.644	1.2109999999999999	0.248	1.642	0.32899999999999996	0.813	0.12300000000000001	0.4	0.7659999999999999	0.314	1.219	0.20600000000000002	0.48200000000000004	0.358	0.381
8.33912	0.218	0.22899999999999998	0.431	1.1840000000000002	0.41	0.764	0.615	0.163	0.17600000000000002	0.408	0.258	1.845	0.647	1.126	0.711	0.6990000000000001	0.182	0.289	0.55	1.633	0.6509999999999999	1.462	0.9740000000000001	0.737	1.8219999999999998	0.318	1.535	0.2	0.675	0.5870000000000001	0.7490000000000001	1.2830000000000001	0.287	1.944	0.368	0.72	0.129	0.504	0.968	0.418	1.258	0.27699999999999997	0.42200000000000004	0.364	0.387
8.50567	0.237	0.28	0.579	1.202	0.425	0.912	0.73	0.21600000000000003	0.09699999999999999	0.331	0.179	1.67	0.664	1.2429999999999999	0.731	0.585	0.302	0.27899999999999997	0.475	1.589	0.5720000000000001	1.3840000000000001	0.898	0.659	1.946	0.43799999999999994	1.656	0.28800000000000003	0.598	0.609	0.672	1.406	0.374	1.87	0.387	0.8370000000000001	0.247	0.524	0.858	0.307	1.345	0.23199999999999998	0.442	0.387	0.313
8.67241	0.087	0.163	0.33299999999999996	1.315	0.442	0.895	0.877	0.294	0.17600000000000002	0.441	0.29100000000000004	1.845	0.5489999999999999	1.126	0.679	0.6659999999999999	0.28	0.289	0.583	1.567	0.7170000000000001	1.462	0.81	0.836	1.986	0.35	1.535	0.298	0.675	0.489	0.716	1.381	0.35200000000000004	2.042	0.368	0.72	0.22699999999999998	0.504	1.034	0.287	1.225	0.113	0.52	0.331	0.42
