	MG1655-1	GLUT1-3_1	GLUT1-10_1	GLUT4-1_1	GLUT8-6_1	kgtP-1	proV-1	ybjL-1	MG1655-2	GLUT1-3_2	GLUT1-10_2	GLUT4-1_2	GLUT8-6_2	kgtP-2	proV-2	ybjL-2	MG1655-3	GLUT1-3_3	GLUT1-10_3	GLUT4-1_3	GLUT8-6_3	kgtP-3	proV-3	ybjL-3	kgtP_proV-1	kgtP_sspA-1	kgtP_ybjL-1	kgtP_proV_ybjL-1	kgtP_proV-2	kgtP_sspA-1dup	kgtP_ybjL-2	kgtP_proV_ybjL-2	kgtP_proV-3	kgtP_sspA-3	kgtP_ybjL-3	kgtP_proV_ybjL-3
22.00623	2.1830000000000003	16.034000000000002	25.500999999999998	19.605	23.873	16.403	4.633	3.426	3.275	15.863	25.427	18.918	24.115	16.164	4.66	3.443	3.513	16.533	26.113000000000003	19.961	24.235	16.115	5.027	3.761	22.891	15.624	20.967	21.318	22.791	15.24	21.694000000000003	22.131	21.750999999999998	15.315	20.91	21.979
22.17297	2.272	15.87	24.798000000000002	19.299	24.051	16.608	4.637	3.344	3.194	15.869000000000002	25.776	18.697	24.095	16.455	4.977	3.446	3.574	16.539	26.49	20.024	24.414	15.865	5.287000000000001	3.9360000000000004	23.212	15.857000000000001	20.660999999999998	21.496	23.34	14.905	21.160999999999998	21.712	21.416999999999998	15.577	20.916999999999998	21.645
22.33955	2.483	15.56	25.845	19.499000000000002	24.105	16.299	4.622	3.415	3.091	16.268	24.834	19.182000000000002	24.092	16.712	5.074	3.659	3.5	16.428	26.258000000000003	20.025	24.439	16.38	5.1	4.033	23.009	15.264000000000001	20.973000000000003	21.041	23.194000000000003	14.937999999999999	21.160999999999998	21.596999999999998	22.467	15.325	20.916	21.615
22.50623	2.329	15.883	24.826999999999998	19.762999999999998	24.394000000000002	16.905	4.696000000000001	3.5180000000000002	3.2489999999999997	15.765	25.206999999999997	19.02	24.21	16.578	5.034	3.7319999999999998	3.488	16.834	25.324	20.06	24.500999999999998	16.702	5.172000000000001	4.077	22.899	15.671	20.185	20.763	23.51	14.92	21.31	22.058000000000003	21.45	15.222000000000001	21.206999999999997	21.906
22.67305	2.5610000000000004	15.93	25.601	19.552	24.205	16.641	4.957	3.752	3.28	15.780999999999999	25.385	18.611	24.276999999999997	16.963	5.01	3.7089999999999996	3.5189999999999997	16.596	26.098000000000003	20.046	24.539	16.748	5.175	3.967	22.934	15.606	20.625	20.663	22.78	15.052999999999999	21.436	21.872	22.171	15.072000000000001	20.596999999999998	21.805
22.8396	2.504	16.088	25.233	19.798	24.459	16.741	5.069	3.7769999999999997	3.395	16.084	25.186999999999998	18.743	24.416999999999998	17.039	5.35	3.736	3.577	16.557000000000002	25.418000000000003	20.067	24.623	16.822	5.375	4.11	23.021	15.82	20.618000000000002	21.14	23.433000000000003	15.295	21.658	21.554000000000002	22.48	15.199000000000002	21.555	22.026999999999997
23.00632	2.476	15.533	25.573	19.467	24.432	16.698	5.354	3.78	3.365	15.780999999999999	25.215	18.753	24.362	16.963	5.407	4.277	3.69	16.596	26.608	20.555999999999997	24.539	16.521	5.572	4.2219999999999995	22.281999999999996	15.606	20.625	21.174	22.78	14.912	21.180999999999997	21.701999999999998	21.83	15.072000000000001	20.682	21.805
23.17296	2.853	15.731	25.05	19.584	24.588	16.327	5.048	3.983	3.404	15.956	25.061	19.125	24.518	16.769000000000002	5.614	4.113	3.6710000000000003	16.655	26.088	19.996	24.468000000000004	17.005	5.553999999999999	4.431	22.668000000000003	15.860999999999999	20.604	21.296	22.767	15.137	21.046999999999997	21.654	22.581	15.467	21.541999999999998	21.671999999999997
23.33969	2.5069999999999997	15.710999999999999	25.184	19.654	24.721	17.047	5.156000000000001	3.977	3.515	15.997	25.025	19.250999999999998	24.622	17.407	5.61	4.051	3.753	16.723	25.739	20.551	24.884	17.357	5.922000000000001	4.655	22.631999999999998	15.300999999999998	20.903000000000002	21.17	23.156999999999996	15.742	21.09	21.555999999999997	23.253	15.987	20.846	21.83
23.50633	2.7960000000000003	15.901	25.59	19.499000000000002	25.015	16.498	5.303999999999999	4.1819999999999995	3.432	16.041	25.63	18.926	24.66	16.769000000000002	5.5	4.227	3.813	16.428	25.519000000000002	19.854	24.553	17.09	5.8389999999999995	4.431	22.695999999999998	15.747	20.803	21.154	23.052	15.307	21.644000000000002	21.682	22.95	15.467	21.399	21.871
23.67312	2.682	15.956	24.596999999999998	19.575	25.158	17.092	5.617999999999999	4.386	3.7119999999999997	16.088	25.118000000000002	18.663	24.663	16.419	6.01	4.399	3.867	16.563	25.405	20.407	24.500999999999998	16.886	6.032	4.711	22.072	15.517999999999999	21.184	21.109	22.939	15.050999999999998	21.031999999999996	21.891	23.180999999999997	15.467	21.525	21.57
23.83974	2.9130000000000003	15.779000000000002	24.916	19.998	24.995	17.426	5.394	4.245	3.747	15.887	25.58	19.085	24.726	16.727999999999998	6.2139999999999995	4.601	3.958	16.616	25.697	20.152	24.506	17.222	5.869	4.604	22.448	15.539000000000001	20.845	20.855	22.719	15.072000000000001	21.118000000000002	21.894000000000002	22.761	15.913	20.93	21.884
24.00638	2.9130000000000003	15.722000000000001	24.546999999999997	20.338	24.995	17.255	5.678	4.387	3.576	15.887	25.58	18.858	24.386	17.494	6.127999999999999	4.601	4.156000000000001	16.616	26.038	19.982	24.761999999999997	17.136	6.039	4.774	22.193	15.738	20.987	20.685	22.294	15.526	21.259	21.553	23.186999999999998	15.289000000000001	21.583000000000002	21.799
24.17311	3.1439999999999997	15.655999999999999	24.839000000000002	20.07	25.031999999999996	17.132	5.654	4.393	3.7489999999999997	15.675999999999998	24.794	19.186	24.594	17.141	5.99	4.4910000000000005	4.131	16.605	25.676	20.337	24.799	17.409000000000002	6.438	4.72	22.258000000000003	15.955	20.858	21.464000000000002	22.331	15.234000000000002	21.074	21.85	22.941	15.508	21.256	21.84
24.33989	3.1039999999999996	16.078	24.73	20.069000000000003	25.035999999999998	16.789	5.755	4.663	3.766	15.902000000000001	25.138	19.497	24.625	16.658	6.375	4.5360000000000005	3.864	16.602999999999998	25.680999999999997	20.053	24.631999999999998	16.783	6.144	5.021	21.865	16.037	21.057	21.153000000000002	22.533	15.343	21.16	21.936	22.916	15.334000000000001	21.739	21.726999999999997
24.50654	2.93	15.845	24.608	19.807000000000002	24.858	17.038	5.978	4.574	3.762	15.950999999999999	24.96	19.462	24.674	17.500999999999998	6.683	4.957	4.2	16.454	25.616	20.215999999999998	24.653000000000002	17.457	6.5360000000000005	4.846	21.828000000000003	16.201	20.965	20.805	21.730999999999998	14.968	21.578000000000003	21.616	22.71	15.157	21.278000000000002	21.691
24.67308	2.9339999999999997	15.936	25.410999999999998	19.842	25.035999999999998	16.902	5.812	4.692	3.908	15.958	25.506999999999998	19.242	24.767	17.395	6.347	5.131	4.289	16.375999999999998	25.426	20.28	24.660999999999998	17.294	6.569	5.218999999999999	21.95	15.3	20.802	20.840999999999998	22.476	15.088	21.16	21.964000000000002	22.660999999999998	15.674000000000001	21.342	21.557
24.83977	2.9739999999999998	16.025	24.669	20.155	25.259	16.934	6.278	4.677	3.7489999999999997	16.016	25.219	19.695999999999998	24.679000000000002	17.679000000000002	6.67	4.888	4.187	16.660999999999998	25.336	20.45	24.743000000000002	17.523	6.891	5.088	22.003	15.417	20.717	21.066999999999997	22.331	16.055	21.131	21.736	22.233	15.735	21.454	21.84
25.00657	3.185	15.917	24.835	20.139	25.026999999999997	17.025	6.233	5.055	4.048	15.914000000000001	25.101999999999997	19.68	24.559	17.38	7.026	5.071000000000001	4.513999999999999	16.557000000000002	25.162	20.238	24.537	17.844	6.653	5.473	21.544	15.847999999999999	21.215	20.799	21.445	15.465	21.288	22.179000000000002	22.622	15.880999999999998	21.697	21.941999999999997
25.17316	3.2489999999999997	15.559000000000001	24.682	19.971	25.016	17.035	6.157	5.292000000000001	3.967	16.116	24.778000000000002	19.767	24.578000000000003	17.438	6.775	5.362	4.292	16.393	25.575	20.605999999999998	24.642	17.679000000000002	6.513999999999999	5.25	21.448	16.0	21.099	21.052	22.031999999999996	15.136	21.57	21.552	21.849	15.581	21.072	21.485
25.33982	3.136	15.842	25.135	19.942999999999998	24.903000000000002	16.922	6.44	5.151	4.08	16.116	24.721	19.512999999999998	24.578000000000003	17.438	6.945	5.192	4.632	16.393	25.32	20.576999999999998	24.614	17.651	6.882000000000001	5.335	21.958000000000002	15.177999999999999	21.269000000000002	21.307	22.031999999999996	15.107999999999999	21.627	22.061	22.614	15.495999999999999	21.723000000000003	22.023000000000003
25.50651	3.525	15.788	24.552	19.892	25.226	17.038	6.545	5.2829999999999995	3.932	15.950999999999999	24.761999999999997	19.802	24.674	17.246	7.08	5.609	4.285	16.511	25.331999999999997	20.301	24.625	16.947	7.359	5.64	21.999000000000002	15.124	21.419	20.89	21.901	15.337	21.493000000000002	21.956999999999997	21.83	15.242	21.504	21.776999999999997
25.67317	3.7680000000000002	15.6	24.273000000000003	19.985	25.089000000000002	17.160999999999998	6.59	5.357	4.0889999999999995	15.931	24.794	19.555	24.565	17.452	7.377999999999999	5.398	4.584	16.265	25.590999999999998	19.77	24.743000000000002	17.579	7.26	5.683	21.748	15.275	20.943	20.897	21.849	15.63	21.584	21.509	22.488000000000003	15.224	21.624000000000002	21.925
25.83984	3.2460000000000004	15.88	24.985	20.012	25.121	17.186	6.89	5.542999999999999	4.163	15.987	24.883000000000003	19.667	24.824	17.508	7.567	5.699	4.488	16.518	25.539	20.564	24.746	17.605999999999998	7.364	5.73	21.695	15.100999999999999	21.086	21.238000000000003	22.278000000000002	15.258	21.358	21.794	22.519000000000002	15.447000000000001	21.256	22.124000000000002
26.00661	3.3110000000000004	16.05	24.348000000000003	20.131	24.994	17.186	6.956	5.692	4.374	16.019000000000002	24.756999999999998	19.7	24.838	17.685	7.892	5.9639999999999995	4.328	16.69	25.499000000000002	20.259	24.618000000000002	17.977999999999998	7.718	6.197	22.164	15.1	21.151	20.877	22.291999999999998	15.2	22.076999999999998	21.69	21.963	14.962	21.236	21.793000000000003
26.17328	3.535	15.731	24.283	19.982	25.185	17.577	6.553999999999999	5.688	4.37	15.956	24.578000000000003	19.637	24.83	17.535999999999998	7.432	5.903	4.6080000000000005	16.57	24.837	20.11	24.752	17.687	7.486000000000001	5.992999999999999	22.326999999999998	15.179	20.86	20.813000000000002	22.057	14.853	21.416999999999998	21.739	21.87	15.325	21.229	21.671999999999997
26.33992	3.49	15.92	24.022	20.173	25.01	17.227	7.22	5.899	4.327	16.033	24.886999999999997	19.402	24.796999999999997	17.159000000000002	7.73	6.087000000000001	4.65	16.789	24.663	20.017	24.719	17.535999999999998	7.415	6.206	21.754	14.998	21.336	20.892	22.250999999999998	15.552999999999999	21.750999999999998	21.506	21.723000000000003	15.485	21.592	21.95
26.50659	3.324	15.755999999999998	24.4	20.067	25.217	17.404	6.968	5.875	4.416	15.898	24.184	19.494	24.919	17.762999999999998	8.076	5.977	4.711	16.625	24.87	19.882	24.954	17.827	7.591	6.211	21.677	14.606	21.258000000000003	20.928	22.316	15.73	21.247	21.712	21.844	15.975	21.002	21.73
26.67317	3.469	15.747	24.409000000000002	19.883	24.999000000000002	17.621	7.114	6.021	4.531000000000001	16.084	24.221999999999998	19.68	24.758000000000003	17.295	7.962999999999999	6.377000000000001	4.798	16.67	24.906999999999996	20.493000000000002	24.906999999999996	17.787	7.789	6.353	21.913	15.052999999999999	21.101	20.941	22.269000000000002	15.295	21.401999999999997	21.895	21.77	15.880999999999998	20.959	22.169
26.83993	3.6239999999999997	15.908	23.750999999999998	20.074	25.221999999999998	17.413	7.41	6.317	4.488	15.849	24.075	19.615	24.98	17.742	8.431000000000001	6.504	4.811	16.861	24.561	20.117	24.987	17.438	7.662000000000001	6.622999999999999	21.596	14.985999999999999	21.208000000000002	21.162	21.894000000000002	15.114	21.509	21.86	21.565	14.962	21.179000000000002	21.451999999999998
27.0065	3.738	15.68	24.149	19.875	25.108	17.641	7.354	6.374	4.46	15.849	24.53	19.445	25.037	17.685	8.176	6.702999999999999	4.726	16.52	25.016	20.259	24.987	17.694000000000003	8.23	6.481	22.022	14.985999999999999	20.980999999999998	21.048000000000002	22.463	14.944	21.424	21.747	21.651	15.047	21.406999999999996	21.935
27.17327	3.674	15.854000000000001	23.79	19.739	25.319000000000003	17.445	7.403	6.507999999999999	4.596	16.139	24.74	19.65	24.935	17.891	8.597000000000001	6.725	5.146	16.552	24.943	20.38	24.855999999999998	17.641	8.397	6.59	21.976999999999997	15.102	20.989	21.026999999999997	22.019000000000002	14.804	21.603	22.04	22.513	15.276	21.016	21.971999999999998
27.33993	3.6889999999999996	15.693	24.364	20.088	25.124000000000002	17.483	7.931	6.496	4.753	15.975999999999999	24.204	19.487000000000002	24.796999999999997	17.471	8.498	6.712000000000001	5.1610000000000005	16.618	24.663	20.188	24.945999999999998	17.593	8.439	6.974	21.754	14.856	21.136999999999997	20.976999999999997	22.081	15.212	21.438000000000002	21.676	22.149	14.888	21.364	21.808000000000003
27.50655	4.061	15.735999999999999	23.651	19.766	25.066	17.101	7.591	6.81	4.871	15.767999999999999	24.26	19.192999999999998	24.853	17.378	8.559	6.629	5.165	16.465	24.349	20.152	25.058000000000003	18.038	8.017999999999999	7.206	21.64	14.13	21.274	21.199	22.108	14.856	20.976999999999997	21.585	21.975	15.470999999999998	21.215999999999998	22.201
27.67327	3.877	15.718	23.627	19.746	25.241	17.167	8.033999999999999	6.712000000000001	4.942	15.804	24.066	19.913	24.829	17.272000000000002	9.086	7.441	5.35	16.445	24.41	20.16	24.949	17.136	8.544	6.765	21.644000000000002	14.937000000000001	21.195	21.205	22.34	14.582	21.381999999999998	21.819000000000003	22.35	14.940999999999999	21.621	22.008000000000003
27.83998	3.8739999999999997	15.812000000000001	23.76	20.129	25.005	17.319000000000003	8.345	7.164	5.027	15.617	23.572	19.441	24.877	17.227999999999998	9.086	7.355	5.207000000000001	16.484	24.458000000000002	20.117	25.025	17.488	8.431000000000001	7.3629999999999995	21.749000000000002	15.43	21.125	21.05	22.701	14.845999999999998	21.483	21.693	22.482	15.148	21.180999999999997	21.511
28.00656	4.019	16.059	23.684	20.087	25.441	17.537	8.119	7.422999999999999	4.828	15.719000000000001	23.753	19.6	25.028000000000002	17.528	9.228	7.697	5.236000000000001	16.644000000000002	24.41	20.215999999999998	24.864	17.933	8.885	7.277	22.041999999999998	15.136	20.598000000000003	21.092	22.482	15.094000000000001	21.354	22.046999999999997	22.948	14.599	21.052	21.581
28.17333	3.93	15.939	24.388	20.08	25.261999999999997	17.673	8.371	7.247999999999999	4.909	15.798	23.859	19.337	24.991999999999997	17.663	9.052	7.607	5.516	16.609	24.488000000000003	20.209	24.97	17.442	8.88	7.728	22.631999999999998	14.789000000000001	20.733	20.828000000000003	22.56	14.832	21.688000000000002	21.641	22.599	15.02	21.186999999999998	21.546
28.34001	4.12	15.784	23.575	19.811	25.303	17.489	8.561	7.325	4.928	15.869000000000002	23.558000000000003	19.38	25.09	17.564	9.498	7.57	5.422000000000001	16.511	23.988000000000003	20.309	24.84	17.429000000000002	9.467	7.775	22.274	15.289000000000001	20.889	21.013	23.084	14.479000000000001	21.160999999999998	21.769000000000002	22.754	14.638	20.86	21.901
28.50679	3.8569999999999998	15.787	23.273000000000003	19.93	25.285999999999998	16.923	8.242	7.688	5.037	16.017	23.768	19.499000000000002	25.044	17.912	9.522	8.247	5.188	16.487000000000002	24.284000000000002	20.487	25.079	17.917	9.18	8.169	22.514	14.892999999999999	20.754	20.765	22.526999999999997	15.078	21.368000000000002	22.176	22.053	14.839	20.980999999999998	21.596
28.6734	4.127	15.72	23.439	19.951	25.31	16.942	8.796	7.815	5.1080000000000005	15.867	23.535999999999998	19.264	24.955	17.62	9.651	8.347000000000001	5.515	16.734	24.136999999999997	20.195	24.818	17.311	8.996	7.843	21.94	14.654000000000002	20.605	21.043000000000003	21.866999999999997	15.21	21.134	21.828000000000003	22.304000000000002	14.543	20.575	21.59
28.83997	4.146	15.793	23.879	19.738	25.38	17.442	8.759	7.949	5.212000000000001	15.739	23.435	19.449	24.967	17.292	9.897	8.167	5.6770000000000005	16.664	24.263	20.01	25.087	17.582	9.413	8.089	22.095	14.785	20.534000000000002	20.886	22.193	14.770999999999999	21.404	21.899	22.06	15.272	21.159000000000002	21.774
29.0067	4.177	15.614	23.234	19.811	25.246	16.864	8.902000000000001	8.292	5.297999999999999	15.727	23.502	19.408	25.175	16.967	9.924	8.792	5.735	16.426	24.244	20.309	24.869	17.969	9.581	8.372	21.961	14.919	20.747	20.928	22.458000000000002	14.877	21.19	21.627	21.759	14.98	21.343000000000004	21.616
29.1734	4.133	15.718	23.229	20.03	25.526	17.252	9.001	8.334	5.284	15.804	23.61	19.742	25.028000000000002	17.329	10.195	8.636000000000001	5.749	16.531	23.927	20.558000000000003	25.063000000000002	17.449	10.052	8.415	21.729	14.937000000000001	20.768	20.409000000000002	22.112	14.383	21.439	21.45	21.611	14.77	20.967	21.752
29.34008	4.47	15.882	23.221	19.91	25.404	17.502	9.082	8.272	5.279	15.741	23.603	19.564	25.248	17.151	10.759	8.488999999999999	5.772	16.352999999999998	24.232	19.953	25.026999999999997	17.528	9.847000000000001	8.666	21.864	15.015999999999998	21.017	20.515	21.848000000000003	14.292	20.834	21.555999999999997	21.916	14.821	21.101999999999997	21.83
29.50684	4.2860000000000005	15.75	23.311999999999998	20.003	25.579	17.028	9.267000000000001	8.628	5.5489999999999995	15.806	23.38	19.402	25.252	17.045	10.402000000000001	8.901	5.587999999999999	16.59	23.866999999999997	20.215999999999998	25.003	17.366	10.088	8.821	21.584	15.027000000000001	20.654	20.75	21.995	14.814	21.096999999999998	21.278000000000002	21.836	14.745999999999999	20.91	21.78
29.67345	4.376	15.671	23.149	20.067	25.758000000000003	17.063	9.272	9.258	5.553999999999999	15.869000000000002	23.388	19.465	25.147	17.222	11.545	9.247	5.735	16.283	23.704	20.28	25.039	16.86	9.865	8.77	21.194000000000003	14.237	20.576	20.756999999999998	21.833000000000002	14.308	21.104	21.456	21.331999999999997	14.752	20.660999999999998	21.645
29.84018	4.47	15.710999999999999	23.051	20.194000000000003	25.66	17.331	9.281	8.812999999999999	5.563	15.968	23.432	19.308	25.333000000000002	17.435	11.100999999999999	9.03	6.0	16.78	23.976	20.124000000000002	24.97	17.385	10.189	9.548	21.209	14.248	20.391	20.743000000000002	21.564	14.575999999999999	20.92	21.3	21.916	14.423	21.016	21.915
30.00669	4.897	15.512	23.136	19.852999999999998	25.575	16.875999999999998	10.021	9.467	5.478	15.741	22.749000000000002	19.564	25.191	17.265	11.385	9.741	6.0	16.552	23.634	20.067	25.112	17.385	10.217	9.292	21.465	14.248	20.391	20.771	21.905	14.575999999999999	21.005	21.528000000000002	21.205	14.450999999999999	21.101999999999997	21.915
30.17358	4.348	15.585	22.893	20.152	25.558000000000003	17.688	9.982000000000001	9.486	5.781000000000001	16.067999999999998	23.303	19.494	25.09	17.166	11.374	9.873	6.1610000000000005	16.454	23.448	20.309	25.096	17.543	10.377	9.594	21.279	14.834000000000001	20.660999999999998	20.928	21.833000000000002	14.365	21.104	21.683000000000003	22.156999999999996	14.325999999999999	21.087	21.872
30.34015	4.556	15.710999999999999	23.164	20.109	25.518	16.99	9.992	9.638	5.535	15.968	23.517	19.65	25.276	17.236	11.556	9.826	6.4270000000000005	16.382	23.72	20.579	25.197	17.357	10.700999999999999	9.605	21.124000000000002	14.675	20.561999999999998	20.658	21.735	14.548	21.176	21.471	21.090999999999998	14.764000000000001	20.930999999999997	21.631
30.50677	4.575	15.671	23.035	20.266	25.644000000000002	16.977	10.807	9.912	5.696000000000001	15.898	23.217	19.579	25.430999999999997	17.336	11.545	9.361	6.36	16.369	23.305999999999997	20.451	25.38	17.372	10.519	9.452	20.909000000000002	14.322000000000001	20.32	20.899	21.122	14.365	20.849	21.883000000000003	21.019000000000002	14.809000000000001	21.002	21.474
30.67348	4.96	15.652000000000001	23.353	20.131	25.733	17.413	10.677999999999999	9.783999999999999	5.795	15.593	22.938000000000002	19.7	25.236	17.202	11.984000000000002	10.482999999999999	6.403	16.320999999999998	23.453000000000003	20.344	25.101	17.267	10.589	9.948	20.914	14.759	20.299	20.82	21.383000000000003	14.12	21.339000000000002	21.775	20.713	14.905	20.838	21.85
30.84018	4.5569999999999995	15.845	22.465	20.039	25.668000000000003	17.18	10.048	10.035	5.79	15.785	23.016	19.637	25.37	17.535999999999998	12.376	10.364	6.057	16.485	23.275	20.365	25.263	17.261	11.322000000000001	10.227	20.906	14.838	20.604	20.558000000000003	21.346999999999998	14.0	20.791	21.256	21.558000000000003	14.814	21.002	21.956
31.00676	4.912	15.863	22.8	19.804000000000002	25.691999999999997	17.113	10.489	10.675	5.776	15.806	23.124000000000002	19.714000000000002	25.48	17.215999999999998	11.767000000000001	10.749	6.441	16.192	23.184	20.215999999999998	25.344	17.593	11.509	10.385	20.93	14.43	20.54	20.636	21.199	14.53	20.813000000000002	21.705	20.983	14.007	21.279	21.979
31.17352	5.031000000000001	15.718	22.449	20.025	25.651999999999997	16.684	11.09	10.565	5.8660000000000005	15.573	23.086	19.509	25.354	17.295	12.28	10.382	6.644	16.33	23.146	20.408	25.389	17.049	11.708	10.443	21.230999999999998	14.144	20.334	20.714000000000002	21.019000000000002	14.187000000000001	21.288	21.299	21.401	14.802	21.158	21.686
31.34014	4.946000000000001	15.575999999999999	22.563000000000002	20.139	25.879	17.11	11.033	10.508	6.178	15.829	23.029	19.623	25.296999999999997	17.039	12.734000000000002	11.148	6.644	16.244	23.401	20.096	25.389	17.588	11.794	10.556	20.891	14.485	20.363	20.515	20.849	14.585	20.691999999999997	21.81	20.719	14.376	21.215	21.686
31.50685	5.23	15.974	22.733	20.451	25.538	17.281	11.004000000000001	11.19	6.292000000000001	15.573	23.114	19.879	25.525	17.437	12.99	11.205	6.729	16.386	23.345	20.578000000000003	25.247	17.418	11.907	11.265999999999998	20.862	14.286	20.448	20.6	20.991	14.329	20.948	21.412	21.372	14.149000000000001	21.215	21.516
31.67354	4.97	15.712	22.385	20.189	25.814	17.019000000000002	10.943	11.128	6.343999999999999	15.85	23.078000000000003	19.588	25.430999999999997	17.543	12.984000000000002	12.052	6.837999999999999	16.408	23.308000000000003	20.344	25.467	17.497	11.788	10.835	20.854	14.222999999999999	20.951999999999998	20.678	20.898000000000003	14.437000000000001	21.111	21.377	21.024	14.2	21.293000000000003	21.565
31.84024	4.8469999999999995	15.898	22.824	20.43	25.854	16.836	11.614	11.628	6.249	15.552999999999999	22.58	19.602	25.5	17.331	12.689	11.672	7.141	16.367	23.293000000000003	20.415	25.479	16.944000000000003	11.72	11.079	20.668000000000003	14.694	20.824	20.749000000000002	20.968000000000004	13.886	21.351999999999997	21.362	20.612	14.187999999999999	21.108	21.664
32.00687	5.5	15.765999999999998	22.500999999999998	20.16	25.846999999999998	17.243	11.588	11.687999999999999	6.506	15.677999999999999	23.052	19.644000000000002	25.549	17.486	13.66	11.732999999999999	7.1129999999999995	16.406	23.283	20.259	25.669	17.067999999999998	12.095	11.283	20.744	14.247	20.866999999999997	20.735	21.212	14.091	21.168000000000003	21.69	20.883000000000003	14.706	21.066	21.964000000000002
32.17364	5.542999999999999	15.965	22.773000000000003	20.324	25.858	16.817	12.165	11.556	6.376	15.703	22.869	19.837	25.504	17.395	13.949000000000002	12.109000000000002	7.041	16.432000000000002	23.27	20.365	25.340999999999998	17.265	12.98	11.828	20.73	14.675999999999998	20.971999999999998	20.67	20.548000000000002	14.549000000000001	21.245	21.539	20.675	14.341	21.483	22.124000000000002
32.34035	5.296	15.815999999999999	22.749000000000002	20.067	26.066	17.038	11.838	12.194	6.586	15.615	22.845	19.637	25.654	17.223	13.37	12.012	7.108	16.314	23.246	20.593000000000004	25.519000000000002	17.147000000000002	12.174000000000001	11.534	20.991	14.241	20.803	20.87	21.12	13.943	21.331	21.484	20.99	14.472999999999999	21.256999999999998	21.843000000000004
32.50696	5.315	15.747	22.478	20.366	26.248	17.167	12.282	12.269	6.5760000000000005	15.488	22.745	19.793	25.61	17.096	13.7	12.597000000000001	7.61	16.33	23.345	20.323	25.475	17.304000000000002	12.759	11.975999999999999	20.862	14.57	20.675	20.855999999999998	20.849	14.244000000000002	21.146	21.725	20.293	14.404000000000002	21.328000000000003	21.998
32.67366	5.388	15.918	22.325	20.389	26.004	17.054000000000002	12.120999999999999	12.079	6.502999999999999	15.540999999999999	22.506	19.816	25.622	16.949	14.47	12.829	7.14	16.695999999999998	22.765	20.174	25.488000000000003	17.274	12.905	11.981	20.962	14.856	20.61	20.904	20.921999999999997	14.219000000000001	21.506999999999998	21.573	20.795	14.635	21.631999999999998	22.045
32.84027	5.297000000000001	15.977	22.561	20.195999999999998	26.101999999999997	17.766	12.517000000000001	12.616	6.7829999999999995	15.630999999999998	22.656999999999996	19.680999999999997	25.691	17.352	13.932	12.857999999999999	8.214	16.644000000000002	23.37	20.465	25.698	17.392	13.105	12.095	20.576	13.837	21.241999999999997	20.6	20.988000000000003	13.908	21.543000000000003	21.695	20.831999999999997	14.210999999999999	21.271	21.969
33.00706	5.483	15.997	22.674	20.432000000000002	26.177	17.331	12.606	12.562999999999999	6.651	15.814	22.713	19.833	25.767	17.135	14.297	13.338	7.091	16.348	22.943	20.64	25.436	17.209	13.270999999999999	12.290999999999999	20.799	14.202	20.822	20.747	21.044	13.821	21.406	21.67	20.835	14.407	21.502	21.971
33.17361	5.676	16.255	22.344	20.552	26.303	17.079	12.802999999999999	13.213	6.9879999999999995	15.819	23.006	19.867	25.78	17.425	14.327	12.716	7.568	16.664	23.123	20.590999999999998	25.561	16.987000000000002	13.159	12.886	20.838	14.883	21.113000000000003	20.698	20.884	14.105	21.555	21.706999999999997	20.616999999999997	14.209000000000001	21.51	22.15
33.34034	5.685	15.899000000000001	22.642	20.566	26.234	16.667	12.956	13.110999999999999	7.111000000000001	15.946	22.653000000000002	19.852	25.739	17.75	14.367	13.606	7.635	16.592	23.421999999999997	20.521	25.576999999999998	17.055999999999997	13.595999999999998	12.898	20.796999999999997	14.073	21.184	20.344	20.927	14.202	21.541999999999998	21.325	20.375999999999998	14.561	21.383000000000003	22.023000000000003
33.50701	5.54	16.185	22.487	20.504	26.24	16.925	13.110999999999999	13.492	6.706	15.773	22.809	19.707	25.691	17.264	15.052999999999999	13.614	7.937	16.563	23.151999999999997	20.484	25.726999999999997	17.17	13.773	13.103	21.006999999999998	14.505	20.75	20.704	20.715	14.125	21.391	21.625999999999998	20.761999999999997	14.540999999999999	21.77	22.011999999999997
33.67372	5.54	16.1	22.713	20.645	26.465999999999998	16.699	13.366	13.322000000000001	6.791	16.028	22.555	19.989	25.775	16.868	15.052999999999999	14.123	8.022	16.592	23.322	20.625	25.614	17.480999999999998	13.829	14.007	20.583000000000002	13.969000000000001	21.203000000000003	20.789	20.885	13.842	21.956	21.146	20.706	14.457	21.77	21.843000000000004
33.84046	5.568	16.308	22.589000000000002	20.461	26.261	17.076	13.681	13.552999999999999	6.877000000000001	16.067999999999998	22.628	20.172	25.909000000000002	16.711	14.806	14.187000000000001	7.797999999999999	16.687	23.028000000000002	20.555	25.662	17.35	14.035	14.214	21.252	14.710999999999999	21.331	20.831999999999997	20.535	14.217	21.66	21.67	20.891	14.575999999999999	21.729	22.198
34.00705	6.035	16.195	22.69	20.54	26.3	17.274	13.66	13.644	7.537999999999999	15.838	23.04	19.968	26.005	17.159000000000002	15.232000000000001	14.077	7.979	16.798	23.214000000000002	20.604	25.845	17.207	14.235	14.045	20.644000000000002	14.149000000000001	21.180999999999997	20.569000000000003	20.947	14.277000000000001	21.679000000000002	21.294	20.43	14.439	21.861	22.215999999999998
