	MG1655-1	HMDA1-10_1	HMDA3-5_1	HMDA5-4_1	HMDA7-1_1	proV-1	ptsP-1	wbbK-1	MG1655-2	HMDA1-10_2	HMDA3-5_2	HMDA5-4_2	HMDA7-1_2	proV-2	ptsP-2	wbbK-2	MG1655-3	HMDA1-10_3	HMDA3-5_3	HMDA5-4_3	HMDA7-1_3	proV-3	ptsP-3	wbbK-3	proV_nagC-1	proV_ptsP-1	proV_wbbK-1	proV_ptsP_wbbK-1	proV_ptsP_nagC-1	proV_nagC-2	proV_ptsP-2	proV_wbbK-2	proV_ptsP_wbbK-2	proV_ptsP_nagC-2	proV_nagC-3	proV_ptsP-3	proV_wbbK-3	proV_ptsP_wbbK-3	proV_ptsP_nagC-3
32.50695	1.5190000000000001	30.929000000000002	29.656999999999996	29.5	32.931	13.946	17.495	3.198	1.5330000000000001	31.039	27.463	28.6	30.658	20.494	26.522	3.406	1.6059999999999999	30.83	27.250999999999998	29.372	32.389	16.537	21.978	2.818	1.969	13.844000000000001	2.682	29.241	11.197000000000001	1.453	8.253	1.604	23.177	6.853	1.2329999999999999	1.989	1.112	9.629	2.359
32.67363	1.51	30.425	29.964000000000002	29.508000000000003	33.033	14.2	17.703	3.247	1.4980000000000002	30.293000000000003	27.083000000000002	28.17	30.805	21.015	28.338	3.565	1.5719999999999998	31.333000000000002	27.279	29.244	32.382	16.882	22.881999999999998	3.2689999999999997	1.829	14.667	2.839	28.791	11.658	1.663	8.187999999999999	1.84	24.765	6.999	1.446	2.122	1.16	10.25	2.5180000000000002
32.84029	1.4869999999999999	31.111	30.487	29.193	32.603	14.505999999999998	18.439	3.2230000000000003	1.6380000000000001	30.706999999999997	27.936999999999998	28.182	31.489	22.122	28.349	3.62	1.656	30.418000000000003	27.834	28.848000000000003	33.035	17.805999999999997	22.578000000000003	2.989	1.913	14.404000000000002	2.8689999999999998	28.826999999999998	11.942	1.585	8.234	1.79	24.999000000000002	7.454	1.2309999999999999	2.15	1.271	10.075	2.628
33.0071	1.7169999999999999	30.203000000000003	30.528000000000002	30.154	33.405	14.937999999999999	19.442999999999998	3.3169999999999997	1.569	30.287	28.083000000000002	29.061	31.612	22.372	29.418000000000003	3.553	1.8319999999999999	31.191	27.872	29.484	33.296	17.916	23.18	3.063	2.1430000000000002	15.134	3.1260000000000003	28.461	12.724	1.598	8.66	1.911	26.715	8.014	1.109	2.1919999999999997	1.203	10.368	2.778
33.17376	1.709	31.398000000000003	30.585	29.506999999999998	33.379	15.6	19.886	3.228	1.67	30.398000000000003	28.467	28.469	31.939	22.975	29.719	3.924	1.743	31.166	27.849	29.351	32.457	18.901	24.0	2.969	1.837	15.85	3.0639999999999996	28.111	13.333	1.59	9.054	1.903	28.183000000000003	8.03	1.236	2.238	1.114	10.597999999999999	2.58
33.34031	1.62	31.049	30.669	29.076999999999998	33.677	17.29	20.192999999999998	3.247	1.743	31.89	28.362	28.418000000000003	31.480999999999998	23.956	31.455	3.8339999999999996	1.7080000000000002	30.843000000000004	28.151	29.815	32.864000000000004	18.692999999999998	24.276999999999997	3.147	1.91	16.267	3.299	28.331	14.265999999999998	1.663	9.502	1.895	28.484	8.506	1.3090000000000002	2.256	1.133	11.315999999999999	2.7880000000000003
33.5071	1.709	30.857	30.936999999999998	28.991999999999997	33.135	17.009	21.484	3.3360000000000003	1.67	31.834	28.385	28.767	31.451999999999998	23.679000000000002	31.453000000000003	4.033	1.662	31.328000000000003	28.228	29.92	32.945	19.822	24.730999999999998	3.1319999999999997	2.2159999999999997	16.744	3.199	29.005	15.229000000000001	1.4809999999999999	9.488	1.876	28.399	8.734	1.264	2.238	1.141	11.573	2.7960000000000003
33.67365	1.507	30.688000000000002	31.230999999999998	28.659000000000002	33.594	16.961	20.79	3.488	1.6580000000000001	30.095	28.486	28.895	31.555999999999997	24.996	32.317	4.023	1.5959999999999999	30.918000000000003	28.709	29.996	32.591	19.507	25.75	3.237	2.097	17.863	3.325	28.566	16.02	1.7409999999999999	9.513	1.919	27.578000000000003	9.517000000000001	1.253	2.282	1.13	11.602	2.895
33.84041	1.6780000000000002	30.794	31.853	28.574	33.213	17.439	22.002	3.4419999999999997	1.7469999999999999	30.146	29.133000000000003	28.783	31.663	25.235	31.909000000000002	3.787	1.821	30.753	29.113000000000003	29.857	32.78	20.285999999999998	27.808000000000003	3.195	2.105	19.265	3.469	28.482	16.525	1.614	9.687999999999999	1.9809999999999999	29.61	10.017999999999999	1.18	2.345	1.165	12.05	2.904
34.00713	1.5019999999999998	30.645	32.217	29.05	33.007	18.089000000000002	23.245	3.537	1.8969999999999998	30.186999999999998	29.338	29.34	31.295	26.473000000000003	31.189	4.207	1.808	31.47	29.642	30.549	33.385999999999996	21.935	27.688000000000002	3.392	2.092	18.908	3.4819999999999998	28.713	17.663	1.736	10.752	1.886	28.105	9.997	1.3559999999999999	2.439	1.206	12.162	3.052
34.17373	1.774	31.052	31.621	28.129	33.305	19.119	23.406999999999996	3.483	1.761	30.621	29.392	29.638	31.892	27.503	30.267	4.125	1.754	31.145	30.022	30.468000000000004	32.926	21.61	29.070999999999998	3.582	2.092	19.125	3.536	28.929000000000002	18.639	1.817	10.833	1.995	28.756	10.485	1.248	2.52	1.125	12.704	3.215
34.34047	1.712	30.052	32.219	29.189	33.198	18.910999999999998	24.281	3.6639999999999997	1.835	31.599	29.368000000000002	29.695999999999998	31.189	27.344	30.160999999999998	4.361000000000001	1.7180000000000002	30.93	30.052	31.5	32.574	22.213	29.237	3.57	2.165	19.947	3.8789999999999996	27.956999999999997	18.215	1.6740000000000002	10.874	2.068	28.921999999999997	11.258	1.348	2.511	1.361	13.285	3.179
34.50709	1.7169999999999999	31.748	32.399	28.365	33.893	20.116	24.919	3.778	1.921	30.666999999999998	30.386999999999997	29.224	32.263000000000005	28.065	31.316	4.285	1.724	30.893	30.149	32.167	33.079	22.552	30.011	3.6319999999999997	2.252	20.095	3.885	28.026999999999997	20.016	1.815	11.452	1.992	28.369	11.945	1.272	2.572	1.149	12.889000000000001	3.293
34.67386	1.74	30.9	32.475	28.679000000000002	33.375	20.335	24.410999999999998	3.858	1.945	30.822	29.836	29.892	32.122	28.38	30.984	4.421	1.666	31.049	30.25	31.918000000000003	32.806	24.188000000000002	29.406	3.5869999999999997	2.2769999999999997	20.804000000000002	4.075	28.017	19.855	1.784	11.955	2.151	28.575	12.394	1.3519999999999999	2.707	1.173	13.64	3.483
34.84048	1.7519999999999998	31.177	32.830999999999996	28.551	33.376999999999995	20.975	26.485	3.8680000000000003	1.739	30.8	30.276	30.495	31.881999999999998	29.851	31.558000000000003	4.565	1.732	31.46	30.743000000000002	32.247	32.943000000000005	25.664	30.199	3.563	2.314	21.416	3.867	27.915	21.662	1.9040000000000001	12.524000000000001	2.081	28.69	12.908	1.579	2.6889999999999996	1.157	13.989	3.465
35.0072	1.8330000000000002	31.177	32.695	28.578000000000003	33.512	21.084	26.133000000000003	3.678	1.6580000000000001	31.397	30.439	30.006999999999998	31.8	30.936	30.771	4.7010000000000005	1.7590000000000001	31.730999999999998	30.743000000000002	32.111	33.025	25.094	31.284000000000002	3.59	2.3409999999999997	21.904	4.1930000000000005	27.752	22.53	1.8230000000000002	12.578	1.973	29.531	13.802999999999999	1.28	2.608	1.157	14.07	3.627
35.17374	1.744	30.908	33.564	29.232	33.242	22.826	26.979	4.0760000000000005	1.6769999999999998	30.748	31.228	30.389	32.561	31.345	31.153000000000002	4.61	1.67	32.817	30.826999999999998	32.791	33.676	26.482	32.260999999999996	4.039	2.387	23.212	4.129	27.864	23.241999999999997	1.923	13.133	2.209	28.829	14.845	1.245	2.734	1.285	15.03	3.862
35.34047	1.94	31.612	33.461	29.037	33.356	23.676	28.706	4.2219999999999995	1.956	31.861	31.118000000000002	30.142	31.749000000000002	30.939	30.365	4.922	1.84	32.306	31.151999999999997	32.115	33.167	27.151	32.02	3.713	2.342	22.785999999999998	4.631	28.401999999999997	24.526999999999997	2.04	12.952	2.271	29.993000000000002	15.565	1.5530000000000002	2.8819999999999997	1.1840000000000002	15.454	3.984
35.50712	1.7890000000000001	31.4	33.788000000000004	29.098000000000003	33.982	22.467	28.279	3.7710000000000004	1.858	31.05	31.476	30.881	31.264	31.404	31.673000000000002	4.957	1.851	31.331	31.564	32.281	33.548	27.756999999999998	31.643	3.905	2.488	24.32	4.449	28.164	24.484	1.8330000000000002	13.818	2.336	29.291999999999998	15.587	1.4269999999999998	2.864	1.168	14.932	3.884
35.67377	1.75	30.824	34.113	29.145	33.845	23.430999999999997	28.515	4.032	1.874	31.725	31.2	30.685	32.048	32.134	30.746	4.7589999999999995	1.704	31.816999999999997	31.75	33.148	32.923	27.478	30.933000000000003	4.011	2.668	25.803	4.631	28.239	25.859	1.8769999999999998	14.283	2.244	29.366999999999997	16.027	1.281	3.0180000000000002	1.238	15.59	4.12
35.84059	1.8330000000000002	31.855	34.648	29.663	33.919000000000004	24.066999999999997	29.875999999999998	4.221	1.821	32.183	31.605	30.983	31.393	30.583000000000002	31.504	4.864	1.8130000000000002	32.545	32.588	32.41	33.621	28.675	29.846	3.915	2.64	27.275	4.708	26.776	26.191999999999997	1.9040000000000001	13.907	2.244	28.284000000000002	17.383	1.28	3.069	1.266	16.267	4.36
36.00727	1.8430000000000002	31.644000000000002	34.168	29.179000000000002	33.736999999999995	25.073	30.586	4.096	1.777	31.647	32.371	31.043000000000003	32.078	30.4	30.479	4.876	1.851	33.014	32.378	33.394	33.738	28.761	30.230999999999998	4.0680000000000005	2.7319999999999998	28.228	4.721	27.295	26.656	2.023	14.578	2.39	29.535999999999998	17.949	1.3730000000000002	3.0810000000000004	1.304	16.262999999999998	4.671
36.17386	1.804	31.449	35.146	29.553	33.872	25.225	29.793000000000003	4.303999999999999	1.9280000000000002	32.35	31.933000000000003	31.066	31.965999999999998	30.748	31.643	5.357	1.9480000000000002	31.708000000000002	33.0	33.284	32.923	29.163	30.362	4.093	2.7769999999999997	28.874000000000002	5.2010000000000005	28.239	27.734	2.339	15.86	2.597	30.074	19.125	1.39	3.1	1.2930000000000001	17.355999999999998	4.637
36.34061	2.069	31.938000000000002	34.838	29.693	33.811	24.616	32.346	4.428999999999999	1.976	31.67	32.42	31.338	32.317	29.962	30.665	5.397	1.995	32.655	32.318000000000005	32.709	33.92	28.054000000000002	30.471999999999998	4.12	2.739	28.824	5.349	27.62	28.744	2.113	15.383	2.372	29.019000000000002	20.213	1.245	3.358	1.149	16.548	4.974
36.50723	1.952	32.376999999999995	35.499	30.048000000000002	34.172	26.62	32.242	4.531000000000001	2.021	32.489000000000004	32.887	31.721999999999998	31.943	31.838	30.886	5.256	2.068	33.584	33.409	33.72	33.223	30.933000000000003	30.068	4.258	2.977	29.857	5.372000000000001	28.245	28.61	2.295	16.804000000000002	2.418	30.134	20.175	1.2919999999999998	3.38	1.276	18.840999999999998	5.132999999999999
36.67386	2.0180000000000002	32.407	36.013000000000005	29.755	34.254	26.765	33.114000000000004	4.649	2.005	31.868000000000002	32.998000000000005	32.078	32.055	31.434	31.189	5.4	1.97	32.691	33.302	33.586	33.739000000000004	31.153000000000002	29.694000000000003	4.341	2.9589999999999996	29.482	5.678	27.872	29.403000000000002	2.1430000000000002	17.015	2.537	29.515	21.113000000000003	1.3559999999999999	3.361	1.369	19.048	5.3020000000000005
36.84056	1.952	32.675	35.661	30.291999999999998	34.145	28.059	30.749000000000002	4.638999999999999	1.858	31.674	33.376	31.965999999999998	32.703	31.621	31.049	5.662999999999999	1.932	32.254	33.409	33.829	33.900999999999996	32.371	30.638	4.149	2.8139999999999996	29.233	5.6979999999999995	27.458000000000002	29.045	2.213	17.754	2.58	28.559	22.021	1.264	3.6239999999999997	1.385	19.086	5.296
37.00732	1.794	32.584	35.951	30.634	34.407	28.616999999999997	30.846999999999998	4.673	2.189	31.664	33.638000000000005	32.228	32.095	30.796	30.386999999999997	5.751	2.073	32.842	34.106	34.199	34.544000000000004	32.036	29.813000000000002	4.185	2.928	29.548000000000002	5.922000000000001	26.822	29.956999999999997	2.219	17.467	2.5860000000000003	29.171999999999997	22.604	1.27	3.4939999999999998	1.3090000000000002	19.967	5.655
37.17394	1.8319999999999999	32.25	36.309	30.522	34.445	28.781	31.494	4.676	2.117	32.469	34.193000000000005	32.354	31.897	30.275	30.599	6.102	2.0269999999999997	32.369	34.279	34.427	33.902	31.862	29.189	4.2219999999999995	3.0410000000000004	28.787	5.946000000000001	27.151	30.061	2.253	18.398	2.7560000000000002	28.441	23.221	1.331	3.495	1.236	20.671	6.002999999999999
37.3406	2.0180000000000002	33.004	36.854	31.735	34.85	28.934	30.646	4.784	2.0869999999999997	32.681	33.812	32.321999999999996	31.945999999999998	30.919	31.433000000000003	5.834	1.916	32.772	34.766	34.751999999999995	33.603	31.206999999999997	29.857	4.422	3.122	29.726	6.22	27.249000000000002	29.864	2.278	18.641	2.7	29.271	24.285999999999998	1.275	3.605	1.287	21.596999999999998	6.0889999999999995
37.50725	1.983	33.52	37.286	30.625	34.146	29.587	30.459	4.938	2.052	32.845	34.571	32.378	32.354	30.325	30.73	5.986000000000001	2.0709999999999997	32.935	34.821	34.887	34.227	31.046	30.754	4.572	3.0589999999999997	29.81	6.074	26.141	30.842	2.2159999999999997	18.705	2.827	30.276999999999997	24.480999999999998	1.402	3.7039999999999997	1.415	22.01	6.186
37.6739	1.9409999999999998	32.586999999999996	37.306	31.073	34.624	30.74	30.798000000000002	4.953	1.848	32.644	34.29	32.936	32.316	30.095	30.799	6.22	2.22	34.173	35.219	35.041	34.082	30.655	29.548000000000002	4.729	3.074	29.011	6.497999999999999	26.83	30.938000000000002	2.365	19.386	2.787	29.26	25.005	1.3619999999999999	3.937	1.347	22.206999999999997	6.584
37.84077	2.072	32.95	37.396	31.409000000000002	34.335	31.862	31.053	5.191	1.9780000000000002	32.844	34.652	32.431	32.650999999999996	31.000999999999998	30.781999999999996	6.322	2.079	33.775	35.444	34.616	34.471	31.153000000000002	29.776	4.965	3.2030000000000003	29.238000000000003	6.5729999999999995	27.384	30.541999999999998	2.224	20.16	2.7	28.593000000000004	26.211	1.4369999999999998	3.8760000000000003	1.423	23.197	6.577000000000001
38.00737	1.936	32.923	38.155	31.328000000000003	34.715	31.590999999999998	31.215999999999998	5.11	2.005	32.709	34.652	33.0	32.705	30.811	30.999000000000002	6.457000000000001	2.079	33.585	35.634	35.429	34.091	30.719	30.155	4.802	3.23	30.241999999999997	6.817	26.570999999999998	30.948	2.278	21.298000000000002	2.862	28.783	26.888	1.41	3.8760000000000003	1.287	24.173000000000002	6.956
38.17404	2.049	34.03	37.702	31.494	34.545	30.781	31.249000000000002	5.402	2.1719999999999997	32.789	35.400999999999996	33.242	32.543	30.49	30.409000000000002	6.771	2.1630000000000003	34.39	36.107	35.769	33.813	31.128	29.839000000000002	4.99	3.255	28.625999999999998	6.9110000000000005	26.183000000000003	31.87	2.334	21.175	2.864	28.147	28.744	1.4380000000000002	4.112	1.453	25.548000000000002	7.237
38.34061	2.015	33.005	38.375	32.009	34.760999999999996	29.461	30.954	5.312	2.164	33.735	35.563	33.405	32.705999999999996	30.006	30.761999999999997	6.437	2.154	33.499	36.079	35.741	34.218	31.345	29.166999999999998	4.977	3.3810000000000002	29.33	7.225	26.835	31.088	2.406	22.128	2.963	29.069000000000003	28.019000000000002	1.456	4.129	1.391	25.391	7.441
38.50737	1.98	33.674	38.089	32.161	34.652	30.988000000000003	31.725	5.638999999999999	2.049	33.243	35.646	33.535	32.508	29.531	30.83	6.796	2.2030000000000003	34.037	36.247	35.907	34.299	31.336	29.825	5.11	3.517	29.802	7.534	26.134	31.971	2.43	22.708000000000002	2.987	28.589000000000002	28.863000000000003	1.345	4.242	1.412	26.23	7.862
38.67416	2.068	33.306999999999995	38.525999999999996	32.499	34.661	29.811999999999998	31.469	5.587000000000001	2.136	33.417	36.546	33.465	32.521	30.331999999999997	30.331	6.876	2.263	34.209	36.821999999999996	35.59	34.2	30.619	28.489	4.993	3.6010000000000004	29.412	7.585	26.316999999999997	31.767	2.434	23.033	2.991	28.58	29.826999999999998	1.3219999999999998	4.135	1.3090000000000002	25.601	8.156
38.84066	2.033	34.633	39.361999999999995	32.501	34.905	30.355	31.363000000000003	5.577000000000001	2.101	34.31	36.464	33.681999999999995	32.442	29.793000000000003	30.55	7.38	2.174	34.181999999999995	37.145	35.968	34.173	30.430999999999997	29.141	5.412999999999999	3.591	28.982	8.033999999999999	26.564	31.39	2.5069999999999997	24.905	2.9560000000000004	28.313000000000002	30.046	1.476	4.747	1.382	25.605	8.387
39.00732	2.119	33.92	39.516999999999996	32.302	34.544000000000004	29.451999999999998	31.136	6.097	2.025	33.733000000000004	36.726	33.645	32.459	29.323	30.215	7.279	2.26	34.146	37.029	36.473	34.515	30.719	28.346	5.502999999999999	3.6519999999999997	28.43	8.177	26.796	31.083000000000002	2.594	26.271	2.989	29.14	29.684	1.482	4.51	1.3880000000000001	26.269000000000002	8.693
39.17397	2.157	34.145	39.99	32.796	35.094	29.728	31.575	5.813	2.225	33.497	36.899	34.681999999999995	32.953	29.924	30.491	7.239	2.298	34.507	37.445	36.917	34.092	30.291999999999998	28.105999999999998	5.44	3.907	30.383000000000003	8.246	26.664	31.846999999999998	2.605	27.736	3.216	28.956	29.689	1.466	4.605	1.48	26.029	8.98
39.34072	2.146	34.191	40.031	32.41	35.409	30.101	31.623	5.8	2.35	34.084	36.645	34.403	32.836999999999996	29.891	29.647	7.522	2.3409999999999997	34.606	37.569	36.527	35.11	30.448	28.048000000000002	5.692	3.9219999999999997	30.377	8.501	26.39	31.894000000000002	2.7289999999999996	28.191	3.2319999999999998	29.33	29.846	1.536	4.916	1.307	25.35	9.315
39.5074	2.214	34.012	40.089	33.637	34.959	29.601	31.581	6.027	2.336	33.608000000000004	37.598	35.115	33.173	29.877	29.958000000000002	7.855	2.354	34.804	38.224000000000004	36.589	34.848	29.811999999999998	28.766	5.67	3.825	28.471	8.806000000000001	26.351999999999997	32.013000000000005	2.661	28.557	3.4339999999999997	28.371	30.103	1.3869999999999998	4.843999999999999	1.6980000000000002	26.691	9.456
39.67403	2.303	34.741	40.092	33.582	35.662	29.787	30.498	6.01	2.128	34.364000000000004	37.356	34.844	33.117	29.469	30.55	8.027999999999999	2.336	34.615	38.361	37.022	34.497	29.783	26.627	5.763999999999999	4.078	28.739	9.115	25.807	31.823	2.7230000000000003	29.068	3.307	28.719	29.910999999999998	1.395	4.936	1.301	25.822	9.82
39.84077	2.13	34.597	40.997	33.358000000000004	35.705999999999996	29.377	30.79	6.159	2.199	34.599000000000004	38.156	35.321999999999996	32.705	28.761	31.354	7.906000000000001	2.352	34.821999999999996	38.646	37.579	34.083	30.046999999999997	27.705	6.042999999999999	4.2010000000000005	28.625999999999998	9.585	25.264	32.248000000000005	2.739	28.36	3.431	28.039	29.717	1.4380000000000002	4.976	1.48	26.359	10.505
40.00734	2.187	34.282	41.277	33.988	35.958	29.763	31.095	6.432	2.336	34.525999999999996	37.436	35.439	33.335	29.121	30.714000000000002	8.206	2.354	35.101	38.926	37.913000000000004	34.821	29.488000000000003	27.712	6.129	4.123	27.553	9.59	25.704	31.041	2.823	29.611	3.353	28.614	30.67	1.3869999999999998	5.142	1.32	26.745	10.915
40.1742	2.381	34.794000000000004	41.238	34.23	35.88	29.4	30.489	6.824	2.531	33.713	38.2	35.684	32.979	28.945999999999998	31.301	8.17	2.388	35.211	38.964	38.082	34.579	29.423000000000002	27.776999999999997	6.265	4.431	28.701999999999998	10.152999999999999	25.956	32.442	2.8569999999999998	28.706999999999997	3.6310000000000002	28.627	30.526	1.5019999999999998	5.292000000000001	1.515	25.916999999999998	11.619000000000002
40.34082	2.376	35.633	41.602	34.664	35.85	28.925	30.555	6.351	2.363	34.445	38.922	35.844	33.173	29.175	30.875999999999998	8.206	2.49	35.344	39.088	38.291	35.064	29.596	27.441999999999997	6.561	4.15	27.741999999999997	9.86	25.893	32.013000000000005	2.958	29.017	3.515	28.965	30.373	1.4409999999999998	5.25	1.401	25.34	11.32
40.50743	2.281	34.921	42.086000000000006	35.086999999999996	35.760999999999996	29.128	30.622	6.773	2.35	34.923	38.7	35.782	33.676	28.971	30.837	8.468	2.585	35.039	39.705999999999996	38.177	34.732	28.771	26.912	6.178999999999999	4.328	28.186999999999998	10.421	25.741	32.056	2.918	28.976	3.556	29.816	29.656999999999996	1.374	5.428999999999999	1.3880000000000001	26.160999999999998	11.722000000000001
40.67415	2.333	35.39	42.188	34.988	35.93	28.689	30.533	6.952000000000001	2.428	34.662	38.944	36.032	33.579	28.938000000000002	30.449	8.832	2.635	36.099000000000004	40.243	38.26	34.631	29.276999999999997	27.1	6.776	4.59	29.314	10.779000000000002	25.47	33.041	3.102	29.076999999999998	3.821	29.7	30.459	1.4509999999999998	5.688	1.439	25.835	12.345
40.84087	2.463	35.408	42.028	34.411	35.463	28.32	30.651999999999997	7.115	2.531	34.977	39.293	35.944	33.649	28.839000000000002	30.704	9.052	2.414	35.687	40.324	38.689	35.029	29.18	26.62	6.76	4.399	27.811999999999998	11.706	26.043000000000003	31.49	3.045	29.438000000000002	3.6289999999999996	28.143	30.363000000000003	1.446	5.716	1.4609999999999999	26.138	12.87
41.00748	2.384	35.768	42.227	34.907	35.986	29.003	31.093000000000004	7.307	2.425	35.283	39.438	36.358000000000004	33.847	29.766	31.145	9.731	2.525	35.426	40.335	38.671	35.335	28.674	27.06	6.494	4.646	28.225	11.575	25.213	32.12	3.1289999999999996	28.987	3.8480000000000003	28.665	30.479	1.476	5.612	1.4909999999999999	25.768	13.307
41.17412	2.384	35.821999999999996	42.552	35.528	36.229	28.570999999999998	30.956999999999997	7.307	2.5069999999999997	34.986	39.303000000000004	36.439	33.577	29.441999999999997	30.063000000000002	9.11	2.8489999999999998	34.966	40.821	38.347	35.092	28.918000000000003	26.789	7.007999999999999	4.888999999999999	28.549	11.873	25.483	31.741999999999997	3.1289999999999996	29.473000000000003	4.01	28.016	30.073	1.476	6.044	1.382	25.768	13.172
41.3408	2.26	36.335	43.137	35.446999999999996	36.093	27.768	30.476999999999997	7.4479999999999995	2.4090000000000003	34.851	40.027	37.248000000000005	33.795	28.26	30.987	9.842	2.562	35.857	41.165	39.045	35.118	28.789	26.745	7.465	4.788	28.61	12.331	24.872	32.501	3.1919999999999997	28.075	3.938	28.78	30.726999999999997	1.5130000000000001	6.0760000000000005	1.4469999999999998	25.885	14.195
41.50753	2.43	36.065	43.466	35.555	35.607	28.061	31.311	7.648	2.5789999999999997	35.661	40.408	37.438	34.091	29.04	31.605999999999998	10.044	2.6519999999999997	35.912	41.141999999999996	39.317	35.172	28.759	26.389	7.669	4.798	28.039	12.453	24.974	32.121	3.282	27.693	4.082	28.316999999999997	30.049	1.6030000000000002	6.087000000000001	1.455	25.906999999999996	14.210999999999999
41.6742	2.311	35.444	43.93600000000001	35.853	36.555	27.999000000000002	31.035999999999998	7.507000000000001	2.623	35.580999999999996	40.658	37.414	33.847	28.465	31.331999999999997	9.581	2.533	36.671	42.015	39.35	35.769	28.32	26.92	7.59	5.034	27.572	12.481	25.938000000000002	32.417	3.489	28.443	4.263	28.660999999999998	29.773000000000003	1.4580000000000002	6.38	1.472	25.357	14.945
41.84096	2.46	36.22	43.8	35.845	36.06	28.309	30.561999999999998	7.579	2.556	35.139	40.626999999999995	38.056999999999995	33.999	27.666	30.724	9.899	2.764	36.231	41.715	39.806	35.49	28.765	26.551	7.371	5.051	27.07	13.696	25.19	31.945999999999998	3.423	29.131999999999998	4.197	28.619	30.383000000000003	1.391	6.371	1.4040000000000001	25.665	15.215
42.00752	2.498	36.338	44.303999999999995	36.207	36.585	27.744	30.622	7.837000000000001	2.458	36.150999999999996	40.668	37.906	33.709	27.642	30.324	10.267999999999999	2.64	36.376999999999995	41.92	39.602	35.69	27.631999999999998	26.175	7.471	5.227	28.51	14.122	25.41	31.763	3.435	28.811999999999998	4.371	28.814	31.391	1.429	6.386	1.442	25.125999999999998	15.697000000000001
42.17427	2.424	36.203	44.662	36.859	36.558	27.441999999999997	29.941	8.363	2.575	36.423	40.942	37.42	34.224000000000004	27.666	31.324	10.714	2.8110000000000004	36.378	42.303999999999995	40.499	35.745	28.415	26.522	7.593999999999999	5.345	27.53	14.218	25.107	32.358000000000004	3.525	27.995	4.408	28.945999999999998	30.44	1.5190000000000001	6.723	1.504	25.066999999999997	16.283
42.34087	2.557	36.98	44.488	37.391999999999996	36.359	28.329	30.774	8.115	2.6260000000000003	36.034	41.176	37.844	33.861999999999995	27.631	30.557	11.035	2.862	37.046	42.456	40.218	35.871	28.244	26.84	7.996	5.315	28.525	14.972000000000001	25.018	33.38	3.522	27.906	4.486000000000001	28.125	31.299	1.3530000000000002	6.718999999999999	1.5019999999999998	26.09	16.304000000000002
42.50762	2.489	36.852	45.083999999999996	36.857	36.854	27.884	30.95	8.26	2.721	36.692	41.638999999999996	38.04	34.196999999999996	27.24	30.434	10.905	2.875	37.35	42.89	40.655	35.906	27.500999999999998	26.288	8.026	5.487	27.456999999999997	15.434000000000001	25.36	32.604	3.6430000000000002	27.678	4.4430000000000005	27.923000000000002	30.445	1.42	6.997999999999999	1.569	25.158	16.574
42.67432	2.506	37.125	44.798	37.103	36.477	27.171	30.565	8.552999999999999	2.656	36.938	41.18600000000001	38.45	34.251	27.72	30.511	11.012	2.9739999999999998	36.73	42.873000000000005	41.20399999999999	35.961999999999996	27.546999999999997	26.685	8.299	5.5889999999999995	27.259	16.305999999999997	24.863000000000003	32.846	3.6069999999999998	27.914	4.57	28.458000000000002	31.145	1.6	7.292000000000001	1.531	25.366	17.205
42.841	2.6439999999999997	36.635	45.321000000000005	37.424	36.231	26.859	30.979	8.709	2.821	36.529	41.68899999999999	38.823	34.387	27.813000000000002	31.357	11.19	2.948	37.186	42.803999999999995	41.111999999999995	36.121	27.559	25.86	8.714	5.638999999999999	26.892	16.149	25.365	32.28	3.958	28.087	4.7589999999999995	28.386999999999997	30.664	1.656	7.257000000000001	1.507	25.000999999999998	17.532
43.00761	2.5869999999999997	37.031	45.878	37.251999999999995	36.871	27.095	30.268	9.029	2.656	37.033	41.923	38.596	34.216	27.67	31.456999999999997	11.645999999999999	2.9989999999999997	36.96	43.01	40.723	35.652	27.064	26.691	9.088	5.771	26.803	16.252	25.25	32.515	3.9010000000000002	28.134	4.864	28.136	30.52	1.49	7.388	1.4769999999999999	24.831	18.554000000000002
43.17434	2.6489999999999996	36.978	45.56	38.282	36.736999999999995	26.631	30.291999999999998	9.447000000000001	2.528	37.143	42.278999999999996	39.032	34.351	28.776	31.049	11.794	2.926	37.909	43.286	41.051	36.14	27.845	26.037	8.86	5.646	26.581999999999997	16.403	24.947	32.271	3.992	27.21	5.0089999999999995	29.296	31.493000000000002	1.499	7.806	1.4040000000000001	25.503	19.222
43.34108	2.487	37.316	45.617	38.298	37.319	26.624000000000002	30.725	9.134	2.8539999999999996	37.048	42.138999999999996	39.049	34.657	28.828000000000003	31.268	11.892999999999999	3.0639999999999996	37.084	43.8	41.235	36.18	26.784000000000002	25.622	8.993	5.681	27.391	17.028	24.721999999999998	32.466	3.9960000000000004	27.855999999999998	4.96	28.535999999999998	30.872	1.527	7.684	1.675	25.061999999999998	19.609
43.50766	2.793	37.48	45.841	38.760999999999996	37.348	26.43	30.858	9.933	2.8360000000000003	36.56	42.605	39.676	34.467	29.721	30.805	12.829	2.909	37.792	43.913999999999994	41.782	36.126999999999995	27.377	26.73	8.791	5.9079999999999995	27.576999999999998	18.293	25.368000000000002	32.383	4.005	27.798000000000002	4.968999999999999	29.129	31.386	1.59	7.803999999999999	1.765	24.813000000000002	20.66
