	MG1655-1	12PD3-8_1	12PD4-6_1	12PD6-3_1	12PD7-6_1	metJ-1	relA-1	purT-1	MG1655-2	12PD3-8_2	12PD4-6_2	12PD6-3_2	12PD7-6_2	metJ-2	relA-2	purT-2	MG1655-3	12PD3-8_3	12PD4-6_3	12PD6-3_3	12PD7-6_3	metJ-3	relA-3	purT-3	fabR-1	yfgF-1	metJ_relA-1	metJ_purT-1	relA_purT-1	metJ_acrB-1	fabR_yfgF-1	fabR-2	yfgF-2	metJ_relA-2	metJ_purT-2	relA_purT-2	metJ_acrB-2	fabR_yfgF-2	fabR-3	yfgF-3	metJ_relA-3	metJ_purT-3	relA_purT-3	metJ_acrB-3	fabR_yfgF-3
27.84006	14.67	71.532	22.545	56.72	61.948	17.132	4.207	15.561	14.319	73.695	19.154	57.757	58.996	17.552	5.021	15.959000000000001	14.099	71.324	0.56	56.413000000000004	60.757	17.996	3.468	16.547	15.445	14.647	9.01	9.767000000000001	13.719000000000001	17.547	19.352999999999998	14.350999999999999	10.520999999999999	6.155	15.353	10.132	17.322	18.511	10.827	6.608	4.446000000000001	14.165	0.987	15.425999999999998	18.594
28.00678	14.886	71.543	23.506	56.908	62.568000000000005	16.89	4.49	15.885	14.209000000000001	73.555	20.005	57.946999999999996	59.158	17.883	4.888	15.779000000000002	14.039000000000001	71.908	0.7290000000000001	56.915	60.613	17.965	3.4989999999999997	16.397000000000002	15.425	14.522	9.135	9.945	13.76	17.422	19.207	14.228	10.94	5.932	15.056	9.94	17.089000000000002	18.533	11.232999999999999	6.645	4.558	13.952	1.0659999999999998	15.325	18.272000000000002
28.17345	14.897	71.39	24.08	57.288000000000004	62.82899999999999	17.047	4.405	15.59	14.319	73.837	21.000999999999998	58.61	59.336999999999996	17.722	5.021	15.732000000000001	14.184000000000001	72.859	0.56	57.35	61.098	17.996	3.383	16.433	15.530999999999999	14.732000000000001	9.379	9.767000000000001	13.862	17.887	19.012	14.350999999999999	11.032	6.155	15.069	10.387	17.038	18.767	11.168	7.034	4.446000000000001	13.824000000000002	1.073	15.027999999999999	18.111
28.34012	14.785	70.83800000000001	25.171999999999997	57.45	63.254	16.987000000000002	4.441	15.762	14.112	74.678	21.53	58.86	59.615	17.954	5.24	15.764000000000001	14.567	73.25399999999999	0.9359999999999999	58.083999999999996	61.413000000000004	18.322	3.594	16.354	15.443	14.620999999999999	9.516	9.7	13.259	17.435	19.25	14.47	11.181	6.881	14.87	10.519	16.79	18.375999999999998	11.243	6.9110000000000005	4.652	14.05	1.101	15.08	18.285
28.50689	15.008	70.437	25.588	57.632	63.516999999999996	16.9	4.677	15.259	14.325	73.92	22.541	58.869	59.538999999999994	18.119	4.7010000000000005	15.759	14.357000000000001	73.587	0.8029999999999999	58.122	61.418	18.169	3.6	16.405	15.482000000000001	14.758	9.033	9.873	13.885	17.089000000000002	19.355	14.379000000000001	11.515999999999998	6.515	14.952	10.437000000000001	17.180999999999997	18.198	11.217	6.97	4.717	13.847999999999999	1.1420000000000001	14.994000000000002	17.996
28.67341	14.949000000000002	70.62	25.518	57.923	63.631	16.477999999999998	4.726	15.597999999999999	14.190999999999999	74.7	23.487	59.527	59.972	17.802	4.993	15.784	14.145999999999999	74.327	0.6829999999999999	58.467	61.842	18.1	3.361	16.342	15.597999999999999	15.039000000000001	9.691	10.45	13.235999999999999	17.429000000000002	19.144000000000002	14.629000000000001	11.252	6.415	15.122	10.985999999999999	16.689	18.135	11.482999999999999	7.007999999999999	4.88	13.454	1.0290000000000001	14.942	18.105999999999998
28.84019	14.67	70.083	26.721999999999998	58.31100000000001	63.909	16.507	4.746	15.504000000000001	14.12	75.002	24.155	59.49	60.104	17.352999999999998	4.765	15.448	14.155999999999999	74.279	0.532	58.828	62.06399999999999	18.337	3.383	16.462	15.19	14.732000000000001	9.521	9.937000000000001	13.606	16.977999999999998	18.642	14.493	11.203	6.24	14.728	10.672	16.980999999999998	18.256	11.424000000000001	7.034	4.73	13.682	1.073	15.369000000000002	18.026
29.00679	14.72	70.207	26.525	58.1	64.48100000000001	16.595	4.407	15.312999999999999	14.341	74.85300000000001	24.145	59.617	60.488	16.948	5.285	15.695	14.077	74.667	0.5920000000000001	59.208	62.00899999999999	18.285999999999998	3.4339999999999997	16.364	15.147	14.583	9.469	10.091000000000001	13.695	17.03	18.651	14.595	11.727	6.457999999999999	14.81	10.57	16.596	17.959	11.237	7.329	4.7589999999999995	13.57	1.0290000000000001	14.860999999999999	17.932000000000002
29.17354	14.866	69.926	26.621	58.486999999999995	64.532	16.54	4.625	15.389000000000001	14.327	75.354	25.239	59.891999999999996	60.507	17.037	5.029	15.644	14.37	75.15899999999999	0.9229999999999999	59.568999999999996	62.628	18.239	3.627	16.484	15.192	14.927999999999999	9.668	10.287	13.724	17.601	18.575	14.29	11.99	6.622999999999999	14.529000000000002	11.107000000000001	16.547	18.022000000000002	11.547	7.27	5.176	13.543	1.186	14.975	17.71
29.34031	14.873	69.404	26.573	58.531000000000006	64.491	16.092	4.459	15.2	14.392000000000001	75.375	26.155	60.049	60.948	16.902	5.318	15.48	14.123	75.405	0.87	59.897	62.956	18.616	3.4610000000000003	16.548	14.719000000000001	14.934000000000001	9.674	10.434000000000001	14.099	16.899	18.327	14.694	11.855	6.486000000000001	14.507	10.857000000000001	16.554000000000002	17.689	11.609000000000002	7.105	4.925	13.379000000000001	0.9620000000000001	14.839	17.632
29.50701	14.732999999999999	69.163	26.815	58.751999999999995	64.891	16.229	4.495	15.571	14.385	74.313	26.096	60.216	60.83	17.019000000000002	5.111000000000001	15.682	14.192	75.03699999999999	0.82	60.15	62.62	18.572	3.387	16.384	15.312000000000001	14.994000000000002	9.129	10.425999999999998	14.322000000000001	17.042	18.565	14.415	12.062000000000001	6.785	14.507	10.933	16.363	17.467	11.685	7.267	5.132000000000001	13.603	1.133	14.636	17.436
29.67359	14.838	69.385	27.066999999999997	58.883	65.564	16.332	4.592	15.315999999999999	14.354000000000001	75.256	26.266	60.376000000000005	61.331	17.038	5.013999999999999	15.929	14.187000000000001	75.976	0.746	60.453	63.181000000000004	18.738	3.6	16.462	15.312000000000001	15.1	9.971	10.270999999999999	13.544	16.89	18.132	14.634	12.113	6.8	14.497	10.749	16.299	17.488	11.700999999999999	7.34	5.229	13.109000000000002	1.085	14.880999999999998	17.398
29.84025	15.075999999999999	68.84100000000001	27.386999999999997	58.863	65.468	16.159000000000002	4.768	15.492	14.182	74.727	26.563000000000002	60.549	61.562	16.793	5.132000000000001	15.512	13.890999999999998	75.507	0.726	60.65	63.278999999999996	19.006	3.6519999999999997	16.35	15.298	14.626	10.109	10.392000000000001	13.939	16.762	18.042	14.667	12.222000000000001	6.76	14.4	10.985	16.1	17.605	11.991	7.431	5.148	13.302999999999999	0.9940000000000001	14.623	16.729
30.00701	14.866	68.62100000000001	27.585	59.225	65.723	16.086	4.342	15.276	14.157	74.957	27.224	60.601000000000006	61.982	16.839000000000002	5.142	15.615	14.37	75.641	0.6679999999999999	60.93	63.818999999999996	19.232	3.7119999999999997	16.541	15.448	14.616	10.604000000000001	10.287	13.838	16.552	18.235	14.687000000000001	12.33	6.9639999999999995	14.331	11.447000000000001	16.32	17.512	11.944	7.3839999999999995	5.261	13.43	1.13	14.663	17.37
30.17357	14.65	68.611	28.629	59.231	66.161	15.922	4.734	15.873	14.265	75.309	27.025	60.949	62.018	16.878	5.515	15.684000000000001	14.559000000000001	75.529	0.805	61.28	63.861000000000004	19.421	3.8810000000000002	16.526	14.651	14.968	10.356	11.029000000000002	14.242	16.76	18.308	14.755999999999998	12.402000000000001	7.021	14.368	11.309000000000001	16.448	17.553	12.345	7.728	5.144	13.238	1.148	14.67	16.898
30.3403	14.812000000000001	68.15100000000001	28.228	59.419	66.551	15.967	4.718	15.362	14.12	74.718	27.024	60.996	62.235	16.671	5.218999999999999	15.59	13.9	75.984	0.7020000000000001	61.328	63.883	19.36	3.752	16.462	14.677999999999999	14.845999999999998	10.913	11.074000000000002	14.032	16.552	18.102	14.919	12.765	7.007999999999999	14.585999999999999	11.24	16.214000000000002	17.233	11.992	7.574	5.638999999999999	13.029000000000002	1.044	14.687000000000001	16.918
30.50696	14.677	68.229	28.666	59.376999999999995	66.525	15.87	5.039	15.36	13.933	75.008	27.451	61.178000000000004	62.474	16.394000000000002	5.126	15.595	14.092	75.839	0.77	61.507	64.28	19.548	3.67	16.519000000000002	14.513	14.738	10.331	10.923	14.585	16.561	18.326	14.808	12.478	7.204	14.482000000000001	11.544	15.873	17.406	12.267999999999999	7.678999999999999	5.419	13.355	1.205	14.645999999999999	16.783
30.6736	14.583	68.196	29.116999999999997	59.565	66.942	16.029	4.796	15.134	14.384	74.447	27.933000000000003	61.196000000000005	62.776	16.527	5.227	15.644	14.002	75.896	0.7809999999999999	61.86600000000001	64.812	20.026	3.7969999999999997	16.541	14.937000000000001	14.786	10.547	10.995999999999999	13.582	16.921	18.32	14.687000000000001	12.755	7.077000000000001	14.755999999999998	11.702	15.866	17.567999999999998	12.029000000000002	7.9510000000000005	5.601	13.373	1.044	14.72	16.973
30.8403	14.831	67.833	29.02	59.578	67.396	15.729000000000001	4.815	15.135	14.061	74.354	27.763	61.27	62.794	16.52	5.377999999999999	15.525	14.094000000000001	76.07	0.5720000000000001	61.831	65.069	20.094	3.6519999999999997	16.625	14.478	14.581	10.761	10.92	13.794	16.486	18.267	14.542	12.674000000000001	7.392	14.405	11.597000000000001	16.065	17.566	12.207	7.534	5.707999999999999	13.046	1.139	14.390999999999998	16.539
31.00705	14.857999999999999	67.844	29.51	59.896	67.633	15.837	5.03	15.344000000000001	14.095	73.839	27.915	61.248000000000005	63.027	16.461	5.571000000000001	15.550999999999998	14.295	76.14699999999999	0.5589999999999999	61.895	65.137	20.241	3.841	16.511	14.742	14.550999999999998	10.870999999999999	11.197000000000001	14.300999999999998	16.567999999999998	18.296	14.797	12.732000000000001	7.667999999999999	14.600999999999999	11.533	16.093	17.508	12.314	7.726	5.752999999999999	13.354000000000001	1.18	14.3	16.735
31.17362	14.669	67.833	30.017	59.988	67.98899999999999	15.786	4.968999999999999	15.944	14.004000000000001	74.39	28.115	61.541000000000004	63.122	16.386	5.2620000000000005	15.762	13.914000000000001	75.722	0.667	62.133	65.52199999999999	20.375	3.4410000000000003	16.468	14.198	14.647	11.249	11.401	13.795	16.549	18.512	14.583	12.777000000000001	7.412999999999999	14.554	11.651	16.221	17.407	12.517999999999999	7.987	5.779	13.504000000000001	1.171	14.249	16.489
31.34034	14.772	67.36	30.022	59.924	68.202	15.752	4.86	15.259	14.01	73.982	28.428	61.361999999999995	63.45399999999999	16.602999999999998	5.172000000000001	15.864	13.725999999999999	75.265	0.644	62.151	65.67699999999999	20.497	3.841	16.397000000000002	14.315	14.864	10.870999999999999	11.112	14.13	16.654	18.296	14.57	12.874	7.667999999999999	14.600999999999999	11.647	15.922	17.707	12.229000000000001	7.897	6.237	13.780999999999999	1.0659999999999998	14.158	16.109
31.50705	14.89	67.445	30.607	59.887	68.514	16.208	4.965	15.421	13.797	73.942	28.561	61.497	63.70399999999999	16.294	5.171	15.699000000000002	14.078	75.446	0.606	62.486999999999995	65.99	20.709	3.6069999999999998	16.602999999999998	14.36	14.925999999999998	11.072000000000001	11.567	13.96	16.628	18.476	14.661	12.855	7.75	14.718	11.845	15.787	17.657	12.427	7.8389999999999995	6.002000000000001	13.498	1.082	14.244000000000002	16.17
31.67378	14.799000000000001	67.123	30.88	60.126999999999995	68.847	16.012999999999998	4.909	15.002	13.933	73.796	29.278000000000002	61.675	63.93600000000001	16.487000000000002	5.521	16.031	13.998	75.34899999999999	0.5529999999999999	62.489	66.377	20.934	3.658	16.505	14.064	15.145	10.844000000000001	11.659	14.588	16.426	18.656	14.423	13.148	7.85	14.914000000000001	11.995999999999999	16.000999999999998	17.872	12.748	8.187999999999999	5.943	13.585	1.038	14.249	16.308
31.84047	14.674000000000001	67.021	30.997	60.176	69.256	15.808	4.828	15.512	14.165	73.673	29.304000000000002	61.722	63.784	16.335	5.431	15.679	13.867	75.66	0.5870000000000001	62.534	66.275	20.97	3.858	16.462	14.095	14.877	11.064	11.710999999999999	13.588	16.387999999999998	18.668	14.267999999999999	13.415	7.848	14.933	11.481	15.475999999999999	17.944000000000003	12.97	7.985	6.087999999999999	13.860999999999999	1.189	14.045	16.44
32.00705	14.616	66.977	31.572	60.236999999999995	69.35600000000001	16.072	4.7330000000000005	15.65	14.19	73.61	29.59	61.905	64.11399999999999	16.162	5.318	15.739	14.038	75.64699999999999	0.6859999999999999	62.727	66.89	21.186	4.062	16.589000000000002	14.072000000000001	14.709000000000001	11.137	12.114	13.624	16.21	18.863	14.475	13.440999999999999	7.98	14.956	11.793	15.715	17.87	13.001	8.043	6.227	13.933	1.13	13.964	16.379
32.17375	14.633	66.867	32.064	60.26	69.847	15.940999999999999	4.904	15.433	13.994000000000002	73.32600000000001	29.574	61.731	64.569	16.464000000000002	5.327999999999999	15.672	14.264000000000001	75.439	0.9129999999999999	62.783	66.954	21.473000000000003	3.7510000000000003	16.524	14.135	14.727	11.408	11.897	14.379000000000001	16.255	18.858	14.437000000000001	13.409	8.244	15.058	12.145	15.850999999999999	18.49	12.955	8.31	6.058	13.89	1.1520000000000001	13.975	16.309
32.34048	14.673	66.712	32.205	60.29600000000001	70.093	15.775	5.157	15.663	13.959000000000001	72.821	30.263	61.997	64.752	16.332	5.361000000000001	15.569	13.967	75.097	0.565	63.053000000000004	67.487	21.581	3.9789999999999996	16.824	13.932	14.967	11.274000000000001	11.845	14.443	16.293	19.133	14.365	13.369000000000002	8.047	15.267999999999999	12.35	15.235	18.218	13.103	8.286	5.94	13.927	1.314	13.923	16.348
32.50711	14.700999999999999	66.283	32.949	60.353	70.37899999999999	16.119	5.043	15.52	13.931	72.592	30.32	61.797	65.038	16.361	5.361000000000001	15.655	14.31	74.668	0.851	62.795	67.40100000000001	21.753	3.8930000000000002	16.595	14.475	14.882	11.017000000000001	11.902000000000001	14.357999999999999	16.320999999999998	19.075	14.05	13.397	8.047	15.267999999999999	12.093	15.722000000000001	18.218	12.931	8.172	6.284	14.184000000000001	1.228	14.009	16.262
32.67376	14.792	66.57600000000001	33.302	60.486000000000004	70.783	16.215	5.267	15.699000000000002	14.232999999999999	72.343	30.267	61.813	65.051	16.537	5.4879999999999995	15.857999999999999	13.991	74.459	0.648	63.093999999999994	68.09	21.941999999999997	3.742	16.796	13.632	14.714	11.052999999999999	12.027999999999999	14.995	16.271	19.357	14.052999999999999	13.765	8.347999999999999	15.302	12.048	15.835999999999999	18.418	12.944	8.299	6.135	14.335	1.203	13.65	16.125
32.84049	14.870999999999999	66.722	33.673	60.443999999999996	71.192	16.171	4.973	14.815	14.194	72.58800000000001	31.046999999999997	61.975	65.24600000000001	16.444000000000003	5.468999999999999	15.739	14.17	74.058	0.78	63.089	68.501	22.13	3.7969999999999997	16.395	14.139000000000001	14.565	11.671	12.297	14.296	16.146	19.421	14.421	13.427999999999999	8.411	15.322000000000001	12.115	15.664000000000001	18.561	13.011	8.309	6.101	14.152000000000001	1.2409999999999999	13.946	16.316
33.00717	14.765	66.11	33.949	60.595	71.57	16.42	5.079	15.46	14.142000000000001	72.404	30.997	62.06399999999999	65.499	16.596	5.5520000000000005	15.546	13.818	73.869	0.804	63.141999999999996	68.59100000000001	22.393	3.924	16.51	14.024000000000001	14.800999999999998	12.17	12.633	14.343	16.16	19.412	14.139000000000001	13.535	8.841000000000001	15.561	12.225999999999999	15.295	18.618	13.292	8.305	6.374	14.367	1.133	13.542	16.3
33.17387	14.600999999999999	66.08	34.034	60.607	71.816	16.52	4.86	15.714	14.01	71.933	31.386999999999997	62.13	65.47399999999999	16.688	5.4	15.75	13.811	73.814	0.815	63.26	68.46600000000001	22.403000000000002	3.755	16.567999999999998	13.888	14.807	11.639000000000001	12.478	14.699000000000002	16.141	19.577	14.228	13.557	8.948	15.569	12.045	15.210999999999999	18.618	13.452	8.466000000000001	6.579	14.293	1.0659999999999998	13.902000000000001	16.223
33.34056	15.024000000000001	65.729	34.395	60.76	72.355	16.51	5.32	15.536	14.277999999999999	72.066	31.811	62.342	65.918	16.741	5.558	15.975	14.215	73.53699999999999	0.76	63.419	69.09	22.843000000000004	3.991	16.824	14.074000000000002	15.003	11.546	12.495999999999999	15.289000000000001	16.305999999999997	19.866	14.283	13.845999999999998	8.991	15.792	12.09	15.466	18.932000000000002	13.013	8.368	6.87	14.628	1.291	13.605	16.417
33.50727	14.82	65.634	34.273	60.486000000000004	72.296	16.614	4.896	15.527999999999999	14.005	72.029	32.123000000000005	62.07	65.936	16.88	5.688	15.857999999999999	13.991	73.317	0.705	63.607	69.403	22.998	4.085	16.881	14.06	14.885	11.853	12.228	15.165999999999999	16.070999999999998	19.7	13.880999999999998	13.679	9.005	15.901	12.305	15.579	18.932000000000002	13.115	8.812999999999999	6.477	14.677	1.288	13.821	16.325
33.674	14.989	65.525	34.601	60.599	72.904	16.598	5.12	16.082	14.214	71.585	32.291	62.233999999999995	66.286	16.933	5.707999999999999	15.824000000000002	14.163	72.991	0.649	63.418	69.725	23.147	3.8989999999999996	16.867	13.75	15.023	12.568	12.527999999999999	14.919	16.274	20.383	13.818	13.569	8.916	16.098	12.267999999999999	15.454	19.285999999999998	13.162	8.773	6.893	14.767999999999999	1.161	13.584000000000001	16.782
33.84048	14.708	65.39699999999999	35.318000000000005	60.794	73.281	16.819000000000003	4.88	15.318	14.056	71.434	32.309	62.349	66.64	17.137999999999998	5.495	15.945	14.132	73.21300000000001	0.9470000000000001	63.456	70.15899999999999	23.305	3.81	16.739	13.824000000000002	14.857999999999999	12.484000000000002	12.462	15.114	16.046	20.154	13.94	13.62	9.155	16.075	12.14	15.323	19.502	13.093	8.704	7.145	14.880999999999998	1.19	13.627	16.642
34.00716	15.002	65.74600000000001	35.745	60.833	73.598	17.115	5.096	15.374	14.116	71.459	32.477	62.387	66.619	17.204	5.792000000000001	16.01	14.365	73.157	1.02	63.835	70.163	23.593000000000004	3.91	16.803	13.912	14.952	12.208	12.929	14.953	16.055	20.301	13.52	13.854000000000001	9.11	16.311	12.181	15.130999999999998	19.366	12.99	8.744	6.989	14.862	1.18	13.867	16.594
34.17388	14.939	65.416	35.535	60.846000000000004	74.036	17.023	5.063	15.536	14.164000000000001	71.639	32.98	62.2	66.859	17.197	5.729	15.918	14.100999999999999	72.483	0.846	63.761	70.40100000000001	23.698	3.82	16.881	13.874	14.832	12.544	12.923	15.289000000000001	15.764000000000001	20.493000000000002	13.685	13.845999999999998	8.991	16.305	12.261	15.352	19.701	13.155999999999999	8.767000000000001	7.127000000000001	14.940999999999999	1.035	13.434000000000001	16.787
34.34062	14.899000000000001	65.50399999999999	35.662	60.784	74.705	17.179000000000002	4.92	15.775	14.082	70.98100000000001	33.568000000000005	62.482	67.26100000000001	17.444000000000003	5.768	16.108	14.354000000000001	72.584	0.73	63.791000000000004	71.126	24.074	3.995	16.874000000000002	13.623	15.164000000000001	12.245999999999999	12.565	15.075	16.093	20.605	13.732000000000001	13.757	9.513	16.58	12.328	15.23	19.953	12.967	8.777999999999999	7.1579999999999995	15.242	1.228	13.644	16.747
34.5072	15.015	65.18	35.907	60.893	74.604	17.155	5.104	15.679	14.047	70.616	33.782	62.504	67.194	17.474	5.489	16.167	14.295	72.367	0.8	64.124	71.282	24.151999999999997	4.147	16.730999999999998	13.559000000000001	14.966	12.648	13.14	15.792	15.868	20.745	13.619000000000002	13.955	9.748	16.61	12.306	15.059000000000001	19.894000000000002	13.344000000000001	9.012	7.169	15.445	1.187	13.536	16.778
34.67382	14.799000000000001	65.22	36.532	60.922	75.237	17.404	4.937	15.627	14.302	70.786	34.304	62.555	67.71300000000001	17.623	5.521	15.974	14.311	72.396	0.638	64.165	71.319	24.314	3.97	16.845	13.892999999999999	14.917	12.52	13.079	16.264	15.915	21.041	13.655999999999999	14.171	9.98	16.845	12.337	15.347000000000001	19.832	13.315999999999999	9.068	7.477	15.402999999999999	1.237	13.482000000000001	16.848
34.8406	14.904000000000002	65.241	36.647	60.883	75.433	17.479	4.921	15.514000000000001	14.214	69.936	34.024	62.518	67.423	17.785999999999998	5.452000000000001	15.909	14.107000000000001	72.138	0.649	63.93	71.543	24.455	4.012	16.895	13.522	14.937000000000001	12.454	13.21	16.198	15.677999999999999	21.008000000000003	13.505	13.853	9.655	16.837	12.097999999999999	15.368	20.024	12.992	8.745	7.377000000000001	15.45	1.218	13.272	17.038
35.00727	14.978	64.80199999999999	37.021	61.082	75.742	17.63	5.088	15.708	14.302	70.419	34.528	62.381	67.758	17.694000000000003	5.506	15.873	14.175999999999998	71.90899999999999	0.7829999999999999	64.117	72.193	24.864	4.104	16.838	13.757	15.071	12.497	13.13	16.239	15.800999999999998	21.311	13.525	13.75	9.679	17.000999999999998	12.465	15.222999999999999	20.116	13.132	9.144	7.9239999999999995	15.664000000000001	1.196	13.239	17.168
35.17392	15.142000000000001	65.19800000000001	37.59	60.977	76.084	17.772000000000002	5.059	15.714	14.294	69.998	34.63	62.5	68.063	17.855	5.7410000000000005	16.035	14.124	71.31	0.843	64.142	72.42	24.991999999999997	4.0969999999999995	16.824	13.632	15.062999999999999	12.862	13.218	16.492	15.686	21.113000000000003	13.602	13.7	9.943999999999999	17.048	12.415	15.154000000000002	20.325	12.968	9.318999999999999	7.688	15.83	1.18	13.561	17.219
35.34064	15.145	64.805	37.597	60.861000000000004	76.42	17.855999999999998	5.153	15.972999999999999	14.714	70.063	35.071	62.528999999999996	68.101	18.202	5.706	16.153	14.107999999999999	71.732	0.792	64.12	72.586	25.331	4.081	17.088	13.712	15.18	12.978	13.043	16.035999999999998	15.799000000000001	21.355999999999998	13.492	13.797	9.908	17.223	12.722000000000001	15.217	20.477999999999998	12.847999999999999	9.371	8.129	16.059	1.351	13.411	17.278
35.50731	14.985	64.619	37.717	60.841	77.017	18.121	5.12	15.775	14.31	70.096	35.309	62.625	68.145	18.214000000000002	5.397	16.108	14.269	71.72800000000001	0.701	64.27600000000001	73.096	25.500999999999998	4.109	17.102	13.28	15.220999999999998	12.931	13.763	16.416	16.064	21.405	13.446	14.270999999999999	9.599	17.236	12.812999999999999	15.315	20.78	13.224	9.235	8.014	15.984000000000002	1.1420000000000001	13.359000000000002	17.575
35.67403	15.040999999999999	64.605	38.465	61.065	77.202	18.154	5.067	16.018	14.539000000000001	70.123	36.132	62.873000000000005	68.809	18.495	5.922999999999999	16.219	14.424000000000001	71.176	0.8220000000000001	64.26100000000001	73.539	25.978	4.021	17.436	13.394	14.905999999999999	13.017000000000001	13.4	16.96	15.812000000000001	21.726999999999997	13.445	13.970999999999998	10.097000000000001	17.317999999999998	12.91	15.168	20.71	13.235999999999999	9.644	8.295	16.156	1.272	13.287	17.602
35.84067	14.978	64.602	38.619	61.168	77.854	18.315	4.916	15.68	14.387	69.905	36.81	62.608999999999995	68.985	18.407	5.649	16.215	14.489	71.053	1.1540000000000001	64.459	73.59100000000001	26.12	3.904	17.58	13.671	15.328	12.753	13.13	16.495	16.000999999999998	21.91	13.297	14.005999999999998	10.25	17.4	13.093	15.052	20.886999999999997	13.047	9.572000000000001	8.266	16.177	1.2819999999999998	13.296	17.596
36.0074	15.231	64.44800000000001	38.847	60.951	78.119	18.365	5.035	15.958	14.285	69.378	37.074	62.68	68.893	18.52	5.865	16.355999999999998	14.466	71.286	0.843	64.421	73.712	26.538	3.884	17.695999999999998	13.514000000000001	15.125	13.148	13.463	17.433	15.765	21.976	13.35	14.04	10.151	17.742	12.968	14.964	20.948	12.834000000000001	9.619	8.447000000000001	16.459	1.3359999999999999	13.397	17.707
36.17402	15.29	64.383	39.119	60.917	78.586	18.597	5.132999999999999	15.975999999999999	14.593	69.642	36.428000000000004	62.702	69.139	18.835	5.757000000000001	16.471	14.464	70.67	0.713	64.26899999999999	74.15100000000001	26.643	3.951	17.41	13.193	15.184000000000001	13.122	13.439	16.778	15.94	21.971	13.409	13.609000000000002	10.300999999999998	17.542	13.03	15.022	21.430999999999997	12.584000000000001	9.395	8.628	16.432000000000002	1.209	13.061	17.766
36.34062	15.453	64.46	39.635999999999996	61.107	78.843	18.644000000000002	5.372999999999999	16.034000000000002	14.448	69.587	36.977	62.806999999999995	69.561	18.999000000000002	5.859	16.492	14.544	70.81	0.8390000000000001	64.633	74.779	27.128	3.965	17.631	13.59	15.347000000000001	13.227	13.770999999999999	17.426	16.215999999999998	22.339000000000002	13.429	14.06	10.546	17.963	13.362	15.3	21.426	12.915	9.498	9.1	16.709	1.3330000000000002	13.649000000000001	17.957
36.50735	15.354000000000001	64.256	39.729	61.018	79.062	18.832	5.194	15.9	14.545	69.462	37.468	62.604	69.584	19.328	5.848	16.564	14.443	70.688	0.831	64.59899999999999	74.827	27.395	3.9560000000000004	17.56	13.401	15.105	13.5	13.959000000000001	17.67	15.832	22.494	13.645	13.702	10.706	18.035	13.208	15.200999999999999	21.581999999999997	12.989	9.572000000000001	8.604	16.781	1.2409999999999999	13.152000000000001	18.144000000000002
36.67409	15.09	64.126	40.260999999999996	61.001999999999995	79.643	18.768	5.018	16.233	14.707	69.128	37.913000000000004	62.873000000000005	69.767	19.206	5.528	16.557000000000002	14.635	70.584	1.056	64.954	75.63600000000001	27.728	4.18	17.581	13.220999999999998	15.413	13.892999999999999	13.782	17.749000000000002	15.94	22.828000000000003	13.895	13.866	10.957	17.942	13.773	15.194	21.831	12.784	9.738	8.857000000000001	16.86	1.295	13.261	18.28
36.84088	15.539000000000001	64.346	40.637	61.278	80.072	18.987000000000002	5.231	15.862	14.734000000000002	69.53	37.891	62.864	70.07600000000001	19.313	5.859	16.721	14.658	70.181	0.8959999999999999	64.833	75.63600000000001	28.014	4.1080000000000005	17.689	13.475999999999999	15.547	13.655999999999999	14.229000000000001	18.112000000000002	16.045	22.825	13.487	13.86	10.632	18.049	13.790999999999999	15.272	21.883000000000003	12.572000000000001	10.07	9.014	16.852	1.39	13.192	18.529
37.00735	15.300999999999998	63.926	40.698	61.121	80.307	19.266	5.104	16.278	14.645999999999999	68.905	38.373000000000005	62.59	70.274	19.413	5.917000000000001	16.879	14.58	70.542	0.8859999999999999	64.609	76.13	28.259	3.891	17.872	13.388	15.308	13.789000000000001	13.739	18.016	15.954	22.941	13.448	13.698	10.946	18.178	14.102	15.116	21.948	12.83	9.868	8.823	17.07	1.301	13.365	18.461
37.17413	15.4	64.023	40.818000000000005	61.056999999999995	80.417	19.254	5.3839999999999995	16.5	14.573	68.839	38.481	62.692	70.555	19.477	5.803999999999999	16.975	14.349	69.73	0.885	64.58800000000001	76.185	28.623	4.164	17.762	13.54	15.519	13.86	14.217	18.456	16.031	23.156999999999996	13.177999999999999	13.84	11.002	18.3	14.155999999999999	15.013	22.029	12.832	10.121	9.347000000000001	17.226	1.338	12.942	18.387
37.34079	15.373	63.922	41.674	61.175	80.81	19.424	5.153	16.458	14.770999999999999	68.751	39.49	62.757	70.752	19.94	5.706	17.037	14.392999999999999	69.822	0.792	64.889	76.548	28.923000000000002	4.167	17.942999999999998	13.741	15.607999999999999	14.089	13.87	18.573	16.055	23.295	13.405999999999999	13.882	10.849	18.421	14.005	15.187999999999999	22.274	12.363	10.369000000000002	9.068999999999999	17.627	1.294	13.183	18.646
37.50748	15.572000000000001	63.836000000000006	41.674	61.175	81.152	19.652	5.352	16.172	14.686	68.922	39.376	63.013999999999996	70.866	19.969	5.792000000000001	17.208	14.45	70.164	0.593	64.832	77.118	29.294	4.309	17.971	13.455	15.522	13.833	14.155	18.544	16.112000000000002	23.351999999999997	13.177999999999999	13.939	11.162	18.592	14.49	15.046	22.217	12.648	10.027000000000001	9.412	17.541	1.38	13.183	18.875
