	MG1655-1	IBUA2-9_1	IBUA5-6_1	IBUA7-9_1	IBUA8-3_1	pykF-1	rpoS-1	yobF-1	MG1655-2	IBUA2-9_2	IBUA5-6_2	IBUA7-9_2	IBUA8-3_2	pykF-2	rpoS-2	yobF-2	MG1655-3	IBUA2-9_3	IBUA5-6_1dup	IBUA7-9_3	IBUA8-3_3	pykF-3	rpoS-3	yobF-3	pykF_rpoS-1	pykF_yobF-1	pykF_rpoS_yobF-1	pykF_rpoS-2	pykF_yobF-2	pykF_rpoS_yobF-2	pykF_rpoS-3	pykF_yobF-3	pykF_rpoS_yobF-3
37.17423	13.234000000000002	32.659	23.496	24.638	31.351	29.351999999999997	12.644	13.032	19.143	31.988000000000003	29.604	25.033	31.548000000000002	28.134	11.609000000000002	12.190999999999999	14.120999999999999	34.098	27.355999999999998	24.449	34.359	11.466	30.623	12.859000000000002	25.316	33.260999999999996	25.124000000000002	24.924	30.834	25.057	25.77	27.025	23.589000000000002
37.34083	13.72	31.066999999999997	23.261999999999997	23.936999999999998	31.465	29.465	12.368	12.479000000000001	19.506	32.071	29.307	24.686	33.473	28.689	11.824000000000002	12.349	14.547	33.461999999999996	28.268	24.46	33.150999999999996	11.05	30.898000000000003	13.779000000000002	25.921999999999997	32.181999999999995	25.24	24.958000000000002	30.615	25.668000000000003	25.834	28.568	23.873
37.50755	13.725999999999999	30.307	22.939	23.834	31.199	29.089000000000002	12.62	12.895999999999999	19.322	31.778000000000002	29.671999999999997	24.226999999999997	31.753	29.081	11.939	12.849	14.470999999999998	32.319	28.002	24.22	32.885	11.302	30.934	12.770999999999999	26.178	32.439	24.754	24.883000000000003	30.432	24.825	25.677	27.862	24.924
37.67423	13.727	30.016	23.421	25.336	31.62	29.98	12.524000000000001	12.5	19.354	31.961	29.872	24.714000000000002	30.8	28.869	11.987	12.599	14.732999999999999	33.446	28.008000000000003	25.121	32.626	11.210999999999999	31.09	13.085	25.615	32.998000000000005	25.363000000000003	24.914	30.805	25.378	25.37	27.484	24.427
37.84091	13.457	29.721999999999998	23.566	24.462	31.243000000000002	29.989	12.940999999999999	12.505999999999998	19.142	31.309	30.128	24.721	31.826999999999998	31.438000000000002	12.075	12.991	14.767000000000001	33.538000000000004	28.209	24.523000000000003	33.516	10.693	31.346999999999998	13.642000000000001	25.982	33.614000000000004	25.784000000000002	25.638	30.814	25.275	25.433000000000003	27.491999999999997	24.517
38.00764	13.709000000000001	29.88	23.538	23.553	31.511999999999997	28.991	12.315999999999999	12.623	19.357	30.915	30.287	24.829	32.205	29.366	12.163	12.472000000000001	14.575	33.774	28.203000000000003	24.163	33.26	11.333	31.228	13.257	25.836	32.635999999999996	25.833000000000002	24.147	31.273000000000003	25.326	25.485	27.706999999999997	24.404
38.17425	13.875	31.463	23.719	24.616	31.962	29.939	12.66	12.529000000000002	19.831	31.455	30.572	24.601999999999997	33.101	30.175	11.356	13.075999999999999	14.478	33.832	27.851	24.487	34.325	11.186	30.475	13.187000000000001	25.906	33.059	25.784000000000002	24.92	30.656	26.267	25.95	28.017	24.07
38.34094	13.782	30.385	23.326	24.471999999999998	30.58	30.711	12.315999999999999	12.737	19.663	31.785999999999998	30.846	24.816999999999997	31.94	28.6	11.924000000000001	12.818	15.079	33.336999999999996	28.51	23.875	34.519	11.367	31.385	13.87	26.015	32.677	25.781	25.663	31.622	25.795	25.973000000000003	27.545	24.838
38.50765	13.872	29.908	23.598000000000003	23.859	31.785	30.541	12.472999999999999	12.455	20.12	33.28	31.059	24.485	32.542	29.639	11.922	13.015	14.298	36.007	28.443	25.148000000000003	34.217	11.363	31.525	13.585999999999999	25.984	34.302	26.1	25.953000000000003	30.653000000000002	26.195	26.006	28.085	25.12
38.67436	13.929	30.980999999999998	23.208000000000002	24.158	31.072	29.320999999999998	12.591	12.485	19.522000000000002	34.161	31.305	24.581999999999997	32.618	29.971999999999998	11.558	13.105	14.492	33.444	29.579	23.805999999999997	34.663000000000004	11.03	31.888	13.202	26.359	32.059	26.658	26.128	31.136	25.436	26.448	27.734	24.789
38.84092	13.709000000000001	31.586	23.565	23.498	30.824	30.614	12.700999999999999	12.705	20.127	32.731	31.221999999999998	24.747	33.553000000000004	29.201	12.273	13.187999999999999	14.575	34.654	28.533	24.301	33.425	10.81	32.191	13.174000000000001	25.781	32.334	25.338	25.11	30.695	25.656	25.843000000000004	28.916999999999998	24.789
39.00774	13.811	30.693	23.594	23.801	31.745	29.418000000000003	12.713	12.498	20.084	31.840999999999998	30.08	24.971	32.330999999999996	30.178	12.537	12.931	14.437000000000001	33.523	29.316999999999997	23.947	35.675	10.989	31.605	13.559000000000001	26.238000000000003	33.161	25.706999999999997	25.864	29.776	25.886	26.29	27.718000000000004	25.264
39.17438	14.002	30.546999999999997	24.053	24.37	31.263	30.266	11.89	12.479000000000001	20.014	32.974000000000004	31.671	25.049	32.351	30.03	11.972999999999999	12.814	14.892999999999999	33.787	28.669	24.105999999999998	35.544000000000004	11.083	30.999000000000002	13.462	27.174	32.356	26.105	26.318	30.848000000000003	26.145	26.816999999999997	29.500999999999998	24.88
39.34101	13.924000000000001	30.846999999999998	23.988000000000003	25.215	32.726	31.006	12.849	12.550999999999998	20.733	31.639	31.804000000000002	24.429000000000002	33.174	29.973000000000003	11.572000000000001	12.574000000000002	14.802	34.704	28.891	24.673000000000002	35.419000000000004	11.318	30.741	13.29	27.221	33.6	25.748	26.54	31.061	25.679000000000002	26.329	27.843000000000004	24.228
39.50775	14.411	30.294	23.319000000000003	23.664	32.145	29.488000000000003	12.946	12.815	19.737000000000002	32.19	31.831	24.699	32.510999999999996	31.131	12.415999999999999	12.812000000000001	14.685	35.066	28.723000000000003	24.861	33.93	11.085999999999999	31.624000000000002	13.117	25.924	32.915	25.635	26.013	29.929000000000002	25.704	26.738000000000003	28.585	25.078000000000003
39.67434	14.059000000000001	29.866	23.236	25.069000000000003	32.076	31.154	12.989	12.498	19.753	33.025999999999996	31.871	24.281999999999996	33.653	30.178	11.683	13.124	15.097999999999999	34.598	29.261999999999997	23.699	34.683	11.485	32.018	13.559000000000001	26.844	33.161	25.156	26.305	30.96	26.465	26.373	28.435	25.180999999999997
39.84102	14.117	30.791999999999998	23.546999999999997	24.25	31.953000000000003	30.758000000000003	12.49	12.8	20.485	32.135	30.729	24.76	31.491999999999997	30.055999999999997	12.344000000000001	12.877	15.078	33.408	28.476999999999997	24.342	36.164	11.401	31.569000000000003	13.014000000000001	26.393	33.545	25.831	26.374000000000002	30.564	25.872	26.355999999999998	27.263	24.669
40.00777	14.512	31.261999999999997	23.525	24.063000000000002	32.369	31.42	12.585999999999999	12.922	20.596999999999998	33.486	31.309	24.683000000000003	33.589	29.947	12.575999999999999	12.97	14.974	33.929	28.451999999999998	24.816	34.123000000000005	11.137	32.313	13.352	27.0	34.147	26.66	25.55	31.034000000000002	25.986	28.235	28.755	25.335
40.1745	13.841	31.592	23.491	24.166999999999998	31.484	30.316999999999997	12.683	12.634	20.043	32.411	31.97	24.346	34.167	31.186999999999998	12.648	12.408	15.63	33.794000000000004	28.973000000000003	24.094	32.633	11.015	31.734	13.152000000000001	26.779	33.435	25.693	26.346999999999998	30.096	25.761999999999997	26.88	27.815	25.221
40.34108	14.522	29.444000000000003	24.358	24.29	32.04	31.006999999999998	13.48	13.072000000000001	20.489	33.181999999999995	32.358000000000004	24.715999999999998	34.553000000000004	30.638	12.394	12.374	15.615	34.147	29.17	24.298000000000002	35.61	11.204	31.513	13.47	26.256999999999998	32.159	26.221999999999998	26.186	31.998	26.154	26.226999999999997	27.93	25.008000000000003
40.50774	14.199000000000002	32.75	23.776	24.176	33.053000000000004	31.253	13.17	13.095	20.312	33.158	31.138	25.101999999999997	34.167	29.388	12.392999999999999	13.04	15.307	34.327	29.105	24.63	34.898	10.950999999999999	32.344	13.683	27.718000000000004	34.138000000000005	26.818	26.366999999999997	31.309	26.775	27.2	28.554000000000002	25.844
40.67449	14.197000000000001	31.74	23.622	23.994	33.260999999999996	31.154	13.347000000000001	12.664000000000001	20.58	33.632	29.500999999999998	24.365	34.59	31.555999999999997	12.095999999999998	12.6	15.043	34.818000000000005	27.994	24.14	35.096	11.209000000000001	31.963	13.255999999999998	26.183000000000003	33.547	26.892	26.635	31.622	26.493000000000002	26.758000000000003	27.965999999999998	25.319000000000003
40.84109	14.583	31.655	24.541	24.361	32.346	31.098000000000003	12.786	12.793	20.436	33.359	28.141	25.285999999999998	32.52	29.621	11.924000000000001	12.818	15.244000000000002	37.091	29.835	23.956999999999997	34.022	11.835999999999999	33.455999999999996	13.565999999999999	27.256999999999998	33.56	26.61	26.491	31.18	26.154	26.47	28.76	25.555
41.00772	14.562000000000001	31.916	24.253	23.855999999999998	32.117	30.366999999999997	13.224	13.145	20.595	30.668000000000003	27.839000000000002	24.004	34.131	30.467	12.741	13.353	15.07	34.764	28.781	24.383000000000003	31.224	11.002	33.649	13.449000000000002	26.605999999999998	32.635999999999996	26.383000000000003	25.357	30.778000000000002	25.573	26.256	27.129	25.504
41.17447	14.568	31.093000000000004	24.611	24.127	32.916	31.889	13.044	13.245	20.866999999999997	31.5	27.439	24.638	32.952	32.593	11.687000000000001	13.078	15.175	34.766	28.5	23.475	27.081999999999997	11.212	31.183000000000003	13.662	27.193	32.78	26.709	27.087	31.778000000000002	26.971	27.204	28.418000000000003	26.455
41.34116	14.745	31.502	24.605	23.877	32.391	30.641	12.550999999999998	13.106	20.29	33.585	25.826	24.494	34.021	30.741	13.225999999999999	12.902000000000001	15.173	34.602	29.136	23.993000000000002	24.368000000000002	11.183	30.898000000000003	13.937999999999999	26.358	32.833	26.271	25.822	30.42	26.616	26.912	27.842	25.941
41.50795	14.577	32.226	24.203000000000003	23.443	32.421	31.53	12.67	12.87	20.593000000000004	34.812	25.566	24.092	34.222	31.71	12.609000000000002	13.088	15.513	33.051	28.971	23.785	23.443	11.168	32.342	13.725	27.386	32.501	27.015	26.703000000000003	31.750999999999998	26.063000000000002	27.263	28.916999999999998	26.430999999999997
41.67456	15.027999999999999	30.65	24.410999999999998	23.568	31.92	32.828	12.534	12.929	20.202	33.02	25.666999999999998	23.526999999999997	34.361	30.355	11.924000000000001	13.04	15.527999999999999	36.15	29.299	24.16	23.125999999999998	11.614	31.349	13.296	27.525	33.945	26.735	26.781999999999996	30.811	27.66	26.62	28.691999999999997	26.203000000000003
41.84123	15.034	31.82	24.723000000000003	24.404	31.514	32.561	12.870999999999999	12.741	20.818	34.521	25.37	24.419	31.578000000000003	32.298	12.370999999999999	13.212	15.535	34.917	29.114	24.636999999999997	23.493000000000002	11.812999999999999	32.326	14.077	26.898000000000003	33.458	27.158	26.761999999999997	31.733	26.756	27.484	28.561999999999998	26.432
42.00789	14.647	31.296999999999997	24.685	24.974	32.569	31.153000000000002	13.102	13.219000000000001	20.796999999999997	33.579	24.337	24.684	27.473000000000003	30.589000000000002	12.681	12.911	15.664000000000001	35.735	29.781999999999996	24.322	22.406999999999996	11.103	32.681999999999995	13.545	27.12	34.604	26.612	26.548000000000002	31.18	27.122	26.833000000000002	29.12	26.69
42.17452	14.252	32.016	25.22	23.719	27.612	32.696999999999996	12.989	13.132	20.36	33.632	24.238000000000003	25.247	25.635	31.555999999999997	13.144	13.207	15.539000000000001	33.523	28.820999999999998	24.636	22.697	11.319	33.038000000000004	13.917	27.478	34.400999999999996	26.12	26.498	30.795	26.823	26.869	27.965999999999998	26.862
42.34126	14.595	32.336999999999996	24.545	24.174	25.78	31.834	13.523	13.087	20.955	33.238	24.555999999999997	24.655	23.445	32.015	13.155	12.612	16.022000000000002	34.784	30.188000000000002	23.823	22.049	11.743	32.395	13.683	27.496	33.43	26.964000000000002	26.983	31.475	26.647	26.526	28.506999999999998	26.217
42.5079	14.862	30.599	24.76	23.919	23.679000000000002	31.171999999999997	12.904000000000002	12.440999999999999	20.816	32.549	23.944000000000003	24.429000000000002	23.934	30.608	12.923	13.512	15.409	33.959	29.276999999999997	23.845	22.759	11.345999999999998	33.196	13.620999999999999	27.469	34.676	26.603	26.871	31.42	26.616999999999997	27.211	28.808000000000003	25.717
42.67465	14.978	32.815	24.409000000000002	24.368000000000002	23.134	31.015	12.743	12.943	20.631	33.330999999999996	23.703000000000003	24.96	22.506999999999998	31.444000000000003	11.963	12.911	15.499	33.804	28.871	25.590999999999998	21.552	11.572000000000001	32.626	13.683	26.899	33.28	26.75	26.521	30.408	27.205	26.888	28.899	27.186999999999998
42.84118	14.705	29.999000000000002	24.508000000000003	24.11	22.358	31.641	13.037	12.215	20.906	32.52	23.389	24.340999999999998	21.840999999999998	30.475	12.169	12.835999999999999	14.912	33.619	28.266	23.565	21.079	11.035	31.951999999999998	13.429	26.615	32.922	26.144000000000002	26.906	31.226999999999997	26.351999999999997	27.116	27.908	27.961
43.0079	14.35	31.721999999999998	24.709	23.209	21.014	32.32	13.227	13.122	20.425	32.098	23.783	24.653000000000002	21.846999999999998	30.519000000000002	12.389000000000001	13.607999999999999	15.415	35.073	28.115	24.621	21.939	11.225999999999999	32.523	13.821	27.57	34.434	26.103	27.445	31.769000000000002	26.971999999999998	26.605	28.225	27.121
43.17463	14.436	31.023000000000003	24.801	24.153000000000002	21.239	30.823	13.197000000000001	12.872	20.826	33.302	23.819000000000003	25.406999999999996	22.238000000000003	31.252	12.277999999999999	12.783	15.616	33.691	27.44	24.381999999999998	22.331999999999997	11.556	32.295	13.745	26.927	32.669000000000004	26.586	26.191999999999997	30.877	26.49	26.699	28.625999999999998	27.08
43.34137	14.898	32.283	25.168000000000003	24.193	20.844	31.173000000000002	13.312000000000001	13.040999999999999	20.961	33.043	24.104	24.919	21.730999999999998	31.934	12.224	13.193	16.122	33.509	27.276	25.271	21.905	12.026	32.833	13.594000000000001	28.074	33.306999999999995	26.721999999999998	26.108	31.612	26.517	26.566	28.183000000000003	27.246
43.50803	14.604000000000001	31.676	25.046999999999997	23.767	21.213	31.283	12.790999999999999	13.457	20.93	34.641999999999996	23.9	25.404	20.999000000000002	32.649	12.614	12.622	15.504000000000001	33.431	27.325	24.298000000000002	22.276	11.065999999999999	32.477	13.497	29.122	32.903	26.525	26.791999999999998	31.447	27.669	27.026	28.316	26.358
43.67461	14.26	32.925	25.165	24.320999999999998	20.072	30.82	13.23	13.155	20.901	33.969	23.989	25.11	21.795	32.409	13.255999999999998	12.852	15.700999999999999	33.397	28.174	24.636999999999997	21.834	11.122	32.795	13.69	28.197	34.122	27.241	26.706999999999997	31.65	26.839000000000002	27.07	28.811	26.985
43.84129	14.819	31.584	25.122	24.118000000000002	20.601	32.155	12.979000000000001	13.011	20.646	34.192	23.561999999999998	25.975	20.826999999999998	31.015	12.470999999999998	13.085	15.167	35.597	26.738000000000003	24.538	21.443	11.529000000000002	33.431999999999995	13.408	27.818	32.286	26.544	27.031999999999996	31.769000000000002	26.614	26.991	27.949	27.535
44.00807	14.693	32.098	25.054000000000002	24.215	20.586	31.209	12.960999999999999	13.132	20.608	33.109	23.053	24.64	21.309	32.107	12.4	12.876	15.759	35.507	27.223000000000003	24.276999999999997	21.677	10.960999999999999	33.479	13.587	27.065	34.455999999999996	26.396	26.994	31.539	27.374000000000002	26.758000000000003	28.241999999999997	27.193
44.17466	14.537	31.46	25.081999999999997	24.238000000000003	20.293	32.285	13.258	12.823	20.541999999999998	33.001	23.241999999999997	24.668000000000003	20.938000000000002	32.547	12.399000000000001	12.769	15.452	33.812	26.93	24.471	21.199	12.034	32.243	13.662	28.142	33.486	27.158	26.873	32.645	26.95	26.434	28.369	26.653000000000002
44.34129	14.815999999999999	30.98	25.064	24.025	20.463	31.557	13.421	12.96	20.971999999999998	33.961	23.195	24.898000000000003	21.247	31.486	12.758	13.49	15.599	35.467	26.805	24.343000000000004	22.035	11.148	32.843	13.863	27.829	33.041	25.458000000000002	27.248	31.695999999999998	26.991999999999997	27.248	28.826	27.302
44.50803	14.629000000000001	31.736	25.375	23.534000000000002	20.414	31.843000000000004	12.818	13.463	20.842	32.56	24.031999999999996	25.238000000000003	21.42	30.388	12.376	13.247	15.661	34.785	25.9	25.235	22.041999999999998	11.485999999999999	33.351	13.953	28.088	32.692	25.410999999999998	27.09	31.788	26.336	27.256	28.863000000000003	27.56
44.67468	14.850999999999999	31.761	25.553	24.539	20.165	32.342	12.974	12.679	20.919	34.058	23.155	24.612	20.730999999999998	32.768	12.814	13.022	15.475999999999999	34.074	26.969	24.944000000000003	20.884	11.478	33.882	13.405999999999999	28.421999999999997	32.953	25.319000000000003	26.752	31.484	28.13	26.69	29.328000000000003	27.385
44.84137	15.167	32.639	25.03	24.544	20.648000000000003	31.666999999999998	13.215	12.892999999999999	20.693	34.046	23.715	25.557	21.239	32.288000000000004	12.940999999999999	13.618	15.509	32.73	26.608	24.725	22.636999999999997	11.524000000000001	32.762	13.579	27.94	33.571	23.85	26.028000000000002	31.419	27.101	27.381999999999998	29.683000000000003	26.912
45.0081	15.057	31.505	25.39	24.378	19.873	32.193000000000005	13.63	13.335	21.247	33.852	23.741999999999997	25.391	21.599	32.010999999999996	12.747	13.674000000000001	15.842	34.917	26.386	25.334	21.086	11.247	33.869	13.026	27.719	33.045	23.49	25.031	30.976	26.491	27.438000000000002	28.603	27.549
45.17476	14.610999999999999	33.174	25.546999999999997	24.674	19.759	30.764	13.356	13.088	20.678	32.67	23.596	24.745	21.206	32.077	12.995999999999999	12.897	15.806	35.196999999999996	27.48	24.964000000000002	21.385	11.58	33.073	14.181	28.087	33.573	23.366999999999997	24.271	31.594	24.956	27.26	29.086	27.451999999999998
45.34148	14.854000000000001	31.725	25.08	24.76	20.861	32.304	12.925999999999998	12.908	21.328000000000003	33.798	24.013	24.831999999999997	20.067999999999998	31.54	12.93	13.165	15.946	36.72	26.936	24.997	21.134	11.457	32.292	13.434000000000001	28.162	33.326	23.43	24.474	30.754	24.965	27.074	28.629	27.435
45.50813	14.804	31.487	25.546999999999997	24.011	20.229	31.87	13.107000000000001	13.033	20.844	33.887	23.706	24.745	20.432000000000002	31.385	12.581	13.395	15.501	33.87	26.566999999999997	25.213	21.468000000000004	11.497	34.345	13.877	27.34	33.324	23.395	24.271	31.18	24.21	27.094	28.56	27.451999999999998
45.67482	14.687000000000001	31.893	24.737	24.612	20.14	31.612	12.908	12.779000000000002	21.112	34.236999999999995	23.421999999999997	24.875999999999998	20.564	31.874000000000002	12.272	12.642999999999999	16.407	35.352	26.559	24.846	21.572	11.133	33.699	13.925	27.055	33.092	22.807	24.015	32.221	24.146	27.252	28.552	27.748
45.84138	14.899000000000001	31.673000000000002	25.55	24.624000000000002	20.158	32.358000000000004	13.21	13.604000000000001	20.590999999999998	33.074	23.435	24.749000000000002	21.16	32.51	12.265999999999998	13.354000000000001	15.673	34.876	26.898000000000003	24.69	20.951	11.377	33.558	13.497	26.695999999999998	32.698	23.064	22.752	32.993	23.63	26.596	28.418000000000003	26.565
46.00818	14.429	33.22	26.019000000000002	24.293000000000003	20.406	32.69	13.540999999999999	13.659	20.784000000000002	33.544000000000004	23.959	24.914	20.691	31.406	12.845999999999998	12.745999999999999	15.369000000000002	35.732	26.511	25.16	20.785	11.377	32.15	13.994000000000002	25.701999999999998	34.189	23.81	23.415	33.159	23.105	27.811	28.694000000000003	27.531999999999996
46.17485	15.314	31.754	25.783	24.44	20.656	32.359	12.73	12.6	20.666999999999998	33.408	23.526999999999997	25.064	20.721	32.205999999999996	12.758	13.075	15.405	34.637	26.224	24.758000000000003	20.983	11.038	32.235	13.946	24.537	33.788000000000004	23.383000000000003	22.987	31.364	23.119	27.358	29.518	27.717
46.34148	15.093	30.785999999999998	25.921	25.519000000000002	20.407	32.608000000000004	13.587	13.237	20.916	35.068000000000005	23.61	24.677	21.579	34.391	12.592	12.992	16.014	34.554	27.081	25.283	20.651	11.757	32.539	13.808	24.371	33.18	23.715	23.153000000000002	32.664	23.451	27.441	28.135	27.468000000000004
46.50811	15.277000000000001	32.806	25.930999999999997	24.59	19.817	32.801	13.17	13.177999999999999	20.726999999999997	33.489000000000004	24.313000000000002	25.6	20.406	32.648	12.366	12.625	15.86	35.736	27.088	24.74	20.943	11.697000000000001	33.586999999999996	13.932	24.319000000000003	34.359	23.336	23.024	31.916999999999998	23.404	28.000999999999998	28.72	27.253
46.67474	15.585	32.07	25.705	24.533	19.934	32.588	12.825999999999999	13.412	20.741	35.041	23.344	24.574	21.238000000000003	31.968000000000004	12.597999999999999	12.993	15.913	36.232	26.885	25.204	21.083000000000002	11.599	32.599000000000004	13.352	25.491999999999997	34.521	23.605	23.127	32.891	23.480999999999998	26.723000000000003	28.32	28.153000000000002
46.84151	15.027999999999999	32.308	25.930999999999997	25.253	20.37	31.861	12.783	13.205	20.81	33.406	23.733	24.936999999999998	20.683000000000003	32.205999999999996	12.007	12.845999999999998	15.887	35.763000000000005	27.088	24.298000000000002	21.275	11.145	34.637	13.987	24.125999999999998	33.696	24.081999999999997	23.189	31.64	22.879	27.116999999999997	28.691999999999997	28.026999999999997
47.00811	15.209000000000001	32.787	26.248	24.217	20.578000000000003	32.257	13.546	12.890999999999998	20.903000000000002	34.189	23.884	24.894000000000002	20.145	31.663	12.962	12.697000000000001	15.624	34.803000000000004	27.32	25.166999999999998	20.295	11.272	32.905	13.669	24.633000000000003	34.669000000000004	23.983	22.511	32.174	23.776	27.377	28.288	27.872
47.17497	15.062000000000001	32.29	26.215	24.956999999999997	19.768	32.478	12.567	12.685	20.929000000000002	33.278	23.767	25.746	20.44	32.658	12.537	13.100999999999999	15.065	35.249	27.013	24.72	21.061	11.537	33.900999999999996	13.773	24.741999999999997	33.79	24.006999999999998	23.087	32.009	23.744	27.208000000000002	29.585	28.146
47.34147	14.868	33.174	26.381	24.956999999999997	20.127	32.147	13.23	12.905999999999999	20.625	32.753	23.574	25.746	20.109	32.077	12.952	13.017999999999999	15.562999999999999	35.415	27.124000000000002	25.439	20.618000000000002	11.62	31.579	14.022	24.410999999999998	34.73	23.454	23.445999999999998	32.396	23.053	27.844	29.944000000000003	28.118000000000002
47.50835	14.425999999999998	32.124	26.381	24.596999999999998	19.906	33.251999999999995	12.429	13.293	21.482	33.195	23.546	25.773000000000003	20.413	32.381	12.786	13.046	15.535	38.260999999999996	27.372	25.19	20.314	11.564	33.181999999999995	13.357999999999999	25.24	34.066	24.449	23.031	31.76	23.799	27.125	29.916999999999998	27.344
47.67492	14.969000000000001	32.952	26.074	24.16	20.2	32.751999999999995	12.713	13.187000000000001	21.049	32.971	23.108	25.136	19.848	32.355	12.565	13.152000000000001	15.290999999999999	36.251	26.396	26.316	20.878	11.071	34.223	13.752	24.447	34.291	24.494	23.329	32.641	23.599	26.206999999999997	28.104	27.854
47.84152	14.761	32.171	26.254	24.505	19.909000000000002	33.846	12.392999999999999	13.087	20.955	32.383	23.976999999999997	25.675	20.715999999999998	32.208	13.237	12.888	15.277999999999999	35.693000000000005	26.853	25.918000000000003	20.56	11.799000000000001	33.333	13.765999999999998	24.878	34.395	23.408	22.930999999999997	32.522	23.229	25.203000000000003	28.451999999999998	28.009
