	MG1655-1	OCTA1-9_1	OCTA2-14_1	OCTA5-4_1	OCTA7-2_1	stfE-1	gtrS-1	rlmH-1	MG1655-2	OCTA1-9_2	OCTA2-14_2	OCTA5-4_2	OCTA7-2_2	stfE-2	gtrS-2	rlmH-2	MG1655-3	OCTA1-9_3	OCTA2-14_3	OCTA5-4_3	OCTA7-2_3	stfE-3	gtrS-3	rlmH-3
33.50708	3.543	0.755	0.787	38.101	44.658	7.829	4.355	24.366999999999997	3.4339999999999997	0.8240000000000001	0.6759999999999999	35.882	27.676	13.44	5.303	12.527000000000001	3.094	0.36700000000000005	0.317	37.298	49.997	14.549000000000001	11.31	16.115
33.67378	3.293	1.025	0.8320000000000001	37.771	44.901	7.797000000000001	4.449	24.783	3.3489999999999998	0.929	0.7809999999999999	35.792	27.82	13.612	5.587999999999999	12.956	3.247	0.555	0.39399999999999996	37.512	49.657	14.607999999999999	11.458	16.929000000000002
33.84037	3.6060000000000003	0.852	0.8290000000000001	38.305	44.818999999999996	7.886	4.563	25.947	3.295	1.038	0.833	36.150999999999996	28.081	14.050999999999998	5.534	12.401	3.2560000000000002	0.7509999999999999	0.361	38.215	49.665	14.478	11.498	16.634
34.00724	3.321	0.741	1.002	38.225	45.071999999999996	7.938	4.676	26.796999999999997	3.3489999999999998	0.929	0.7809999999999999	36.756	28.188000000000002	13.867	5.502999999999999	12.673	3.304	0.414	0.337	38.476	49.401	14.777999999999999	11.628	16.787
34.17386	3.492	0.8809999999999999	0.9420000000000001	38.589	44.905	7.971	4.8180000000000005	27.964000000000002	3.465	0.953	0.7759999999999999	36.832	28.166	14.335	5.591	12.884	3.1710000000000003	0.524	0.418	38.641	49.381	14.649000000000001	11.697000000000001	17.06
34.34047	3.655	0.956	0.648	38.363	45.224	8.279	4.754	29.4	3.26	0.9990000000000001	0.652	37.228	28.636999999999997	14.365	5.897	12.998	3.625	0.627	0.37799999999999995	39.096	49.221000000000004	14.849	11.868	17.349
34.50726	3.58	0.83	0.779	38.69	44.659	7.886	4.992	29.784000000000002	3.467	0.847	0.8690000000000001	37.221	29.247	14.27	5.904	13.075999999999999	3.3089999999999997	0.502	0.48200000000000004	39.537	49.585	14.925	11.974	17.105999999999998
34.67384	3.7039999999999997	0.721	0.925	39.505	45.284	7.985	4.831	30.945	3.3939999999999997	1.077	0.787	37.405	29.188000000000002	14.467	5.974	13.356	3.301	0.591	0.34299999999999997	39.471	49.592	15.15	12.026	17.194000000000003
34.84055	3.58	0.762	0.993	39.235	45.31	8.151	5.218	31.389	3.614	1.1159999999999999	1.138	37.954	29.26	14.390999999999998	6.109	13.335999999999999	3.418	0.488	0.38	40.196999999999996	49.512	15.387	12.005	17.58
35.00725	3.48	0.955	0.648	39.576	44.838	8.326	5.232	31.910999999999998	3.367	0.971	0.823	37.821	29.473000000000003	14.856	6.202000000000001	13.093	3.4389999999999996	0.598	0.408	40.253	49.966	15.284	12.077	17.92
35.17383	3.634	0.8809999999999999	0.8	39.867	45.443999999999996	8.341000000000001	5.443	32.933	3.38	0.7829999999999999	0.72	38.082	29.643	15.017000000000001	6.244	13.366	3.455	0.524	0.418	41.083999999999996	50.148	15.614	12.179	18.026
35.34051	3.7510000000000003	0.858	1.176	39.995	45.68	8.312000000000001	5.672999999999999	33.669000000000004	3.438	1.0170000000000001	0.8690000000000001	37.873000000000005	29.785999999999998	14.923	6.443	13.671	3.508	0.5589999999999999	0.48200000000000004	41.153999999999996	50.01	15.975	12.315	18.269000000000002
35.50717	3.81	0.893	1.069	40.009	45.547	8.425	5.732	34.347	3.5810000000000004	0.997	0.877	38.373000000000005	30.098000000000003	15.254000000000001	6.501	13.805	3.645	0.48100000000000004	0.377	41.451	49.986999999999995	15.456	12.392999999999999	18.312
35.67399	3.759	0.922	0.9840000000000001	40.132	45.648999999999994	8.378	5.766	34.711	3.7310000000000003	0.9390000000000001	0.8190000000000001	38.378	30.088	15.190999999999999	6.622999999999999	13.882	3.4330000000000003	0.48100000000000004	0.34700000000000003	41.943999999999996	49.583	15.76	12.497	18.453
35.84063	3.7510000000000003	0.773	1.261	40.25	45.623000000000005	8.482000000000001	5.757999999999999	35.286	3.467	1.102	0.812	38.951	29.899	15.547	6.699	13.927	3.508	0.502	0.426	41.665	49.897	16.145	12.712	18.496
36.00726	3.5039999999999996	0.8370000000000001	0.8140000000000001	40.643	45.11	8.463	6.022	35.505	3.6180000000000003	1.053	0.99	38.803000000000004	30.684	15.815	6.907	13.74	3.6039999999999996	0.396	0.40399999999999997	42.143	50.178999999999995	16.186	12.695	18.282
36.17393	3.687	0.934	0.853	40.878	45.687	8.62	6.2620000000000005	36.161	3.6310000000000002	0.978	0.887	38.836999999999996	30.627	16.004	6.892	14.155999999999999	3.45	0.435	0.32899999999999996	42.263999999999996	49.453	16.29	12.827	18.558
36.34074	3.725	0.882	1.1420000000000001	41.128	45.717	8.806000000000001	6.274	36.453	3.6719999999999997	1.095	0.861	38.769	30.628	16.233	7.162000000000001	14.04	3.3280000000000003	0.467	0.531	42.203	50.085	16.062	13.023	19.048
36.50738	3.7760000000000002	0.8809999999999999	0.857	41.032	46.097	8.511000000000001	6.437	36.427	3.721	1.123	0.805	39.076	30.807	16.351	7.266	14.133	3.597	0.6659999999999999	0.617	43.242	49.495	16.892	13.06	19.361
36.67408	3.699	0.973	1.177	41.623999999999995	46.236999999999995	8.634	6.502999999999999	37.158	3.844	1.045	0.7829999999999999	39.297	30.912	16.563	7.39	14.231	3.608	0.616	0.425	43.238	50.26	16.934	13.242	19.602
36.84078	3.9	0.8859999999999999	0.833	41.225	45.701	8.81	6.705	37.545	3.705	1.24	0.8079999999999999	39.548	31.235	16.750999999999998	7.736000000000001	14.642999999999999	3.761	0.698	0.47700000000000004	43.695	50.355	16.58	13.228	19.311
37.0073	3.8360000000000003	0.9329999999999999	0.9079999999999999	41.485	45.708999999999996	8.835	7.0120000000000005	37.399	3.557	1.03	0.8540000000000001	39.35	31.197	17.154	7.59	14.674000000000001	3.589	0.745	0.494	43.387	50.023999999999994	17.438	13.258	19.802
37.17405	3.909	0.922	1.0390000000000001	41.591	45.841	8.991	7.169	37.993	3.7710000000000004	0.991	0.872	39.913000000000004	31.111	17.59	7.86	14.57	3.6860000000000004	0.705	0.37	44.232	50.041000000000004	17.418	13.325999999999999	19.695
37.34075	3.844	0.9790000000000001	0.8140000000000001	42.26	45.961000000000006	9.002	7.2139999999999995	38.031	3.7310000000000003	1.053	0.904	39.825	31.365	17.801	7.957000000000001	14.762	3.6039999999999996	0.48100000000000004	0.433	43.533	49.696999999999996	17.633	13.405	19.9
37.5074	3.792	1.04	0.818	42.244	46.11600000000001	9.121	7.417000000000001	38.041	3.707	1.226	0.965	39.921	31.573	18.007	8.075	14.825	3.4960000000000004	0.74	0.493	44.312	49.966	17.413	13.722999999999999	20.191
37.67413	4.059	0.976	0.927	42.318999999999996	45.615	9.037	7.5920000000000005	38.255	3.63	1.054	0.905	40.121	31.465999999999998	17.692999999999998	8.132	14.974	3.855	0.764	0.37799999999999995	43.646	49.625	17.614	13.619000000000002	20.096
37.84087	3.915	0.9420000000000001	0.977	42.902	46.201	9.095	7.932	37.867	3.742	1.103	0.9259999999999999	40.955999999999996	31.835	18.215	8.36	15.095999999999998	3.889	0.474	0.39799999999999996	44.684	49.733000000000004	17.908	14.024000000000001	20.451
38.00753	4.008	1.091	0.955	42.474	46.255	9.247	8.225	38.256	3.865	1.025	1.103	40.724000000000004	31.826	18.455	8.654	15.194	3.843	0.736	0.405	45.077	50.355	18.204	14.036	20.211
38.17413	3.8510000000000004	0.932	1.165	42.851000000000006	46.464	9.205	8.353	38.941	3.878	0.78	1.0290000000000001	40.504	32.025999999999996	18.958	8.839	14.985999999999999	3.661	0.5770000000000001	0.501	45.257	49.885	18.054000000000002	14.168	20.771
38.34078	4.008	1.091	0.899	43.29600000000001	46.085	9.416	8.792	38.625	3.9210000000000003	1.337	1.047	40.979	32.28	19.192	9.135	15.222000000000001	3.815	0.6509999999999999	0.462	44.652	49.93	18.317999999999998	14.319	20.805
38.50747	3.798	1.24	1.188	43.138999999999996	46.02	9.53	8.961	38.611	3.8569999999999998	1.482	0.993	41.236999999999995	32.021	19.397000000000002	9.138	15.329	3.767	0.627	0.435	45.55	49.70399999999999	18.488	14.511	20.619
38.67416	4.002	1.195	1.3419999999999999	43.103	46.036	9.782	9.27	39.161	3.803	1.212	0.951	41.463	32.159	19.454	9.19	15.31	3.842	0.725	0.42200000000000004	45.111999999999995	49.997	18.945999999999998	14.577	20.671999999999997
38.84079	4.165	1.0070000000000001	0.897	43.641000000000005	46.068999999999996	9.816	9.674	39.075	4.113	1.4469999999999998	1.014	41.251000000000005	32.391999999999996	19.838	9.511000000000001	15.481	3.8569999999999998	0.535	0.455	45.968	49.641999999999996	18.614	14.890999999999998	21.147
39.00745	4.128	1.121	1.325	43.821000000000005	46.528	9.627	10.08	38.541	3.9010000000000002	1.109	0.99	41.244	32.273	20.383	9.801	15.698	3.944	0.6509999999999999	0.574	45.576	49.867	19.024	14.937000000000001	21.177
39.17418	4.027	1.0390000000000001	0.872	43.881	46.281000000000006	9.879	10.249	38.887	3.947	0.995	1.0170000000000001	41.007	32.573	20.301	9.972000000000001	15.829	3.863	0.7090000000000001	0.45899999999999996	45.298	50.253	19.389	15.182	21.353
39.34076	3.9810000000000003	1.081	1.057	44.001000000000005	46.115	9.801	10.654000000000002	39.126999999999995	4.184	1.237	0.946	41.67	32.477	20.101	10.32	16.116	4.04	0.638	0.445	45.503	50.568999999999996	19.134	15.384	21.608
39.50751	4.092	1.324	1.0979999999999999	43.957	46.276	9.955	10.870999999999999	39.336999999999996	3.845	1.0759999999999998	0.9279999999999999	41.727	32.579	20.668000000000003	10.338	16.012	3.975	0.935	0.45299999999999996	45.63399999999999	50.115	19.664	15.622	21.838
39.67437	4.327	0.9990000000000001	1.117	44.526	46.441	10.176	11.286	38.711999999999996	4.018	1.354	0.9209999999999999	41.512	32.885	20.279	10.752	16.322	3.931	0.613	0.79	45.516000000000005	50.468999999999994	19.937	15.645999999999999	21.587
39.84084	4.336	1.092	1.324	44.58	46.98	9.93	11.581	39.586999999999996	3.9419999999999997	1.589	1.042	41.678000000000004	32.819	21.205	11.133	16.25	4.056	0.705	0.541	46.31	49.955	20.35	16.087	21.944000000000003
40.00749	4.283	1.0390000000000001	0.9570000000000001	44.45	46.452	10.163	11.815	39.599000000000004	4.146	1.365	1.0170000000000001	42.68600000000001	33.114000000000004	21.668000000000003	11.196	16.598	4.3180000000000005	0.794	0.45899999999999996	45.782	50.424	20.3	16.035999999999998	22.491999999999997
40.17433	4.1819999999999995	1.136	1.31	45.144	46.946999999999996	9.922	12.487	39.489000000000004	3.818	1.347	1.3980000000000001	42.153	33.059	21.662	11.697000000000001	16.817	4.136	0.6629999999999999	0.555	45.422	50.465	20.293	16.142	22.003
40.34081	4.29	1.069	1.329	44.781000000000006	46.356	10.49	12.715	39.973	4.012	1.7930000000000001	0.903	42.583999999999996	32.995	21.329	11.982000000000001	16.565	4.164	0.652	0.5720000000000001	46.0	50.676	20.785	16.546	22.212
40.50759	4.237	1.11	1.227	45.338	46.855	10.255999999999998	12.815999999999999	39.383	4.213	1.4069999999999998	1.288	42.523999999999994	32.903	22.377	12.283	17.141	4.296	0.8079999999999999	0.474	45.645	50.342	21.324	16.636	22.090999999999998
40.67432	4.16	1.052	1.34	44.534	47.137	10.249	13.530999999999999	39.578	4.425	1.375	1.056	43.163000000000004	33.082	22.408	12.456	17.327	4.124	0.6629999999999999	0.49700000000000005	46.123999999999995	50.488	21.263	16.795	22.206999999999997
40.84092	4.119	1.155	1.4140000000000001	45.465	46.67	10.062000000000001	13.685	39.26	4.354	1.308	0.846	42.583999999999996	33.308	22.041999999999998	12.667	17.307000000000002	4.1930000000000005	0.595	0.344	45.913999999999994	50.361999999999995	21.298000000000002	16.974	22.583000000000002
41.00758	4.121	1.104	1.335	45.387	47.047	10.373	14.161	39.023	4.383	1.4569999999999999	1.224	42.625	33.59	22.566	13.002	17.694000000000003	4.244	0.659	0.466	45.979	50.281000000000006	21.965999999999998	17.189	22.593000000000004
41.17423	4.513	1.0170000000000001	1.135	45.568000000000005	46.744	10.218	14.909	38.935	4.26	1.429	0.996	42.67	33.225	23.186	13.238	17.44	4.199	0.8009999999999999	0.381	46.273	50.144	21.991999999999997	17.304000000000002	22.645
41.3409	4.481	1.033	1.321	46.57899999999999	47.242	10.365	15.269	39.665	4.345	1.557	1.153	43.073	33.687	22.91	13.652999999999999	17.692	4.409	0.845	0.42200000000000004	46.486999999999995	50.477	22.766	17.644000000000002	22.539
41.50758	4.395	1.147	1.492	46.18	46.957	10.593	15.811	39.523	4.402	1.272	0.953	43.528999999999996	33.288000000000004	22.939	13.937999999999999	17.864	4.181	0.759	0.42200000000000004	46.343999999999994	50.391999999999996	22.538	17.844	23.138
41.67434	4.546	1.298	0.987	46.15	47.068999999999996	10.547	16.023	39.944	4.4110000000000005	1.365	1.074	42.926	33.365	23.44	14.349	17.877	4.364	0.8240000000000001	0.429	46.285	50.59	22.866999999999997	18.029	23.182
41.84105	4.268	1.1	1.53	46.198	46.773999999999994	10.446	16.589000000000002	39.634	4.363	1.25	1.074	43.567	33.475	23.903000000000002	14.514000000000001	18.304000000000002	4.552	0.596	0.5429999999999999	46.018	49.871	23.471	18.086	23.388
42.00772	4.426	1.145	1.547	45.958	46.906000000000006	10.687000000000001	16.912	39.772	4.578	1.5819999999999999	1.178	43.416000000000004	33.701	23.421999999999997	15.009	18.311	4.478	0.67	0.675	46.493	50.773	23.19	18.807000000000002	23.593000000000004
42.1744	4.29	1.204	1.291	46.893	46.897	10.673	17.366	39.461	4.7589999999999995	1.526	1.092	43.658	33.583	24.000999999999998	15.175	18.539	4.523	0.7	0.617	46.626000000000005	50.538999999999994	23.738000000000003	18.722	23.428
42.34099	4.303	1.016	1.3030000000000002	46.818000000000005	46.507	10.917	17.529	39.781	4.773	1.594	1.646	43.638000000000005	33.871	24.74	15.595	18.904	4.598	0.968	0.456	46.38	50.38	24.649	18.829	23.051
42.50764	4.397	1.2309999999999999	1.119	47.043	47.163000000000004	10.887	17.910999999999998	39.486999999999995	4.72	1.411	1.006	43.986999999999995	33.93	24.193	15.550999999999998	18.711	4.364	0.67	0.504	46.663999999999994	50.23	24.76	19.262999999999998	23.991999999999997
42.67432	4.665	1.159	1.5319999999999998	46.648	47.138999999999996	10.866	18.283	39.242	4.73	1.7109999999999999	1.4769999999999999	44.45	33.661	24.275	16.124000000000002	19.168	4.369	0.77	0.518	46.611999999999995	50.176	24.985	19.576	23.531999999999996
42.84105	4.66	1.212	1.272	46.863	47.211999999999996	10.918	18.989	39.431	4.953	1.65	1.331	43.553999999999995	33.821999999999996	24.465999999999998	16.517	19.417	4.449	0.8240000000000001	0.515	46.626999999999995	50.505	24.863000000000003	19.683	23.439
43.00777	4.503	1.052	1.112	47.131	47.166000000000004	10.790999999999999	19.153	40.007	4.882	1.49	1.228	44.048	33.766999999999996	25.176	16.794	19.496	4.466	0.8340000000000001	0.49700000000000005	46.838	51.202	25.458000000000002	19.962	24.176
43.17444	4.676	1.058	1.6030000000000002	47.222	47.172	11.187000000000001	19.139	39.854	5.024	1.639	1.035	44.457	34.162	25.410999999999998	16.924	19.852	4.603	0.7559999999999999	0.562	46.645	50.635	25.921999999999997	20.145	23.756999999999998
43.34096	5.151	1.278	1.225	47.508	47.317	11.147	19.637	39.66	5.127999999999999	1.6030000000000002	1.3980000000000001	44.575	33.942	25.28	17.68	19.837	4.506	0.748	0.555	47.074	50.465	26.162	20.244	23.997
43.50783	4.533	1.4	1.318	47.648999999999994	46.887	11.187000000000001	20.022000000000002	40.481	5.281000000000001	1.554	1.32	44.4	33.791	25.410999999999998	17.551	19.852	4.746	0.813	0.59	46.75899999999999	50.492	26.093000000000004	20.601	24.27
43.6744	4.689	1.24	1.186	47.803999999999995	46.641000000000005	11.317	20.101	39.859	5.381	1.536	1.416	45.065	33.879	25.436	18.028	20.472	4.706	0.852	0.5720000000000001	46.88399999999999	50.077	26.346	20.453	24.323
43.84115	4.5969999999999995	1.345	1.262	47.643	47.078	11.258	20.595	39.829	5.348	1.5819999999999999	1.406	44.672	34.158	26.22	18.32	20.767	4.649	0.785	0.589	47.121	50.516000000000005	26.388	20.948	24.191999999999997
44.00776	4.551	1.073	1.589	47.817	47.567	11.379000000000001	21.05	39.87	5.386	1.739	1.306	44.907	34.174	26.328000000000003	18.777	20.508000000000003	4.854	0.856	0.49	46.868	50.119	27.096	21.174	24.587
44.17439	4.6080000000000005	1.216	1.589	47.503	47.025	11.408	20.879	40.669000000000004	5.671	1.825	1.135	45.078	34.003	26.214000000000002	18.777	20.565	4.769	0.8270000000000001	0.6609999999999999	47.667	50.433	27.409000000000002	21.43	24.502
44.3411	4.854	1.26	1.804	48.214	47.449	11.43	21.421999999999997	40.0	5.52	1.4680000000000002	1.663	45.1	34.244	26.049	18.92	20.709	4.877	0.87	0.447	46.92100000000001	50.516000000000005	27.386999999999997	21.519000000000002	24.791999999999998
44.50776	4.883	1.26	1.29	48.128	47.677	11.658	21.451	39.658	5.662000000000001	1.754	0.978	45.18600000000001	34.672	26.705	19.348	21.023000000000003	4.706	0.785	0.675	47.435	50.316	27.444000000000003	21.89	24.249000000000002
44.67445	4.877	1.422	2.195	48.51	47.229	11.285	22.089000000000002	40.514	5.973	1.229	1.11	45.45	34.352	26.406	19.585	21.261	4.849	0.8029999999999999	0.521	47.33	50.641000000000005	28.287	21.701	24.633000000000003
44.84126	4.8919999999999995	1.2670000000000001	1.383	48.38399999999999	47.70399999999999	11.583	22.066	40.423	5.757999999999999	1.247	1.27	45.668	34.436	26.608	19.762999999999998	21.496	4.975	0.935	0.596	47.20399999999999	50.286	27.804000000000002	22.105	24.465
45.00789	4.648	1.364	1.5659999999999998	48.167	47.744	11.514000000000001	22.118000000000002	40.171	6.059	1.5719999999999998	1.195	45.535	34.638000000000005	26.891	20.385	21.176	4.735	0.86	0.521	47.501000000000005	51.041000000000004	28.83	22.444000000000003	25.261999999999997
45.1745	4.734	1.3359999999999999	1.909	48.825	47.229	11.514000000000001	22.289	40.685	6.2589999999999995	1.6	1.167	45.45	34.81	27.149	19.928	21.546999999999997	4.992	0.889	0.5489999999999999	47.187	50.927	28.973000000000003	22.386	24.919
45.34126	4.935	1.484	1.743	48.286	47.578	11.852	22.756	40.36	6.143	1.9780000000000002	1.2309999999999999	45.715	34.633	27.125	20.226	21.958000000000002	4.9	0.9520000000000001	0.614	47.621	50.75899999999999	28.663	22.480999999999998	24.955
45.50794	5.005	1.09	1.3769999999999998	49.038000000000004	47.955	11.702	22.826999999999998	40.119	6.331	1.84	1.206	46.003	34.584	26.603	20.579	21.741999999999997	4.695	0.728	0.6459999999999999	47.227	50.968	29.114	22.581999999999997	25.315
45.67459	5.063	1.3530000000000002	1.6980000000000002	48.468999999999994	47.19	12.155	23.066	40.48	6.415	1.4180000000000001	1.185	46.011	34.693000000000005	27.921999999999997	20.648000000000003	22.381	4.888999999999999	0.963	0.511	47.461999999999996	50.457	29.375	22.705	25.094
45.84126	4.865	1.244	1.589	48.673	47.538999999999994	12.007	23.018	40.611999999999995	6.527	1.91	1.4769999999999999	45.763000000000005	34.716	27.013	21.002	21.82	4.883	0.742	0.433	47.41	50.746	29.691	22.741999999999997	25.358
46.00786	4.933	1.445	1.474	49.136	47.566	12.119000000000002	23.309	40.582	6.805	1.7080000000000002	1.446	46.786	34.786	27.659000000000002	21.403000000000002	22.623	5.056	0.9109999999999999	0.627	47.152	50.552	29.741999999999997	23.293000000000003	25.340999999999998
46.17469	5.053	1.425	1.541	49.067	47.271	11.977	23.326	40.64	6.864	1.919	1.285	46.349	34.734	27.272	21.535999999999998	22.526999999999997	4.855	0.892	0.696	47.428999999999995	50.941	30.468000000000004	23.08	25.27
46.34127	5.14	1.317	1.604	48.842	47.535	11.915	23.735	40.543	7.004	1.411	1.349	45.842	34.729	27.647	21.575	22.622	4.992	0.87	0.589	47.263999999999996	50.744	30.526999999999997	23.403000000000002	25.22
46.50797	5.091	1.5190000000000001	1.835	48.952	47.869	12.074000000000002	23.828000000000003	40.834	7.103	2.012	1.464	46.26	35.27	28.29	21.636999999999997	23.0	5.353	0.785	0.56	47.799	50.538999999999994	31.201999999999998	23.554000000000002	25.029
46.67471	5.2620000000000005	1.347	1.577	49.095	47.641000000000005	11.959000000000001	23.656999999999996	40.863	7.246	1.669	1.349	46.375	35.041	28.375999999999998	21.636999999999997	23.801	5.353	1.043	0.617	47.456	51.083	30.401	23.526	25.401
46.8413	5.587000000000001	1.594	1.597	49.157	47.394	12.104000000000001	23.719	40.549	7.079	1.661	1.598	46.61600000000001	35.022	28.256999999999998	21.901999999999997	23.090999999999998	5.066	1.205	0.5820000000000001	47.665	50.773999999999994	30.566	23.956999999999997	25.916999999999998
47.00811	5.454	1.431	1.462	49.27	47.677	12.572000000000001	23.849	40.943000000000005	7.604	1.839	1.349	45.9	35.043	28.275	22.089000000000002	23.079	5.1339999999999995	0.927	0.504	47.178000000000004	51.543	31.897	23.888	25.962
47.17479	5.91	1.345	1.547	49.07	47.906000000000006	12.4	24.105999999999998	40.943000000000005	7.632000000000001	2.096	1.235	46.641999999999996	34.958	28.046999999999997	22.66	23.535999999999998	5.306	0.927	0.7609999999999999	47.435	51.115	31.241	24.088	25.505
47.34137	5.391	1.536	1.7380000000000002	49.138999999999996	47.658	12.343	24.09	40.771	7.745	1.486	1.253	46.078	35.181	27.949	22.3	23.29	5.364	1.117	0.607	47.53	51.641000000000005	31.201999999999998	24.13	25.719
47.50799	5.648	1.531	1.76	49.136	47.766000000000005	12.434000000000001	24.081	40.754	7.835	2.2230000000000003	1.36	46.413999999999994	35.015	28.831999999999997	22.205	23.339000000000002	5.285	0.9109999999999999	0.627	47.696000000000005	50.494	31.487	24.094	26.313000000000002
47.67468	5.532	1.4569999999999999	1.83	48.897	48.61	12.737	24.43	41.535	7.962000000000001	2.119	1.54	46.907	35.319	28.71	22.348000000000003	23.685	5.305	0.862	0.547	47.678999999999995	51.201	31.945999999999998	24.36	25.894000000000002
