	MG1655-1	HEXA1-1_1	HEXA2-9_1	HEXA4-10_1	ptrA-1	mdtK_ptrA-1	ompR-1	ompR_proQ-1	MG1655-2	HEXA1-1_2	HEXA2-9_2	HEXA4-10_2	ptrA-2	mdtK_ptrA-2	ompR-2	ompR_proQ-2	MG1655-3	HEXA1-1_3	HEXA2-9_3	HEXA4-10_3	ptrA-3	mdtK_ptrA-3	ompR-3	ompR_proQ-3	ompR_ptrA-1	ompR_proQ_mdtK-1	ompR_proQ_ptrA-1	bioAB-1	bioAB_ptrA-1	proQ-1	bioAB_ptrA_mdtK-1	bioAB_ptrA_ompR-1	ompR_ptrA-2	ompR_proQ_mdtK-2	ompR_proQ_ptrA-2	bioAB-2	bioAB_ptrA-2	proQ-2	bioAB_ptrA_mdtK-2	bioAB_ptrA_ompR-2	ompR_ptrA-3	ompR_proQ_mdtK-3	ompR_proQ_ptrA-3	bioAB-3	bioAB_ptrA-3	proQ-3	bioAB_ptrA_mdtK-3	bioAB_ptrA_ompR-3
44.3411	8.035	25.943	17.027	26.396	9.604	8.982000000000001	7.754	15.69	8.332	24.881999999999998	17.804000000000002	27.374000000000002	8.802999999999999	9.599	7.303	17.426	8.789	26.394000000000002	19.389	27.534000000000002	9.536	9.753	7.296	15.37	7.847	8.494	9.193999999999999	8.433	9.789	7.207999999999999	10.807	11.964	6.871	8.185	8.491	7.93	9.532	6.901	11.272	11.130999999999998	7.037999999999999	7.854	8.411	7.572	9.008	6.49	11.011	11.885
44.50775	8.192	25.772	17.473	26.807	9.791	8.912	7.553	15.489	8.391	24.583000000000002	17.733	27.623	9.088	9.206	7.1339999999999995	17.191	8.007	26.482	19.349	27.621	9.595	9.748	7.129	15.395	7.162999999999999	8.78	9.092	8.169	9.493	7.494	11.254000000000001	11.99	6.672999999999999	7.986000000000001	8.68	7.893	9.624	6.831	11.622	11.707	7.1610000000000005	8.107999999999999	7.856	7.664	9.52	6.582000000000001	10.714	12.17
44.6745	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
44.84113	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
45.00776	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
45.17445	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
45.34121	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
45.50779	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
45.67461	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
45.84122	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
46.00796	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
46.17452	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
46.34127	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
46.50796	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
46.67463	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
46.84128	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
47.00799	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
47.17461	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
47.34126	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
47.50804	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
47.67463	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
47.84132	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
48.00809	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
48.17461	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
48.34135	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
48.50806	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
48.67466	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
48.84136	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
49.00807	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
49.17469	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
49.34137	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
49.5081	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
49.67477	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
49.84136	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
50.00804	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
50.17479	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
50.34142	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
50.50814	-12.562000000000001	-16.382	-12.397	-13.019	-17.169	-13.392999999999999	-23.028000000000002	-14.347999999999999	-12.524000000000001	-11.817	-11.717	-11.88	-16.87	-14.425	-25.128	-19.37	-19.374000000000002	-11.663	-12.687000000000001	-11.817	-16.137	-12.687000000000001	-15.758	-13.828	-13.526	-12.232000000000001	-11.790999999999999	-12.714	-13.556	-12.225	-12.829	-13.257	-12.206	-12.477	-11.652999999999999	-11.956	-12.714	-13.664000000000001	-12.397	-14.833	-16.437	-12.775	-12.639000000000001	-12.605	-12.720999999999998	-12.911	-12.884	-12.948
