	MG1655-1	HMDA7-1_1	rpsG1-1	nusA_sspA-1	ybeX-1	mpl-1	rpsG1_ybeX-1	rpsG1_mpl-1	MG1655-2	HMDA7-1_2	rpsG1-2	nusA_sspA-2	ybeX-2	mpl-2	rpsG1_ybeX-2	rpsG1_mpl-2	MG1655-3	HMDA7-1_3	rpsG1-3	nusA_sspA-3	ybeX-3	mpl-3	rpsG1_ybeX-3	rpsG1_mpl-3	rpsG1_ybeX_mpl-1	nusA_sspA_ybeX-1	nusA_sspA_mpl-1	nusA_sspA_ybeX_mpl-1	proV_ptsP-1	proV_ptsP_ybeX-1	proV_ptsP_mpl-1	proV_ptsP_ybeX_mpl-1	rpsG1_ybeX_mpl-2	nusA_sspA_ybeX-2	nusA_sspA_mpl-2	nusA_sspA_ybeX_mpl-2	proV_ptsP-2	proV_ptsP_ybeX-2	proV_ptsP_mpl-2	proV_ptsP_ybeX_mpl-2	rpsG1_ybeX_mpl-3	nusA_sspA_ybeX-3	nusA_sspA_mpl-3	nusA_sspA_ybeX_mpl-3	proV_ptsP-3	proV_ptsP_ybeX-3	proV_ptsP_mpl-3	proV_ptsP_ybeX_mpl-3
1.67153	0.14	0.531	0.127	1.0090000000000001	0.423	0.537	0.5539999999999999	0.226	0.096	0.48	0.39	0.716	0.107	0.40399999999999997	0.426	0.025	0.175	0.589	0.096	0.701	0.11	0.275	0.185	0.095	0.081	0.857	0.726	0.985	0.345	0.377	0.402	0.531	0.067	0.7490000000000001	0.862	0.956	0.41600000000000004	0.36200000000000004	0.507	0.508	0.067	0.703	0.77	0.885	0.446	0.36200000000000004	0.465	0.46399999999999997
1.83819	0.207	0.6509999999999999	0.14300000000000002	0.976	0.285	0.555	0.509	0.243	0.308	0.517	0.321	0.836	0.141	0.366	0.415	0.019	0.163	0.6629999999999999	0.157	0.71	0.273	0.434	0.209	0.221	0.158	0.838	0.698	1.178	0.35	0.353	0.5579999999999999	0.534	0.07200000000000001	0.7290000000000001	0.993	0.93	0.40700000000000003	0.43200000000000005	0.475	0.47600000000000003	0.091	0.765	0.8009999999999999	0.7659999999999999	0.47600000000000003	0.332	0.62	0.425
2.00501	0.163	0.599	0.20800000000000002	1.051	0.415	0.5920000000000001	0.48100000000000004	0.121	0.255	0.5670000000000001	0.267	0.691	0.095	0.594	0.515	0.06	0.09699999999999999	0.655	0.10800000000000001	0.6679999999999999	0.22899999999999998	0.387	0.25	0.08	0.09	0.799	0.777	1.0390000000000001	0.461	0.466	0.41700000000000004	0.488	0.09	0.7509999999999999	0.981	0.885	0.541	0.483	0.45799999999999996	0.49	0.069	0.716	0.7829999999999999	0.815	0.45799999999999996	0.41	0.47700000000000004	0.46399999999999997
2.1716	0.09300000000000001	0.621	0.289	0.948	0.27699999999999997	0.61	0.593	0.233	0.11800000000000001	0.498	0.319	0.838	0.15	0.457	0.44	0.23800000000000002	0.158	0.65	0.162	0.757	0.223	0.28600000000000003	0.365	0.040999999999999995	0.149	0.857	0.706	1.127	0.423	0.523	0.47100000000000003	0.574	0.052000000000000005	0.778	0.9129999999999999	0.909	0.467	0.47700000000000004	0.48	0.261	0.09	0.738	0.7120000000000001	0.84	0.48100000000000004	0.308	0.593	0.39
2.3384	0.168	0.563	0.162	0.986	0.27699999999999997	0.579	0.593	0.17	0.154	0.479	0.32299999999999995	0.7809999999999999	0.035	0.39799999999999996	0.41	0.306	0.115	0.604	0.16899999999999998	0.614	0.205	0.42200000000000004	0.243	0.08199999999999999	0.10400000000000001	0.8740000000000001	0.7170000000000001	1.17	0.435	0.442	0.385	0.522	0.095	0.6990000000000001	0.862	0.826	0.47	0.45899999999999996	0.425	0.39399999999999996	0.094	0.778	0.688	0.789	0.39399999999999996	0.44299999999999995	0.5379999999999999	0.33
2.50509	0.165	0.5870000000000001	0.276	1.011	0.32899999999999996	0.568	0.55	0.284	0.24	0.475	0.345	0.711	0.125	0.484	0.4	0.299	0.11800000000000001	0.634	0.226	0.675	0.139	0.449	0.266	0.203	0.19899999999999998	0.841	0.838	1.135	0.46299999999999997	0.502	0.506	0.581	0.092	0.792	0.985	0.8540000000000001	0.49200000000000005	0.457	0.514	0.38799999999999996	0.11699999999999999	0.772	0.84	0.912	0.42	0.375	0.564	0.384
2.67159	0.0	0.64	0.198	1.2229999999999999	0.252	0.5870000000000001	0.536	0.207	0.19699999999999998	0.43700000000000006	0.366	0.732	0.149	0.441	0.324	0.32	0.242	0.757	0.217	0.575	0.16399999999999998	0.315	0.255	0.195	0.07	0.742	0.894	1.129	0.39299999999999996	0.496	0.371	0.573	0.11699999999999999	0.882	1.011	0.815	0.513	0.483	0.442	0.34700000000000003	0.043	0.795	0.737	0.8420000000000001	0.379	0.335	0.586	0.46799999999999997
2.83836	0.10400000000000001	0.648	0.3	1.042	0.322	0.625	0.574	0.27699999999999997	0.11	0.447	0.373	0.8029999999999999	0.158	0.449	0.45799999999999996	0.359	0.0	0.5770000000000001	0.163	0.585	0.174	0.324	0.263	0.521	0.08	0.879	0.8079999999999999	1.17	0.433	0.41100000000000003	0.38	0.583	0.158	0.7659999999999999	1.021	0.982	0.425	0.493	0.546	0.35600000000000004	0.08199999999999999	0.8029999999999999	0.872	0.852	0.38799999999999996	0.344	0.627	0.475
3.00516	0.218	0.537	0.18600000000000003	0.995	0.336	0.513	0.588	0.322	0.09300000000000001	0.37	0.389	0.7559999999999999	0.14400000000000002	0.527	0.441	0.344	0.11800000000000001	0.597	0.243	0.732	0.256	0.342	0.278	0.507	0.102	0.805	0.985	1.252	0.452	0.525	0.49200000000000005	0.601	0.177	0.754	1.135	0.938	0.44	0.41700000000000004	0.499	0.373	0.098	0.82	0.889	0.934	0.405	0.33	0.612	0.42700000000000005
3.17176	0.14800000000000002	0.59	0.331	1.113	0.29100000000000004	0.626	0.606	0.309	0.304	0.45899999999999996	0.314	0.873	0.168	0.389	0.396	0.27	0.21100000000000002	0.561	0.298	0.726	0.218	0.461	0.33	0.341	0.19399999999999998	0.8320000000000001	0.946	1.3090000000000002	0.47700000000000004	0.456	0.484	0.562	0.107	0.718	1.0659999999999998	0.9309999999999999	0.49200000000000005	0.475	0.586	0.364	0.023	0.684	0.754	0.8640000000000001	0.42700000000000005	0.354	0.635	0.415
3.33838	0.059000000000000004	0.564	0.20800000000000002	1.087	0.295	0.631	0.515	0.345	0.11900000000000001	0.402	0.35100000000000003	0.7509999999999999	0.174	0.5529999999999999	0.401	0.212	0.06	0.536	0.20800000000000002	0.638	0.28800000000000003	0.34	0.304	0.34700000000000003	0.201	0.935	0.825	1.284	0.38799999999999996	0.494	0.426	0.631	0.113	0.883	1.04	0.9690000000000001	0.402	0.48100000000000004	0.528	0.369	0.187	0.6579999999999999	0.759	0.807	0.433	0.391	0.64	0.515
3.5051	0.287	0.596	0.36200000000000004	1.057	0.32299999999999995	0.595	0.542	0.27699999999999997	0.245	0.408	0.35	0.816	0.083	0.52	0.494	0.244	0.16899999999999998	0.5770000000000001	0.306	0.7090000000000001	0.231	0.47200000000000003	0.335	0.32	0.085	0.785	0.862	1.4169999999999998	0.521	0.597	0.525	0.573	0.087	0.8290000000000001	1.079	1.006	0.591	0.425	0.531	0.435	0.059000000000000004	0.7240000000000001	0.73	0.94	0.435	0.42700000000000005	0.579	0.48200000000000004
3.67173	0.185	0.622	0.262	0.956	0.28600000000000003	0.6859999999999999	0.537	0.336	0.081	0.306	0.345	0.81	0.013000000000000001	0.292	0.425	0.302	0.161	0.507	0.3	0.607	0.161	0.402	0.266	0.314	0.17300000000000001	0.778	0.983	1.347	0.483	0.495	0.423	0.503	0.081	0.8220000000000001	1.0090000000000001	1.095	0.49	0.418	0.429	0.39799999999999996	0.11800000000000001	0.7190000000000001	0.82	0.902	0.43	0.325	0.605	0.636
3.8385	0.22	0.556	0.382	1.05	0.312	0.616	0.6579999999999999	0.457	0.077	0.436	0.309	0.745	0.142	0.544	0.451	0.332	0.139	0.7040000000000001	0.332	0.7070000000000001	0.292	0.40299999999999997	0.295	0.34700000000000003	0.18100000000000002	0.72	0.889	1.383	0.517	0.466	0.36	0.6	0.115	0.7959999999999999	1.012	1.034	0.518	0.45399999999999996	0.493	0.365	0.083	0.75	0.82	0.9690000000000001	0.557	0.42200000000000004	0.509	0.505
4.00504	0.073	0.631	0.295	1.062	0.225	0.6890000000000001	0.5710000000000001	0.37	0.215	0.449	0.479	0.8190000000000001	0.218	0.522	0.365	0.27899999999999997	0.154	0.654	0.34299999999999997	0.721	0.209	0.415	0.305	0.359	0.195	0.894	1.093	1.555	0.6579999999999999	0.479	0.467	0.644	0.28800000000000003	0.713	1.153	1.111	0.56	0.531	0.504	0.47200000000000003	0.18899999999999997	0.73	0.863	1.046	0.47200000000000003	0.37	0.616	0.579
4.17175	0.16899999999999998	0.5670000000000001	0.359	0.902	0.289	0.6890000000000001	0.539	0.466	0.11900000000000001	0.353	0.415	0.723	0.059000000000000004	0.5539999999999999	0.429	0.342	0.154	0.622	0.34299999999999997	0.625	0.305	0.5429999999999999	0.401	0.264	0.195	0.7340000000000001	1.0290000000000001	1.395	0.53	0.5429999999999999	0.467	0.5479999999999999	0.128	0.777	0.961	1.111	0.528	0.531	0.504	0.47200000000000003	0.157	0.7609999999999999	0.863	0.95	0.47200000000000003	0.33799999999999997	0.5529999999999999	0.483
4.3385	0.166	0.7240000000000001	0.389	0.899	0.28600000000000003	0.7829999999999999	0.537	0.46299999999999997	0.212	0.382	0.413	0.8170000000000001	0.11900000000000001	0.551	0.555	0.37200000000000005	0.31	0.6509999999999999	0.27699999999999997	0.622	0.20600000000000002	0.349	0.39799999999999996	0.324	0.192	0.89	1.122	1.5519999999999998	0.654	0.54	0.4	0.609	0.252	0.71	1.054	1.012	0.526	0.624	0.502	0.534	0.154	0.759	0.828	0.851	0.47	0.335	0.55	0.513
4.50526	0.175	0.5720000000000001	0.396	1.067	0.325	0.726	0.6709999999999999	0.374	0.188	0.359	0.516	0.7609999999999999	0.161	0.527	0.722	0.444	0.226	0.6609999999999999	0.445	0.664	0.184	0.42200000000000004	0.31	0.366	0.139	0.805	1.131	1.6580000000000001	0.632	0.55	0.409	0.555	0.198	0.688	1.128	1.149	0.43799999999999994	0.5379999999999999	0.478	0.35	0.19399999999999998	0.735	0.8690000000000001	0.988	0.478	0.344	0.5579999999999999	0.584
4.67183	0.27399999999999997	0.6709999999999999	0.302	1.166	0.424	0.888	0.578	0.377	0.287	0.39399999999999996	0.391	0.732	0.16399999999999998	0.6579999999999999	0.46799999999999997	0.478	0.23	0.632	0.44799999999999995	0.635	0.12300000000000001	0.457	0.377	0.24100000000000002	0.23800000000000002	0.713	1.1340000000000001	1.661	0.667	0.5529999999999999	0.47600000000000003	0.654	0.201	0.7879999999999999	1.067	1.248	0.44	0.573	0.513	0.385	0.19699999999999998	0.674	0.872	0.991	0.48100000000000004	0.379	0.657	0.42700000000000005
4.83853	0.156	0.62	0.35	0.987	0.312	0.7759999999999999	0.6579999999999999	0.39299999999999996	0.17300000000000001	0.37200000000000005	0.373	0.713	0.11	0.44799999999999995	0.547	0.268	0.331	0.64	0.332	0.5479999999999999	0.19699999999999998	0.435	0.45399999999999996	0.41100000000000003	0.18100000000000002	0.816	1.176	1.67	0.645	0.562	0.455	0.632	0.243	0.5720000000000001	1.044	1.13	0.55	0.518	0.461	0.365	0.17800000000000002	0.8140000000000001	0.915	1.128	0.557	0.326	0.541	0.505
5.00531	0.255	0.5529999999999999	0.375	1.082	0.337	0.738	0.6829999999999999	0.674	0.32899999999999996	0.375	0.49700000000000005	0.838	0.24	0.54	0.574	0.5529999999999999	0.341	0.6459999999999999	0.396	0.584	0.29600000000000004	0.469	0.387	0.253	0.317	0.758	1.115	1.77	0.68	0.598	0.488	0.6659999999999999	0.31	0.8009999999999999	1.048	1.325	0.48200000000000004	0.49	0.525	0.397	0.207	0.6859999999999999	0.948	0.972	0.493	0.455	0.637	0.5329999999999999
5.17187	0.156	0.551	0.213	1.111	0.36700000000000005	0.736	0.6809999999999999	0.48	0.19899999999999998	0.40399999999999997	0.431	0.772	0.26899999999999996	0.474	0.5720000000000001	0.359	0.273	0.643	0.457	0.741	0.293	0.434	0.513	0.34600000000000003	0.313	0.755	1.112	1.767	0.741	0.563	0.42100000000000004	0.47100000000000003	0.40299999999999997	0.7979999999999999	1.077	1.354	0.64	0.551	0.586	0.49	0.26899999999999996	0.6829999999999999	0.945	1.097	0.586	0.452	0.6659999999999999	0.531
5.33855	0.185	0.58	0.27399999999999997	0.9159999999999999	0.332	0.701	0.742	0.47700000000000004	0.132	0.401	0.396	0.769	0.266	0.47100000000000003	0.569	0.484	0.17300000000000001	0.639	0.486	0.642	0.29	0.36700000000000005	0.414	0.375	0.309	0.7509999999999999	1.237	1.7	0.674	0.496	0.48200000000000004	0.628	0.4	0.794	1.042	1.319	0.445	0.58	0.48700000000000004	0.48700000000000004	0.20199999999999999	0.68	1.006	1.094	0.327	0.449	0.6629999999999999	0.496
5.50528	0.19699999999999998	0.655	0.28300000000000003	1.023	0.309	0.743	0.7509999999999999	0.519	0.39899999999999997	0.47700000000000004	0.43799999999999994	0.78	0.24600000000000002	0.545	0.579	0.39899999999999997	0.348	0.589	0.562	0.591	0.39899999999999997	0.44299999999999995	0.39299999999999996	0.451	0.26	0.765	1.345	1.8730000000000002	0.75	0.573	0.494	0.5760000000000001	0.38	0.7120000000000001	0.991	1.3630000000000002	0.48700000000000004	0.593	0.691	0.402	0.213	0.659	1.05	1.074	0.498	0.365	0.642	0.5379999999999999
5.6719	0.27399999999999997	0.569	0.228	1.034	0.38299999999999995	0.752	0.6970000000000001	0.528	0.249	0.33	0.449	0.695	0.29	0.556	0.589	0.602	0.204	0.6990000000000001	0.509	0.5720000000000001	0.251	0.391	0.435	0.36700000000000005	0.33799999999999997	0.6829999999999999	1.3259999999999998	1.982	0.667	0.586	0.505	0.684	0.32899999999999996	0.565	1.068	1.4409999999999998	0.6579999999999999	0.51	0.606	0.478	0.319	0.703	0.8690000000000001	1.1840000000000002	0.51	0.377	0.654	0.517
5.83861	0.242	0.5429999999999999	0.27	1.07	0.32799999999999996	0.728	0.738	0.569	0.223	0.39399999999999996	0.391	0.732	0.16399999999999998	0.53	0.66	0.447	0.23	0.664	0.544	0.5710000000000001	0.315	0.457	0.473	0.529	0.43	0.713	1.294	2.141	0.635	0.585	0.47600000000000003	0.7170000000000001	0.489	0.7879999999999999	1.131	1.696	0.536	0.541	0.5770000000000001	0.449	0.261	0.642	0.872	0.991	0.5770000000000001	0.379	0.657	0.42700000000000005
6.00523	0.35100000000000003	0.649	0.311	1.018	0.369	0.802	0.779	0.674	0.201	0.599	0.401	0.6779999999999999	0.272	0.5720000000000001	0.638	0.489	0.373	0.6779999999999999	0.716	0.648	0.29600000000000004	0.629	0.579	0.637	0.445	0.8220000000000001	1.2429999999999999	2.09	0.7440000000000001	0.5660000000000001	0.488	0.73	0.47	0.833	1.176	1.6130000000000002	0.642	0.5539999999999999	0.493	0.365	0.46299999999999997	0.75	0.948	1.196	0.525	0.295	0.637	0.501
6.17199	0.239	0.6679999999999999	0.396	1.067	0.325	0.726	0.6709999999999999	0.662	0.188	0.647	0.38799999999999996	0.665	0.28800000000000003	0.527	0.722	0.6679999999999999	0.354	0.629	0.637	0.664	0.312	0.326	0.502	0.43	0.522	0.805	1.483	2.265	0.664	0.6459999999999999	0.473	0.555	0.486	0.88	1.224	1.597	0.5329999999999999	0.634	0.574	0.478	0.354	0.639	0.9329999999999999	1.244	0.51	0.44	0.622	0.584
6.33868	0.223	0.718	0.384	1.053	0.41	0.7140000000000001	0.66	0.555	0.271	0.6629999999999999	0.312	0.715	0.209	0.546	0.7090000000000001	0.5579999999999999	0.239	0.708	0.654	0.647	0.391	0.406	0.585	0.446	0.504	0.6920000000000001	1.371	2.248	0.7440000000000001	0.5329999999999999	0.39399999999999996	0.6990000000000001	0.565	0.895	1.016	1.7719999999999998	0.648	0.457	0.56	0.46399999999999997	0.46799999999999997	0.657	1.078	1.2590000000000001	0.56	0.457	0.7040000000000001	0.41200000000000003
6.5054	0.345	0.74	0.306	1.012	0.3	0.701	0.6779999999999999	0.669	0.196	0.657	0.332	0.737	0.23399999999999999	0.631	0.633	0.58	0.33299999999999996	0.6709999999999999	0.6459999999999999	0.833	0.418	0.46299999999999997	0.478	0.5670000000000001	0.5329999999999999	0.7190000000000001	1.429	2.435	0.674	0.6559999999999999	0.514	0.66	0.5920000000000001	0.73	1.138	1.8940000000000001	0.637	0.644	0.519	0.551	0.49	0.52	1.038	1.254	0.519	0.385	0.6629999999999999	0.5920000000000001
6.67206	0.22	0.747	0.382	1.05	0.40700000000000003	0.8079999999999999	0.754	0.7759999999999999	0.3	0.723	0.405	0.745	0.27	0.544	0.7070000000000001	0.715	0.299	0.7040000000000001	0.6829999999999999	0.644	0.452	0.40299999999999997	0.55	0.507	0.66	0.72	1.4	2.404	0.805	0.626	0.551	0.632	0.6579999999999999	0.955	1.236	1.96	0.45399999999999996	0.614	0.557	0.365	0.625	0.622	1.011	1.32	0.461	0.518	0.637	0.505
6.83873	0.31	0.742	0.34600000000000003	1.045	0.40299999999999997	0.7070000000000001	0.7490000000000001	0.675	0.263	0.845	0.368	0.7390000000000001	0.264	0.602	0.7020000000000001	0.614	0.22699999999999998	0.825	0.773	0.733	0.35	0.525	0.48100000000000004	0.5329999999999999	0.684	0.7140000000000001	1.3619999999999999	2.589	0.7340000000000001	0.556	0.48100000000000004	0.594	0.747	0.948	1.229	2.017	0.449	0.639	0.583	0.36	0.62	0.617	0.846	1.345	0.551	0.32	0.631	0.564
7.00548	0.159	0.8140000000000001	0.193	1.149	0.442	0.9059999999999999	0.7559999999999999	0.8420000000000001	0.271	0.9179999999999999	0.47100000000000003	0.747	0.273	0.706	0.773	0.845	0.303	0.995	0.782	0.711	0.48700000000000004	0.63	0.68	0.638	0.6629999999999999	0.7879999999999999	1.371	2.727	0.7120000000000001	0.6609999999999999	0.45799999999999996	0.635	0.821	0.9590000000000001	1.048	2.123	0.617	0.5529999999999999	0.5920000000000001	0.368	0.66	0.49700000000000005	1.11	1.355	0.496	0.425	0.7040000000000001	0.508
7.17202	0.166	0.9470000000000001	0.261	1.0590000000000002	0.446	0.815	0.92	0.9109999999999999	0.212	1.021	0.5720000000000001	0.753	0.34299999999999997	0.551	0.746	0.723	0.406	0.938	0.852	0.7490000000000001	0.462	0.54	0.6859999999999999	0.612	0.863	0.731	1.409	2.99	0.75	0.6679999999999999	0.56	0.609	0.9229999999999999	1.125	1.15	2.322	0.5579999999999999	0.528	0.502	0.374	0.7290000000000001	0.727	1.084	1.426	0.565	0.527	0.805	0.48100000000000004
7.33875	0.271	0.924	0.396	1.163	0.45299999999999996	0.79	0.9590000000000001	0.982	0.188	1.222	0.484	0.7609999999999999	0.28800000000000003	0.655	0.7859999999999999	0.8590000000000001	0.354	1.013	0.893	0.951	0.504	0.5489999999999999	0.662	0.845	1.002	0.805	1.515	3.096	0.76	0.774	0.473	0.746	0.9329999999999999	1.232	1.224	2.46	0.47	0.57	0.51	0.446	0.802	0.735	1.093	1.5319999999999998	0.478	0.47200000000000003	0.654	0.52
7.50549	0.389	1.071	0.28300000000000003	1.087	0.43799999999999994	0.807	0.848	1.127	0.142	1.406	0.406	0.684	0.31	0.642	0.7709999999999999	1.0390000000000001	0.284	1.1340000000000001	0.882	0.847	0.591	0.44299999999999995	0.617	0.643	0.932	0.8290000000000001	1.537	3.0580000000000003	0.943	0.701	0.526	0.672	1.085	1.192	1.183	2.548	0.551	0.561	0.594	0.402	0.821	0.659	1.146	1.7469999999999999	0.498	0.461	0.674	0.506
7.6722	0.255	1.258	0.47100000000000003	1.274	0.561	0.802	0.9390000000000001	1.3780000000000001	0.201	1.5590000000000002	0.529	0.742	0.46399999999999997	0.732	0.894	0.938	0.245	1.222	0.972	0.84	0.616	0.565	0.7070000000000001	0.861	0.925	0.8540000000000001	1.595	3.4989999999999997	0.84	0.662	0.52	0.762	1.078	1.345	1.176	2.765	0.674	0.5539999999999999	0.525	0.493	0.815	0.6859999999999999	0.948	1.676	0.525	0.455	0.637	0.597
7.83883	0.313	1.28	0.32899999999999996	1.04	0.644	0.757	0.99	1.3980000000000001	0.35	1.715	0.45399999999999996	0.7959999999999999	0.39299999999999996	0.657	0.882	0.8959999999999999	0.37200000000000005	1.2830000000000001	1.028	0.867	0.611	0.493	0.825	0.79	1.212	0.882	1.525	3.8169999999999997	0.898	0.721	0.447	0.755	1.17	1.5019999999999998	1.202	2.7939999999999996	0.599	0.613	0.612	0.419	1.062	0.708	1.1320000000000001	1.767	0.452	0.479	0.66	0.457
8.00555	0.27399999999999997	1.403	0.38799999999999996	1.034	0.575	0.816	0.953	1.65	0.249	1.965	0.41700000000000004	0.759	0.515	0.588	0.973	0.987	0.268	1.565	0.83	0.86	0.604	0.48700000000000004	0.884	0.784	1.236	0.875	1.615	3.713	0.8590000000000001	0.682	0.537	0.684	1.195	1.495	1.26	3.1710000000000003	0.594	0.574	0.542	0.606	1.024	0.703	1.061	1.857	0.414	0.473	0.654	0.517
8.1721	0.235	1.619	0.342	1.153	0.594	0.7709999999999999	1.165	1.831	0.27	2.089	0.47	0.813	0.54	0.609	0.93	1.2990000000000002	0.298	1.6909999999999998	1.015	0.92	0.631	0.512	0.745	0.809	1.2670000000000001	1.064	1.5759999999999998	4.033	0.789	0.805	0.433	0.677	1.319	1.8769999999999998	1.318	3.2969999999999997	0.518	0.504	0.565	0.43700000000000006	1.176	0.726	1.085	1.98	0.565	0.401	0.677	0.633
