	MG1655-1	HEXA1-1_1	HEXA2-9_1	HEXA4-10_1	HEXA6-9_1	mdtK-1	ompR-1	proQ-1	MG1655-2	HEXA1-1_2	HEXA2-9_2	HEXA4-10_2	HEXA6-9_2	mdtK-2	ompR-2	proQ-2	MG1655-3	HEXA1-1_3	HEXA2-9_3	HEXA4-10_3	HEXA6-9_3	mdtK-3	ompR-3	proQ-3	ptrA-1	mdtK_ompR-1	mdtK_proQ-1	mdtK_ptrA-1	ompR_ptrA-1	bioAB-1	ptrA-2	mdtK_ompR-2	mdtK_proQ-2	mdtK_ptrA-2	ompR_ptrA-2	bioAB-2	ptrA-3	mdtK_ompR-3	mdtK_proQ-3	mdtK_ptrA-3	ompR_ptrA-3	bioAB-3
30.67354	10.857000000000001	23.642	12.927999999999999	21.948	13.8	7.721	10.610999999999999	5.917999999999999	11.497	24.388	19.204	22.955	12.969000000000001	7.507999999999999	9.007	5.257999999999999	11.347000000000001	25.881	18.477	21.651999999999997	13.207	7.979	9.031	5.725	10.796	10.782	8.307	7.235	8.408999999999999	9.072000000000001	10.866	10.677	8.801	7.687	8.674	9.296	10.597999999999999	9.81	7.683	7.774	9.344	8.886000000000001
30.84022	11.347999999999999	23.758000000000003	13.534	22.41	13.742	7.894	10.842	5.456	10.92	24.706	18.771	22.955	12.969000000000001	7.422000000000001	8.546	5.575	11.173	25.534000000000002	18.477	21.883000000000003	13.38	6.94	8.714	6.013999999999999	11.489	10.522	8.652999999999999	7.4079999999999995	8.756	9.332	11.125	10.561	8.628	7.687	8.732000000000001	8.834	10.857000000000001	9.781	7.597	7.716	9.517999999999999	8.713
31.00701	10.974	23.95	13.177	22.384	13.87	7.779	10.372	5.2829999999999995	11.269	24.136999999999997	19.590999999999998	23.441999999999997	12.922	7.336	8.995	5.518	11.113	25.744	18.628	21.94	13.559000000000001	7.435	8.956	5.966	10.914000000000001	10.136000000000001	8.306000000000001	7.152	8.354	8.948	10.659	10.892999999999999	8.538	7.515	8.759	8.772	9.829	10.033	7.507999999999999	7.707999999999999	9.175	8.074
31.17358	10.847999999999999	23.81	13.140999999999998	22.076	13.890999999999998	7.481	10.97	5.626	10.904000000000002	24.74	19.775	23.304000000000002	12.972000000000001	7.449	8.588	5.459	10.802999999999999	25.772	18.379	22.463	13.32	7.577999999999999	9.522	5.957999999999999	11.036	10.217	8.907	7.611000000000001	8.468	8.484	11.277999999999999	10.685	9.34	7.657	8.613	8.999	10.453	10.086	7.5920000000000005	7.9910000000000005	9.05	8.416
31.34017	10.831	24.217	13.257	22.715	13.962	7.321000000000001	10.955	5.6129999999999995	11.945	24.715999999999998	19.21	22.995	13.128	7.523	8.918	5.619	11.039000000000001	25.288	18.359	22.528000000000002	13.389000000000001	7.566	8.474	5.827999999999999	10.585	10.288	8.808	7.196000000000001	8.283	8.585	10.686	10.785	9.24	7.702000000000001	8.715	8.555	10.179	10.445	8.152000000000001	7.919	9.263	8.459
31.50685	10.751	23.956999999999997	13.392999999999999	22.83	14.4	7.585	11.107999999999999	5.395	11.514000000000001	25.055	20.301	23.081	13.136	7.907	8.984	5.457999999999999	11.039000000000001	25.858	18.589000000000002	22.154	13.912	7.492000000000001	8.941	5.721	10.499	10.584000000000001	9.134	7.438	8.725	8.624	11.264000000000001	10.593	9.049	7.857	8.783999999999999	8.766	9.757	10.225	8.392000000000001	8.044	8.839	8.556000000000001
31.67363	11.164000000000001	24.596	13.417	23.002	14.089	7.768	10.793	5.648	10.968	25.156	19.808	23.599	13.199000000000002	7.155	8.957	5.337000000000001	11.04	25.267	18.844	22.328000000000003	13.777999999999999	7.8	9.318999999999999	5.898	10.497	9.724	8.326	7.574	8.346	8.507	10.561	11.343	9.19	7.5920000000000005	8.808	8.332	10.911	10.196	8.332	8.216000000000001	9.509	8.266
31.84026	11.806	24.217	13.458	23.088	14.162	7.349	10.927	5.527	10.74	25.203000000000003	20.099	23.54	13.243	7.695	9.118	5.734	11.440999999999999	25.919	19.105	22.555999999999997	13.762	7.48	9.449	6.43	9.982000000000001	10.202	9.066	7.5120000000000005	8.226	8.642000000000001	10.772	11.215	9.154	7.989	8.543	8.812999999999999	9.921	10.187000000000001	8.181000000000001	8.264	9.779	8.287
32.00697	9.948	24.502	13.765	23.232	14.4	7.412999999999999	10.85	5.567	11.772	24.912	20.043	23.511	13.508	7.276	8.181000000000001	5.2860000000000005	10.924000000000001	25.944000000000003	18.933	22.326	13.912	7.4639999999999995	8.539	5.893	10.499	10.67	9.45	7.18	8.783	8.452	10.748	10.679	8.992	7.541	8.841000000000001	8.68	9.556000000000001	10.139	8.048	8.388	9.585	8.269
32.17376	11.02	24.355	13.859000000000002	23.052	14.235999999999999	7.165	10.395999999999999	5.3389999999999995	10.933	25.659000000000002	20.205	23.561999999999998	13.431	6.732	8.301	5.775	11.147	26.289	19.7	22.234	13.865	7.492000000000001	9.006	6.015	10.031	10.217	9.166	7.726	8.468	8.168	10.617	10.944	8.908999999999999	7.742999999999999	8.613	8.568	9.621	9.856	8.51	8.422	9.136000000000001	8.243
32.34034	10.738	24.575	14.145	23.066999999999997	14.324000000000002	7.601	10.424000000000001	5.537000000000001	10.888	25.595	20.504	23.894000000000002	13.463	6.814	8.703	6.319	11.019	26.224	19.167	22.795	14.215	7.345	8.663	5.875	10.13	10.131	9.078	7.579	8.436	8.684	10.078	10.802	9.712	7.683	9.013	8.566	9.968	9.856	8.452	8.796	9.312999999999999	8.529
32.50702	10.542	24.41	14.356	23.448	14.472999999999999	6.773	10.832	5.57	10.637	25.430999999999997	21.058000000000003	24.247	13.497	6.933	8.277000000000001	5.489	10.767999999999999	26.232	19.491	23.435	14.249	7.55	9.013	5.88	10.051	10.251	9.542	7.985	8.67	8.517000000000001	10.659	11.152000000000001	9.516	8.262	9.104	8.341000000000001	9.743	9.802999999999999	8.888	8.398	8.974	8.505
32.67373	9.996	25.041999999999998	14.356	23.189	14.847000000000001	6.716	10.889000000000001	5.455	10.55	25.631999999999998	20.655	23.557	13.554	7.077000000000001	8.593	5.718999999999999	10.94	25.83	20.352999999999998	23.261999999999997	13.875	7.032	8.611	5.822	9.447000000000001	10.395	9.341000000000001	7.928	8.095	8.517000000000001	10.86	11.065	9.976	8.347999999999999	8.73	8.341000000000001	9.312000000000001	10.78	8.687000000000001	8.312000000000001	9.261000000000001	8.189
32.84042	10.645999999999999	24.825	14.222000000000001	23.232	14.664000000000001	7.05	10.333	5.763	10.765999999999998	25.874000000000002	20.67	24.116999999999997	13.802	6.896	8.812999999999999	5.682	10.437000000000001	26.043000000000003	19.678	23.046	14.41	7.369	8.917	5.726	9.549	10.585999999999999	9.505	7.6610000000000005	8.488999999999999	8.363999999999999	10.475	10.71	9.88	8.023	8.405	8.39	9.302	10.540999999999999	9.051	8.934	8.818999999999999	8.323
33.0071	10.007	24.857	14.345999999999998	23.175	14.857999999999999	7.216	10.725999999999999	5.9239999999999995	10.449000000000002	25.879	20.697	24.205	13.91	7.085	8.833	5.814	10.293	26.565	21.058000000000003	22.99	14.26	7.2989999999999995	8.794	6.0920000000000005	9.202	10.232000000000001	9.293	7.763999999999999	8.621	8.44	9.837	10.644	9.87	8.185	8.854	8.177	9.581	10.56	8.782	8.552	8.898	7.651
33.17376	9.91	24.697	15.161	23.534000000000002	14.732000000000001	7.377000000000001	11.205	5.742999999999999	10.867	25.891	21.23	23.988000000000003	13.727	7.019	8.449	5.806	10.796	27.066	19.836	23.32	14.594000000000001	7.205	8.87	6.311	9.476	10.165	10.031	7.582999999999999	9.015	8.632	9.883	10.49	10.378	8.205	8.902999999999999	8.427	8.908999999999999	10.148	8.802	8.714	9.232000000000001	7.729
33.34031	10.3	24.779	14.210999999999999	23.383000000000003	15.007	6.876	10.76	5.756	10.283	25.715	21.078000000000003	24.183000000000003	13.915999999999999	6.946000000000001	8.636000000000001	5.445	10.789000000000001	26.631	20.375	23.17	14.525	7.044	9.317	5.837999999999999	9.209	10.093	10.074	7.912000000000001	8.165	7.696000000000001	9.929	10.39	9.904	8.448	8.513	8.238999999999999	9.672	10.335	9.564	8.815	9.192	7.598
33.50715	10.029	25.406999999999996	15.017000000000001	23.405	15.052	6.893	10.687999999999999	5.971	10.850999999999999	26.086	21.675	24.753	14.277000000000001	6.6129999999999995	8.708	5.688	10.552	27.261	20.08	23.365	14.628	7.143	9.304	5.739	9.229	10.107999999999999	10.319	8.414	8.206	8.372	10.004	11.01	10.148	8.404	8.67	8.368	9.371	9.975	9.434	8.427	8.69	7.8420000000000005
33.67374	9.581	25.153000000000002	14.815	23.756999999999998	15.007	6.905	10.299000000000001	5.584	10.744000000000002	26.694000000000003	21.596	24.096999999999998	14.175	6.917000000000001	8.521	5.905	10.732000000000001	27.351	20.576	23.601	14.755	7.044	8.943	6.011	9.496	10.179	9.613999999999999	7.997999999999999	8.424	8.041	9.756	10.475999999999999	10.335	8.562999999999999	8.857999999999999	8.182	9.097000000000001	10.162	9.42	8.815	9.077	7.569
33.8404	10.211	25.123	15.715	23.82	15.235	7.016	10.42	5.737	10.151	25.909000000000002	21.892	25.248	14.344000000000001	6.727	8.325	5.685	9.963	27.342	21.443	24.035	14.347999999999999	7.4879999999999995	8.828	6.039	8.962	10.183	10.109	8.123	8.292	7.877000000000001	9.406	11.025	10.34	8.312999999999999	8.724	8.392000000000001	8.841000000000001	10.512	9.539	8.704	9.131	7.349
34.00707	9.629	25.47	15.639000000000001	24.108	15.113	6.8660000000000005	10.697000000000001	5.61	10.839	26.374000000000002	21.546999999999997	25.078000000000003	14.309000000000001	6.629	8.602	5.874	10.308	27.607	21.243000000000002	24.094	15.088	6.9879999999999995	9.079	6.204	9.334	10.117	10.127	7.997000000000001	8.998	7.895	9.63	10.815	10.474	8.503	8.799	8.065	9.32	10.445	9.386000000000001	8.81	9.296	7.567
34.17374	10.445	25.659000000000002	15.4	24.238000000000003	15.296	6.935	10.966	5.907	10.335	26.046	21.531999999999996	25.123	14.09	6.752000000000001	8.583	5.968999999999999	10.437000000000001	26.934	21.23	23.995	15.1	6.421	8.831	6.3	9.376	10.299000000000001	10.568	8.437000000000001	8.432	7.846	9.641	10.797	10.655999999999999	8.886000000000001	9.095	7.987	9.215	10.311	9.568	8.818999999999999	9.135	7.318
34.34046	10.342	25.893	15.63	24.646	15.28	6.832000000000001	10.52	5.52	11.148	26.796	22.229	25.013	14.533	6.625	8.597000000000001	5.669	10.932	26.936999999999998	21.897	24.086	14.824000000000002	6.811	8.642999999999999	6.026	9.097000000000001	10.284	11.214	8.423	8.304	8.436	9.509	11.126	10.699000000000002	8.613999999999999	8.622	7.601	8.971	10.555	9.554	9.033999999999999	8.802999999999999	7.362
34.50715	10.319	25.47	15.380999999999998	24.596999999999998	15.544	6.9239999999999995	11.128	5.667999999999999	10.752	26.633000000000003	22.323	24.561	14.337	6.801	8.717	6.104	9.818999999999999	27.176	21.215	23.836	14.887	7.16	9.193999999999999	6.319	8.932	10.289000000000001	10.817	8.342	8.222000000000001	8.067	9.802	11.217	10.991	8.79	8.799	8.151	9.435	10.359000000000002	9.53	9.011000000000001	9.152999999999999	7.309
34.67379	10.019	25.811	16.33	24.303	15.388	6.768	10.913	5.997000000000001	10.888	26.745	22.459	24.929000000000002	14.526	6.9	8.703	5.888	10.502	27.23	21.611	23.916	14.962	6.425	9.008	6.306	9.095	10.562000000000001	11.148	8.269	8.407	7.822	9.704	10.83	11.005999999999998	8.804	8.985	8.308	9.163	10.315999999999999	9.199	9.112	9.227	7.581
34.84042	9.479	25.991	16.137999999999998	24.368000000000002	15.450999999999999	6.513999999999999	10.802999999999999	5.944	10.78	26.524	22.955	25.195999999999998	14.388	6.099	8.507	5.892	11.140999999999998	27.497	21.503	23.951999999999998	15.198	6.774	9.215	6.34	9.533	10.481	10.491	8.388	8.325	7.8260000000000005	9.71	11.152000000000001	11.5	8.866	9.017999999999999	7.91	8.996	10.665	10.067	8.943999999999999	8.744	7.815
35.00717	9.761000000000001	25.753	16.243	24.791999999999998	15.647	6.394	10.625	5.537000000000001	11.262	26.659000000000002	22.631999999999998	25.504	14.640999999999998	6.986000000000001	8.502	6.146	11.019	27.834	21.840999999999998	24.261	15.106	6.597	9.267000000000001	6.421	9.728	10.677	10.918	8.297	8.752	7.763999999999999	9.877	11.003	11.062999999999999	9.062999999999999	8.898	7.962999999999999	9.451	10.315999999999999	9.975	8.709	8.911	7.724
35.17376	9.852	26.078000000000003	16.311	24.598000000000003	15.738	6.8020000000000005	10.63	5.542000000000001	10.290999999999999	26.495	22.61	25.195999999999998	14.732999999999999	6.444	8.679	6.3229999999999995	10.767999999999999	27.497	21.676	24.096	15.399000000000001	6.745	8.87	6.5120000000000005	9.016	10.51	11.095	8.445	8.67	7.568	10.17	10.892999999999999	11.413	8.693	9.104	7.132999999999999	9.341000000000001	10.464	9.952	9.318	8.715	7.642
35.34047	9.646	26.271	16.473	24.504	15.819	6.681	10.654000000000002	5.739	10.716	26.916999999999998	22.976999999999997	25.044	14.699000000000002	6.297000000000001	8.443999999999999	6.117999999999999	10.875	27.660999999999998	22.732	24.462	15.192	6.655	9.123	6.565	9.267999999999999	10.677	10.889000000000001	8.297	8.607999999999999	7.5920000000000005	9.618	10.974	11.005999999999998	9.149	8.841000000000001	7.647	8.962	10.89	10.292	9.283999999999999	9.169	7.581
35.50717	9.655	26.500999999999998	16.629	24.499000000000002	15.657	7.065	10.947000000000001	5.942	10.131	27.094	22.941999999999997	25.185	14.68	6.468999999999999	7.96	6.148	10.12	27.721999999999998	22.843000000000004	24.776	15.520999999999999	6.51	9.217	6.689	9.488	10.626	11.210999999999999	8.645	8.609	7.537000000000001	9.86	11.125	11.3	8.836	8.785	7.245	9.515	11.443	10.154	9.089	8.834	7.3229999999999995
35.67389	9.802999999999999	26.031	16.602	24.717	16.007	6.465	10.717	5.882000000000001	10.172	27.406	22.553	25.145	14.628	6.58	8.42	6.2620000000000005	9.933	28.12	22.314	24.851999999999997	15.47	6.735	8.99	6.547999999999999	9.817	10.713	11.154000000000002	8.671	8.577	7.881	9.866	11.299000000000001	11.300999999999998	9.266	8.697000000000001	7.414	9.69	10.695	10.357000000000001	9.292	8.982000000000001	7.465
35.84058	10.132	26.295	16.889	24.866999999999997	15.875	6.765	10.616	6.127999999999999	9.921	27.264	23.05	25.583000000000002	14.784	6.4239999999999995	8.579	6.335	10.66	27.546	22.377	24.914	15.538	6.521	9.06	6.734	9.508	10.612	11.024000000000001	8.86	8.795	7.32	9.762	11.63	11.401	8.82	9.231	7.747000000000001	9.3	10.939	9.852	9.248	8.533999999999999	7.5089999999999995
36.0072	9.592	26.521	16.993	24.923000000000002	16.054000000000002	6.801	10.856	6.11	10.729000000000001	27.229	23.798000000000002	25.551	14.991	6.321000000000001	8.357999999999999	6.144	10.545	27.627	23.037	24.768	15.659	6.5920000000000005	9.442	6.856	9.568	10.765	11.523	8.468	8.692	7.504	9.912	11.264000000000001	11.352	9.234	9.011000000000001	7.385	9.683	11.092	10.264000000000001	9.343	8.771	7.665
36.1739	9.407	26.430999999999997	17.052	25.148000000000003	15.956	6.443	11.014000000000001	6.21	10.835999999999999	27.169	23.475	26.093000000000004	15.095	6.506	8.948	6.186	10.163	27.365	22.801	24.734	15.763	6.69	8.911	6.642	9.588	10.722000000000001	11.825999999999999	8.826	8.445	7.229	10.187999999999999	11.049000000000001	11.395999999999999	9.017999999999999	9.052999999999999	7.945	9.525	11.338	10.164	9.157	9.133	7.419
36.34063	9.515	26.579	17.438	25.265	16.324	6.724	11.034	6.171	10.115	27.147	23.504	25.576999999999998	15.118	6.263	8.651	6.435	10.163	28.090999999999998	23.438000000000002	24.65	15.96	6.62	9.797	6.75	9.471	10.972999999999999	11.212	8.844	8.549	7.391	10.154	11.299000000000001	11.33	9.266	8.898	7.53	9.459	10.724	10.184	9.523	8.896	7.523
36.50731	9.959	26.554000000000002	17.206	25.328000000000003	16.249000000000002	6.736000000000001	10.76	6.127999999999999	10.094	27.552	23.914	25.554000000000002	15.129000000000001	6.164	8.579	6.622999999999999	10.43	28.238000000000003	23.875	25.519000000000002	16.028	7.04	9.176	6.82	9.076	10.525	11.572000000000001	8.687000000000001	8.795	7.176	9.935	11.14	12.064	9.281	8.971	7.69	9.703	11.112	9.937999999999999	9.335	8.764	7.941
36.67392	9.946	26.967	17.2	25.303	16.468	7.04	10.654000000000002	6.337000000000001	9.918	27.71	24.003	26.078000000000003	15.175	6.197	8.675	6.659	10.055	27.616	23.65	25.237	16.105	6.755	8.843	6.691	9.823	10.767000000000001	11.785	8.549	8.743	7.182	10.241	11.412	11.759	9.29	9.151	7.782	9.543	10.979000000000001	10.584000000000001	9.491	9.356	7.5729999999999995
36.84069	9.439	26.421999999999997	17.285	25.250999999999998	16.422	6.6770000000000005	11.274000000000001	6.468	10.186	27.885	24.529	25.42	15.417	6.587999999999999	8.689	6.847	10.206	28.281999999999996	23.741999999999997	25.358	16.174	6.454	9.086	6.905	9.831	10.81	11.77	8.853	8.471	7.111000000000001	10.137	11.829	12.09	9.218	9.08	7.769	9.527000000000001	11.224	10.54	9.302	8.878	7.445
37.00726	9.704	27.094	17.901	25.432	16.514	6.856	10.991	6.444	10.02	27.491	25.055	25.774	15.452	6.621	8.318999999999999	6.8229999999999995	10.012	28.031	24.096	25.135	16.064	6.631	9.207	7.2860000000000005	9.405	10.93	11.659	8.857999999999999	8.677	7.26	10.172	11.603	12.038	9.309	8.71	7.716	9.965	11.229000000000001	10.141	9.394	9.345	7.449
37.17404	9.097999999999999	26.748	17.295	25.346	16.831	6.971	11.049000000000001	6.327999999999999	9.818	28.24	25.2	26.12	15.51	6.506	9.127	7.082999999999999	9.752	28.579	23.49	25.654	16.237000000000002	6.832999999999999	9.408999999999999	7.199	9.578	11.103	11.602	9.29	8.936	7.375	10.517999999999999	11.661	12.124	9.136000000000001	9.056000000000001	7.196000000000001	9.965	11.142000000000001	10.632	9.481	9.142999999999999	7.651
37.34067	9.295	26.999000000000002	18.265	25.684	16.566	6.966	11.044	6.9	9.494	27.568	24.932	26.487	15.706	6.617000000000001	8.776	7.193	10.350999999999999	28.397	24.000999999999998	25.386	16.491	6.627000000000001	9.029	7.136	9.398	10.81	12.116	9.026	8.845	7.457000000000001	10.829	11.887	11.859000000000002	9.189	8.907	7.942	9.988999999999999	11.655999999999999	10.453	9.129	8.878	7.791
37.50739	9.493	27.035999999999998	18.117	25.81	16.704	6.702000000000001	11.014000000000001	6.757000000000001	10.087	27.803	25.375	26.525	15.556	6.707999999999999	8.574	7.1370000000000005	10.135	28.430999999999997	24.299	25.598000000000003	16.54	6.892	9.055	7.189	9.847000000000001	11.385	11.999	9.287	8.877	7.229	10.187999999999999	11.308	12.433	9.277000000000001	9.025	8.002	10.101	11.77	10.710999999999999	9.33	9.047	7.678
37.67396	9.186	26.874000000000002	18.198	25.480999999999998	16.883	7.055	10.712	6.946000000000001	9.71	28.412	25.19	26.194000000000003	15.59	6.555	8.588	7.67	9.898	28.725	23.537	25.583000000000002	16.687	7.028	8.863999999999999	7.312	9.527000000000001	11.109000000000002	12.269	8.786	8.695	7.276	10.078	12.095	12.097999999999999	9.81	8.755	7.79	10.054	11.12	10.579	9.543	8.796	7.811
37.84065	9.074	27.413	18.634	25.844	16.945999999999998	7.146	11.0	7.031000000000001	9.52	28.38	24.949	26.616	15.884	6.8389999999999995	8.991	7.353	9.538	28.203000000000003	23.498	25.66	16.436	6.88	9.327	7.172999999999999	9.424	10.677999999999999	11.982999999999999	8.812999999999999	8.951	7.446000000000001	10.344000000000001	11.523	11.784	9.607999999999999	8.867	8.191	9.913	11.841	10.408	9.171	9.116	7.751
38.00724	8.535	27.473000000000003	19.023	25.899	17.045	7.0120000000000005	11.062999999999999	7.151	9.625	28.098000000000003	25.003	26.413	15.925	6.811	8.392000000000001	7.357	9.933	28.725	24.302	25.976	16.68	7.0520000000000005	8.99	7.615	9.961	11.232000000000001	12.019	9.017000000000001	8.549	7.621	10.76	11.732000000000001	11.675999999999998	9.555	8.956	8.106	10.295	11.530999999999999	10.789000000000001	9.523	9.04	8.041
38.17402	9.374	27.033	18.595	25.715	16.993	7.075	10.832	7.178999999999999	10.156	28.066	25.541	26.375	15.989	6.807	8.449	7.731	9.11	28.808000000000003	24.64	26.081999999999997	16.89	6.7589999999999995	8.963	7.475	9.857999999999999	11.638	12.194	9.333	9.007	7.475	10.623	12.254000000000001	12.14	9.554	8.838	8.219	9.721	11.243	10.732999999999999	9.496	9.16	8.761000000000001
38.3407	8.777999999999999	27.331999999999997	18.502	25.76	17.027	7.082000000000001	10.385	7.079	9.172	28.416999999999998	25.901999999999997	26.072	16.08	6.712000000000001	9.011000000000001	7.775	9.537	28.439	24.365	25.663	16.691	6.982	9.089	8.145	10.113	10.985999999999999	12.263	9.465	8.997	7.32	10.454	11.975	12.265999999999998	9.454	9.058	7.4879999999999995	9.847000000000001	11.458	10.370999999999999	9.277000000000001	8.533999999999999	8.201
38.50744	8.98	27.418000000000003	18.387	25.933000000000003	17.142	7.197	10.933	7.223	8.999	27.927	25.785999999999998	26.791999999999998	16.08	6.712000000000001	8.636000000000001	7.861000000000001	9.566	28.814	24.826	26.009	16.835	6.952999999999999	9.003	7.857	9.681000000000001	11.159	12.349	9.349	8.536	7.608	10.54	12.292	12.265999999999998	9.627	9.058	8.035	9.761000000000001	11.112	10.975	9.45	9.139	7.769
38.67402	8.734	27.053	19.018	26.284000000000002	17.189	7.069	11.087	7.376	9.658	28.432	25.677	26.598000000000003	16.214000000000002	7.062	8.502	8.073	9.362	28.885	24.689	26.189	17.144000000000002	6.928	9.016	7.903	10.169	11.258	12.304	9.068999999999999	9.176	7.557	10.703	11.902000000000001	12.220999999999998	9.953	8.92	8.244	11.677999999999999	11.642000000000001	10.93	9.577	8.895	8.526
38.84076	8.249	27.320999999999998	19.028	26.206	17.253	7.218999999999999	10.659	7.381	9.405	28.268	26.204	26.951999999999998	16.364	6.605	8.594	7.847	9.542	28.75	25.274	26.198	17.064	7.278	9.281	8.139	9.945	11.609000000000002	12.222999999999999	9.333	8.69	7.85	10.853	12.081	12.225999999999999	9.554	8.55	8.306000000000001	10.01	11.503	11.109000000000002	9.467	9.016	8.328
39.00742	8.472000000000001	27.636999999999997	19.733	26.468000000000004	17.355999999999998	7.439	10.712	7.492000000000001	9.704	28.291	26.061999999999998	26.721999999999998	16.265	6.9510000000000005	8.934	7.957000000000001	9.378	29.149	24.496	26.313000000000002	17.105999999999998	7.221	9.1	8.041	10.041	11.140999999999998	12.619000000000002	9.301	8.804	7.473	10.465	12.217	11.93	9.953	9.297	8.102	10.232000000000001	11.468	11.072000000000001	9.345	8.862	8.21
39.17406	8.314	27.374000000000002	19.534000000000002	26.346999999999998	17.604	7.456	10.870999999999999	7.564	9.494	27.971999999999998	25.826	26.574	16.398	6.992000000000001	8.574	8.058	9.514	29.176	25.674	26.424	16.952	7.002000000000001	8.856	7.914	10.177	11.588	12.289000000000001	9.372	8.672	7.7170000000000005	10.829	11.685	12.523	9.449	9.08	8.288	10.046	11.397	10.828	9.908	9.08	7.9639999999999995
39.34087	8.789	27.378	19.243	26.323	17.413	7.468	11.029000000000002	7.434	9.099	28.348000000000003	25.918000000000003	26.750999999999998	16.322	7.325	8.934	8.158999999999999	8.485	29.35	25.561999999999998	26.313000000000002	17.222	6.961	8.984	8.357999999999999	10.07	11.429	12.1	9.099	8.746	7.53	10.811	11.812999999999999	12.42	9.607999999999999	8.98	8.302999999999999	10.232000000000001	11.526	10.64	9.431000000000001	8.862	8.123
39.50754	8.587	27.458000000000002	19.358	26.581999999999997	17.55	7.377000000000001	10.918	7.669	9.026	28.421	26.463	26.921	16.573	7.162999999999999	8.794	8.277999999999999	9.33	29.395	25.068	26.051	17.239	7.55	9.215	8.209	10.08	11.545	12.446	9.164	8.584	7.481	10.745	12.273	12.046	9.47	9.19	8.571	10.318	11.672	10.584000000000001	9.749	8.801	8.16
39.67414	8.197000000000001	27.842	19.298	26.674	17.567999999999998	7.192	11.245	7.852	9.107999999999999	28.58	26.153000000000002	26.986	16.65	7.053	8.92	8.26	8.722999999999999	29.064	25.134	26.03	17.088	7.582999999999999	9.228	8.514	10.02	11.644	11.97	9.201	8.877	7.776	10.217	12.057	12.318	10.17	9.052999999999999	8.434	10.389000000000001	12.058	10.769	10.021	9.047	8.283
39.84085	8.213	27.81	19.733	26.381	17.903	7.727	10.481	7.693	8.869	28.464000000000002	26.408	26.982	16.639	6.893	8.56	8.332	9.292	29.494	25.995	26.515	17.567	7.422000000000001	9.445	8.33	10.3	11.573	12.533	9.272	8.832	7.702999999999999	10.581	12.389000000000001	12.68	9.693999999999999	9.384	8.649	10.578	11.987	10.525	9.431000000000001	9.408999999999999	8.411
40.00736	8.372	27.749000000000002	20.169	26.721999999999998	17.633	7.11	10.495999999999999	7.737	8.629	28.404	26.288	26.689	16.773	6.819	8.603	8.174	8.677999999999999	29.636999999999997	25.500999999999998	26.223000000000003	17.76	7.579	9.0	8.116	10.235	11.329	12.029000000000002	9.055	8.932	7.659	10.857999999999999	11.829	12.811	9.622	9.138	8.317	10.133	11.972999999999999	10.395999999999999	9.879	9.138	8.339
40.1741	8.346	27.936999999999998	19.625999999999998	26.682	17.891	7.629	11.192	8.116	8.769	28.416999999999998	26.506999999999998	26.994	16.57	7.287999999999999	8.665	8.322000000000001	8.759	29.39	26.151	26.47	17.267	7.472	9.176	8.664	9.883	11.562000000000001	12.58	9.205	8.91	7.55	10.799000000000001	11.975	12.698	9.627	9.058	8.812999999999999	10.452	11.544	11.148	9.508	8.707	8.662
40.34091	7.726	27.651999999999997	20.4	26.514	18.046	7.785	11.12	8.475	8.892999999999999	28.677	26.425	27.055999999999997	16.609	7.505	8.449	8.682	8.911	29.305	25.693	26.388	17.939	7.575	8.987	8.33	10.179	11.460999999999999	12.247	9.363999999999999	8.811	8.055	11.242	12.046	12.739	9.354	9.361	8.281	10.004	11.616	10.874	10.011000000000001	9.266	8.273
40.50751	7.9110000000000005	27.98	20.313	26.491	18.008	7.485	10.64	8.285	8.629	28.664	26.259	26.92	16.917	7.712999999999999	8.574	8.808	8.274	29.176	25.732	26.625999999999998	17.933	7.435	9.288	8.952	10.408	11.530999999999999	12.635	9.574	8.845	7.976	11.089	12.175	12.378	9.535	9.138	8.663	10.594000000000001	12.204	11.001	9.62	8.993	8.31
40.67424	8.164	28.065	19.9	26.570999999999998	18.125999999999998	7.831	10.745999999999999	8.19	9.041	28.813000000000002	26.195	27.348000000000003	16.747	7.294	8.912	8.916	8.312999999999999	29.613000000000003	26.885	26.796	17.795	7.388999999999999	8.995	8.838	10.16	11.987	12.572000000000001	9.679	8.773	7.7620000000000005	10.745	12.402000000000001	12.690999999999999	9.582	9.298	8.506	10.388	12.255999999999998	11.227	9.758	8.933	8.356
40.84088	7.867999999999999	27.919	19.739	26.544	18.17	7.473	10.914000000000001	8.097000000000001	8.648	29.124000000000002	26.311999999999998	27.608	16.964000000000002	7.495	8.618	8.535	8.439	29.405	24.805	26.738000000000003	18.038	7.417999999999999	9.275	8.392999999999999	10.169	11.719000000000001	12.189	9.472999999999999	9.032	7.99	10.588	12.335	12.192	9.751	9.44	8.561	10.812000000000001	12.017999999999999	11.017000000000001	9.837	9.01	8.785
41.00754	7.931	28.043000000000003	20.355999999999998	27.072	18.003	7.622999999999999	10.832	8.218	8.539	28.671999999999997	27.041	27.299	16.883	7.412999999999999	8.507	8.799	8.388	29.326999999999998	25.419	26.919	17.929000000000002	7.278	8.877	8.745	10.003	11.811	12.280999999999999	9.506	9.267000000000001	8.254	10.767000000000001	11.994000000000002	12.485999999999999	9.669	9.185	8.652000000000001	10.356	11.907	10.907	9.929	9.102	8.617
