Experiment	Tray	Well	Strain	Medium_addition
odds-n-ends_042415	7	C4	PUTR8-6_3	butanol
odds-n-ends_042415	7	B7	12PD7-5_1	butanol
odds-n-ends_042415	7	A9	M9 blank	butanol
odds-n-ends_042415	7	D6	HEXA8-5sm_3	butanol
odds-n-ends_042415	7	C8	HEXA8-5sm_2	butanol
odds-n-ends_042415	7	F5	ADIP6-10_1	butanol
odds-n-ends_042415	7	E6	HEXA7-4sm_2	butanol
odds-n-ends_042415	7	F2	COUM7-9_2	butanol
odds-n-ends_042415	7	F7	M9 blank	butanol
odds-n-ends_042415	7	D1	MG1655_4	butanol
odds-n-ends_042415	7	E8	HEXA7-4sm_2	butanol
odds-n-ends_042415	7	B9	12PD7-5_1	butanol
odds-n-ends_042415	7	E9	PUTR8-10_3	butanol
odds-n-ends_042415	7	C2	COUM4-10_3	butanol
odds-n-ends_042415	7	A1	MG1655_1	butanol
odds-n-ends_042415	7	B1	MG1655_2	butanol
odds-n-ends_042415	7	H2	COUM8-6_3	butanol
odds-n-ends_042415	7	B8	HEXA8-5sm_1	butanol
odds-n-ends_042415	7	H7	M9 blank	butanol
odds-n-ends_042415	7	D8	HEXA8-5sm_3	butanol
odds-n-ends_042415	7	B4	PUTR8-6_2	butanol
odds-n-ends_042415	7	B6	HEXA8-5sm_1	butanol
odds-n-ends_042415	7	B5	HMDA8-9_2	butanol
odds-n-ends_042415	7	F1	BUT8-10_3	butanol
odds-n-ends_042415	7	A8	M9 blank	butanol
odds-n-ends_042415	7	A7	M9 blank	butanol
odds-n-ends_042415	7	E5	ADIP6-3_2	butanol
odds-n-ends_042415	7	E7	PUTR8-10_3	butanol
odds-n-ends_042415	7	C1	MG1655_3	butanol
odds-n-ends_042415	7	G6	23BD6-1_2	butanol
odds-n-ends_042415	7	C7	12PD7-7_3	butanol
odds-n-ends_042415	7	H8	23BD8-5_3	butanol
odds-n-ends_042415	7	E4	don't use	butanol
odds-n-ends_042415	7	F3	PUTR6-7_1	butanol
odds-n-ends_042415	7	F8	HEXA7-4sm_3	butanol
odds-n-ends_042415	7	D4	PUTR8-10_1	butanol
odds-n-ends_042415	7	C9	12PD7-7_3	butanol
odds-n-ends_042415	7	A5	M9 blank	butanol
odds-n-ends_042415	7	F4	PUTR8-10_2	butanol
odds-n-ends_042415	7	C3	PUTR5-1_1	butanol
odds-n-ends_042415	7	D5	ADIP7-5_3	butanol
odds-n-ends_042415	7	F9	M9 blank	butanol
odds-n-ends_042415	7	E2	COUM7-9_1	butanol
odds-n-ends_042415	7	H5	ADIP8-7_2	butanol
odds-n-ends_042415	7	H1	COUM3-7_1	butanol
odds-n-ends_042415	7	A2	M9 blank	butanol
odds-n-ends_042415	8	G8	23BD6-1_2	butanol
odds-n-ends_042415	8	G9	M9 blank	butanol
odds-n-ends_042415	8	G5	ADIP6-10_2	butanol
odds-n-ends_042415	8	D3	PUTR5-1_2	butanol
odds-n-ends_042415	8	C6	HEXA8-5sm_2	butanol
odds-n-ends_042415	8	E3	don't use	butanol
odds-n-ends_042415	8	A3	M9 blank	butanol
odds-n-ends_042415	8	H9	M9 blank	butanol
odds-n-ends_042415	8	A4	M9 blank	butanol
odds-n-ends_042415	8	G3	PUTR6-7_2	butanol
odds-n-ends_042415	8	G7	M9 blank	butanol
odds-n-ends_042415	8	H3	PUTR8-3_2	butanol
odds-n-ends_042415	8	B3	PUTR4-8_3	butanol
odds-n-ends_042415	8	B2	COUM4-2_2	butanol
odds-n-ends_042415	8	E1	MG1655_5	butanol
odds-n-ends_042415	8	H4	HMDA6-10_2	butanol
odds-n-ends_042415	8	A6	M9 blank	butanol
odds-n-ends_042415	8	G2	COUM8-6_2	butanol
odds-n-ends_042415	8	G1	BUT9-10_3	butanol
odds-n-ends_042415	8	D7	PUTR6-7_3	butanol
odds-n-ends_042415	8	C5	HMDA8-10_1	butanol
odds-n-ends_042415	8	D2	COUM6-5_2	butanol
odds-n-ends_042415	8	F6	HEXA7-4sm_3	butanol
odds-n-ends_042415	8	G4	HMDA6-10_1	butanol
odds-n-ends_042415	8	D9	PUTR6-7_3	butanol
odds-n-ends_042415	8	H6	23BD8-5_3	butanol
odds-n-ends_042415	8	C4	PUTR8-6_3	butanol
odds-n-ends_042415	8	B7	12PD7-5_1	butanol
odds-n-ends_042415	8	A9	M9 blank	butanol
odds-n-ends_042415	8	D6	HEXA8-5sm_3	butanol
odds-n-ends_042415	8	C8	HEXA8-5sm_2	butanol
odds-n-ends_042415	8	F5	ADIP6-10_1	butanol
odds-n-ends_042415	8	E6	HEXA7-4sm_2	butanol
odds-n-ends_042415	8	F2	COUM7-9_2	butanol
odds-n-ends_042415	8	F7	M9 blank	butanol
odds-n-ends_042415	8	D1	MG1655_4	butanol
odds-n-ends_042415	8	E8	HEXA7-4sm_2	butanol
odds-n-ends_042415	8	B9	12PD7-5_1	butanol
odds-n-ends_042415	8	E9	PUTR8-10_3	butanol
odds-n-ends_042415	8	C2	COUM4-10_3	butanol
odds-n-ends_042415	8	A1	MG1655_1	butanol
odds-n-ends_042415	8	B1	MG1655_2	butanol
odds-n-ends_042415	8	H2	COUM8-6_3	butanol
odds-n-ends_042415	8	B8	HEXA8-5sm_1	butanol
odds-n-ends_042415	8	H7	M9 blank	butanol
odds-n-ends_042415	8	D8	HEXA8-5sm_3	butanol
odds-n-ends_042415	8	B4	PUTR8-6_2	butanol
odds-n-ends_042415	8	B6	HEXA8-5sm_1	butanol
odds-n-ends_042415	8	B5	HMDA8-9_2	butanol
odds-n-ends_042415	8	F1	BUT8-10_3	butanol
odds-n-ends_042415	8	A8	M9 blank	butanol
odds-n-ends_042415	8	A7	M9 blank	butanol
odds-n-ends_042415	8	E5	ADIP6-3_2	butanol
odds-n-ends_042415	8	E7	PUTR8-10_3	butanol
odds-n-ends_042415	8	C1	MG1655_3	butanol
odds-n-ends_042415	8	G6	23BD6-1_2	butanol
odds-n-ends_042415	8	C7	12PD7-7_3	butanol
odds-n-ends_042415	8	H8	23BD8-5_3	butanol
odds-n-ends_042415	8	E4	don't use	butanol
odds-n-ends_042415	8	F3	PUTR6-7_1	butanol
odds-n-ends_042415	8	F8	HEXA7-4sm_3	butanol
odds-n-ends_042415	8	D4	PUTR8-10_1	butanol
odds-n-ends_042415	8	C9	12PD7-7_3	butanol
odds-n-ends_042415	8	A5	M9 blank	butanol
odds-n-ends_042415	8	F4	PUTR8-10_2	butanol
odds-n-ends_042415	8	C3	PUTR5-1_1	butanol
odds-n-ends_042415	8	D5	ADIP7-5_3	butanol
odds-n-ends_042415	8	F9	M9 blank	butanol
odds-n-ends_042415	8	E2	COUM7-9_1	butanol
odds-n-ends_042415	8	H5	ADIP8-7_2	butanol
odds-n-ends_042415	8	H1	COUM3-7_1	butanol
odds-n-ends_042415	8	A2	M9 blank	butanol
odds-n-ends_042415	9	G8	23BD6-1_2	butanol
odds-n-ends_042415	9	G9	M9 blank	butanol
odds-n-ends_042415	9	G5	ADIP6-10_2	butanol
odds-n-ends_042415	9	D3	PUTR5-1_2	butanol
odds-n-ends_042415	9	C6	HEXA8-5sm_2	butanol
odds-n-ends_042415	9	E3	don't use	butanol
odds-n-ends_042415	9	A3	M9 blank	butanol
odds-n-ends_042415	9	H9	M9 blank	butanol
odds-n-ends_042415	9	A4	M9 blank	butanol
odds-n-ends_042415	9	G3	PUTR6-7_2	butanol
odds-n-ends_042415	9	G7	M9 blank	butanol
odds-n-ends_042415	9	H3	PUTR8-3_2	butanol
odds-n-ends_042415	9	B3	PUTR4-8_3	butanol
odds-n-ends_042415	9	B2	COUM4-2_2	butanol
odds-n-ends_042415	9	E1	MG1655_5	butanol
odds-n-ends_042415	9	H4	HMDA6-10_2	butanol
odds-n-ends_042415	9	A6	M9 blank	butanol
odds-n-ends_042415	9	G2	COUM8-6_2	butanol
odds-n-ends_042415	9	G1	BUT9-10_3	butanol
odds-n-ends_042415	9	D7	PUTR6-7_3	butanol
odds-n-ends_042415	9	C5	HMDA8-10_1	butanol
odds-n-ends_042415	9	D2	COUM6-5_2	butanol
odds-n-ends_042415	9	F6	HEXA7-4sm_3	butanol
odds-n-ends_042415	9	G4	HMDA6-10_1	butanol
odds-n-ends_042415	9	D9	PUTR6-7_3	butanol
odds-n-ends_042415	9	H6	23BD8-5_3	butanol
odds-n-ends_042415	9	C4	PUTR8-6_3	butanol
odds-n-ends_042415	9	B7	12PD7-5_1	butanol
odds-n-ends_042415	9	A9	M9 blank	butanol
odds-n-ends_042415	9	D6	HEXA8-5sm_3	butanol
odds-n-ends_042415	9	C8	HEXA8-5sm_2	butanol
odds-n-ends_042415	9	F5	ADIP6-10_1	butanol
odds-n-ends_042415	9	E6	HEXA7-4sm_2	butanol
odds-n-ends_042415	9	F2	COUM7-9_2	butanol
odds-n-ends_042415	9	F7	M9 blank	butanol
odds-n-ends_042415	9	D1	MG1655_4	butanol
odds-n-ends_042415	9	E8	HEXA7-4sm_2	butanol
odds-n-ends_042415	9	B9	12PD7-5_1	butanol
odds-n-ends_042415	9	E9	PUTR8-10_3	butanol
odds-n-ends_042415	9	C2	COUM4-10_3	butanol
odds-n-ends_042415	9	A1	MG1655_1	butanol
odds-n-ends_042415	9	B1	MG1655_2	butanol
odds-n-ends_042415	9	H2	COUM8-6_3	butanol
odds-n-ends_042415	9	B8	HEXA8-5sm_1	butanol
odds-n-ends_042415	9	H7	M9 blank	butanol
odds-n-ends_042415	9	D8	HEXA8-5sm_3	butanol
odds-n-ends_042415	9	B4	PUTR8-6_2	butanol
odds-n-ends_042415	9	B6	HEXA8-5sm_1	butanol
odds-n-ends_042415	9	B5	HMDA8-9_2	butanol
odds-n-ends_042415	9	F1	BUT8-10_3	butanol
odds-n-ends_042415	9	A8	M9 blank	butanol
odds-n-ends_042415	9	A7	M9 blank	butanol
odds-n-ends_042415	9	E5	ADIP6-3_2	butanol
odds-n-ends_042415	9	E7	PUTR8-10_3	butanol
odds-n-ends_042415	9	C1	MG1655_3	butanol
odds-n-ends_042415	9	G6	23BD6-1_2	butanol
odds-n-ends_042415	9	C7	12PD7-7_3	butanol
odds-n-ends_042415	9	H8	23BD8-5_3	butanol
odds-n-ends_042415	9	E4	don't use	butanol
odds-n-ends_042415	9	F3	PUTR6-7_1	butanol
odds-n-ends_042415	9	F8	HEXA7-4sm_3	butanol
odds-n-ends_042415	9	D4	PUTR8-10_1	butanol
odds-n-ends_042415	9	C9	12PD7-7_3	butanol
odds-n-ends_042415	9	A5	M9 blank	butanol
odds-n-ends_042415	9	F4	PUTR8-10_2	butanol
odds-n-ends_042415	9	C3	PUTR5-1_1	butanol
odds-n-ends_042415	9	D5	ADIP7-5_3	butanol
odds-n-ends_042415	9	F9	M9 blank	butanol
odds-n-ends_042415	9	E2	COUM7-9_1	butanol
odds-n-ends_042415	9	H5	ADIP8-7_2	butanol
odds-n-ends_042415	9	H1	COUM3-7_1	butanol
odds-n-ends_042415	9	A2	M9 blank	butanol
odds-n-ends_042415	10	G8	23BD6-1_2	butanol
odds-n-ends_042415	10	G9	M9 blank	butanol
odds-n-ends_042415	10	G5	ADIP6-10_2	butanol
odds-n-ends_042415	10	D3	PUTR5-1_2	butanol
odds-n-ends_042415	10	C6	HEXA8-5sm_2	butanol
odds-n-ends_042415	10	E3	don't use	butanol
odds-n-ends_042415	10	A3	M9 blank	butanol
odds-n-ends_042415	10	H9	M9 blank	butanol
odds-n-ends_042415	10	A4	M9 blank	butanol
odds-n-ends_042415	10	G3	PUTR6-7_2	butanol
odds-n-ends_042415	10	G7	M9 blank	butanol
odds-n-ends_042415	10	H3	PUTR8-3_2	butanol
odds-n-ends_042415	10	B3	PUTR4-8_3	butanol
odds-n-ends_042415	10	B2	COUM4-2_2	butanol
odds-n-ends_042415	10	E1	MG1655_5	butanol
odds-n-ends_042415	10	H4	HMDA6-10_2	butanol
odds-n-ends_042415	10	A6	M9 blank	butanol
odds-n-ends_042415	10	G2	COUM8-6_2	butanol
odds-n-ends_042415	10	G1	BUT9-10_3	butanol
odds-n-ends_042415	10	D7	PUTR6-7_3	butanol
odds-n-ends_042415	10	C5	HMDA8-10_1	butanol
odds-n-ends_042415	10	D2	COUM6-5_2	butanol
odds-n-ends_042415	10	F6	HEXA7-4sm_3	butanol
odds-n-ends_042415	10	G4	HMDA6-10_1	butanol
odds-n-ends_042415	10	D9	PUTR6-7_3	butanol
odds-n-ends_042415	10	H6	23BD8-5_3	butanol
odds-n-ends_042415	10	C4	PUTR8-6_3	butanol
odds-n-ends_042415	10	B7	12PD7-5_1	butanol
odds-n-ends_042415	10	A9	M9 blank	butanol
odds-n-ends_042415	10	D6	HEXA8-5sm_3	butanol
odds-n-ends_042415	10	C8	HEXA8-5sm_2	butanol
odds-n-ends_042415	10	F5	ADIP6-10_1	butanol
odds-n-ends_042415	10	E6	HEXA7-4sm_2	butanol
odds-n-ends_042415	10	F2	COUM7-9_2	butanol
odds-n-ends_042415	10	F7	M9 blank	butanol
odds-n-ends_042415	10	D1	MG1655_4	butanol
odds-n-ends_042415	10	E8	HEXA7-4sm_2	butanol
odds-n-ends_042415	10	B9	12PD7-5_1	butanol
odds-n-ends_042415	10	E9	PUTR8-10_3	butanol
odds-n-ends_042415	10	C2	COUM4-10_3	butanol
odds-n-ends_042415	10	A1	MG1655_1	butanol
odds-n-ends_042415	10	B1	MG1655_2	butanol
odds-n-ends_042415	10	H2	COUM8-6_3	butanol
odds-n-ends_042415	10	B8	HEXA8-5sm_1	butanol
odds-n-ends_042415	10	H7	M9 blank	butanol
odds-n-ends_042415	10	D8	HEXA8-5sm_3	butanol
odds-n-ends_042415	10	B4	PUTR8-6_2	butanol
odds-n-ends_042415	10	B6	HEXA8-5sm_1	butanol
odds-n-ends_042415	10	B5	HMDA8-9_2	butanol
odds-n-ends_042415	10	F1	BUT8-10_3	butanol
odds-n-ends_042415	10	A8	M9 blank	butanol
odds-n-ends_042415	10	A7	M9 blank	butanol
odds-n-ends_042415	10	E5	ADIP6-3_2	butanol
odds-n-ends_042415	10	E7	PUTR8-10_3	butanol
odds-n-ends_042415	10	C1	MG1655_3	butanol
odds-n-ends_042415	10	G6	23BD6-1_2	butanol
odds-n-ends_042415	10	C7	12PD7-7_3	butanol
odds-n-ends_042415	10	H8	23BD8-5_3	butanol
odds-n-ends_042415	10	E4	don't use	butanol
odds-n-ends_042415	10	F3	PUTR6-7_1	butanol
odds-n-ends_042415	10	F8	HEXA7-4sm_3	butanol
odds-n-ends_042415	10	D4	PUTR8-10_1	butanol
odds-n-ends_042415	10	C9	12PD7-7_3	butanol
odds-n-ends_042415	10	A5	M9 blank	butanol
odds-n-ends_042415	10	F4	PUTR8-10_2	butanol
odds-n-ends_042415	10	C3	PUTR5-1_1	butanol
odds-n-ends_042415	10	D5	ADIP7-5_3	butanol
odds-n-ends_042415	10	F9	M9 blank	butanol
odds-n-ends_042415	10	E2	COUM7-9_1	butanol
odds-n-ends_042415	10	H5	ADIP8-7_2	butanol
odds-n-ends_042415	10	H1	COUM3-7_1	butanol
odds-n-ends_042415	10	A2	M9 blank	butanol
odds-n-ends_042415	11	G8	23BD6-1_2	butanol
odds-n-ends_042415	11	G9	M9 blank	butanol
odds-n-ends_042415	11	G5	ADIP6-10_2	butanol
odds-n-ends_042415	11	D3	PUTR5-1_2	butanol
odds-n-ends_042415	11	C6	HEXA8-5sm_2	butanol
odds-n-ends_042415	11	E3	don't use	butanol
odds-n-ends_042415	11	A3	M9 blank	butanol
odds-n-ends_042415	11	H9	M9 blank	butanol
odds-n-ends_042415	11	A4	M9 blank	butanol
odds-n-ends_042415	11	G3	PUTR6-7_2	butanol
odds-n-ends_042415	11	G7	M9 blank	butanol
odds-n-ends_042415	11	H3	PUTR8-3_2	butanol
odds-n-ends_042415	11	B3	PUTR4-8_3	butanol
odds-n-ends_042415	11	B2	COUM4-2_2	butanol
odds-n-ends_042415	11	E1	MG1655_5	butanol
odds-n-ends_042415	11	H4	HMDA6-10_2	butanol
odds-n-ends_042415	11	A6	M9 blank	butanol
odds-n-ends_042415	11	G2	COUM8-6_2	butanol
odds-n-ends_042415	11	G1	BUT9-10_3	butanol
odds-n-ends_042415	11	D7	PUTR6-7_3	butanol
odds-n-ends_042415	11	C5	HMDA8-10_1	butanol
odds-n-ends_042415	11	D2	COUM6-5_2	butanol
odds-n-ends_042415	11	F6	HEXA7-4sm_3	butanol
odds-n-ends_042415	11	G4	HMDA6-10_1	butanol
odds-n-ends_042415	11	D9	PUTR6-7_3	butanol
odds-n-ends_042415	11	H6	23BD8-5_3	butanol
odds-n-ends_042415	11	C4	PUTR8-6_3	butanol
odds-n-ends_042415	11	B7	12PD7-5_1	butanol
odds-n-ends_042415	11	A9	M9 blank	butanol
odds-n-ends_042415	11	D6	HEXA8-5sm_3	butanol
odds-n-ends_042415	11	C8	HEXA8-5sm_2	butanol
odds-n-ends_042415	11	F5	ADIP6-10_1	butanol
odds-n-ends_042415	11	E6	HEXA7-4sm_2	butanol
odds-n-ends_042415	11	F2	COUM7-9_2	butanol
odds-n-ends_042415	11	F7	M9 blank	butanol
odds-n-ends_042415	11	D1	MG1655_4	butanol
odds-n-ends_042415	11	E8	HEXA7-4sm_2	butanol
odds-n-ends_042415	11	B9	12PD7-5_1	butanol
odds-n-ends_042415	11	E9	PUTR8-10_3	butanol
odds-n-ends_042415	11	C2	COUM4-10_3	butanol
odds-n-ends_042415	11	A1	MG1655_1	butanol
odds-n-ends_042415	11	B1	MG1655_2	butanol
odds-n-ends_042415	11	H2	COUM8-6_3	butanol
odds-n-ends_042415	11	B8	HEXA8-5sm_1	butanol
odds-n-ends_042415	11	H7	M9 blank	butanol
odds-n-ends_042415	11	D8	HEXA8-5sm_3	butanol
odds-n-ends_042415	11	B4	PUTR8-6_2	butanol
odds-n-ends_042415	11	B6	HEXA8-5sm_1	butanol
odds-n-ends_042415	11	B5	HMDA8-9_2	butanol
odds-n-ends_042415	11	F1	BUT8-10_3	butanol
odds-n-ends_042415	11	A8	M9 blank	butanol
odds-n-ends_042415	11	A7	M9 blank	butanol
odds-n-ends_042415	11	E5	ADIP6-3_2	butanol
odds-n-ends_042415	11	E7	PUTR8-10_3	butanol
odds-n-ends_042415	11	C1	MG1655_3	butanol
odds-n-ends_042415	11	G6	23BD6-1_2	butanol
odds-n-ends_042415	11	C7	12PD7-7_3	butanol
odds-n-ends_042415	11	H8	23BD8-5_3	butanol
odds-n-ends_042415	11	E4	don't use	butanol
odds-n-ends_042415	11	F3	PUTR6-7_1	butanol
odds-n-ends_042415	11	F8	HEXA7-4sm_3	butanol
odds-n-ends_042415	11	D4	PUTR8-10_1	butanol
odds-n-ends_042415	11	C9	12PD7-7_3	butanol
odds-n-ends_042415	11	A5	M9 blank	butanol
odds-n-ends_042415	11	F4	PUTR8-10_2	butanol
odds-n-ends_042415	11	C3	PUTR5-1_1	butanol
odds-n-ends_042415	11	D5	ADIP7-5_3	butanol
odds-n-ends_042415	11	F9	M9 blank	butanol
odds-n-ends_042415	11	E2	COUM7-9_1	butanol
odds-n-ends_042415	11	H5	ADIP8-7_2	butanol
odds-n-ends_042415	11	H1	COUM3-7_1	butanol
odds-n-ends_042415	11	A2	M9 blank	butanol
odds-n-ends_042415	12	G8	BUT9-10_3	butanol
odds-n-ends_042415	12	G6	23BD6-1_2	NaCl
odds-n-ends_042415	12	F12	ADIP6-10_1	butanol
odds-n-ends_042415	12	G12	ADIP6-10_2	butanol
odds-n-ends_042415	12	H6	23BD8-5_3	NaCl
odds-n-ends_042415	12	E3	don't use	NaCl
odds-n-ends_042415	12	A2	M9 blank	NaCl
odds-n-ends_042415	12	G7	M9 blank	NaCl
odds-n-ends_042415	12	B2	COUM4-2_2	NaCl
odds-n-ends_042415	12	E11	don't use	butanol
odds-n-ends_042415	12	A6	M9 blank	NaCl
odds-n-ends_042415	12	G2	COUM8-6_2	NaCl
odds-n-ends_042415	12	D7	PUTR6-7_3	NaCl
odds-n-ends_042415	12	C5	HMDA8-10_1	NaCl
odds-n-ends_042415	12	D2	COUM6-5_2	NaCl
odds-n-ends_042415	12	D10	PUTR5-1_2	butanol
odds-n-ends_042415	12	B7	12PD7-5_1	NaCl
odds-n-ends_042415	12	H4	HMDA6-10_2	NaCl
odds-n-ends_042415	12	E9	COUM7-9_1	butanol
odds-n-ends_042415	12	H10	PUTR8-3_2	butanol
odds-n-ends_042415	12	A9	M9 blank	butanol
odds-n-ends_042415	12	C8	MG1655_3	butanol
odds-n-ends_042415	12	G1	BUT9-10_3	NaCl
odds-n-ends_042415	12	D6	HEXA8-5sm_3	NaCl
odds-n-ends_042415	12	E8	MG1655_5	butanol
odds-n-ends_042415	12	G3	PUTR6-7_2	NaCl
odds-n-ends_042415	12	A1	MG1655_1	NaCl
odds-n-ends_042415	12	B8	MG1655_2	butanol
odds-n-ends_042415	12	H7	M9 blank	NaCl
odds-n-ends_042415	12	F10	PUTR6-7_1	butanol
odds-n-ends_042415	12	H9	COUM8-6_3	butanol
odds-n-ends_042415	12	B6	HEXA8-5sm_1	NaCl
odds-n-ends_042415	12	B5	HMDA8-9_2	NaCl
odds-n-ends_042415	12	F1	BUT8-10_3	NaCl
odds-n-ends_042415	12	A7	M9 blank	NaCl
odds-n-ends_042415	12	G10	PUTR6-7_2	butanol
odds-n-ends_042415	12	E7	PUTR8-10_3	NaCl
odds-n-ends_042415	12	C11	PUTR8-6_3	butanol
odds-n-ends_042415	12	C7	12PD7-7_3	NaCl
odds-n-ends_042415	12	H8	COUM3-7_1	butanol
odds-n-ends_042415	12	A10	M9 blank	butanol
odds-n-ends_042415	12	E10	don't use	butanol
odds-n-ends_042415	12	H3	PUTR8-3_2	NaCl
odds-n-ends_042415	12	B11	PUTR8-6_2	butanol
odds-n-ends_042415	12	D11	PUTR8-10_1	butanol
odds-n-ends_042415	12	A11	M9 blank	butanol
odds-n-ends_042415	12	G5	ADIP6-10_2	NaCl
odds-n-ends_042415	12	D3	PUTR5-1_2	NaCl
odds-n-ends_042415	12	E1	MG1655_5	NaCl
odds-n-ends_042415	12	C6	HEXA8-5sm_2	NaCl
odds-n-ends_042415	12	C9	COUM4-10_3	butanol
odds-n-ends_042415	12	A12	M9 blank	butanol
odds-n-ends_042415	12	A4	M9 blank	NaCl
odds-n-ends_042415	12	F11	PUTR8-10_2	butanol
odds-n-ends_042415	12	B3	PUTR4-8_3	NaCl
odds-n-ends_042415	12	D8	MG1655_4	butanol
odds-n-ends_042415	12	G11	HMDA6-10_1	butanol
odds-n-ends_042415	12	C10	PUTR5-1_1	butanol
odds-n-ends_042415	12	C2	COUM4-10_3	NaCl
odds-n-ends_042415	12	F6	HEXA7-4sm_3	NaCl
odds-n-ends_042415	12	G9	COUM8-6_2	butanol
odds-n-ends_042415	12	C3	PUTR5-1_1	NaCl
odds-n-ends_042415	12	H12	ADIP8-7_2	butanol
odds-n-ends_042415	12	C4	PUTR8-6_3	NaCl
odds-n-ends_042415	12	G4	HMDA6-10_1	NaCl
odds-n-ends_042415	12	D1	MG1655_4	NaCl
odds-n-ends_042415	12	C12	HMDA8-10_1	butanol
odds-n-ends_042415	12	F5	ADIP6-10_1	NaCl
odds-n-ends_042415	12	F2	COUM7-9_2	NaCl
odds-n-ends_042415	12	F7	M9 blank	NaCl
odds-n-ends_042415	12	B9	COUM4-2_2	butanol
odds-n-ends_042415	12	E12	ADIP6-3_2	butanol
odds-n-ends_042415	12	B12	HMDA8-9_2	butanol
odds-n-ends_042415	12	B1	MG1655_2	NaCl
odds-n-ends_042415	12	H2	COUM8-6_3	NaCl
odds-n-ends_042415	12	E6	HEXA7-4sm_2	NaCl
odds-n-ends_042415	12	B4	PUTR8-6_2	NaCl
odds-n-ends_042415	12	H11	HMDA6-10_2	butanol
odds-n-ends_042415	12	D5	ADIP7-5_3	NaCl
odds-n-ends_042415	12	A8	MG1655_1	butanol
odds-n-ends_042415	12	A3	M9 blank	NaCl
odds-n-ends_042415	12	E5	ADIP6-3_2	NaCl
odds-n-ends_042415	12	C1	MG1655_3	NaCl
odds-n-ends_042415	12	B10	PUTR4-8_3	butanol
odds-n-ends_042415	12	D12	ADIP7-5_3	butanol
odds-n-ends_042415	12	E4	don't use	NaCl
odds-n-ends_042415	12	F3	PUTR6-7_1	NaCl
odds-n-ends_042415	12	F8	BUT8-10_3	butanol
odds-n-ends_042415	12	D4	PUTR8-10_1	NaCl
odds-n-ends_042415	12	A5	M9 blank	NaCl
odds-n-ends_042415	12	F4	PUTR8-10_2	NaCl
odds-n-ends_042415	12	D9	COUM6-5_2	butanol
odds-n-ends_042415	12	F9	COUM7-9_2	butanol
odds-n-ends_042415	12	E2	COUM7-9_1	NaCl
odds-n-ends_042415	12	H5	ADIP8-7_2	NaCl
odds-n-ends_042415	12	H1	COUM3-7_1	NaCl
hexanoate_022815	1	H9	HEXA6-7lg_3	butanol
hexanoate_022815	1	G6	HEXA6-4sm_2	butanol
hexanoate_022815	1	F12	HEXA8-1lg_1	butanol
hexanoate_022815	1	G12	HEXA8-1lg_2	butanol
hexanoate_022815	1	H6	HEXA6-4sm_3	butanol
hexanoate_022815	1	E3	HEXA4-3lg_3	butanol
hexanoate_022815	1	G7	HEXA6-5sm_3	butanol
hexanoate_022815	1	D3	HEXA4-3lg_2	butanol
hexanoate_022815	1	A2	HEXA2-2_1	butanol
hexanoate_022815	1	E1	MG1655_5	butanol
hexanoate_022815	1	A4	HEXA8-2sm_2	butanol
hexanoate_022815	1	A6	HEXA8-2lg_1	butanol
hexanoate_022815	1	G2	HEXA4-3sm_1	butanol
hexanoate_022815	1	D7	HEXA6-4lg_3	butanol
hexanoate_022815	1	C5	HEXA5-6_3	butanol
hexanoate_022815	1	D2	HEXA3-8_1	butanol
hexanoate_022815	1	D10	HEXA6-9sm_3	butanol
hexanoate_022815	1	G4	HEXA5-5_3	butanol
hexanoate_022815	1	H4	HEXA5-6_1	butanol
hexanoate_022815	1	E9	HEXA6-7sm_3	butanol
hexanoate_022815	1	H10	HEXA7-2sm_1	butanol
hexanoate_022815	1	E6	HEXA5-10_3	butanol
hexanoate_022815	1	C8	HEXA6-5lg_3	butanol
hexanoate_022815	1	G1	HEXA1-7_2	butanol
hexanoate_022815	1	D1	MG1655_4	butanol
hexanoate_022815	1	E8	HEXA6-6sm_2	butanol
hexanoate_022815	1	C2	HEXA2-2_3	butanol
hexanoate_022815	1	A1	MG1655_1	butanol
hexanoate_022815	1	B10	HEXA6-9sm_1	butanol
hexanoate_022815	1	H7	HEXA6-5lg_1	butanol
hexanoate_022815	1	F10	HEXA6-9lg_2	butanol
hexanoate_022815	1	B6	HEXA5-8_3	butanol
hexanoate_022815	1	B5	HEXA5-6_2	butanol
hexanoate_022815	1	F1	HEXA1-7_1	butanol
hexanoate_022815	1	A7	HEXA8-2lg_2	butanol
hexanoate_022815	1	G10	HEXA6-9lg_3	butanol
hexanoate_022815	1	E7	HEXA6-5sm_1	butanol
hexanoate_022815	1	C11	HEXA7-2sm_3	butanol
hexanoate_022815	1	C7	HEXA6-4lg_2	butanol
hexanoate_022815	1	H8	HEXA6-6lg_2	butanol
hexanoate_022815	1	A10	HEXA8-5sm_2	butanol
hexanoate_022815	1	C9	HEXA6-7sm_1	butanol
hexanoate_022815	1	H3	HEXA4-6sm_3	butanol
hexanoate_022815	1	B11	HEXA7-2sm_2	butanol
hexanoate_022815	1	D11	HEXA7-3sm_1	butanol
hexanoate_022815	1	A11	HEXA8-5sm_3	butanol
hexanoate_022815	1	G5	HEXA5-8_1	butanol
hexanoate_022815	1	A9	HEXA8-5sm_1	butanol
hexanoate_022815	1	E11	HEXA7-3sm_2	butanol
hexanoate_022815	1	C6	HEXA5-10_1	butanol
hexanoate_022815	1	E10	HEXA6-9lg_1	butanol
