evolved_compound,grown_compound,strain,repl,growth_rate,rel_growth_rate,growth_ratio,exp_name
HMDA,butanol,HMDA3-5,2,0.6233919403917789,0.14617356128214964,1.3063032935883006,hmda_012215
HMDA,butanol,HMDA4-2,3,0.5861391382174628,0.1089207591078335,1.2282409141723596,hmda_012215
HMDA,butanol,HMDA5-4,1,0.5404925905444289,0.06327421143479961,1.1325896365367434,hmda_012215
HMDA,butanol,HMDA5-10,2,0.0,-0.4772183791096293,0.0,hmda_012215
HMDA,butanol,HMDA6-7,3,0.38209336795673987,-0.0951250111528894,0.800667754392928,hmda_012215
HMDA,butanol,HMDA7-7,1,0.0,-0.4772183791096293,0.0,hmda_012215
HMDA,butanol,HMDA8-5,2,0.6564357314917569,0.17921735238212766,1.3755457883170858,hmda_012215
HMDA,butanol,HMDA8-10,3,0.5121183176148317,0.034899938505202455,1.073132008390618,hmda_012215
NA,butanol,M9 blank,0,0.0,-0.4772183791096293,0.0,hmda_012215
HMDA,butanol,HMDA1-6,2,0.4802987160978723,0.0030803369882430043,1.0064547744242167,hmda_012215
HMDA,butanol,HMDA2-1,1,0.0,-0.4772183791096293,0.0,hmda_012215
HMDA,butanol,HMDA2-9,2,0.49839877482551453,0.02118039571588526,1.0443830259752414,hmda_012215
HMDA,butanol,HMDA3-5,3,0.5833904918949708,0.10617211278534155,1.2224811898138381,hmda_012215
HMDA,butanol,HMDA4-6,1,0.32529345055870906,-0.1519249285509202,0.6816448502373812,hmda_012215
HMDA,butanol,HMDA5-4,2,0.5563747293301285,0.07915635022049927,1.1658702885001733,hmda_012215
HMDA,butanol,HMDA5-10,3,0.0,-0.4772183791096293,0.0,hmda_012215
HMDA,butanol,HMDA6-10,1,0.0,-0.4772183791096293,0.0,hmda_012215
HMDA,butanol,HMDA7-7,2,0.0,-0.4772183791096293,0.0,hmda_012215
HMDA,butanol,HMDA8-5,3,0.0,-0.4772183791096293,0.0,hmda_012215
NA,butanol,M9 blank,0,0.0,-0.4772183791096293,0.0,hmda_012215
NA,butanol,M9 blank,0,0.0,-0.4772183791096293,0.0,hmda_012215
HMDA,butanol,HMDA1-6,3,0.4376684000982584,-0.03954997901137086,0.9171239400184853,hmda_012215
HMDA,butanol,HMDA2-1,2,0.49505476924471925,0.017836390135089975,1.037375740155625,hmda_012215
HMDA,butanol,HMDA2-9,3,0.5334045175510165,0.0561861384413872,1.1177367446455364,hmda_012215
HMDA,butanol,HMDA3-6,1,0.6505918155169546,0.17337343640732528,1.3632999984845449,hmda_012215
HMDA,butanol,HMDA4-6,2,0.4417312488144632,-0.03548713029516609,0.9256375448879898,hmda_012215
HMDA,butanol,HMDA5-4,3,0.5637872840688156,0.08656890495918634,1.181403124332098,hmda_012215
HMDA,butanol,HMDA6-3,1,0.34173332855176153,-0.13548505055786775,0.7160942317212319,hmda_012215
HMDA,butanol,HMDA6-10,2,0.6639574304867463,0.186739051377117,1.391307333396349,hmda_012215
HMDA,butanol,HMDA7-7,3,0.8082118756533794,0.3309934965437501,1.6935891638568104,hmda_012215
HMDA,butanol,HMDA8-9,1,0.4402029958474299,-0.037015383262199386,0.9224351263854069,hmda_012215
NA,butanol,M9 blank,0,0.0,-0.4772183791096293,0.0,hmda_012215
NA,butanol,M9 blank,0,0.0,-0.4772183791096293,0.0,hmda_012215
NA,glutarate,MG1655,1,0.19006902111572485,-0.013351821465574343,0.934363552445526,hmda_012215
HMDA,glutarate,HMDA1-8,1,0.4062762714271977,0.2028554288458985,1.9972204729455159,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
NA,glutarate,MG1655,2,0.1996580842442267,-0.003762758337072486,0.9815025919206452,hmda_012215
HMDA,glutarate,HMDA1-8,2,0.4032332323865618,0.19981238980526259,1.9822611452678727,hmda_012215
HMDA,glutarate,HMDA2-1,3,0.19713102187870693,-0.006289820702592264,0.9690797628071053,hmda_012215
HMDA,glutarate,HMDA3-4,1,0.49950828275064496,0.29608744016934574,2.4555413123461594,hmda_012215
HMDA,glutarate,HMDA3-6,2,0.5244993362231906,0.32107849364189134,2.5783952596380044,hmda_012215
HMDA,glutarate,HMDA4-6,3,0.218877525817158,0.015456683235858804,1.07598377353924,hmda_012215
HMDA,glutarate,HMDA5-5,1,0.4602700921762656,0.25684924959496636,2.2626496200472377,hmda_012215
HMDA,glutarate,HMDA6-3,2,0.4679142146077285,0.2644933720264293,2.3002274922773553,hmda_012215
HMDA,glutarate,HMDA6-10,3,0.3600506525935596,0.15662981001226042,1.7699791625317929,hmda_012215
HMDA,glutarate,HMDA7-10,1,0.3862368189555425,0.18281597637424332,1.89870818572182,hmda_012215
HMDA,glutarate,HMDA8-9,2,0.27011792603086704,0.06669708344956785,1.3278773335279628,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
NA,glutarate,MG1655,3,0.2145455466618729,0.0111247040805737,1.0546881231018774,hmda_012215
HMDA,glutarate,HMDA1-8,3,0.4039182720149569,0.2004974294336577,1.9856287432961883,hmda_012215
HMDA,glutarate,HMDA2-8,1,0.20356834390433803,0.00014750132303884,1.0007251042772567,hmda_012215
HMDA,glutarate,HMDA3-4,2,0.5182446207442382,0.31482377816293894,2.547647596814552,hmda_012215
HMDA,glutarate,HMDA3-6,3,0.5322050245805049,0.32878418199920567,2.6162757848562337,hmda_012215
HMDA,glutarate,HMDA4-9,1,0.21232206613172,0.008901223550420806,1.0437576771262431,hmda_012215
HMDA,glutarate,HMDA5-5,2,0.5173593184171046,0.31393847583580536,2.5432955239595803,hmda_012215
HMDA,glutarate,HMDA6-3,3,0.45107113806067145,0.24765029547937226,2.217428324142332,hmda_012215
HMDA,glutarate,HMDA7-1,1,0.42881874443861034,0.22539790185731115,2.1080374016601993,hmda_012215
HMDA,glutarate,HMDA7-10,2,0.4143848717851165,0.21096402920381732,2.0370816801602,hmda_012215
HMDA,glutarate,HMDA8-9,3,0.340609210443108,0.1371883678618088,1.6744066444763648,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
NA,glutarate,MG1655,4,0.2068721930686366,0.0034513504873374123,1.0169665529035357,hmda_012215
HMDA,glutarate,HMDA1-10,1,0.2831642862756939,0.0797434436943947,1.3920121590417875,hmda_012215
HMDA,glutarate,HMDA2-8,2,0.2003604810174257,-0.003060361563873487,0.984955516234034,hmda_012215
HMDA,glutarate,HMDA3-4,3,0.5464196785429837,0.34299883596168446,2.6861538454428606,hmda_012215
HMDA,glutarate,HMDA4-2,1,0.16175662048475195,-0.04166422209654724,0.7951821378387236,hmda_012215
HMDA,glutarate,HMDA4-9,2,0.23046747235305534,0.027046629771756148,1.1329589899862238,hmda_012215
HMDA,glutarate,HMDA5-5,3,0.5041512893770795,0.3007304467957803,2.478365948049745,hmda_012215
HMDA,glutarate,HMDA6-7,1,0.42729116214348684,0.22387031956218764,2.100527933722994,hmda_012215
HMDA,glutarate,HMDA7-1,2,0.4252128221462459,0.2217919795649467,2.090310986576045,hmda_012215
HMDA,glutarate,HMDA7-10,3,0.4097998468005362,0.20637900421923702,2.0145420774017078,hmda_012215
HMDA,glutarate,HMDA8-10,1,0.0,-0.2034208425812992,0.0,hmda_012215
NA,glutarate,M9 blank,0,0.3113084967231965,0.1078876541418973,1.5303667646484107,hmda_012215
NA,glutarate,MG1655,5,0.20595936781603502,0.002538525234735828,1.0124791796284163,hmda_012215
HMDA,glutarate,HMDA1-10,2,0.3049579366251215,0.1015370940438223,1.4991479376221832,hmda_012215
HMDA,glutarate,HMDA2-8,3,0.20973100417683968,0.006310161595540487,1.031020231336514,hmda_012215
HMDA,glutarate,HMDA3-5,1,0.4839428006046897,0.2805219580233905,2.3790226923835354,hmda_012215
HMDA,glutarate,HMDA4-2,2,0.15387729325592256,-0.049543549325376635,0.7564480183215442,hmda_012215
HMDA,glutarate,HMDA4-9,3,0.22198917590199427,0.018568333320695074,1.0912803874228083,hmda_012215
HMDA,glutarate,HMDA5-10,1,0.32886692730542266,0.12544608472412347,1.6166825539226035,hmda_012215
HMDA,glutarate,HMDA6-7,2,0.41395214551540943,0.21053130293411024,2.0349544336882257,hmda_012215
HMDA,glutarate,HMDA7-1,3,0.401930235963315,0.19850939338201581,1.9758557228602547,hmda_012215
HMDA,glutarate,HMDA8-5,1,0.34724769537611744,0.14382685279481824,1.707040886124225,hmda_012215
HMDA,glutarate,HMDA8-10,2,0.3472641496114512,0.143843307030152,1.7071217737811875,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
HMDA,glutarate,HMDA1-6,1,0.4099522503310824,0.2065314077497832,2.0152912805247123,hmda_012215
HMDA,glutarate,HMDA1-10,3,0.29463875929669586,0.09121791671539667,1.4484197172614723,hmda_012215
HMDA,glutarate,HMDA2-9,1,0.19085840883806857,-0.012562433743230628,0.9382441170539841,hmda_012215
HMDA,glutarate,HMDA3-5,2,0.48355677216698395,0.2801359295856848,2.377125008582764,hmda_012215
HMDA,glutarate,HMDA4-2,3,0.11635253655742218,-0.08706830602387701,0.5719794249250576,hmda_012215
HMDA,glutarate,HMDA5-4,1,0.47980283471205476,0.27638199213075554,2.3586709632288376,hmda_012215
HMDA,glutarate,HMDA5-10,2,0.3406724641093133,0.1372516215280141,1.6747175942561545,hmda_012215
HMDA,glutarate,HMDA6-7,3,0.39541352346569575,0.19199268088439655,1.9438201044107106,hmda_012215
HMDA,glutarate,HMDA7-7,1,0.39792523877442193,0.19450439619312274,1.9561674886652143,hmda_012215
HMDA,glutarate,HMDA8-5,2,0.33543157021246395,0.13201072763116475,1.6489537942917787,hmda_012215
HMDA,glutarate,HMDA8-10,3,0.35441431674178747,0.15099347416048828,1.7422714026963202,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
HMDA,glutarate,HMDA1-6,2,0.3744618529588897,0.17104101037759048,1.8408234289425491,hmda_012215
HMDA,glutarate,HMDA2-1,1,0.19953845783651786,-0.0038823847447813364,0.9809145184165201,hmda_012215
HMDA,glutarate,HMDA2-9,2,0.2069637546645559,0.0035429120832567162,1.017416662119275,hmda_012215
HMDA,glutarate,HMDA3-5,3,0.4792890734215898,0.27586823084029055,2.35614535531204,hmda_012215
HMDA,glutarate,HMDA4-6,1,0.1998605388423726,-0.0035603037389266012,0.9824978419430954,hmda_012215
HMDA,glutarate,HMDA5-4,2,0.4861778217935558,0.2827569792122566,2.390009871280766,hmda_012215
HMDA,glutarate,HMDA5-10,3,0.32367486202239704,0.12025401944109784,1.591158791376243,hmda_012215
HMDA,glutarate,HMDA6-10,1,0.0,-0.2034208425812992,0.0,hmda_012215
HMDA,glutarate,HMDA7-7,2,0.37049661722441257,0.16707577464311338,1.821330658761478,hmda_012215
HMDA,glutarate,HMDA8-5,3,0.3233910077632417,0.1199701651819425,1.5897633873677188,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
HMDA,glutarate,HMDA1-6,3,0.36062828182036477,0.15720743923906558,1.7728187399294448,hmda_012215
HMDA,glutarate,HMDA2-1,2,0.17094599345504197,-0.03247484912625723,0.8403563336275224,hmda_012215
HMDA,glutarate,HMDA2-9,3,0.18414097507238764,-0.019279867508911558,0.9052217694890032,hmda_012215
HMDA,glutarate,HMDA3-6,1,0.49396823572463167,0.29054739314333244,2.428306900396464,hmda_012215
HMDA,glutarate,HMDA4-6,2,0.19173527459945622,-0.011685567981842976,0.9425547164510799,hmda_012215
HMDA,glutarate,HMDA5-4,3,0.41414735076066794,0.21072650817936875,2.035914046492801,hmda_012215
HMDA,glutarate,HMDA6-3,1,0.3834244934302736,0.18000365084897443,1.8848830265612244,hmda_012215
HMDA,glutarate,HMDA6-10,2,0.3440628411706694,0.14064199858937018,1.6913844068518258,hmda_012215
HMDA,glutarate,HMDA7-7,3,0.3611914140459416,0.15777057146464238,1.7755870512707554,hmda_012215
HMDA,glutarate,HMDA8-9,1,0.2935389571892332,0.09011811460793398,1.4430131812668967,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
NA,glutarate,M9 blank,0,0.0,-0.2034208425812992,0.0,hmda_012215
NA,coumarate,MG1655,1,0.33644381486067004,-0.05247777922234509,0.865068486757401,hmda_012215
HMDA,coumarate,HMDA1-8,1,0.42524600318537387,0.036324409102358735,1.0933977687405172,hmda_012215
NA,coumarate,M9 blank,0,0.0,-0.38892159408301513,0.0,hmda_012215
NA,coumarate,M9 blank,0,0.0,-0.38892159408301513,0.0,hmda_012215
NA,coumarate,M9 blank,0,0.0,-0.38892159408301513,0.0,hmda_012215
NA,coumarate,M9 blank,0,0.0,-0.38892159408301513,0.0,hmda_012215
NA,coumarate,M9 blank,0,0.0,-0.38892159408301513,0.0,hmda_012215
NA,coumarate,M9 blank,0,0.49072457622963367,0.10180298214661854,1.2617570834210063,hmda_012215
NA,coumarate,M9 blank,0,0.557821305576665,0.16889971149364985,1.4342770215469143,hmda_012215
NA,coumarate,M9 blank,0,0.0,-0.38892159408301513,0.0,hmda_012215
NA,coumarate,M9 blank,0,0.0,-0.38892159408301513,0.0,hmda_012215
NA,coumarate,M9 blank,0,0.0,-0.38892159408301513,0.0,hmda_012215
NA,coumarate,MG1655,2,0.4125888297985514,0.02366723571553625,1.0608534884038465,hmda_012215
HMDA,coumarate,HMDA1-8,2,0.3728001209335185,-0.016121473149496635,0.958548269381886,hmda_012215
HMDA,coumarate,HMDA2-1,3,0.3608011911258495,-0.028120402957165613,0.9276964730552778,hmda_012215
HMDA,coumarate,HMDA3-4,1,0.6417543658713741,0.252832771788359,1.6500867414792915,hmda_012215
HMDA,coumarate,HMDA3-6,2,0.7036805065165627,0.31475891243354753,1.809311998156529,hmda_012215
HMDA,coumarate,HMDA4-6,3,0.4581000248089974,0.06917843072598229,1.1778724343889637,hmda_012215
HMDA,coumarate,HMDA5-5,1,0.5915519121150467,0.20263031803203152,1.52100557314074,hmda_012215
HMDA,coumarate,HMDA6-3,2,0.5377949264554927,0.14887333237247752,1.382784948527956,hmda_012215
HMDA,coumarate,HMDA6-10,3,0.5193454713016813,0.13042387721866616,1.3353474818650137,hmda_012215
HMDA,coumarate,HMDA7-10,1,0.5915682323616871,0.20264663827867196,1.5210475359602098,hmda_012215
HMDA,coumarate,HMDA8-9,2,0.5034217871209096,0.11450019303789444,1.2944043086829846,hmda_012215
NA,coumarate,M9 blank,0,0.0,-0.38892159408301513,0.0,hmda_012215
NA,coumarate,MG1655,3,0.39844891107271435,0.00952731698969922,1.024496754962044,hmda_012215
HMDA,coumarate,HMDA1-8,3,0.3841960518953947,-0.004725542187620446,0.9878496276382849,hmda_012215
HMDA,coumarate,HMDA2-8,1,0.31217470927602686,-0.07674688480698827,0.8026674631221257,hmda_012215
HMDA,coumarate,HMDA3-4,2,0.6982682506633854,0.30934665658037025,1.7953959391474168,hmda_012215
HMDA,coumarate,HMDA3-6,3,0.6603393718763859,0.2714177777933708,1.6978727381628411,hmda_012215
HMDA,coumarate,HMDA4-9,1,0.3895018111734336,0.0005802170904184445,1.001491861339781,hmda_012215
HMDA,coumarate,HMDA5-5,2,0.5826833522746556,0.1937617581916405,1.498202622686675,hmda_012215
HMDA,coumarate,HMDA6-3,3,0.5435317991061849,0.15461020502316974,1.3975356662509417,hmda_012215
HMDA,coumarate,HMDA7-1,1,0.6191475381882103,0.2302259441051952,1.5919597872882667,hmda_012215
HMDA,coumarate,HMDA7-10,2,0.6482559020958469,0.2593343080128318,1.6668035716152008,hmda_012215
HMDA,coumarate,HMDA8-9,3,0.5706054146930336,0.18168382061001848,1.4671476805971286,hmda_012215
NA,coumarate,M9 blank,0,0.0,-0.38892159408301513,0.0,hmda_012215
NA,coumarate,MG1655,4,0.3980262768315915,0.009104682748576343,1.0234100725881345,hmda_012215
HMDA,coumarate,HMDA1-10,1,0.37116131569697325,-0.017760278386041883,0.9543345531432462,hmda_012215
HMDA,coumarate,HMDA2-8,2,0.3331895485518069,-0.05573204553120825,0.8567010770831298,hmda_012215
HMDA,coumarate,HMDA3-4,3,0.6574784966806143,0.2685569025975992,1.6905168205709757,hmda_012215
HMDA,coumarate,HMDA4-2,1,0.36313772569968006,-0.025783868383335073,0.9337041995723397,hmda_012215
HMDA,coumarate,HMDA4-9,2,0.45299177138789876,0.06407017730488362,1.1647380301830397,hmda_012215
HMDA,coumarate,HMDA5-5,3,0.6024575310359965,0.2135359369529814,1.5490462350295784,hmda_012215
HMDA,coumarate,HMDA6-7,1,0.46123410119575114,0.07231250711273601,1.185930810252981,hmda_012215
HMDA,coumarate,HMDA7-1,2,0.6741800845239567,0.2852584904409416,1.73346014924554,hmda_012215
HMDA,coumarate,HMDA7-10,3,0.6731834968584645,0.2842619027754493,1.730897710747256,hmda_012215
HMDA,coumarate,HMDA8-10,1,0.0,-0.38892159408301513,0.0,hmda_012215
NA,coumarate,M9 blank,0,0.0,-0.38892159408301513,0.0,hmda_012215
NA,coumarate,MG1655,5,0.3991001378515484,0.010178543768533277,1.026171197288574,hmda_012215
HMDA,coumarate,HMDA1-10,2,0.41483793285982407,0.025916338776808934,1.0666364099373642,hmda_012215
HMDA,coumarate,HMDA2-8,3,0.33857503210384565,-0.05034656197916948,0.8705482988213222,hmda_012215
HMDA,coumarate,HMDA3-5,1,0.5895263451227696,0.20060475103975445,1.5157974103051102,hmda_012215
HMDA,coumarate,HMDA4-2,2,0.43336597688378475,0.04444438280076962,1.114275945272617,hmda_012215
HMDA,coumarate,HMDA4-9,3,0.44646038797582605,0.05753879389281091,1.1479444565902126,hmda_012215
HMDA,coumarate,HMDA5-10,1,0.526874556250176,0.13795296216716085,1.3547063579547987,hmda_012215
HMDA,coumarate,HMDA6-7,2,0.5421632179636516,0.1532416238806365,1.3940167535360022,hmda_012215
HMDA,coumarate,HMDA7-1,3,0.0,-0.38892159408301513,0.0,hmda_012215
HMDA,coumarate,HMDA8-5,1,0.4659553039966867,0.07703370991367159,1.1980700251301264,hmda_012215
HMDA,coumarate,HMDA8-10,2,0.49770374799736866,0.10878215391435353,1.2797020159573191,hmda_012215
NA,coumarate,M9 blank,0,0.0,-0.38892159408301513,0.0,hmda_012215
HMDA,coumarate,HMDA1-6,1,0.50818018894187,0.11925859485885487,1.3066391701392626,hmda_012215
HMDA,coumarate,HMDA1-10,3,0.4102129177429954,0.021291323659980266,1.0547445140200562,hmda_012215
HMDA,coumarate,HMDA2-9,1,0.33938108374566145,-0.04954051033735368,0.8726208287452939,hmda_012215
HMDA,coumarate,HMDA3-5,2,0.6362245943798515,0.24730300029683633,1.6358685248113265,hmda_012215
HMDA,coumarate,HMDA4-2,3,0.39397650939001727,0.005054915307002139,1.012997260589041,hmda_012215
HMDA,coumarate,HMDA5-4,1,0.6140647219188188,0.22514312783580365,1.5788907874005755,hmda_012215
HMDA,coumarate,HMDA5-10,2,0.536629525955978,0.14770793187296288,1.379788456388551,hmda_012215
HMDA,coumarate,HMDA6-7,3,0.5316482547988199,0.1427266607158048,1.3669805505459793,hmda_012215
HMDA,coumarate,HMDA7-7,1,0.6186680554116945,0.22974646132867932,1.5907269352589357,hmda_012215
HMDA,coumarate,HMDA8-5,2,0.5403678331385096,0.15144623905549442,1.389400437927775,hmda_012215
HMDA,coumarate,HMDA8-10,3,0.5738840269286186,0.18496243284560349,1.4755776888184906,hmda_012215
NA,coumarate,M9 blank,0,0.0,-0.38892159408301513,0.0,hmda_012215
HMDA,coumarate,HMDA1-6,2,0.5087618032990834,0.11984020921606825,1.3081346241486618,hmda_012215
HMDA,coumarate,HMDA2-1,1,0.336134773488278,-0.052786820594737105,0.8642738757687243,hmda_012215
HMDA,coumarate,HMDA2-9,2,0.37867011210627344,-0.010251481976741694,0.9736412630907979,hmda_012215
HMDA,coumarate,HMDA3-5,3,0.5982318124222635,0.2093102183392484,1.538181015206297,hmda_012215
HMDA,coumarate,HMDA4-6,1,0.5229682748391759,0.13404668075616072,1.3446624790073973,hmda_012215
HMDA,coumarate,HMDA5-4,2,0.5995726007345437,0.21065100665152853,1.541628466653269,hmda_012215
HMDA,coumarate,HMDA5-10,3,0.5308043158958898,0.1418827218128747,1.3648106044288966,hmda_012215
HMDA,coumarate,HMDA6-10,1,0.0,-0.38892159408301513,0.0,hmda_012215
HMDA,coumarate,HMDA7-7,2,0.5924166824744203,0.20349508839140512,1.5232290813555833,hmda_012215
HMDA,coumarate,HMDA8-5,3,0.475489264637809,0.08656767055479386,1.222583862330658,hmda_012215
NA,coumarate,M9 blank,0,0.4384089625545938,0.04948736847157864,1.127242532233928,hmda_012215
NA,coumarate,M9 blank,0,0.0,-0.38892159408301513,0.0,hmda_012215
HMDA,coumarate,HMDA1-6,3,0.5079416717192131,0.11902007763619799,1.3060258917142904,hmda_012215
HMDA,coumarate,HMDA2-1,2,0.3056673898248028,-0.08325420425821234,0.7859357630822582,hmda_012215
